datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2021-01-01 00:00:00,291.0,3477.0,281.857,315.0,195.0,15.0,,,,0.0,0.0,148.0,12.0,,3465.0,52.0,273.0,0.0,23.0,,66.0,2021,1,01-01,Friday,0,2021-01-01
2021-01-01 01:00:00,291.0,3640.0,279.0,312.0,196.0,8.0,,,,0.0,0.0,151.0,11.0,,3468.0,51.0,271.0,0.0,23.0,,68.0,2021,1,01-01,Friday,1,2021-01-01
2021-01-01 02:00:00,290.0,3422.0,251.0,314.0,194.0,7.0,,,,0.0,0.0,148.0,11.0,,3466.0,52.0,270.0,0.0,23.0,,65.0,2021,1,01-01,Friday,2,2021-01-01
2021-01-01 03:00:00,285.0,3293.0,253.0,314.0,194.0,8.0,,,,0.0,0.0,147.0,11.0,,3464.0,52.0,271.0,0.0,23.0,,57.0,2021,1,01-01,Friday,3,2021-01-01
2021-01-01 04:00:00,291.0,3272.0,248.0,316.0,193.0,7.0,,,,0.0,0.0,146.0,11.0,,3467.0,52.0,270.0,0.0,23.0,,76.0,2021,1,01-01,Friday,4,2021-01-01
2021-01-01 05:00:00,292.0,3320.0,253.0,316.0,197.0,7.0,,,,0.0,0.0,145.0,11.0,,3471.0,52.0,270.0,0.0,24.0,,70.0,2021,1,01-01,Friday,5,2021-01-01
2021-01-01 06:00:00,292.0,3359.0,254.0,320.0,197.0,7.0,,,,0.0,0.0,145.0,12.0,,3472.0,53.0,268.0,0.0,23.0,,58.0,2021,1,01-01,Friday,6,2021-01-01
2021-01-01 07:00:00,292.0,3381.0,253.0,334.0,198.0,7.0,,,,0.0,0.0,145.0,17.0,,3473.0,71.0,274.0,0.0,23.0,,46.0,2021,1,01-01,Friday,7,2021-01-01
2021-01-01 08:00:00,293.0,3480.0,238.0,336.0,203.0,7.0,,,,0.0,0.0,143.0,46.0,,3476.0,75.0,276.0,2.0,23.0,,59.0,2021,1,01-01,Friday,8,2021-01-01
2021-01-01 09:00:00,293.0,3366.0,203.0,336.0,202.0,7.0,,,,0.0,0.0,142.0,45.0,,3479.0,78.0,278.0,29.0,23.0,,63.0,2021,1,01-01,Friday,9,2021-01-01
2021-01-01 10:00:00,292.0,3430.0,241.0,336.0,199.0,7.0,,,,0.0,0.0,145.0,27.0,,3479.0,76.0,280.0,142.0,23.0,,61.0,2021,1,01-01,Friday,10,2021-01-01
2021-01-01 11:00:00,292.0,3368.0,248.0,334.0,202.0,7.0,,,,0.0,0.0,140.0,99.0,,3479.0,77.0,282.0,235.0,23.0,,51.0,2021,1,01-01,Friday,11,2021-01-01
2021-01-01 12:00:00,291.0,3449.0,252.0,338.0,204.0,7.0,,,,0.0,0.0,139.0,102.0,,3479.0,81.0,285.0,292.0,23.0,,45.0,2021,1,01-01,Friday,12,2021-01-01
2021-01-01 13:00:00,291.0,3704.0,248.0,336.0,205.0,7.0,,,,0.0,0.0,141.0,93.0,,3477.0,79.0,285.0,285.0,23.0,,34.0,2021,1,01-01,Friday,13,2021-01-01
2021-01-01 14:00:00,291.0,3688.0,273.0,334.0,205.0,7.0,,,,0.0,0.0,141.0,96.0,,3475.0,73.0,282.0,229.0,23.0,,30.0,2021,1,01-01,Friday,14,2021-01-01
2021-01-01 15:00:00,291.0,3606.0,252.0,332.0,199.0,7.0,,,,0.0,0.0,143.0,56.0,,3474.0,69.0,280.0,133.0,23.0,,32.0,2021,1,01-01,Friday,15,2021-01-01
2021-01-01 16:00:00,291.0,3572.0,246.0,332.0,202.0,7.0,,,,0.0,0.0,140.0,120.0,,3473.0,75.0,282.0,38.0,23.0,,27.0,2021,1,01-01,Friday,16,2021-01-01
2021-01-01 17:00:00,291.0,3598.0,267.0,332.0,204.0,7.0,,,,0.0,0.0,139.0,179.0,,3471.0,73.0,280.0,3.0,23.0,,29.0,2021,1,01-01,Friday,17,2021-01-01
2021-01-01 18:00:00,293.0,3692.0,278.0,344.0,203.0,7.0,,,,0.0,0.0,139.0,193.0,,3473.0,76.0,280.0,0.0,23.0,,30.0,2021,1,01-01,Friday,18,2021-01-01
2021-01-01 19:00:00,292.0,3774.0,280.0,350.0,206.0,7.0,,,,0.0,0.0,140.0,204.0,,3473.0,83.0,286.0,0.0,23.0,,33.0,2021,1,01-01,Friday,19,2021-01-01
2021-01-01 20:00:00,292.0,3779.0,272.0,345.0,202.0,7.0,,,,0.0,0.0,140.0,198.0,,3470.0,85.0,287.0,0.0,23.0,,32.0,2021,1,01-01,Friday,20,2021-01-01
2021-01-01 21:00:00,291.0,3810.0,284.0,338.0,203.0,7.0,,,,0.0,0.0,141.0,138.0,,3472.0,81.0,285.0,0.0,23.0,,36.0,2021,1,01-01,Friday,21,2021-01-01
2021-01-01 22:00:00,291.0,3708.0,282.0,331.0,203.0,7.0,,,,0.0,0.0,148.0,24.0,,3474.0,70.0,281.0,0.0,23.0,,31.0,2021,1,01-01,Friday,22,2021-01-01
2021-01-01 23:00:00,289.0,3577.0,272.0,313.0,206.0,7.0,,,,0.0,0.0,152.0,10.0,,3470.0,52.0,273.0,0.0,23.0,,31.0,2021,1,01-01,Friday,23,2021-01-01
2021-01-02 00:00:00,290.0,3556.0,264.0,310.0,211.0,7.0,,,,0.0,0.0,150.0,10.0,,3471.0,50.0,272.0,0.0,24.0,,27.0,2021,1,01-02,Saturday,0,2021-01-02
2021-01-02 01:00:00,283.0,3347.0,252.0,310.0,211.0,7.0,,,,0.0,0.0,151.0,19.0,,3473.0,50.0,269.0,0.0,24.0,,23.0,2021,1,01-02,Saturday,1,2021-01-02
2021-01-02 02:00:00,279.0,3031.0,249.0,310.0,211.0,7.0,,,,0.0,0.0,151.0,10.0,,3470.0,51.0,269.0,0.0,24.0,,30.0,2021,1,01-02,Saturday,2,2021-01-02
2021-01-02 03:00:00,281.0,2949.0,253.0,310.0,206.0,7.0,,,,0.0,0.0,152.0,10.0,,3466.0,51.0,269.0,0.0,23.0,,29.0,2021,1,01-02,Saturday,3,2021-01-02
2021-01-02 04:00:00,283.0,2995.0,252.0,310.0,209.0,7.0,,,,0.0,0.0,152.0,10.0,,3467.0,51.0,268.0,0.0,24.0,,22.0,2021,1,01-02,Saturday,4,2021-01-02
2021-01-02 05:00:00,283.0,2970.0,249.0,308.0,208.0,7.0,,,,0.0,0.0,151.0,10.0,,3466.0,51.0,268.0,0.0,24.0,,23.0,2021,1,01-02,Saturday,5,2021-01-02
2021-01-02 06:00:00,284.0,3051.0,252.0,314.0,205.0,7.0,,,,0.0,0.0,151.0,10.0,,3466.0,52.0,268.0,0.0,24.0,,25.0,2021,1,01-02,Saturday,6,2021-01-02
2021-01-02 07:00:00,286.0,3362.0,250.0,333.0,203.0,7.0,,,,0.0,0.0,150.0,15.0,,3467.0,71.0,277.0,0.0,24.0,,29.0,2021,1,01-02,Saturday,7,2021-01-02
2021-01-02 08:00:00,294.0,3750.0,250.0,426.0,205.0,7.0,,,,0.0,0.0,147.0,42.0,,3467.0,78.0,282.0,2.0,24.0,,27.0,2021,1,01-02,Saturday,8,2021-01-02
2021-01-02 09:00:00,294.0,3677.0,239.0,738.0,205.0,7.0,,,,0.0,0.0,146.0,43.0,,3466.0,80.0,283.0,13.0,24.0,,26.0,2021,1,01-02,Saturday,9,2021-01-02
2021-01-02 10:00:00,293.0,3925.0,253.0,1057.0,210.0,7.0,,,,0.0,0.0,140.0,156.0,,3467.0,79.0,283.0,62.0,24.0,,25.0,2021,1,01-02,Saturday,10,2021-01-02
2021-01-02 11:00:00,296.0,4037.0,256.0,1052.2,217.0,7.0,,,,0.0,0.0,138.0,178.0,,3465.0,84.0,286.0,105.0,24.0,,23.0,2021,1,01-02,Saturday,11,2021-01-02
2021-01-02 12:00:00,298.0,4095.0,256.0,1047.4,220.0,7.0,,,,0.0,0.0,137.0,183.0,,3465.0,85.0,288.0,121.0,24.0,,22.0,2021,1,01-02,Saturday,12,2021-01-02
2021-01-02 13:00:00,296.0,4099.0,256.0,1042.6,218.0,7.0,,,,0.0,0.0,138.0,179.0,,3466.0,87.0,287.0,137.0,24.0,,21.0,2021,1,01-02,Saturday,13,2021-01-02
2021-01-02 14:00:00,297.0,4081.0,255.0,1037.8,217.0,7.0,,,,0.0,0.0,139.0,177.0,,3462.0,81.0,285.0,153.0,24.0,,23.0,2021,1,01-02,Saturday,14,2021-01-02
2021-01-02 15:00:00,300.0,4067.0,255.0,1033.0,215.0,7.0,,,,0.0,0.0,139.0,161.0,,3460.0,78.0,283.0,61.0,24.0,,23.0,2021,1,01-02,Saturday,15,2021-01-02
2021-01-02 16:00:00,301.0,4075.0,255.0,1028.0,210.0,7.0,,,,0.0,0.0,138.0,233.0,,3460.0,79.0,284.0,12.0,24.0,,26.0,2021,1,01-02,Saturday,16,2021-01-02
2021-01-02 17:00:00,301.0,4086.0,269.0,913.0,203.0,7.0,,,,0.0,0.0,136.0,236.4,,3457.0,80.0,284.0,2.0,24.0,,27.0,2021,1,01-02,Saturday,17,2021-01-02
