unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2022-01-01 00:00:00,2022-01-01,2022,1,01-01,Saturday,0,0.0,1.0,37.0,,24.0,138.0,0.0,87.0,38.0,249.0,287.0,0.0,0.003484320557491289,0.1289198606271777,,0.08362369337979095,0.4808362369337979,0.0,0.30313588850174217,0.13240418118466898,0.867595818815331
Mwh,2022-01-01 01:00:00,2022-01-01,2022,1,01-01,Saturday,1,0.0,1.0,37.0,,24.0,187.0,0.0,87.0,38.0,298.0,336.0,0.0,0.002976190476190476,0.11011904761904762,,0.07142857142857142,0.5565476190476191,0.0,0.25892857142857145,0.1130952380952381,0.8869047619047619
Mwh,2022-01-01 02:00:00,2022-01-01,2022,1,01-01,Saturday,2,0.0,1.0,37.0,,24.0,221.0,0.0,87.0,38.0,332.0,370.0,0.0,0.002702702702702703,0.1,,0.06486486486486487,0.5972972972972973,0.0,0.23513513513513515,0.10270270270270271,0.8972972972972973
Mwh,2022-01-01 03:00:00,2022-01-01,2022,1,01-01,Saturday,3,0.0,1.0,37.0,,24.0,247.0,0.0,87.0,38.0,358.0,396.0,0.0,0.0025252525252525255,0.09343434343434344,,0.06060606060606061,0.6237373737373737,0.0,0.2196969696969697,0.09595959595959595,0.9040404040404041
Mwh,2022-01-01 04:00:00,2022-01-01,2022,1,01-01,Saturday,4,0.0,1.0,37.0,,24.0,263.0,0.0,87.0,38.0,374.0,412.0,0.0,0.0024271844660194173,0.08980582524271845,,0.05825242718446602,0.6383495145631068,0.0,0.2111650485436893,0.09223300970873786,0.9077669902912622
Mwh,2022-01-01 05:00:00,2022-01-01,2022,1,01-01,Saturday,5,0.0,1.0,37.0,,24.0,251.0,0.0,87.0,38.0,362.0,400.0,0.0,0.0025,0.0925,,0.06,0.6275,0.0,0.2175,0.095,0.905
Mwh,2022-01-01 06:00:00,2022-01-01,2022,1,01-01,Saturday,6,0.0,1.0,37.0,,24.0,265.0,0.0,87.0,38.0,376.0,414.0,0.0,0.0024154589371980675,0.0893719806763285,,0.057971014492753624,0.6400966183574879,0.0,0.21014492753623187,0.09178743961352658,0.9082125603864735
Mwh,2022-01-01 07:00:00,2022-01-01,2022,1,01-01,Saturday,7,0.0,1.0,37.0,,24.0,268.0,0.0,88.0,38.0,380.0,418.0,0.0,0.0023923444976076554,0.08851674641148326,,0.05741626794258373,0.6411483253588517,0.0,0.21052631578947367,0.09090909090909091,0.9090909090909091
Mwh,2022-01-01 08:00:00,2022-01-01,2022,1,01-01,Saturday,8,0.0,1.0,37.0,,24.0,317.0,0.0,87.0,38.0,428.0,466.0,0.0,0.002145922746781116,0.07939914163090128,,0.05150214592274678,0.6802575107296137,0.0,0.18669527896995708,0.0815450643776824,0.9184549356223176
Mwh,2022-01-01 09:00:00,2022-01-01,2022,1,01-01,Saturday,9,0.0,1.0,37.0,,24.0,344.0,0.0,86.0,38.0,454.0,492.0,0.0,0.0020325203252032522,0.07520325203252033,,0.04878048780487805,0.6991869918699187,0.0,0.17479674796747968,0.07723577235772358,0.9227642276422764
Mwh,2022-01-01 10:00:00,2022-01-01,2022,1,01-01,Saturday,10,0.0,1.0,37.0,,24.0,343.0,0.0,86.0,38.0,453.0,491.0,0.0,0.002036659877800407,0.07535641547861507,,0.048879837067209775,0.6985743380855397,0.0,0.17515274949083504,0.07739307535641547,0.9226069246435845
Mwh,2022-01-01 11:00:00,2022-01-01,2022,1,01-01,Saturday,11,0.0,1.0,37.0,,24.0,334.0,0.0,86.0,38.0,444.0,482.0,0.0,0.002074688796680498,0.07676348547717843,,0.04979253112033195,0.6929460580912863,0.0,0.17842323651452283,0.07883817427385892,0.921161825726141
Mwh,2022-01-01 12:00:00,2022-01-01,2022,1,01-01,Saturday,12,0.0,1.0,37.0,,24.0,288.0,0.0,86.0,38.0,398.0,436.0,0.0,0.0022935779816513763,0.08486238532110092,,0.05504587155963303,0.6605504587155964,0.0,0.19724770642201836,0.0871559633027523,0.9128440366972477
Mwh,2022-01-01 13:00:00,2022-01-01,2022,1,01-01,Saturday,13,0.0,1.0,37.0,,24.0,283.0,0.0,86.0,38.0,393.0,431.0,0.0,0.002320185614849188,0.08584686774941995,,0.05568445475638051,0.6566125290023201,0.0,0.19953596287703015,0.08816705336426914,0.9118329466357309
Mwh,2022-01-01 14:00:00,2022-01-01,2022,1,01-01,Saturday,14,0.0,1.0,37.0,,24.0,231.0,0.0,87.0,38.0,342.0,380.0,0.0,0.002631578947368421,0.09736842105263158,,0.06315789473684211,0.6078947368421053,0.0,0.22894736842105262,0.1,0.9
Mwh,2022-01-01 15:00:00,2022-01-01,2022,1,01-01,Saturday,15,0.0,1.0,37.0,,24.0,190.0,0.0,87.0,38.0,301.0,339.0,0.0,0.0029498525073746312,0.10914454277286136,,0.07079646017699115,0.56047197640118,0.0,0.25663716814159293,0.11209439528023599,0.887905604719764
Mwh,2022-01-01 16:00:00,2022-01-01,2022,1,01-01,Saturday,16,0.0,1.0,37.0,,24.0,184.0,0.0,87.0,38.0,295.0,333.0,0.0,0.003003003003003003,0.1111111111111111,,0.07207207207207207,0.5525525525525525,0.0,0.26126126126126126,0.11411411411411411,0.8858858858858859
Mwh,2022-01-01 17:00:00,2022-01-01,2022,1,01-01,Saturday,17,0.0,1.0,37.0,,24.0,126.0,0.0,87.0,38.0,237.0,275.0,0.0,0.0036363636363636364,0.13454545454545455,,0.08727272727272728,0.4581818181818182,0.0,0.31636363636363635,0.13818181818181818,0.8618181818181818
Mwh,2022-01-01 18:00:00,2022-01-01,2022,1,01-01,Saturday,18,0.0,1.0,37.0,,24.0,94.0,0.0,88.0,38.0,206.0,244.0,0.0,0.004098360655737705,0.15163934426229508,,0.09836065573770492,0.38524590163934425,0.0,0.36065573770491804,0.1557377049180328,0.8442622950819673
Mwh,2022-01-01 19:00:00,2022-01-01,2022,1,01-01,Saturday,19,0.0,1.0,37.0,,24.0,73.0,0.0,87.0,38.0,184.0,222.0,0.0,0.0045045045045045045,0.16666666666666666,,0.10810810810810811,0.32882882882882886,0.0,0.3918918918918919,0.17117117117117117,0.8288288288288288
