"year","month","unit","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2019,1,"Gwh",418531.079861503,18163.6586318931,1581.97497238102,27128.63619859,76569.1800750186,37379.7912775069,16580.4512472482,17275.5117516754,438276.713465777,174933.570550039,613210.284015816,0.682524560939536,0.0296206034134689,0.00257982459462506,0.0442403477334544,0.12486610559363,0.0609575414044145,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2019,2,"Gwh",346038.920138497,15017.6013681069,1307.96647077478,20617.76380141,76117.4449249813,29310.2087224931,13001.0487527518,14283.2868051688,362364.487977379,153329.753006805,515694.240984184,0.671015676805105,0.0291211345301168,0.00253632165501514,0.0399805973440031,0.14760189056933,0.0568364088506315,0.0252107697148988,0.0276972005308992,0.702673132990237,0.297326867009763
2019,3,"Gwh",368650,17407,1372.70947600285,28234.65,90977.25,38950,21464.625,14990.2905239971,387429.709476003,194616.815523997,582046.525,0.633368612586425,0.0299065439828887,0.00235841881540801,0.0485092665058003,0.156305803904593,0.0669190491258409,0.0368778509587356,0.0257544541203078,0.665633575384722,0.334366424615278
2019,4,"Gwh",342390,15607.63,1803.85669226422,27683.73,94503.5000000001,40090.0000000001,22005.75,19698.5133077358,359801.486692264,203981.493307736,563782.98,0.607308152509321,0.0276837551924679,0.00319955861786431,0.0491035220680128,0.167623896698691,0.0711089220891345,0.039032306367248,0.0349398864572602,0.638191466319654,0.361808533680346
2019,5,"Gwh",325220,16381.2,1732.24979698635,26673.7100000001,120245.125,40090.0000000001,22907.625,18916.5502030136,343333.449796986,228833.010203014,572166.46,0.568401020919681,0.028630129770277,0.0030275276830913,0.0466187934189642,0.210157591201694,0.0700670221040221,0.0400366442311212,0.0330612706711498,0.600058678373049,0.399941321626951
2019,6,"Gwh",350880,21157.39,1681.39587305687,27086.9,131881.75,29450,22921.5,18361.2141269431,373718.785873057,229701.364126943,603420.15,0.581485387917523,0.0350624519250807,0.00278644303319482,0.0448889550672115,0.218557086633584,0.0488051318803325,0.037985970471818,0.0304285730712558,0.619334282875799,0.380665717124201
2019,7,"Gwh",392700,24242.4,1612.18490655946,27113.2300000001,156565.5,23940.0000000001,23310,17605.4150934405,418554.584906559,248534.145093441,667088.730000001,0.588677311337578,0.0363405929523048,0.00241674732918882,0.0406441134150176,0.234699662816969,0.0358872799425048,0.0349428778387547,0.0263914143676816,0.627434651619072,0.372565348380928
2019,8,"Gwh",405960,24619.76,1733.20951075555,39377.6199999999,148102.5,25799.9999999999,24281.2499999999,18927.0304892445,432312.969510756,256488.400489244,688801.37,0.589371650059291,0.0357429021954472,0.00251626896554452,0.0571683241570788,0.215014816245211,0.03745637149357,0.0352514542762886,0.0274782126075686,0.627630821220283,0.372369178779717
2019,9,"Gwh",360500,19831.39,1759.91790871894,29633.92,128708.125,26200,22338.75,19218.6920912811,382091.307908719,226099.487091281,608190.795,0.592741624772535,0.032607185381686,0.00289369376055575,0.0487247098174184,0.211624585669699,0.0430785868766725,0.036729839030201,0.0315997746912317,0.628242503914777,0.371757496085223
2019,10,"Gwh",339900,16338.24,1621.76191039619,28659.12,120245.125,33800,20784.75,17709.9980896038,357860.001910396,221198.993089604,579058.995,0.586986823337404,0.0282151562121922,0.00280068511913227,0.0494925737229935,0.207656086924269,0.0583705637799479,0.0358940111102151,0.0305840997938453,0.618002664668729,0.381997335331271
2019,11,"Gwh",384190,17856,2007.84871959006,32655.8,89919.3750000001,38800,16899.75,21926.1512804099,404053.84871959,200201.07628041,604254.925,0.635807809096467,0.0295504418106315,0.00332285040058227,0.0540430845474698,0.14881033034195,0.0642113094899475,0.027967914369916,0.0362862599430363,0.668681101307681,0.331318898692319
2019,12,"Gwh",470232.768361582,24761.6088972806,1743.24764989506,33338.1599999999,81719.9999999998,41999.9999999999,16200,19036.6491847164,496737.624908758,192294.809184716,689032.434093474,0.682453749771945,0.0359367827580689,0.00252999360209881,0.0483840213470667,0.118601093296159,0.060955040607424,0.0235112299485778,0.027628088668659,0.720920526132113,0.279079473867887
