INTERVAL,M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
0,2019-01-01T00:00:00+03:00,27471.0,12531.9130859375,44821.416015625,9125.678955078125,0.0
1,2019-01-01T00:00:00+03:00,26843.0,12269.97021484375,44636.45849609375,9163.446044921875,0.0
2,2019-01-01T00:00:00+03:00,25846.0,10744.47021484375,44262.3291015625,9164.446044921875,0.0
3,2019-01-01T00:00:00+03:00,25269.0,11100.07177734375,43519.11328125,9159.642822265625,0.0
4,2019-01-01T00:00:00+03:00,24986.0,11631.10107421875,43245.6640625,9150.671142578125,1.100000023841858
5,2019-01-01T00:00:00+03:00,25006.0,11761.797607421875,43887.611328125,9169.683837890625,2.9000000953674316
6,2019-01-01T00:00:00+03:00,25005.0,11951.456787109375,43592.669921875,9188.611083984375,8.699999809265137
7,2019-01-01T00:00:00+03:00,24995.0,12065.524169921875,43632.55322265625,9200.574096679688,17.799999713897705
8,2019-01-01T00:00:00+03:00,24996.0,12430.239013671875,44079.74462890625,9161.325073242188,41.35000038146973
9,2019-01-01T00:00:00+03:00,24988.0,13516.75146484375,44084.6337890625,9190.372924804688,54.50000190734863
10,2019-01-01T00:00:00+03:00,24991.0,13817.16015625,44973.20849609375,9203.471069335938,67.64999961853027
11,2019-01-01T00:00:00+03:00,24994.0,13915.556640625,45935.54150390625,9221.731811523438,55.90000009536743
12,2019-01-01T00:00:00+03:00,25002.0,14261.58154296875,46401.29296875,9215.523803710938,52.69999921321869
13,2019-01-01T00:00:00+03:00,25001.0,14676.0498046875,46602.572265625,9206.644897460938,32.20000076293945
14,2019-01-01T00:00:00+03:00,25001.0,15288.232421875,46290.41259765625,9187.524780273438,11.149999618530273
15,2019-01-01T00:00:00+03:00,25001.0,16471.09619140625,46970.443359375,9155.648803710938,1.350000023841858
16,2019-01-01T00:00:00+03:00,24998.0,18819.791015625,47087.8017578125,9149.350952148438,0.0
17,2019-01-01T00:00:00+03:00,25005.0,19702.1259765625,47037.9609375,9144.976928710938,0.0
18,2019-01-01T00:00:00+03:00,25000.30078125,18511.61328125,46882.2998046875,9168.124755859375,0.0
19,2019-01-01T00:00:00+03:00,24998.30078125,18221.7158203125,46605.72802734375,9169.135009765625,0.0
20,2019-01-01T00:00:00+03:00,24992.30078125,16866.06494140625,46294.162109375,9160.177001953125,0.0
21,2019-01-01T00:00:00+03:00,24989.30078125,15485.74853515625,46073.89453125,9137.781982421875,0.0
22,2019-01-01T00:00:00+03:00,24983.30078125,14492.9013671875,45282.7431640625,9110.949951171875,0.0
23,2019-01-01T00:00:00+03:00,24981.30078125,13859.75048828125,44963.822265625,9087.932861328125,0.0
0,2019-01-02T00:00:00+03:00,24609.30078125,11133.951171875,45524.9091796875,9080.963989257812,0.0
1,2019-01-02T00:00:00+03:00,24497.0,10660.40380859375,44657.89453125,9063.963989257812,0.0
2,2019-01-02T00:00:00+03:00,24437.0,10774.707763671875,43849.2421875,9064.963989257812,0.0
3,2019-01-02T00:00:00+03:00,24420.0,11273.836669921875,43486.0302734375,9060.660766601562,0.0
4,2019-01-02T00:00:00+03:00,24456.0,11707.990966796875,43783.5810546875,9057.689086914062,0.699999988079071
5,2019-01-02T00:00:00+03:00,24505.0,11954.64208984375,44701.8203125,9076.701782226562,2.700000047683716
6,2019-01-02T00:00:00+03:00,24523.0,12801.88720703125,45178.552734375,9108.129272460938,10.100000381469727
7,2019-01-02T00:00:00+03:00,24525.0,14004.80029296875,45555.8837890625,9106.692260742188,22.549999237060547
8,2019-01-02T00:00:00+03:00,24523.0,14385.74169921875,47518.87890625,9141.243041992188,40.77725410461426
9,2019-01-02T00:00:00+03:00,24527.0,14788.783203125,47876.8544921875,9150.301147460938,51.44999885559082
10,2019-01-02T00:00:00+03:00,24567.0,14947.54443359375,48175.2255859375,9182.989135742188,54.39999961853027
11,2019-01-02T00:00:00+03:00,24568.0,15389.61572265625,48025.6083984375,9187.939819335938,51.95000171661377
12,2019-01-02T00:00:00+03:00,24535.0,15786.53564453125,48073.6298828125,9194.702026367188,40.299999952316284
13,2019-01-02T00:00:00+03:00,24535.0,15967.7080078125,47960.876953125,9188.102905273438,26.100000381469727
14,2019-01-02T00:00:00+03:00,24518.0,16256.751953125,48094.890625,9175.513061523438,10.5
15,2019-01-02T00:00:00+03:00,24508.0,17655.99609375,48111.8134765625,9166.766967773438,1.100000023841858
16,2019-01-02T00:00:00+03:00,24495.0,19734.23583984375,48081.501953125,9164.239013671875,0.0
17,2019-01-02T00:00:00+03:00,24485.0,20397.0966796875,48135.71484375,9157.895263671875,0.0
18,2019-01-02T00:00:00+03:00,24370.0,19529.724609375,48087.16796875,9157.543090820312,0.0
19,2019-01-02T00:00:00+03:00,24170.0,17974.865234375,47851.9794921875,9156.552856445312,0.0
20,2019-01-02T00:00:00+03:00,23971.0,16870.705078125,48009.552734375,9136.694946289062,0.0
21,2019-01-02T00:00:00+03:00,23969.0,15657.587890625,47417.4833984375,9126.000122070312,0.0
22,2019-01-02T00:00:00+03:00,23967.0,13985.638671875,46826.6181640625,9093.268188476562,0.0
23,2019-01-02T00:00:00+03:00,23963.0,13407.3505859375,45986.78515625,9073.251098632812,0.0
0,2019-01-03T00:00:00+03:00,23720.0,10981.389892578125,46032.0400390625,9081.227905273438,0.0
1,2019-01-03T00:00:00+03:00,23614.0,10652.568359375,45423.7880859375,9079.227905273438,0.0
2,2019-01-03T00:00:00+03:00,23571.0,10802.686767578125,44943.568359375,9069.028198242188,0.0
3,2019-01-03T00:00:00+03:00,23565.0,11548.926025390625,44554.3505859375,9068.024780273438,0.0
4,2019-01-03T00:00:00+03:00,23350.0,11903.095947265625,44999.5107421875,9070.053100585938,0.30000001192092896
5,2019-01-03T00:00:00+03:00,23479.328125,12490.075927734375,45987.8017578125,9074.466186523438,1.7000000476837158
6,2019-01-03T00:00:00+03:00,23506.0,13481.968505859375,46757.505859375,9107.493041992188,6.900000095367432
7,2019-01-03T00:00:00+03:00,23500.0,14528.746826171875,46887.591796875,9097.056030273438,14.650000095367432
8,2019-01-03T00:00:00+03:00,23818.0,14927.31005859375,47579.4521484375,9119.206909179688,28.850000381469727
9,2019-01-03T00:00:00+03:00,24023.0,15263.1884765625,48621.1044921875,9123.135131835938,40.35000038146973
10,2019-01-03T00:00:00+03:00,24020.0,15958.10693359375,48768.1552734375,9142.562866210938,47.5
11,2019-01-03T00:00:00+03:00,24029.0,16434.23779296875,48846.3994140625,9155.833862304688,48.55000162124634
12,2019-01-03T00:00:00+03:00,24026.0,16509.79150390625,49039.7626953125,9156.469116210938,54.60000157356262
13,2019-01-03T00:00:00+03:00,24026.0,16645.37646484375,49471.4091796875,9144.149780273438,34.150001525878906
14,2019-01-03T00:00:00+03:00,23879.0,17104.79296875,49498.7802734375,9135.301147460938,12.850000381469727
15,2019-01-03T00:00:00+03:00,24059.0,17838.611328125,49207.2001953125,9135.124877929688,1.7000000476837158
16,2019-01-03T00:00:00+03:00,24229.0,19511.8115234375,49625.97265625,9130.847045898438,0.0
17,2019-01-03T00:00:00+03:00,24286.0,19597.9921875,49761.619140625,9133.962768554688,0.0
18,2019-01-03T00:00:00+03:00,24289.0,18210.34765625,50005.87109375,9136.210815429688,0.0
19,2019-01-03T00:00:00+03:00,24471.0,16650.9091796875,49714.1474609375,9136.721069335938,0.0
20,2019-01-03T00:00:00+03:00,24521.0,15375.9189453125,49003.0224609375,9097.962280273438,0.0
