INTERVAL,M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
15,2020-01-02T00:00:00+03:00,23641.0,21709.203125,45304.09375,9556.186767578125,6.699999809265137
16,2020-01-02T00:00:00+03:00,23639.0,23864.5400390625,45471.28955078125,9543.697998046875,0.0
17,2020-01-02T00:00:00+03:00,23647.12109375,24105.201171875,45466.052734375,9566.267822265625,0.0
18,2020-01-02T00:00:00+03:00,23639.0,23401.384765625,45242.03955078125,9594.218017578125,0.0
19,2020-01-02T00:00:00+03:00,23635.0,21903.2470703125,44938.9287109375,9598.218017578125,0.0
20,2020-01-02T00:00:00+03:00,23632.7421875,20558.65234375,44881.67138671875,9590.119384765625,0.0
21,2020-01-02T00:00:00+03:00,23643.021484375,19192.5068359375,44782.5185546875,9553.168212890625,0.0
22,2020-01-02T00:00:00+03:00,23639.634765625,17609.21484375,44127.173828125,9538.168212890625,0.0
23,2020-01-02T00:00:00+03:00,23632.70703125,16436.80126953125,43161.4287109375,9541.117919921875,0.0
0,2020-01-03T00:00:00+03:00,23638.0,14149.229248046875,42585.2529296875,9561.2880859375,0.0
1,2020-01-03T00:00:00+03:00,23638.0,12834.41748046875,42223.29150390625,9558.26123046875,0.0
2,2020-01-03T00:00:00+03:00,23608.0,12610.44873046875,40504.28662109375,9572.912109375,0.0
3,2020-01-03T00:00:00+03:00,23641.0,13192.67919921875,40277.708984375,9526.889038085938,0.1599999964237213
4,2020-01-03T00:00:00+03:00,23649.23828125,13836.54736328125,40480.46142578125,9526.870971679688,2.1600000858306885
5,2020-01-03T00:00:00+03:00,23638.794921875,14282.66650390625,41410.83740234375,9532.766967773438,8.199999809265137
6,2020-01-03T00:00:00+03:00,23781.0,15354.65673828125,42559.3447265625,9541.85791015625,18.020000457763672
7,2020-01-03T00:00:00+03:00,23871.12109375,17665.93359375,43457.48291015625,9550.315551757812,27.750000476837158
8,2020-01-03T00:00:00+03:00,24197.19140625,18405.4208984375,44472.08203125,9556.255981445312,69.46999931335449
9,2020-01-03T00:00:00+03:00,24565.0,18922.74560546875,44950.43701171875,9562.436645507812,145.54999923706055
10,2020-01-03T00:00:00+03:00,24698.0,19964.033203125,45083.697265625,9583.465942382812,184.5
11,2020-01-03T00:00:00+03:00,24725.84375,20070.93798828125,45154.6708984375,9603.755981445312,192.57000350952148
12,2020-01-03T00:00:00+03:00,24691.12109375,20843.17529296875,44997.7685546875,9611.778442382812,175.84999990463257
13,2020-01-03T00:00:00+03:00,24722.49609375,21095.23681640625,45099.40283203125,9606.655395507812,126.5999984741211
14,2020-01-03T00:00:00+03:00,24724.09765625,21186.4287109375,45304.1142578125,9597.671020507812,54.04999923706055
15,2020-01-03T00:00:00+03:00,24685.0,22778.859375,45276.2568359375,9582.96728515625,3.549999952316284
16,2020-01-03T00:00:00+03:00,24714.916015625,24422.13671875,45223.3994140625,9602.03125,0.0
17,2020-01-03T00:00:00+03:00,24743.3828125,24481.017578125,45176.64013671875,9599.23828125,0.0
18,2020-01-03T00:00:00+03:00,24707.0,23747.1611328125,44584.720703125,9611.374389648438,0.0
19,2020-01-03T00:00:00+03:00,24702.0,21984.55859375,44609.4443359375,9606.372436523438,0.0
20,2020-01-03T00:00:00+03:00,24727.822265625,20889.8388671875,44551.0888671875,9585.268920898438,0.0
21,2020-01-03T00:00:00+03:00,24709.0,19045.00244140625,44001.55419921875,9565.215209960938,0.0
22,2020-01-03T00:00:00+03:00,24719.12109375,17034.86865234375,43236.8779296875,9565.441772460938,0.0
23,2020-01-03T00:00:00+03:00,24681.810546875,15879.80029296875,42155.38037109375,9568.406616210938,0.0
0,2020-01-04T00:00:00+03:00,24725.603515625,13057.97216796875,41946.861328125,9505.200073242188,0.0
1,2020-01-04T00:00:00+03:00,24729.873046875,12987.09521484375,41103.06298828125,9502.176147460938,0.0
2,2020-01-04T00:00:00+03:00,24730.0,13133.88330078125,39963.4609375,9480.835815429688,0.0
3,2020-01-04T00:00:00+03:00,24718.41796875,13214.21923828125,39996.2509765625,9476.836791992188,0.14000000059604645
4,2020-01-04T00:00:00+03:00,24714.7421875,13716.43017578125,40146.64013671875,9478.96923828125,2.5399999618530273
5,2020-01-04T00:00:00+03:00,24747.12109375,14412.16259765625,41062.09326171875,9488.89599609375,9.399999618530273
6,2020-01-04T00:00:00+03:00,24813.0,15286.71142578125,42202.185546875,9541.927856445312,18.149999618530273
7,2020-01-04T00:00:00+03:00,24903.0,16997.83935546875,43052.4306640625,9547.571899414062,28.649999618530273
8,2020-01-04T00:00:00+03:00,24811.98828125,17419.14697265625,44580.08447265625,9542.391235351562,68.14999961853027
9,2020-01-04T00:00:00+03:00,24904.0,18542.63916015625,44596.86328125,9564.525024414062,139.49999809265137
10,2020-01-04T00:00:00+03:00,24907.0,19623.7734375,44661.77197265625,9533.999145507812,192.70000648498535
11,2020-01-04T00:00:00+03:00,24822.12109375,19866.21142578125,44926.765625,9578.434204101562,201.15974378585815
12,2020-01-04T00:00:00+03:00,24686.474609375,20238.5244140625,44993.45556640625,9585.971801757812,185.29999995231628
13,2020-01-04T00:00:00+03:00,24774.05078125,20763.7685546875,44817.26220703125,9572.815063476562,134.64999389648438
14,2020-01-04T00:00:00+03:00,24813.328125,21199.47900390625,44944.28759765625,9562.052856445312,77.69999694824219
15,2020-01-04T00:00:00+03:00,24792.607421875,22273.9462890625,45064.3173828125,9555.5341796875,16.324443817138672
16,2020-01-04T00:00:00+03:00,24750.0,23953.6171875,44967.25,9540.7392578125,0.10000000149011612
17,2020-01-04T00:00:00+03:00,24783.0,24406.470703125,44809.5703125,9536.8720703125,0.0
18,2020-01-04T00:00:00+03:00,24796.12109375,22760.5458984375,44852.05712890625,9542.399780273438,0.0
19,2020-01-04T00:00:00+03:00,24785.0,21559.6123046875,44528.1455078125,9534.934936523438,0.0
20,2020-01-04T00:00:00+03:00,24784.0,20399.90234375,44509.5986328125,9515.760009765625,0.0
21,2020-01-04T00:00:00+03:00,24778.689453125,18098.115234375,44241.9267578125,9497.833740234375,0.0
22,2020-01-04T00:00:00+03:00,24777.623046875,16591.29443359375,43670.2119140625,9497.889892578125,0.0
23,2020-01-04T00:00:00+03:00,24777.234375,15429.2001953125,42476.7001953125,9501.062744140625,0.0
0,2020-01-05T00:00:00+03:00,24799.0,12990.36669921875,41413.43994140625,9501.453979492188,0.0
1,2020-01-05T00:00:00+03:00,24794.0,12635.79443359375,41522.044921875,9498.435913085938,0.0
2,2020-01-05T00:00:00+03:00,24809.12109375,12904.12353515625,40442.5546875,9504.391967773438,0.0
3,2020-01-05T00:00:00+03:00,24807.02734375,13151.86767578125,40455.154296875,9484.118041992188,0.14000000059604645
4,2020-01-05T00:00:00+03:00,24801.0,13650.36083984375,41031.32373046875,9486.22119140625,2.390000104904175
5,2020-01-05T00:00:00+03:00,24803.0,14456.53857421875,41772.38330078125,9496.1171875,8.649999618530273
6,2020-01-05T00:00:00+03:00,24806.0,15759.29541015625,42682.8837890625,9514.716918945312,19.0
7,2020-01-05T00:00:00+03:00,24861.12109375,16799.08154296875,43467.263671875,9520.327270507812,30.19999933242798
8,2020-01-05T00:00:00+03:00,24901.0,17339.41650390625,44312.755859375,9526.100219726562,80.14999771118164
9,2020-01-05T00:00:00+03:00,24900.0,18128.01953125,44584.955078125,9545.483032226562,141.19999885559082
10,2020-01-05T00:00:00+03:00,24943.0,18865.15771484375,44587.36669921875,9565.021118164062,186.54999351501465
11,2020-01-05T00:00:00+03:00,25006.12109375,19522.4599609375,44518.22412109375,9588.141235351562,206.3100004196167
12,2020-01-05T00:00:00+03:00,25043.0,19893.54345703125,44495.400390625,9591.548950195312,192.4342589378357
13,2020-01-05T00:00:00+03:00,25044.0,20432.7431640625,44477.57568359375,9597.931762695312,136.90000305324793
14,2020-01-05T00:00:00+03:00,25044.0,21162.8134765625,44622.3271484375,9590.083129882812,80.3499984741211
15,2020-01-05T00:00:00+03:00,25044.0,22590.9619140625,44576.60986328125,9579.73388671875,13.25
16,2020-01-05T00:00:00+03:00,25042.0,24262.4345703125,44592.02783203125,9573.2119140625,0.10000000149011612
17,2020-01-05T00:00:00+03:00,25028.0,24264.1708984375,44337.1650390625,9566.5322265625,0.0
18,2020-01-05T00:00:00+03:00,25029.0,23523.4267578125,44336.69189453125,9583.432006835938,0.0
19,2020-01-05T00:00:00+03:00,25021.212890625,21263.1396484375,44369.6416015625,9574.971069335938,0.0
20,2020-01-05T00:00:00+03:00,25027.0,20271.38671875,43894.88330078125,9556.077880859375,0.0
21,2020-01-05T00:00:00+03:00,25029.890625,17794.6455078125,43849.6728515625,9536.628173828125,0.0
22,2020-01-05T00:00:00+03:00,25020.0,16891.7021484375,43145.7861328125,9541.761962890625,0.0
23,2020-01-05T00:00:00+03:00,25027.0,15830.900390625,42082.19921875,9544.803955078125,0.0
0,2020-01-06T00:00:00+03:00,24555.0,12958.068359375,42336.5205078125,9526.078979492188,0.0
1,2020-01-06T00:00:00+03:00,24557.0,12624.435546875,41633.4482421875,9522.929077148438,0.0
2,2020-01-06T00:00:00+03:00,24550.0,12650.2294921875,40275.36865234375,9531.279174804688,0.0
3,2020-01-06T00:00:00+03:00,24554.0,12887.8662109375,40279.25732421875,9536.280151367188,0.14000000059604645
4,2020-01-06T00:00:00+03:00,24554.0,13692.8935546875,40303.16943359375,9526.48291015625,2.440000057220459
5,2020-01-06T00:00:00+03:00,24554.0,14262.21484375,41193.4453125,9539.67919921875,9.800000190734863
6,2020-01-06T00:00:00+03:00,24553.0,15371.0732421875,42107.6142578125,9560.678833007812,21.350000381469727
7,2020-01-06T00:00:00+03:00,24552.0,16745.1240234375,43585.4931640625,9566.379028320312,40.55000114440918
8,2020-01-06T00:00:00+03:00,24566.12109375,17462.1748046875,44485.09228515625,9566.999145507812,81.29999923706055
9,2020-01-06T00:00:00+03:00,24557.0,18278.29052734375,45023.39501953125,9580.019165039062,139.04999923706055
10,2020-01-06T00:00:00+03:00,24542.12109375,19237.958984375,45125.70263671875,9598.559204101562,190.64999389648438
11,2020-01-06T00:00:00+03:00,24555.0,19505.7607421875,45016.875,9624.329223632812,175.0099973678589
12,2020-01-06T00:00:00+03:00,24562.0,19982.4921875,44984.27197265625,9611.781372070312,148.45000004768372
13,2020-01-06T00:00:00+03:00,24559.0,20713.65771484375,44936.66748046875,9596.468872070312,130.45000610500574
14,2020-01-06T00:00:00+03:00,24557.0,21044.89501953125,44964.7900390625,9595.444458007812,68.6500015258789
15,2020-01-06T00:00:00+03:00,24559.0,22419.2890625,44849.27880859375,9585.56396484375,13.800000190734863
16,2020-01-06T00:00:00+03:00,24566.861328125,23658.7431640625,45048.537109375,9591.20361328125,0.20000000298023224
17,2020-01-06T00:00:00+03:00,24554.0,23697.2626953125,45040.83251953125,9589.97412109375,0.0
18,2020-01-06T00:00:00+03:00,24534.0,21862.693359375,44899.01953125,9595.274291992188,0.0
19,2020-01-06T00:00:00+03:00,24540.0,21243.5791015625,44824.953125,9590.485229492188,0.0
20,2020-01-06T00:00:00+03:00,24533.0,19349.60791015625,44617.4228515625,9599.492431640625,0.0
21,2020-01-06T00:00:00+03:00,24531.0,17631.96240234375,44212.01025390625,9573.942138671875,0.0
22,2020-01-06T00:00:00+03:00,24703.0,16356.439453125,43265.4267578125,9590.756103515625,0.0
23,2020-01-06T00:00:00+03:00,24715.0,15708.40087890625,42216.75634765625,9588.637939453125,0.0
0,2020-01-07T00:00:00+03:00,24744.0,12521.24462890625,42714.5302734375,9557.245849609375,0.0
1,2020-01-07T00:00:00+03:00,24746.0,12317.73974609375,41948.2646484375,9557.696044921875,0.0
2,2020-01-07T00:00:00+03:00,24744.0,12335.59423828125,41410.8564453125,9563.406005859375,0.0
3,2020-01-07T00:00:00+03:00,24755.12109375,12835.40966796875,41437.2587890625,9566.357177734375,0.14000000059604645
4,2020-01-07T00:00:00+03:00,24757.12109375,13528.87841796875,41676.814453125,9566.909912109375,2.3399999141693115
5,2020-01-07T00:00:00+03:00,24745.12109375,14066.43798828125,42625.318359375,9573.855712890625,9.300000190734863
6,2020-01-07T00:00:00+03:00,24730.0,15269.58056640625,43002.595703125,9596.706420898438,20.899999618530273
7,2020-01-07T00:00:00+03:00,24746.0,16561.01220703125,43901.52978515625,9599.655639648438,33.84999966621399
8,2020-01-07T00:00:00+03:00,24769.0,16956.63525390625,44856.3369140625,9609.525756835938,62.75
9,2020-01-07T00:00:00+03:00,24916.0,17695.46630859375,44956.5576171875,9606.345703125,96.19999694824219
10,2020-01-07T00:00:00+03:00,24920.0,18641.63671875,44880.05029296875,9622.935546875,109.4000015258789
11,2020-01-07T00:00:00+03:00,24977.12109375,18791.79638671875,44909.1982421875,9650.496459960938,108.4600019454956
12,2020-01-07T00:00:00+03:00,25022.0,19859.302734375,44968.83251953125,9673.897827148438,99.39999842643738
13,2020-01-07T00:00:00+03:00,25076.0,20283.765625,45019.51318359375,9662.985717773438,80.35000305250287
14,2020-01-07T00:00:00+03:00,25068.0,20785.994140625,45015.07861328125,9661.910522460938,37.150001525878906
15,2020-01-07T00:00:00+03:00,25068.390625,21908.83984375,44923.943359375,9655.540771484375,7.949999809265137
16,2020-01-07T00:00:00+03:00,25062.0,23649.2822265625,45037.33935546875,9646.811279296875,0.25
17,2020-01-07T00:00:00+03:00,25065.24609375,23711.2021484375,44852.23486328125,9643.231201171875,0.0
18,2020-01-07T00:00:00+03:00,25072.0,22727.7373046875,44805.767578125,9646.381103515625,0.0
19,2020-01-07T00:00:00+03:00,25076.369140625,21175.638671875,44737.89599609375,9647.292236328125,0.0
20,2020-01-07T00:00:00+03:00,25065.01953125,19965.9912109375,44781.4970703125,9623.349243164062,0.0
21,2020-01-07T00:00:00+03:00,25074.013671875,18045.89599609375,44748.1728515625,9608.198852539062,0.0
22,2020-01-07T00:00:00+03:00,25068.390625,15962.90185546875,44342.9306640625,9585.563110351562,0.0
23,2020-01-07T00:00:00+03:00,25065.810546875,14914.7001953125,43593.1494140625,9583.335083007812,0.0
0,2020-01-08T00:00:00+03:00,25096.0,12924.50927734375,42717.62548828125,9565.739013671875,0.0
1,2020-01-08T00:00:00+03:00,25091.0,12716.48291015625,41477.37890625,9563.689208984375,0.0
2,2020-01-08T00:00:00+03:00,25088.0,13077.48388671875,40531.52685546875,9586.638916015625,0.0
3,2020-01-08T00:00:00+03:00,25109.939453125,13443.70458984375,40706.9365234375,9582.389892578125,0.14000000059604645
4,2020-01-08T00:00:00+03:00,25102.0,14087.65576171875,40622.29541015625,9587.142822265625,2.5899999141693115
5,2020-01-08T00:00:00+03:00,25113.0,14593.62060546875,41409.12841796875,9593.178466796875,10.300000190734863
6,2020-01-08T00:00:00+03:00,25115.0,15681.06396484375,42458.12939453125,9608.028686523438,22.350000381469727
7,2020-01-08T00:00:00+03:00,25112.0,16963.19775390625,43663.44287109375,9604.578491210938,35.84999918937683
8,2020-01-08T00:00:00+03:00,25614.216796875,17019.72998046875,44529.92919921875,9579.589233398438,68.05000114440918
9,2020-01-08T00:00:00+03:00,25923.1953125,17894.2822265625,45393.36279296875,9595.05859375,121.4000015258789
10,2020-01-08T00:00:00+03:00,25920.115234375,19024.4326171875,45293.359375,9611.0791015625,142.30000114440918
11,2020-01-08T00:00:00+03:00,25930.7890625,19340.57080078125,45341.46142578125,9630.158569335938,148.60999965667725
12,2020-01-08T00:00:00+03:00,25932.0,19849.71923828125,45472.9267578125,9647.011108398438,136.8750274181366
13,2020-01-08T00:00:00+03:00,25942.12109375,20417.84326171875,45449.517578125,9617.608764648438,108.4000015258789
14,2020-01-08T00:00:00+03:00,25937.0,20852.97216796875,45447.82421875,9622.264038085938,57.70000076293945
15,2020-01-08T00:00:00+03:00,25935.0,21837.16796875,45350.93896484375,9612.064208984375,14.201000213623047
16,2020-01-08T00:00:00+03:00,25943.12109375,23952.123046875,45306.470703125,9597.644287109375,0.20000000298023224
17,2020-01-08T00:00:00+03:00,25941.0,24249.5341796875,45391.294921875,9609.474365234375,0.0
18,2020-01-08T00:00:00+03:00,25941.0,22438.8330078125,45307.83544921875,9616.723876953125,0.0
19,2020-01-08T00:00:00+03:00,25938.0,21187.1650390625,45257.85009765625,9619.785400390625,0.0
20,2020-01-08T00:00:00+03:00,25945.8515625,18204.99755859375,45541.44384765625,9590.382446289062,0.0
21,2020-01-08T00:00:00+03:00,25952.12109375,16302.0791015625,45391.5556640625,9594.331665039062,0.0
22,2020-01-08T00:00:00+03:00,25932.0,14816.93115234375,44492.1806640625,9575.896118164062,0.0
23,2020-01-08T00:00:00+03:00,25936.0,14128.5009765625,42970.7177734375,9573.468383789062,0.0
0,2020-01-09T00:00:00+03:00,25937.0,12681.15673828125,42731.9501953125,9601.11328125,0.0
1,2020-01-09T00:00:00+03:00,25943.404296875,12617.90869140625,42130.146484375,9597.7626953125,0.0
2,2020-01-09T00:00:00+03:00,25911.283203125,13307.16357421875,41030.21875,9611.0126953125,0.0
3,2020-01-09T00:00:00+03:00,25936.453125,13929.03369140625,41231.69775390625,9607.43359375,0.14000000059604645
4,2020-01-09T00:00:00+03:00,25939.404296875,14663.26513671875,42198.4091796875,9609.286743164062,2.4600000381469727
5,2020-01-09T00:00:00+03:00,25936.404296875,15629.43408203125,43951.43359375,9641.933227539062,8.899999618530273
6,2020-01-09T00:00:00+03:00,25935.404296875,17473.84716796875,45809.32421875,9717.472900390625,19.8700008392334
7,2020-01-09T00:00:00+03:00,25921.283203125,19232.4423828125,46407.5224609375,9878.383056640625,32.69999957084656
8,2020-01-09T00:00:00+03:00,25920.283203125,21378.9248046875,46634.88671875,9835.728759765625,59.11000061035156
9,2020-01-09T00:00:00+03:00,25905.283203125,21802.642578125,46633.9912109375,9838.288818359375,92.0
10,2020-01-09T00:00:00+03:00,25921.30078125,21838.77734375,46570.677734375,9824.479248046875,99.70000267028809
11,2020-01-09T00:00:00+03:00,25915.30078125,21164.7333984375,46566.310546875,9870.749267578125,85.92999839782715
12,2020-01-09T00:00:00+03:00,25923.30078125,21676.703125,46269.955078125,9884.715087890625,79.94999980926514
13,2020-01-09T00:00:00+03:00,25923.30078125,22557.86328125,46181.10205078125,9876.543212890625,55.150001525878906
14,2020-01-09T00:00:00+03:00,25941.421875,22229.869140625,46194.4921875,9873.128173828125,29.049999237060547
15,2020-01-09T00:00:00+03:00,25929.30078125,23294.3349609375,46064.2314453125,9851.588500976562,6.85099983215332
16,2020-01-09T00:00:00+03:00,25932.30078125,24211.6083984375,46074.412109375,9828.228149414062,0.0
17,2020-01-09T00:00:00+03:00,25925.30078125,23975.9833984375,45769.08251953125,9820.468383789062,0.0
18,2020-01-09T00:00:00+03:00,25932.30078125,22886.732421875,45792.47998046875,9839.767578125,0.0
19,2020-01-09T00:00:00+03:00,25939.30078125,20982.783203125,45746.31689453125,9839.87890625,0.0
20,2020-01-09T00:00:00+03:00,25938.30078125,19732.673828125,44969.83837890625,9810.935913085938,0.0
21,2020-01-09T00:00:00+03:00,25936.30078125,17852.39794921875,44905.3642578125,9744.336303710938,0.0
22,2020-01-09T00:00:00+03:00,25937.30078125,16203.02685546875,44236.0517578125,9721.760131835938,0.0
23,2020-01-09T00:00:00+03:00,25948.421875,14175.10107421875,43995.64111328125,9658.231811523438,0.0
0,2020-01-10T00:00:00+03:00,25896.283203125,12597.619873046875,43778.3603515625,9632.154296875,0.0
1,2020-01-10T00:00:00+03:00,25897.283203125,12733.423583984375,43563.2216796875,9629.103515625,0.0
2,2020-01-10T00:00:00+03:00,25892.283203125,13455.792724609375,42974.3583984375,9560.0537109375,0.0
3,2020-01-10T00:00:00+03:00,25903.404296875,14186.888427734375,42983.4658203125,9562.7548828125,0.1599999964237213
4,2020-01-10T00:00:00+03:00,25903.404296875,14644.297607421875,44075.0947265625,9553.657836914062,2.5999999046325684
5,2020-01-10T00:00:00+03:00,25902.509765625,15589.898193359375,45461.8359375,9714.653930664062,8.850000381469727
6,2020-01-10T00:00:00+03:00,25886.283203125,17498.66943359375,46082.8408203125,9742.004150390625,20.649999618530273
7,2020-01-10T00:00:00+03:00,25897.404296875,19923.029296875,46865.08203125,9791.263916015625,34.34999966621399
8,2020-01-10T00:00:00+03:00,25932.283203125,21911.49609375,46828.01953125,9704.103759765625,64.84000205993652
9,2020-01-10T00:00:00+03:00,25924.283203125,22265.6591796875,46935.96484375,9792.923583984375,101.75
10,2020-01-10T00:00:00+03:00,25935.283203125,21897.87890625,46798.6650390625,9864.014404296875,117.19999885559082
11,2020-01-10T00:00:00+03:00,25929.283203125,21232.333984375,46711.572265625,9888.074462890625,109.36216259002686
12,2020-01-10T00:00:00+03:00,25924.404296875,21718.3642578125,46647.794921875,9858.276123046875,104.65000295639038
13,2020-01-10T00:00:00+03:00,25928.404296875,22133.990234375,46759.95703125,9813.874267578125,79.69999847561121
14,2020-01-10T00:00:00+03:00,25932.404296875,22429.162109375,46870.4248046875,9827.148681640625,30.649999618530273
15,2020-01-10T00:00:00+03:00,25921.283203125,23281.0166015625,46632.1201171875,9815.698852539062,5.150000095367432
16,2020-01-10T00:00:00+03:00,25913.283203125,24133.888671875,46630.7138671875,9774.929321289062,0.05000000074505806
17,2020-01-10T00:00:00+03:00,25921.283203125,24157.3427734375,46450.57177734375,9745.748657226562,0.0
18,2020-01-10T00:00:00+03:00,25921.283203125,22723.0166015625,46209.60400390625,9734.3486328125,0.0
19,2020-01-10T00:00:00+03:00,25926.283203125,20221.24609375,45864.66552734375,9706.4599609375,0.0
20,2020-01-10T00:00:00+03:00,25926.734375,18987.4765625,45602.4619140625,9661.967163085938,0.0
21,2020-01-10T00:00:00+03:00,25922.283203125,18479.9140625,45591.77880859375,9430.336791992188,0.0
22,2020-01-10T00:00:00+03:00,25932.283203125,16017.783203125,45166.1435546875,9394.991088867188,0.0
23,2020-01-10T00:00:00+03:00,25932.283203125,14553.701171875,44798.8486328125,9390.462768554688,0.0
0,2020-01-11T00:00:00+03:00,25920.0,13225.561279296875,43758.63623046875,9383.983154296875,0.0
1,2020-01-11T00:00:00+03:00,25928.12109375,13153.239990234375,43281.6181640625,9381.118896484375,0.0
2,2020-01-11T00:00:00+03:00,25927.12109375,13535.438232421875,42662.53125,9371.548095703125,0.0
3,2020-01-11T00:00:00+03:00,25929.12109375,14088.485107421875,42346.15234375,9345.048095703125,0.1599999964237213
4,2020-01-11T00:00:00+03:00,25924.12109375,14661.585693359375,42840.00390625,9345.221923828125,2.9000000953674316
5,2020-01-11T00:00:00+03:00,25920.12109375,15391.221435546875,43888.6640625,9326.004150390625,10.5
6,2020-01-11T00:00:00+03:00,25911.0,16493.176513671875,44486.8828125,9335.488037109375,25.049999237060547
7,2020-01-11T00:00:00+03:00,25925.12109375,17547.15234375,45292.888671875,9328.197998046875,38.85000157356262
8,2020-01-11T00:00:00+03:00,25922.12109375,18770.21923828125,45852.408203125,9337.539794921875,64.2400016784668
9,2020-01-11T00:00:00+03:00,25917.0,20371.54833984375,46004.16796875,9405.303955078125,87.70000076293945
10,2020-01-11T00:00:00+03:00,25917.0,20799.18212890625,46198.6171875,9426.178955078125,94.20000267028809
11,2020-01-11T00:00:00+03:00,25909.0,20560.087890625,46371.267578125,9441.324951171875,85.25
12,2020-01-11T00:00:00+03:00,25906.0,20926.6708984375,46208.0556640625,9467.115966796875,67.60000085830688
13,2020-01-11T00:00:00+03:00,25914.0,21314.97607421875,46340.294921875,9472.474853515625,50.932600408792496
14,2020-01-11T00:00:00+03:00,25919.12109375,21574.791015625,46299.4208984375,9461.484130859375,24.27899932861328
