INTERVAL,M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
0,2022-01-01T00:00:00+03:00,27166.30078125,16075.37646484375,72627.701171875,9899.35888671875,0.0
1,2022-01-01T00:00:00+03:00,27167.30078125,15971.72607421875,70727.806640625,9902.30908203125,0.0
2,2022-01-01T00:00:00+03:00,27229.30078125,14854.32568359375,70773.5771484375,9903.96142578125,0.0
3,2022-01-01T00:00:00+03:00,27280.30078125,14620.33935546875,70117.9814453125,9902.66064453125,0.6000000238418579
4,2022-01-01T00:00:00+03:00,27322.30078125,14594.84228515625,69332.8779296875,9923.76123046875,12.0
5,2022-01-01T00:00:00+03:00,27325.30078125,15277.322265625,69326.431640625,9922.31103515625,23.549999237060547
6,2022-01-01T00:00:00+03:00,27368.0,15229.26611328125,69826.953125,9934.86083984375,50.05000066757202
7,2022-01-01T00:00:00+03:00,27361.0,16122.763671875,69709.99609375,9971.21142578125,65.35000038146973
8,2022-01-01T00:00:00+03:00,27394.0,16871.90625,69647.802734375,9995.33154296875,104.0
9,2022-01-01T00:00:00+03:00,27389.599609375,16978.6474609375,71128.9033203125,9972.01123046875,150.1500015258789
10,2022-01-01T00:00:00+03:00,27389.599609375,18201.1357421875,70936.0634765625,9978.56103515625,175.9000015258789
11,2022-01-01T00:00:00+03:00,27394.599609375,19172.970703125,70939.732421875,9987.11083984375,157.0999984741211
12,2022-01-01T00:00:00+03:00,27404.599609375,19236.37548828125,71213.71484375,9961.0107421875,145.95000076293945
13,2022-01-01T00:00:00+03:00,27403.599609375,19856.00927734375,71877.6396484375,9948.311157226562,90.24999713897705
14,2022-01-01T00:00:00+03:00,27402.04296875,20105.65771484375,72461.447265625,9938.811157226562,47.14999866485596
15,2022-01-01T00:00:00+03:00,27405.599609375,21523.4091796875,72815.34765625,9925.710571289062,4.400000095367432
16,2022-01-01T00:00:00+03:00,27405.599609375,23154.6005859375,72883.8330078125,9923.941040039062,0.05000000074505806
17,2022-01-01T00:00:00+03:00,27401.599609375,23701.0146484375,72509.7607421875,9926.061157226562,0.0
18,2022-01-01T00:00:00+03:00,27402.599609375,22957.45703125,72039.80078125,9933.460571289062,0.0
19,2022-01-01T00:00:00+03:00,27403.599609375,22256.271484375,71175.486328125,9959.9609375,0.0
20,2022-01-01T00:00:00+03:00,27398.599609375,21541.806640625,70331.5673828125,9958.611328125,0.0
21,2022-01-01T00:00:00+03:00,27388.599609375,20787.93701171875,69393.4580078125,9962.46142578125,0.0
22,2022-01-01T00:00:00+03:00,27375.599609375,20093.14208984375,68413.013671875,9951.36083984375,0.0
23,2022-01-01T00:00:00+03:00,27381.599609375,18177.900390625,67240.064453125,9931.46142578125,0.0
0,2022-01-02T00:00:00+03:00,27121.400390625,15082.90771484375,68961.9541015625,9947.162109375,0.0
1,2022-01-02T00:00:00+03:00,26823.400390625,14748.769775390625,68224.708984375,9949.6123046875,0.0
2,2022-01-02T00:00:00+03:00,26512.24609375,14781.35791015625,68201.5908203125,9949.627563476562,0.0
3,2022-01-02T00:00:00+03:00,26531.69921875,14952.12939453125,67603.3818359375,9951.342407226562,0.5
4,2022-01-02T00:00:00+03:00,26232.5234375,15600.96923828125,68662.640625,9954.842041015625,11.25
5,2022-01-02T00:00:00+03:00,26231.69921875,16313.847900390625,69641.5390625,9954.386962890625,26.799999237060547
6,2022-01-02T00:00:00+03:00,26228.69921875,17820.322021484375,70400.1025390625,9963.939331054688,53.70000076293945
7,2022-01-02T00:00:00+03:00,26231.69921875,18412.51904296875,72084.671875,9983.300659179688,72.94999885559082
8,2022-01-02T00:00:00+03:00,26227.69921875,18585.4169921875,74503.509765625,10005.366088867188,101.27000045776367
9,2022-01-02T00:00:00+03:00,26217.69921875,18702.32568359375,75348.037109375,10005.97607421875,120.8499984741211
