INTERVAL,M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
0,2018-01-01T00:00:00+03:00,23374.30078125,12597.234375,39699.1943359375,8850.571166992188,
1,2018-01-01T00:00:00+03:00,23178.248046875,11295.233154296875,39735.66015625,8847.662841796875,
2,2018-01-01T00:00:00+03:00,23178.25390625,10069.840576171875,39164.4453125,8857.754028320312,
3,2018-01-01T00:00:00+03:00,23180.80859375,9746.341064453125,38754.447265625,8859.193969726562,
4,2018-01-01T00:00:00+03:00,23182.99609375,9865.088134765625,38761.8134765625,8849.687133789062,
5,2018-01-01T00:00:00+03:00,23158.31640625,10086.456787109375,38713.09765625,8848.669921875,
6,2018-01-01T00:00:00+03:00,23200.30078125,10650.981689453125,38758.84765625,8862.370239257812,
7,2018-01-01T00:00:00+03:00,23187.3828125,11052.754150390625,38842.7568359375,8866.765014648438,
8,2018-01-01T00:00:00+03:00,23357.765625,10932.512939453125,38551.330078125,8929.18017578125,
9,2018-01-01T00:00:00+03:00,23342.30078125,12056.759033203125,38906.9833984375,9006.856079101562,
10,2018-01-01T00:00:00+03:00,23343.26953125,12162.307373046875,39372.4599609375,9096.745239257812,
11,2018-01-01T00:00:00+03:00,23345.201171875,13139.09375,39498.958984375,9131.765258789062,
12,2018-01-01T00:00:00+03:00,23359.248046875,13424.33544921875,39747.484375,9146.14599609375,
13,2018-01-01T00:00:00+03:00,23365.88671875,14121.556640625,40189.708984375,9134.506103515625,
14,2018-01-01T00:00:00+03:00,23376.13671875,14753.6435546875,40593.2138671875,9066.413940429688,
15,2018-01-01T00:00:00+03:00,23368.537109375,15926.32470703125,40679.6044921875,8962.894287109375,
16,2018-01-01T00:00:00+03:00,23373.30078125,18358.0771484375,40793.5947265625,8930.392822265625,
17,2018-01-01T00:00:00+03:00,23371.30078125,18935.705078125,40881.2822265625,8915.982177734375,
18,2018-01-01T00:00:00+03:00,23369.83203125,19124.0419921875,40732.72265625,8915.671997070312,
19,2018-01-01T00:00:00+03:00,23362.0625,17468.759765625,40706.0693359375,8921.571899414062,
20,2018-01-01T00:00:00+03:00,23346.595703125,16551.89404296875,40615.8359375,8925.471923828125,
21,2018-01-01T00:00:00+03:00,23367.623046875,15650.06396484375,40436.154296875,8925.963012695312,
22,2018-01-01T00:00:00+03:00,23358.23828125,14159.12255859375,40064.8095703125,8922.881958007812,
23,2018-01-01T00:00:00+03:00,23355.09375,12734.65087890625,39028.9716796875,8919.959838867188,
0,2018-01-02T00:00:00+03:00,22893.54296875,10248.691162109375,39494.7333984375,8884.163940429688,
1,2018-01-02T00:00:00+03:00,22803.728515625,10038.832763671875,38927.59375,8852.763916015625,
2,2018-01-02T00:00:00+03:00,22404.30078125,9858.300048828125,38903.923828125,8852.963989257812,
3,2018-01-02T00:00:00+03:00,22402.30078125,9969.707763671875,38717.4306640625,8853.022094726562,
4,2018-01-02T00:00:00+03:00,22407.30078125,10616.402099609375,39260.482421875,8854.699829101562,
5,2018-01-02T00:00:00+03:00,22402.30078125,11357.14990234375,39582.474609375,8855.39013671875,
6,2018-01-02T00:00:00+03:00,22409.30078125,12274.92529296875,40468.48828125,8854.983032226562,
7,2018-01-02T00:00:00+03:00,22400.30078125,13699.65283203125,40354.046875,8885.353881835938,
8,2018-01-02T00:00:00+03:00,22341.5,13646.001953125,41391.744140625,8905.06005859375,
9,2018-01-02T00:00:00+03:00,22335.30078125,13621.498046875,41714.7666015625,8977.039184570312,
10,2018-01-02T00:00:00+03:00,22341.166015625,13916.7998046875,42049.4521484375,9004.669067382812,
11,2018-01-02T00:00:00+03:00,22364.30078125,14681.56787109375,42313.693359375,9059.095825195312,
12,2018-01-02T00:00:00+03:00,22342.1171875,14979.17822265625,42400.591796875,9081.412109375,
13,2018-01-02T00:00:00+03:00,22327.552734375,15611.1162109375,42519.216796875,9029.712158203125,
14,2018-01-02T00:00:00+03:00,22280.568359375,16333.318359375,42452.7900390625,8997.86181640625,
15,2018-01-02T00:00:00+03:00,22229.544921875,17483.45654296875,42563.7978515625,8939.011108398438,
16,2018-01-02T00:00:00+03:00,22180.525390625,19771.220703125,42785.0791015625,8922.764038085938,
17,2018-01-02T00:00:00+03:00,22130.30078125,20063.796875,42619.8955078125,8915.373901367188,
18,2018-01-02T00:00:00+03:00,22069.595703125,19345.87109375,42484.017578125,8935.509033203125,
19,2018-01-02T00:00:00+03:00,22049.30078125,17848.4853515625,42476.5830078125,8903.708984375,
20,2018-01-02T00:00:00+03:00,22008.30078125,16639.7939453125,42502.0380859375,8903.80908203125,
21,2018-01-02T00:00:00+03:00,21922.103515625,15209.2451171875,42275.76171875,8905.10888671875,
22,2018-01-02T00:00:00+03:00,20830.427734375,13310.3203125,42548.07421875,8905.10888671875,
23,2018-01-02T00:00:00+03:00,20770.30078125,11875.6005859375,41788.5810546875,8901.5087890625,
0,2018-01-03T00:00:00+03:00,20477.30078125,10590.41796875,41802.0771484375,8876.494262695312,
1,2018-01-03T00:00:00+03:00,20470.142578125,10888.6123046875,40480.1474609375,8874.494262695312,
