INTERVAL,M_DATE,P_AES,P_GES,P_TES,P_BS,P_REN
11,2015-01-04T00:00:00+03:00,23804.0,14182.1904296875,44628.5322265625,7923.48583984375,
12,2015-01-04T00:00:00+03:00,23822.0,14599.76318359375,44031.0126953125,7963.48583984375,
13,2015-01-04T00:00:00+03:00,23822.0,14815.99462890625,44137.134765625,8003.48583984375,
14,2015-01-04T00:00:00+03:00,23822.0,15408.64599609375,44510.5595703125,8061.42626953125,
15,2015-01-04T00:00:00+03:00,23822.0,16539.84521484375,44831.9658203125,8061.826171875,
16,2015-01-04T00:00:00+03:00,23472.0,18416.2001953125,45566.0205078125,8100.02587890625,
17,2015-01-04T00:00:00+03:00,23474.0,18772.6728515625,45442.25,8100.02587890625,
18,2015-01-04T00:00:00+03:00,23474.0,18228.150390625,44813.1455078125,8101.1259765625,
19,2015-01-04T00:00:00+03:00,23474.0,16478.1376953125,44673.8017578125,8102.1259765625,
20,2015-01-04T00:00:00+03:00,23474.0,15527.53515625,44420.23828125,8113.88623046875,
21,2015-01-04T00:00:00+03:00,23474.0,12567.16748046875,44259.9697265625,8114.88623046875,
22,2015-01-04T00:00:00+03:00,23472.0,12251.54541015625,42991.4609375,8115.88623046875,
23,2015-01-04T00:00:00+03:00,23472.0,10480.887939453125,42570.8662109375,8115.88623046875,
0,2015-01-05T00:00:00+03:00,23471.0,9272.2353515625,41278.3037109375,8005.255859375,
1,2015-01-05T00:00:00+03:00,23471.0,8997.753051757812,39743.1083984375,8005.255859375,
2,2015-01-05T00:00:00+03:00,23474.0,8682.415771484375,39021.544921875,8079.01611328125,
3,2015-01-05T00:00:00+03:00,23468.0,8859.875122070312,38904.88671875,8076.64599609375,
4,2015-01-05T00:00:00+03:00,23474.0,9273.867797851562,39037.1328125,8064.64599609375,
5,2015-01-05T00:00:00+03:00,23474.0,10114.166015625,39558.4091796875,8064.64599609375,
6,2015-01-05T00:00:00+03:00,23474.0,10713.587890625,40679.3232421875,8061.2459716796875,
7,2015-01-05T00:00:00+03:00,23474.0,12240.122802734375,41187.2783203125,8071.3460693359375,
8,2015-01-05T00:00:00+03:00,23574.0,12882.793701171875,42113.8291015625,8072.9461669921875,
9,2015-01-05T00:00:00+03:00,23574.0,13627.39111328125,43164.2470703125,8073.2860107421875,
10,2015-01-05T00:00:00+03:00,23574.0,14123.556640625,43586.56640625,8059.2860107421875,
11,2015-01-05T00:00:00+03:00,23574.0,14424.92138671875,43576.2548828125,8058.2860107421875,
12,2015-01-05T00:00:00+03:00,23574.0,15100.1513671875,43897.8515625,8069.2860107421875,
13,2015-01-05T00:00:00+03:00,23574.0,15422.75830078125,43892.8359375,8069.2860107421875,
14,2015-01-05T00:00:00+03:00,23574.0,15687.29345703125,44158.9306640625,8069.2860107421875,
15,2015-01-05T00:00:00+03:00,23574.0,16734.88232421875,44583.6181640625,8069.4862060546875,
16,2015-01-05T00:00:00+03:00,23578.0,18832.630859375,44743.13671875,8069.4862060546875,
17,2015-01-05T00:00:00+03:00,23578.0,18931.38671875,44712.4765625,8069.4862060546875,
18,2015-01-05T00:00:00+03:00,23605.0,18286.4794921875,44605.4033203125,8076.4862060546875,
19,2015-01-05T00:00:00+03:00,23605.0,17057.833984375,44411.677734375,8077.4862060546875,
20,2015-01-05T00:00:00+03:00,23605.0,14812.97998046875,44234.1728515625,8078.2459716796875,
21,2015-01-05T00:00:00+03:00,23605.0,12215.408203125,43702.6513671875,8079.2459716796875,
22,2015-01-05T00:00:00+03:00,23605.0,12043.51318359375,42705.7138671875,8035.2459716796875,
23,2015-01-05T00:00:00+03:00,23605.0,10164.842041015625,41746.41796875,7969.2459716796875,
0,2015-01-06T00:00:00+03:00,23770.0,9258.09228515625,40985.1806640625,8007.1697998046875,
1,2015-01-06T00:00:00+03:00,23770.0,9135.272827148438,40328.46875,8007.1697998046875,
2,2015-01-06T00:00:00+03:00,23905.0,9053.033203125,40135.3291015625,8007.1697998046875,
3,2015-01-06T00:00:00+03:00,23905.0,9098.6279296875,40347.10546875,8007.3699951171875,
4,2015-01-06T00:00:00+03:00,23905.0,9611.23779296875,40457.6025390625,8008.3699951171875,
5,2015-01-06T00:00:00+03:00,23905.0,10504.69091796875,41162.6767578125,8008.3699951171875,
6,2015-01-06T00:00:00+03:00,23905.0,11353.94384765625,42005.9482421875,8013.77001953125,
7,2015-01-06T00:00:00+03:00,23905.0,12584.272216796875,42697.7646484375,8012.8701171875,
8,2015-01-06T00:00:00+03:00,23905.0,13129.052734375,44632.2294921875,8005.48583984375,
9,2015-01-06T00:00:00+03:00,23905.0,14012.83740234375,44943.3740234375,8005.826171875,
10,2015-01-06T00:00:00+03:00,23905.0,14547.5693359375,45164.4638671875,8002.826171875,
11,2015-01-06T00:00:00+03:00,23905.0,14563.50732421875,45255.044921875,8001.826171875,
12,2015-01-06T00:00:00+03:00,23918.0,14868.298828125,45089.4833984375,8011.72607421875,
13,2015-01-06T00:00:00+03:00,23918.0,14905.29638671875,45269.2216796875,8011.72607421875,
14,2015-01-06T00:00:00+03:00,23945.0,15628.99365234375,45743.216796875,8011.72607421875,
15,2015-01-06T00:00:00+03:00,23945.0,16596.205078125,46061.80078125,8011.92626953125,
16,2015-01-06T00:00:00+03:00,23915.0,18645.0888671875,46352.361328125,8011.92626953125,
17,2015-01-06T00:00:00+03:00,23915.0,18887.931640625,46385.6015625,8011.92626953125,
18,2015-01-06T00:00:00+03:00,23918.0,18181.65625,46168.1884765625,8015.6259765625,
19,2015-01-06T00:00:00+03:00,23918.0,16869.24853515625,45727.6162109375,8016.6259765625,
20,2015-01-06T00:00:00+03:00,23944.0,15288.537109375,45284.0849609375,8017.38623046875,
21,2015-01-06T00:00:00+03:00,23945.0,13502.5498046875,45222.458984375,8018.38623046875,
22,2015-01-06T00:00:00+03:00,23945.0,12348.1728515625,44000.7900390625,8022.38623046875,
23,2015-01-06T00:00:00+03:00,23945.0,10529.31982421875,42796.0966796875,8021.38623046875,
0,2015-01-07T00:00:00+03:00,23948.0,9284.74072265625,42435.3896484375,8043.716796875,
1,2015-01-07T00:00:00+03:00,23945.0,9106.865844726562,41760.0546875,8029.73828125,
2,2015-01-07T00:00:00+03:00,23887.0,8678.820922851562,41633.833984375,8029.73828125,
3,2015-01-07T00:00:00+03:00,23881.0,8762.180786132812,41660.3759765625,8030.23828125,
4,2015-01-07T00:00:00+03:00,23887.0,9407.929809570312,41814.736328125,8030.23828125,
5,2015-01-07T00:00:00+03:00,23931.0,10329.61279296875,41928.359375,8030.23828125,
6,2015-01-07T00:00:00+03:00,23938.0,11152.19189453125,42476.3623046875,8034.0380859375,
7,2015-01-07T00:00:00+03:00,23935.873046875,12272.076171875,42972.1162109375,8033.13818359375,
8,2015-01-07T00:00:00+03:00,23945.0,12942.40087890625,43968.4013671875,8034.73828125,
9,2015-01-07T00:00:00+03:00,23943.0,14103.51025390625,44548.9052734375,8035.078125,
10,2015-01-07T00:00:00+03:00,23907.0,13969.2431640625,44617.5908203125,8025.17822265625,
11,2015-01-07T00:00:00+03:00,23909.0,14179.3603515625,44890.58984375,8024.17822265625,
12,2015-01-07T00:00:00+03:00,23902.0,14648.3681640625,44348.2578125,8030.17822265625,
13,2015-01-07T00:00:00+03:00,23905.0,15342.6435546875,44459.681640625,8030.17822265625,
14,2015-01-07T00:00:00+03:00,23904.0,15755.599609375,44821.21484375,8030.17822265625,
15,2015-01-07T00:00:00+03:00,23908.0,16908.0810546875,45680.794921875,8030.3779296875,
16,2015-01-07T00:00:00+03:00,23912.0,18663.1962890625,46628.935546875,7965.3779296875,
17,2015-01-07T00:00:00+03:00,23912.0,19134.705078125,46694.5263671875,7965.3779296875,
18,2015-01-07T00:00:00+03:00,23708.0,18124.892578125,46326.4130859375,8031.47802734375,
19,2015-01-07T00:00:00+03:00,23607.0,16969.9580078125,46341.6259765625,8032.47802734375,
20,2015-01-07T00:00:00+03:00,23468.0,15467.888671875,45670.34375,8033.23828125,
21,2015-01-07T00:00:00+03:00,23368.0,13699.19287109375,45475.654296875,8034.23828125,
22,2015-01-07T00:00:00+03:00,23334.0,13023.2958984375,44691.4365234375,8010.23828125,
23,2015-01-07T00:00:00+03:00,23335.0,10996.0263671875,43840.197265625,8009.23828125,
0,2015-01-08T00:00:00+03:00,23235.0,8984.47119140625,43621.861328125,8016.275390625,
1,2015-01-08T00:00:00+03:00,23235.0,8835.949951171875,43224.712890625,8008.06103515625,
2,2015-01-08T00:00:00+03:00,23452.0,8435.829956054688,42858.8203125,8008.06103515625,
3,2015-01-08T00:00:00+03:00,23502.0,8447.730224609375,42737.3466796875,8008.26123046875,
4,2015-01-08T00:00:00+03:00,23552.0,9041.398193359375,42846.9365234375,8008.6611328125,
5,2015-01-08T00:00:00+03:00,23417.0,10193.742919921875,43137.296875,8008.6611328125,
6,2015-01-08T00:00:00+03:00,23487.0,11017.158203125,44048.498046875,8009.6611328125,
7,2015-01-08T00:00:00+03:00,23387.0,12116.0234375,44515.0048828125,8008.76123046875,
8,2015-01-08T00:00:00+03:00,23287.0,12971.1142578125,46147.0283203125,8012.86083984375,
9,2015-01-08T00:00:00+03:00,23137.0,14037.4326171875,46762.4521484375,8013.201171875,
10,2015-01-08T00:00:00+03:00,23177.0,14244.70751953125,46762.1884765625,8052.201171875,
11,2015-01-08T00:00:00+03:00,23177.0,14524.4140625,46873.91015625,8051.201171875,
12,2015-01-08T00:00:00+03:00,23177.0,15286.6328125,46998.578125,8052.201171875,
13,2015-01-08T00:00:00+03:00,23177.0,15796.49609375,47083.12890625,8052.201171875,
14,2015-01-08T00:00:00+03:00,23177.0,15837.47216796875,47182.0263671875,8052.201171875,
15,2015-01-08T00:00:00+03:00,23177.0,17035.923828125,47509.40625,8052.40087890625,
16,2015-01-08T00:00:00+03:00,23177.0,19040.34765625,48313.9970703125,8050.40087890625,
17,2015-01-08T00:00:00+03:00,23177.0,19052.3828125,48554.765625,8050.40087890625,
18,2015-01-08T00:00:00+03:00,23125.0,18436.6015625,48180.921875,8053.5009765625,
19,2015-01-08T00:00:00+03:00,23177.0,16632.56640625,48239.3388671875,8054.5009765625,
20,2015-01-08T00:00:00+03:00,23332.0,14693.4970703125,48147.83203125,8055.26123046875,
21,2015-01-08T00:00:00+03:00,23397.52734375,12424.2431640625,47627.623046875,8056.26123046875,
22,2015-01-08T00:00:00+03:00,23352.0,11664.47412109375,46217.439453125,8019.26123046875,
23,2015-01-08T00:00:00+03:00,23352.0,10264.89111328125,44625.0556640625,8018.26123046875,
0,2015-01-09T00:00:00+03:00,23325.0,8955.482177734375,43976.3212890625,8028.05126953125,
1,2015-01-09T00:00:00+03:00,23325.0,8872.545166015625,43489.076171875,8018.05126953125,
2,2015-01-09T00:00:00+03:00,23325.0,8684.044189453125,42872.951171875,7988.05126953125,
3,2015-01-09T00:00:00+03:00,23325.0,8816.979736328125,42839.12109375,7988.2509765625,
4,2015-01-09T00:00:00+03:00,23325.0,9256.093994140625,43237.6904296875,7988.2509765625,
5,2015-01-09T00:00:00+03:00,23325.0,10265.440185546875,43913.2060546875,7988.2509765625,
6,2015-01-09T00:00:00+03:00,23373.115234375,11270.866455078125,44607.4794921875,7990.2509765625,
7,2015-01-09T00:00:00+03:00,23377.0,12345.988525390625,45296.78125,7989.35107421875,
8,2015-01-09T00:00:00+03:00,23325.0,13180.1806640625,46509.75,8001.951171875,
9,2015-01-09T00:00:00+03:00,23325.0,14260.6572265625,46613.189453125,8002.291015625,
10,2015-01-09T00:00:00+03:00,22927.0,14570.232421875,46697.1015625,7985.783203125,
11,2015-01-09T00:00:00+03:00,22927.0,14653.59326171875,46765.8388671875,7984.783203125,
12,2015-01-09T00:00:00+03:00,23227.0,15271.4365234375,46983.5615234375,8003.0830078125,
13,2015-01-09T00:00:00+03:00,23325.0,15726.33203125,47025.4384765625,8003.0830078125,
14,2015-01-09T00:00:00+03:00,23377.0,15739.18896484375,47864.283203125,8012.0830078125,
15,2015-01-09T00:00:00+03:00,23377.0,16818.87646484375,48122.8564453125,8012.283203125,
16,2015-01-09T00:00:00+03:00,23325.0,18625.2353515625,48136.623046875,8012.283203125,
17,2015-01-09T00:00:00+03:00,23325.0,19111.482421875,48050.994140625,8012.283203125,
18,2015-01-09T00:00:00+03:00,23325.0,18563.3525390625,47509.46484375,7995.3828125,
19,2015-01-09T00:00:00+03:00,23325.0,16827.37744140625,47311.45703125,7996.3828125,
20,2015-01-09T00:00:00+03:00,23339.0,15222.29296875,47025.6982421875,7982.14306640625,
21,2015-01-09T00:00:00+03:00,23339.0,12896.474609375,46832.0810546875,7983.14306640625,
22,2015-01-09T00:00:00+03:00,23339.0,11756.931640625,45944.8583984375,7986.14306640625,
23,2015-01-09T00:00:00+03:00,23339.0,10300.333740234375,44575.1005859375,7985.14306640625,
0,2015-01-10T00:00:00+03:00,23348.0,8874.5,43309.2646484375,7978.90283203125,
1,2015-01-10T00:00:00+03:00,23348.0,8815.07177734375,42290.2841796875,7978.90283203125,
2,2015-01-10T00:00:00+03:00,23375.0,8816.407836914062,42152.802734375,7977.10302734375,
3,2015-01-10T00:00:00+03:00,23375.0,9051.045043945312,42047.1064453125,7977.30322265625,
4,2015-01-10T00:00:00+03:00,23375.0,9653.681762695312,42184.4482421875,7977.30322265625,
5,2015-01-10T00:00:00+03:00,23375.0,10656.548583984375,42904.94140625,7977.30322265625,
6,2015-01-10T00:00:00+03:00,23275.0,11392.854248046875,43893.2919921875,7981.10302734375,
7,2015-01-10T00:00:00+03:00,23175.0,12454.779052734375,44494.3271484375,7980.203125,
8,2015-01-10T00:00:00+03:00,23175.0,13183.41552734375,45521.4736328125,7979.80322265625,
9,2015-01-10T00:00:00+03:00,23175.0,14049.21435546875,45986.8193359375,7980.14306640625,
10,2015-01-10T00:00:00+03:00,23063.0,14017.5078125,45645.4931640625,7986.14306640625,
11,2015-01-10T00:00:00+03:00,23263.0,14158.12255859375,45831.412109375,7985.14306640625,
12,2015-01-10T00:00:00+03:00,23515.0,15022.89501953125,45572.7314453125,7983.84326171875,
13,2015-01-10T00:00:00+03:00,23514.0,15641.26904296875,45829.576171875,7983.84326171875,
14,2015-01-10T00:00:00+03:00,23516.0,16189.14208984375,45968.646484375,7983.84326171875,
15,2015-01-10T00:00:00+03:00,23516.0,17065.63232421875,46251.4208984375,7984.04296875,
16,2015-01-10T00:00:00+03:00,23666.0,18659.060546875,46445.9755859375,7984.04296875,
17,2015-01-10T00:00:00+03:00,23666.0,18982.1806640625,46461.8544921875,7984.04296875,
18,2015-01-10T00:00:00+03:00,23801.0,18533.1005859375,46167.177734375,7983.94287109375,
19,2015-01-10T00:00:00+03:00,23800.0,16945.1025390625,45985.3935546875,7984.94287109375,
20,2015-01-10T00:00:00+03:00,23802.0,15607.66259765625,45758.796875,7985.703125,
21,2015-01-10T00:00:00+03:00,23798.0,13984.93115234375,45576.2724609375,7986.703125,
22,2015-01-10T00:00:00+03:00,23774.0,13058.23046875,43820.6201171875,8000.203125,
23,2015-01-10T00:00:00+03:00,23774.0,11388.37548828125,42491.5244140625,8000.203125,
0,2015-01-11T00:00:00+03:00,24005.0,9327.59033203125,42462.7255859375,7951.31494140625,
1,2015-01-11T00:00:00+03:00,24008.0,9009.8330078125,41598.87109375,7951.31494140625,
2,2015-01-11T00:00:00+03:00,23968.0,8897.446166992188,40870.810546875,7954.56494140625,
3,2015-01-11T00:00:00+03:00,23962.0,9085.915771484375,40751.525390625,7954.76513671875,
4,2015-01-11T00:00:00+03:00,24008.0,9638.214111328125,41102.552734375,7954.76513671875,
5,2015-01-11T00:00:00+03:00,24008.0,10584.211669921875,41453.1962890625,7954.76513671875,
6,2015-01-11T00:00:00+03:00,24008.0,11396.980224609375,42016.9404296875,7948.76513671875,
7,2015-01-11T00:00:00+03:00,24008.0,12466.021728515625,43028.1943359375,7943.865234375,
8,2015-01-11T00:00:00+03:00,24008.0,13536.23193359375,43437.16015625,7945.46484375,
9,2015-01-11T00:00:00+03:00,24008.0,14060.1953125,44284.73828125,7945.80517578125,
10,2015-01-11T00:00:00+03:00,24008.0,14452.80029296875,44330.3916015625,7942.80517578125,
11,2015-01-11T00:00:00+03:00,24008.0,14681.04052734375,44618.5927734375,7953.80517578125,
12,2015-01-11T00:00:00+03:00,24008.0,14490.5625,44319.99609375,7953.80517578125,
13,2015-01-11T00:00:00+03:00,24008.0,15405.0419921875,44546.4873046875,7953.80517578125,
14,2015-01-11T00:00:00+03:00,24013.0,16468.1650390625,44958.9453125,8007.78515625,
15,2015-01-11T00:00:00+03:00,24013.0,17251.85009765625,45702.501953125,8007.98486328125,
16,2015-01-11T00:00:00+03:00,24103.462890625,19091.595703125,45828.2373046875,7972.73486328125,
17,2015-01-11T00:00:00+03:00,24110.0,19097.3271484375,45983.7353515625,7972.73486328125,
18,2015-01-11T00:00:00+03:00,24102.0,18670.486328125,45731.013671875,7973.8349609375,
19,2015-01-11T00:00:00+03:00,24102.0,16563.85546875,45422.5068359375,7974.8349609375,
20,2015-01-11T00:00:00+03:00,24104.0,15047.44287109375,44995.37890625,7975.59521484375,
21,2015-01-11T00:00:00+03:00,24104.0,13157.5361328125,44949.41796875,7976.59521484375,
22,2015-01-11T00:00:00+03:00,24104.0,11998.97509765625,43896.8271484375,8042.59521484375,
23,2015-01-11T00:00:00+03:00,24104.0,9875.80078125,42679.767578125,8041.59521484375,
0,2015-01-12T00:00:00+03:00,24080.0,8978.300048828125,41071.751953125,8298.31298828125,
1,2015-01-12T00:00:00+03:00,24080.0,8743.330078125,39777.28515625,8298.31298828125,
2,2015-01-12T00:00:00+03:00,24078.0,8647.324951171875,39898.1123046875,8298.31298828125,
3,2015-01-12T00:00:00+03:00,24100.390625,8803.596069335938,40123.4462890625,8298.51318359375,
4,2015-01-12T00:00:00+03:00,24143.0,10019.93505859375,40213.771484375,8303.51318359375,
5,2015-01-12T00:00:00+03:00,24185.0,10826.474609375,42136.353515625,8305.01318359375,
6,2015-01-12T00:00:00+03:00,24350.0,13268.31005859375,43673.642578125,8367.81298828125,
7,2015-01-12T00:00:00+03:00,24351.0,14627.98291015625,45168.6904296875,8387.51318359375,
8,2015-01-12T00:00:00+03:00,24451.0,15538.45068359375,45547.658203125,8368.6181640625,
9,2015-01-12T00:00:00+03:00,24550.0,16106.58642578125,45419.0048828125,8345.158203125,
10,2015-01-12T00:00:00+03:00,24570.0,16082.0400390625,45432.271484375,8329.158203125,
11,2015-01-12T00:00:00+03:00,24670.0,15247.603515625,45488.4833984375,8338.158203125,
12,2015-01-12T00:00:00+03:00,24786.0,15831.982421875,44983.9765625,8213.9580078125,
13,2015-01-12T00:00:00+03:00,24836.0,16464.26806640625,45067.8203125,8213.9580078125,
14,2015-01-12T00:00:00+03:00,24826.0,17410.5166015625,45105.4853515625,8239.64990234375,
15,2015-01-12T00:00:00+03:00,24826.0,18161.625,45417.421875,8246.4501953125,
16,2015-01-12T00:00:00+03:00,24854.0,19348.5302734375,45606.533203125,8296.4501953125,
17,2015-01-12T00:00:00+03:00,24854.0,19244.005859375,45566.265625,8283.4501953125,
18,2015-01-12T00:00:00+03:00,24856.0,17976.8330078125,45924.0732421875,8277.9501953125,
19,2015-01-12T00:00:00+03:00,24856.0,15960.7666015625,45718.6640625,8273.9501953125,
20,2015-01-12T00:00:00+03:00,24854.0,13867.666015625,45041.11328125,8274.7099609375,
21,2015-01-12T00:00:00+03:00,24856.0,12359.72705078125,44772.3720703125,8222.7099609375,
22,2015-01-12T00:00:00+03:00,24856.0,12060.26416015625,43758.619140625,8161.7099609375,
23,2015-01-12T00:00:00+03:00,24906.0,9555.199951171875,42036.5703125,8160.7099609375,
0,2015-01-13T00:00:00+03:00,24867.0,9142.300048828125,40786.4072265625,8163.2098388671875,
