nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,year,month,unit
37924.36927734375,22832.41485717775,120452.86898437502,13061.060131591797,0.0,194270.7132504883,73817.8442661133,0.1952140322275181,0.11752885689845667,0.620025875073953,0.06723123580007224,0.0,0.37997412492604704,2017,1,Gwh
35519.87048046875,21316.566532470715,106521.16398222659,11562.581733398438,0.0,174920.18272856448,68399.0187463379,0.20306330536818237,0.1218645338688508,0.6089701160873054,0.06610204467566147,0.0,0.3910298839126946,2017,2,Gwh
36343.30679296875,24727.669624023456,100749.12224941411,12466.441869628907,0.0,174286.54053603523,73537.4182866211,0.20852618154672972,0.14187939899415697,0.5780659937339416,0.07152842572517161,0.0,0.42193400626605826,2017,3,Gwh
31973.3488984375,25290.296204101574,88161.56655996101,11573.166263549805,0.0,156998.37792604987,68836.81136608888,0.2036540078999908,0.1610863534909509,0.5615444422074685,0.07371519640158991,0.0,0.4384555577925316,2017,4,Gwh
32146.699640625,33311.59599121094,85528.7626964063,11212.285220336915,0.0,162199.34354857914,76670.58085217286,0.1981925384981412,0.20537441929432979,0.5273064663840036,0.06912657582352548,0.0,0.47269353361599653,2017,5,Gwh
30588.1879140625,33915.05335742187,78060.07512087894,9784.419705322265,0.0,152347.73609768559,74287.66097680664,0.20077874931104528,0.2226160639215242,0.5123809327289689,0.0642242540384616,0.0,0.4876190672710311,2017,6,Gwh
31407.10966015625,31355.019213867192,81160.0284566602,9945.997172241212,0.0,153868.15450292485,72708.12604626465,0.20411702318532218,0.20377848369703538,0.5274647552565366,0.06463973786110595,0.0,0.4725352447434635,2017,7,Gwh
32107.023050781252,28236.33879882814,86582.07244362311,10230.509530639649,0.0,157155.94382387213,70573.87138024904,0.20430040550527473,0.17967082957086994,0.5509309437297351,0.06509782119412034,0.0,0.449069056270265,2017,8,Gwh
31338.2827890625,26712.77355664064,81150.4591702735,10542.938088989258,0.0,149744.4536049659,68593.9944346924,0.2092784209005471,0.1783890682663306,0.5419263099009521,0.07040620093217013,0.0,0.45807369009904786,2017,9,Gwh
33852.13773828125,25685.02889013674,94263.97424589851,12057.534155029298,0.0,165858.6750293458,71594.70078344729,0.20410230415919883,0.154860931365768,0.5683391250365418,0.0726976394384914,0.0,0.4316608749634583,2017,10,Gwh
34688.21056640625,24963.338894042987,102359.78208632817,12170.378844482422,0.0,174181.71039125984,71821.92830493166,0.1991495575998595,0.14331779632872182,0.5876609080046352,0.06987173806678335,0.0,0.41233909199536467,2017,11,Gwh
36865.1992265625,25669.21692041017,114890.78776640625,13088.215712890626,0.0,190513.41962626955,75622.6318598633,0.19350447490198336,0.13473705406561653,0.6030587661057561,0.068699704926644,0.0,0.3969412338942439,2017,12,Gwh
