date,nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,unit,year,month,month_date,weekday
2017-01-01,590.746208984375,323.61758142089883,1755.1733888671884,208.0820081787109,0.0,2877.6191874511733,1122.445798583985,0.20528991868017932,0.1124601833460599,0.6099394237156927,0.0723104742580681,0.0,0.39006057628430735,Gwh,2017,1,01-01,Sunday
2017-01-02,585.65776171875,343.220783447266,1772.2923565429699,208.2349638671876,0.0,2909.4058655761733,1137.1135090332034,0.20129806179612117,0.1179693722035221,0.6091595461164675,0.0715730198838893,0.0,0.39084045388353256,Gwh,2017,1,01-02,Monday
2017-01-03,583.885005859375,352.7062944335942,1809.5686875000017,210.7065953369141,0.0,2956.8665831298845,1147.297895629883,0.19746748439401166,0.11928380416144772,0.6119886158625892,0.07126009558195157,0.0,0.3880113841374108,Gwh,2017,1,01-03,Tuesday
2017-01-04,590.977349609375,362.6732731933596,1901.7063457031256,209.41234167480468,0.0,3064.769310180665,1163.0629644775393,0.19282930941857335,0.11833623887730081,0.6205055432348421,0.06832890846928379,0.0,0.3794944567651579,Gwh,2017,1,01-04,Wednesday
2017-01-05,589.924150390625,367.5075341796877,1939.0525743164064,210.82206103515625,0.0,3107.3063199218755,1168.253745605469,0.18985065830441106,0.11827206472161639,0.6240300680639553,0.0678472089100172,0.0,0.37596993193604467,Gwh,2017,1,01-05,Thursday
2017-01-06,568.60013671875,361.7395737304692,1963.0306880859375,212.46299218750002,0.0,3105.8333907226565,1142.802702636719,0.18307489977318125,0.11647101702590062,0.6320463595856908,0.06840772361522739,0.0,0.36795364041430917,Gwh,2017,1,01-06,Friday
2017-01-07,572.3960390625,350.9074305419924,1957.7214360351568,212.95548364257806,0.0,3093.9803892822274,1136.2589532470708,0.18500312446883033,0.11341617799439235,0.6327517274565947,0.06882897008018257,0.0,0.36724827254340536,Gwh,2017,1,01-07,Saturday
2017-01-08,578.15324609375,343.5403966064455,2003.3222378906248,211.31644848632814,0.0,3136.3323290771486,1133.0100911865238,0.1843405562394177,0.10953571259699085,0.6387467996671428,0.0673769314964486,0.0,0.3612532003328572,Gwh,2017,1,01-08,Sunday
2017-01-09,580.107458984375,382.46465942382844,2074.2688212890625,212.52597546386718,0.0,3249.366915161133,1175.0980938720704,0.1785293794547077,0.11770436192948754,0.6383609101239961,0.06540534849180867,0.0,0.36163908987600385,Gwh,2017,1,01-09,Monday
2017-01-10,580.229783203125,381.22718371582073,2078.0618501953127,210.93283715820314,0.0,3250.451654272462,1172.389804077149,0.1785074337101611,0.11728437283930303,0.6393148002874814,0.06489339316305431,0.0,0.36068519971251845,Gwh,2017,1,01-10,Tuesday
2017-01-11,595.274865234375,381.2410443115237,2025.558195117188,212.03424206542968,0.0,3214.108346728516,1188.5501516113284,0.18520684464177328,0.11861487018618097,0.6302084362460602,0.06596984892598563,0.0,0.3697915637539399,Gwh,2017,1,01-11,Wednesday
2017-01-12,605.85496484375,371.679723266602,2013.3863138671882,211.3408923339844,0.0,3202.2618943115244,1188.8755804443365,0.18919594487883284,0.11606787187732874,0.6287388041071074,0.0659973791367311,0.0,0.3712611958928927,Gwh,2017,1,01-12,Thursday
2017-01-13,609.5781640625,373.3171518554691,1985.827700390625,210.5705278320313,0.0,3179.2935441406253,1193.4658437500002,0.1917338413704958,0.11742141663624775,0.6246128810755666,0.0662318609176899,0.0,0.3753871189244334,Gwh,2017,1,01-13,Friday
2017-01-14,618.10025390625,356.2621361083988,1899.331171875,210.1405560302735,0.0,3083.8341179199224,1184.5029460449223,0.20043239366038434,0.11552571327951364,0.6158992667076783,0.06814262635242373,0.0,0.3841007332923217,Gwh,2017,1,01-14,Saturday
2017-01-15,616.12438671875,346.4328505859379,1853.5439583984376,207.0879061279297,0.0,3023.1891018310553,1169.6451434326177,0.20379948655728544,0.11459185612177349,0.6131088383706469,0.06849981895029415,0.0,0.3868911616293531,Gwh,2017,1,01-15,Sunday
