unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
GWh,2021,1,506922.3,23490.2,2411.6,36250.4,89848.2,53107,22597.2,30792.5,532824.083,232595.28,765419.3629,0.6623,0.0307,0.0032,0.0474,0.1174,0.0694,0.0295,0.0402,0.6961,0.3039
GWh,2021,2,316037.7,14644.8,1503.5,22292.5,58521.8,64213,27322.8,19197.4,332185.9687,191547.5483,523733.5171,0.6034,0.028,0.0029,0.0426,0.1117,0.1226,0.0522,0.0367,0.6343,0.3657
GWh,2021,3,429840,24765.2,1844.4,34196.8,73630,58000,28080,23550.4,456449.5637,217457.2363,673906.8,0.6378,0.0367,0.0027,0.0507,0.1093,0.0861,0.0417,0.0349,0.6773,0.3227
GWh,2021,4,386640,24559.6,1819.4,32308.3,89910,59160,28340,23231,413019.0244,232949.2956,645968.32,0.5985,0.038,0.0028,0.05,0.1392,0.0916,0.0439,0.036,0.6394,0.3606
GWh,2021,5,381240,25973.2,2018.1,34247.8,111370,66700,34320,25768.7,409231.3203,272406.5197,681637.84,0.5593,0.0381,0.003,0.0502,0.1634,0.0979,0.0503,0.0378,0.6004,0.3996
GWh,2021,6,416880,22954.8,2189.4,35677.4,133760,46110,32130,27955.8,442024.218,275633.222,717657.44,0.5809,0.032,0.0031,0.0497,0.1864,0.0643,0.0448,0.039,0.6159,0.3841
GWh,2021,7,455620,27483.8,1792.2,38720,166060,46110,32400,22884,484896.0096,306174.0104,791070.02,0.576,0.0347,0.0023,0.0489,0.2099,0.0583,0.041,0.0289,0.613,0.387
GWh,2021,8,451260,27195,2053.6,36589.6,162260,38700,32480,26221.4,480508.5871,296251.0329,776759.62,0.581,0.035,0.0026,0.0471,0.2089,0.0498,0.0418,0.0338,0.6186,0.3814
GWh,2021,9,397100,23625,1819,33181,164920,42000,30800,23226,422543.9952,294126.9848,716670.98,0.5541,0.033,0.0025,0.0463,0.2301,0.0586,0.043,0.0324,0.5896,0.4104
GWh,2021,10,369600,19515.7,1808.8,33500.5,138700,56100,30520,23095.6,390924.4299,281916.1101,672840.54,0.5493,0.029,0.0027,0.0498,0.2061,0.0834,0.0454,0.0343,0.581,0.419
GWh,2021,11,405900,19299.2,1934.9,33607.1,104910,61200,22910,24705.9,427134.0781,247332.9819,674467.06,0.6018,0.0286,0.0029,0.0498,0.1555,0.0907,0.034,0.0366,0.6333,0.3667
GWh,2021,12,478410,19588.3,4430.5,37282,75660,66330,26970,56571.2,502428.8,262813.2,765242,0.6252,0.0256,0.0058,0.0487,0.0989,0.0867,0.0352,0.0739,0.6566,0.3434
