Date,Total
2020/3/22 0:00,140.8
2020/3/21 0:00,145.3
2020/3/20 0:00,147.4
2020/3/19 0:00,141.7
2020/3/18 0:00,136.9
2020/3/17 0:00,139.1
2020/3/16 0:00,139.5
2020/3/15 0:00,144
2020/3/14 0:00,135.9
2020/3/13 0:00,133.4
2020/3/12 0:00,136.6
2020/3/11 0:00,139.9
2020/3/10 0:00,137.9
2020/3/9 0:00,141.7
2020/3/8 0:00,137.8
2020/3/7 0:00,135
2020/3/6 0:00,133
2020/3/5 0:00,123.5
2020/3/4 0:00,118.5
2020/3/3 0:00,113.5
2020/3/2 0:00,108
2020/3/1 0:00,105.6
2020/2/29 0:00,105.6
2020/2/28 0:00,99.7
2020/2/27 0:00,102.6
2020/2/26 0:00,102.1
2020/2/25 0:00,104.7
2020/2/24 0:00,98.9
2020/2/23 0:00,99.1
2020/2/22 0:00,98
2020/2/21 0:00,96.9
2020/2/20 0:00,91.2
2020/2/19 0:00,91.5
2020/2/18 0:00,87.1
2020/2/17 0:00,90.6
2020/2/16 0:00,86.7
2020/2/15 0:00,88.3
2020/2/14 0:00,86.6
2020/2/13 0:00,86.8
2020/2/12 0:00,86.1
2020/2/11 0:00,84.9
2020/2/10 0:00,89.2
2020/2/9 0:00,90
2020/2/8 0:00,91.9
2020/2/7 0:00,92.3
2020/2/6 0:00,93.6
2020/2/5 0:00,96.6
2020/2/4 0:00,96.4
2020/2/3 0:00,95.9
2020/2/2 0:00,98.8
2020/2/1 0:00,99.1
2020/1/31 0:00,100.8
2020/1/30 0:00,106.1
2020/1/29 0:00,107.4
2020/1/28 0:00,106.5
2020/1/27 0:00,113
2020/1/26 0:00,114.4
2020/1/25 0:00,119.9
2020/1/24 0:00,119.7
2020/1/23 0:00,129.9
2020/1/22 0:00,137
2020/1/21 0:00,148.8
2020/1/20 0:00,163.9
2020/1/19 0:00,167.6
2020/1/18 0:00,169.1
2020/1/17 0:00,169.1
2020/1/16 0:00,169.8
2020/1/15 0:00,164.3
2020/1/14 0:00,165.6
2020/1/13 0:00,183
2020/1/12 0:00,182
2020/1/11 0:00,189.2
2020/1/10 0:00,185.5
2020/1/9 0:00,177.7
2020/1/8 0:00,179.1
2020/1/7 0:00,187.5
2020/1/6 0:00,189.2
2020/1/5 0:00,189.8
2020/1/4 0:00,185.2
2020/1/3 0:00,182.8
2020/1/2 0:00,199.8
2020/1/1 0:00,223.2
2019/12/31 0:00,211.3
2019/12/30 0:00,206.9
2019/12/29 0:00,196.6
2019/12/28 0:00,207.3
2019/12/27 0:00,210
2019/12/26 0:00,214.2
2019/12/25 0:00,211.7
2019/12/24 0:00,211.4
2019/12/23 0:00,208.7
2019/12/22 0:00,212.1
2019/12/21 0:00,210
2019/12/20 0:00,216.4
2019/12/19 0:00,205.4
2019/12/18 0:00,189.8
2019/12/17 0:00,193.8
2019/12/16 0:00,187
2019/12/15 0:00,199.1
2019/12/14 0:00,208.3
2019/12/13 0:00,203.7
2019/12/12 0:00,199.5
2019/12/11 0:00,196.8
2019/12/10 0:00,200.4
2019/12/9 0:00,190.7
2019/12/8 0:00,197.7
2019/12/7 0:00,200.7
2019/12/6 0:00,197.9
2019/12/5 0:00,182.5
2019/12/4 0:00,182.4
2019/12/3 0:00,180
2019/12/2 0:00,183.8
2019/12/1 0:00,193.5
2019/11/30 0:00,186
2019/11/29 0:00,189.9
2019/11/28 0:00,192.8
2019/11/27 0:00,188.3
2019/11/26 0:00,184.5
2019/11/25 0:00,172.6
2019/11/24 0:00,185.7
2019/11/23 0:00,185.8
2019/11/22 0:00,181.9
2019/11/21 0:00,176.6
2019/11/20 0:00,169.3
