Date,Total
2019/11/19 0:00,162.1
2019/11/18 0:00,160.9
2019/11/17 0:00,163
2019/11/16 0:00,166.5
2019/11/15 0:00,168.6
2019/11/14 0:00,176.7
2019/11/13 0:00,171.7
2019/11/12 0:00,163.9
2019/11/11 0:00,159.9
2019/11/10 0:00,166
2019/11/9 0:00,167.9
2019/11/8 0:00,159.4
2019/11/7 0:00,165.5
2019/11/6 0:00,157.5
2019/11/5 0:00,156.9
2019/11/4 0:00,154.1
2019/11/3 0:00,153
2019/11/2 0:00,152.4
2019/11/1 0:00,154.6
2019/10/31 0:00,157.3
2019/10/30 0:00,157.3
2019/10/29 0:00,156
2019/10/28 0:00,169
2019/10/27 0:00,179.9
2019/10/26 0:00,175.4
2019/10/25 0:00,181.6
2019/10/24 0:00,185.1
2019/10/23 0:00,178.9
2019/10/22 0:00,171.4
2019/10/21 0:00,180.4
2019/10/20 0:00,182.9
2019/10/19 0:00,183.2
2019/10/18 0:00,178.6
2019/10/17 0:00,172
2019/10/16 0:00,172.9
2019/10/15 0:00,178.4
2019/10/14 0:00,187.2
2019/10/13 0:00,188.7
2019/10/12 0:00,188.3
2019/10/11 0:00,181.3
2019/10/10 0:00,181.8
2019/10/9 0:00,174.8
2019/10/8 0:00,180
2019/10/7 0:00,177
2019/10/6 0:00,175.6
2019/10/5 0:00,176.1
2019/10/4 0:00,159.5
2019/10/3 0:00,158.6
2019/10/2 0:00,160.4
2019/10/1 0:00,176.9
2019/9/30 0:00,172.5
2019/9/29 0:00,172.1
2019/9/28 0:00,171.7
2019/9/27 0:00,186.6
2019/9/26 0:00,178.4
2019/9/25 0:00,175
2019/9/24 0:00,160.2
2019/9/23 0:00,164.2
2019/9/22 0:00,181.5
2019/9/21 0:00,187.5
2019/9/20 0:00,187.6
2019/9/19 0:00,197.6
2019/9/18 0:00,203
2019/9/17 0:00,199.3
2019/9/16 0:00,197.1
2019/9/15 0:00,192.5
2019/9/14 0:00,197.7
2019/9/13 0:00,207.6
2019/9/12 0:00,204.3
2019/9/11 0:00,205.3
2019/9/10 0:00,203.5
2019/9/9 0:00,190.8
2019/9/8 0:00,188.2
2019/9/7 0:00,186.5
2019/9/6 0:00,187.6
2019/9/5 0:00,188.8
2019/9/4 0:00,190.9
2019/9/3 0:00,183.9
2019/9/2 0:00,184.2
2019/9/1 0:00,195.2
2019/8/31 0:00,198.7
2019/8/30 0:00,208.2
2019/8/29 0:00,213.3
2019/8/28 0:00,220.3
2019/8/27 0:00,215.2
2019/8/26 0:00,215.2
2019/8/25 0:00,220.6
2019/8/24 0:00,223.5
2019/8/23 0:00,221.4
2019/8/22 0:00,219.8
2019/8/21 0:00,203.5
2019/8/20 0:00,201.7
2019/8/19 0:00,204.7
2019/8/18 0:00,211.5
2019/8/17 0:00,208.6
2019/8/16 0:00,220
2019/8/15 0:00,217.3
2019/8/14 0:00,217.9
2019/8/13 0:00,195.6
2019/8/12 0:00,188.2
2019/8/11 0:00,198.5
2019/8/10 0:00,200.3
2019/8/9 0:00,204.7
2019/8/8 0:00,197.5
2019/8/7 0:00,188.3
2019/8/6 0:00,178.4
2019/8/5 0:00,175.2
2019/8/4 0:00,184.3
2019/8/3 0:00,194
2019/8/2 0:00,205.2
2019/8/1 0:00,208.9
2019/7/31 0:00,211
2019/7/30 0:00,200.6
2019/7/29 0:00,193.6
2019/7/28 0:00,202.5
2019/7/27 0:00,202.5
2019/7/26 0:00,202.5
2019/7/25 0:00,194.2
2019/7/24 0:00,180.3
2019/7/23 0:00,173.8
2019/7/22 0:00,168.5
2019/7/21 0:00,172.2
2019/7/20 0:00,170.3
2019/7/19 0:00,171.2
2019/7/18 0:00,161.9
2019/7/17 0:00,159.7
2019/7/16 0:00,151.6
2019/7/15 0:00,154.1
2019/7/14 0:00,160.4
2019/7/13 0:00,162.2
2019/7/12 0:00,164.1
2019/7/11 0:00,165.8
2019/7/10 0:00,168.2
2019/7/9 0:00,156
2019/7/8 0:00,149.5
2019/7/7 0:00,155
2019/7/6 0:00,158.2
2019/7/5 0:00,166
2019/7/4 0:00,173
2019/7/3 0:00,174.3
2019/7/2 0:00,167.1
2019/7/1 0:00,158.6
2019/6/30 0:00,166
2019/6/29 0:00,166.7
2019/6/28 0:00,166.4
2019/6/27 0:00,153.6
2019/6/26 0:00,150.6
2019/6/25 0:00,151
2019/6/24 0:00,154.5
2019/6/23 0:00,162.4
2019/6/22 0:00,166.9
2019/6/21 0:00,165.8
2019/6/20 0:00,173.6
2019/6/19 0:00,173.9
2019/6/18 0:00,166.6
2019/6/17 0:00,165.9
2019/6/16 0:00,171.4
2019/6/15 0:00,174.6
2019/6/14 0:00,168.8
2019/6/13 0:00,173.7
2019/6/12 0:00,175.3
2019/6/11 0:00,173.4
2019/6/10 0:00,151.9
2019/6/9 0:00,140
2019/6/8 0:00,146.2
2019/6/7 0:00,160.3
2019/6/6 0:00,150
2019/6/5 0:00,145.9
2019/6/4 0:00,133.4
2019/6/3 0:00,126.6
2019/6/2 0:00,129
2019/6/1 0:00,128.9
2019/5/31 0:00,132.3
2019/5/30 0:00,134.6
2019/5/29 0:00,138.1
2019/5/28 0:00,138.5
2019/5/27 0:00,145.9
2019/5/26 0:00,146.1
2019/5/25 0:00,147.9
2019/5/24 0:00,145.7
2019/5/23 0:00,145.5
2019/5/22 0:00,149.4
2019/5/21 0:00,155.7
2019/5/20 0:00,166.5
2019/5/19 0:00,159.3
2019/5/18 0:00,170
2019/5/17 0:00,170.8
2019/5/16 0:00,169.3
2019/5/15 0:00,165.5
2019/5/14 0:00,163.4
2019/5/13 0:00,158.4
2019/5/12 0:00,156.6
2019/5/11 0:00,158.7
2019/5/10 0:00,160.7
2019/5/9 0:00,150.4
2019/5/8 0:00,151.2
2019/5/7 0:00,149.5
2019/5/6 0:00,150.4
2019/5/5 0:00,156.3
2019/5/4 0:00,144.3
2019/5/3 0:00,143.9
2019/5/2 0:00,147.4
2019/5/1 0:00,166.6
2019/4/30 0:00,166.2
2019/4/29 0:00,168.4
2019/4/28 0:00,167.4
2019/4/27 0:00,168.4
2019/4/26 0:00,170.6
2019/4/25 0:00,170
2019/4/24 0:00,169.3
2019/4/23 0:00,162
2019/4/22 0:00,162.8
2019/4/21 0:00,165.3
2019/4/20 0:00,156.9
2019/4/19 0:00,167
2019/4/18 0:00,168.1
2019/4/17 0:00,161.3
2019/4/16 0:00,168.7
2019/4/15 0:00,180.1
2019/4/14 0:00,176.9
2019/4/13 0:00,191.6
2019/4/12 0:00,185
2019/4/11 0:00,183.3
2019/4/10 0:00,178.9
2019/4/9 0:00,172.9
2019/4/8 0:00,164.5
2019/4/7 0:00,169.6
2019/4/6 0:00,173.4
2019/4/5 0:00,182.3
2019/4/4 0:00,173.8
2019/4/3 0:00,164.8
2019/4/2 0:00,174.3
2019/4/1 0:00,175.4
2019/3/31 0:00,179.3
2019/3/30 0:00,186.1
2019/3/29 0:00,171.9
2019/3/28 0:00,184.5
2019/3/27 0:00,178.6
2019/3/26 0:00,171.5
2019/3/25 0:00,179.4
2019/3/24 0:00,182.4
2019/3/23 0:00,176.7
2019/3/22 0:00,173.5
2019/3/21 0:00,173.9
2019/3/20 0:00,177.8
2019/3/19 0:00,171.5
2019/3/18 0:00,168.1
2019/3/17 0:00,170.6
2019/3/16 0:00,170.8
2019/3/15 0:00,166
2019/3/14 0:00,157.2
2019/3/13 0:00,156.3
2019/3/12 0:00,163.4
2019/3/11 0:00,174.5
2019/3/10 0:00,171
2019/3/9 0:00,169.4
2019/3/8 0:00,168.9
2019/3/7 0:00,171.9
2019/3/6 0:00,175.1
2019/3/5 0:00,167.1
2019/3/4 0:00,179.9
2019/3/3 0:00,186.2
2019/3/2 0:00,189.7
2019/3/1 0:00,187.3
2019/2/28 0:00,178
2019/2/27 0:00,181.4
2019/2/26 0:00,163.7
2019/2/25 0:00,168.9
2019/2/24 0:00,168.3
2019/2/23 0:00,166.5
2019/2/22 0:00,159.5
2019/2/21 0:00,154.6
2019/2/20 0:00,156.5
2019/2/19 0:00,135.6
2019/2/18 0:00,133.7
2019/2/17 0:00,131.3
2019/2/16 0:00,131.3
2019/2/15 0:00,126.6
2019/2/14 0:00,127.2
2019/2/13 0:00,116.6
2019/2/12 0:00,111.4
2019/2/11 0:00,112.2
2019/2/10 0:00,95.2
2019/2/9 0:00,92.3
2019/2/8 0:00,83.8
2019/2/7 0:00,83.1
2019/2/6 0:00,84.4
2019/2/5 0:00,86.5
2019/2/4 0:00,89.1
2019/2/3 0:00,96.9
2019/2/2 0:00,108.3
2019/2/1 0:00,100
2019/1/31 0:00,104.8
2019/1/30 0:00,114
2019/1/29 0:00,127.2
2019/1/28 0:00,138.9
2019/1/27 0:00,143.4
2019/1/26 0:00,143.9
2019/1/25 0:00,161.2
2019/1/24 0:00,177
2019/1/23 0:00,179.2
2019/1/22 0:00,181.5
2019/1/21 0:00,188
2019/1/20 0:00,191.8
2019/1/19 0:00,199
2019/1/18 0:00,200.1
2019/1/17 0:00,197.3
2019/1/16 0:00,194.5
2019/1/15 0:00,199.2
2019/1/14 0:00,188.4
2019/1/13 0:00,189.4
2019/1/12 0:00,196.8
2019/1/11 0:00,207.6
2019/1/10 0:00,199.2
2019/1/9 0:00,194.6
2019/1/8 0:00,199.7
2019/1/7 0:00,194.8
2019/1/6 0:00,197.6
2019/1/5 0:00,200.5
2019/1/4 0:00,195.2
2019/1/3 0:00,183.7
2019/1/2 0:00,197.9
2019/1/1 0:00,209.7
