date,mw,region
2005-07-03 0:00,1889,ОЭС ВОСТОКА
2005-07-03 1:00,1988,ОЭС ВОСТОКА
2005-07-03 2:00,2093,ОЭС ВОСТОКА
2005-07-03 3:00,2282,ОЭС ВОСТОКА
2005-07-03 4:00,2315,ОЭС ВОСТОКА
2005-07-03 5:00,2347,ОЭС ВОСТОКА
2005-07-03 6:00,2286,ОЭС ВОСТОКА
2005-07-03 7:00,2317,ОЭС ВОСТОКА
2005-07-03 8:00,2399,ОЭС ВОСТОКА
2005-07-03 9:00,2296,ОЭС ВОСТОКА
2005-07-03 10:00,2317,ОЭС ВОСТОКА
2005-07-03 11:00,2284,ОЭС ВОСТОКА
2005-07-03 12:00,2345,ОЭС ВОСТОКА
2005-07-03 13:00,2476,ОЭС ВОСТОКА
2005-07-03 14:00,2427,ОЭС ВОСТОКА
2005-07-03 15:00,2533,ОЭС ВОСТОКА
2005-07-03 16:00,2584,ОЭС ВОСТОКА
2005-07-03 17:00,2354,ОЭС ВОСТОКА
2005-07-03 18:00,2172,ОЭС ВОСТОКА
2005-07-03 19:00,1967,ОЭС ВОСТОКА
2005-07-03 20:00,1959,ОЭС ВОСТОКА
2005-07-03 21:00,1967,ОЭС ВОСТОКА
2005-07-03 22:00,1854,ОЭС ВОСТОКА
2005-07-03 23:00,2006,ОЭС ВОСТОКА
