date,mw,region
2004-10-28 0:00,96143,ЕЭС РОССИИ
2004-10-28 1:00,93446,ЕЭС РОССИИ
2004-10-28 2:00,92323,ЕЭС РОССИИ
2004-10-28 3:00,93048,ЕЭС РОССИИ
2004-10-28 4:00,93694,ЕЭС РОССИИ
2004-10-28 5:00,96491,ЕЭС РОССИИ
2004-10-28 6:00,100461,ЕЭС РОССИИ
2004-10-28 7:00,106243,ЕЭС РОССИИ
2004-10-28 8:00,110669,ЕЭС РОССИИ
2004-10-28 9:00,112999,ЕЭС РОССИИ
2004-10-28 10:00,112428,ЕЭС РОССИИ
2004-10-28 11:00,112077,ЕЭС РОССИИ
2004-10-28 12:00,110641,ЕЭС РОССИИ
2004-10-28 13:00,110634,ЕЭС РОССИИ
2004-10-28 14:00,111920,ЕЭС РОССИИ
2004-10-28 15:00,111342,ЕЭС РОССИИ
2004-10-28 16:00,111949,ЕЭС РОССИИ
2004-10-28 17:00,112478,ЕЭС РОССИИ
2004-10-28 18:00,113987,ЕЭС РОССИИ
2004-10-28 19:00,116171,ЕЭС РОССИИ
2004-10-28 20:00,114184,ЕЭС РОССИИ
2004-10-28 21:00,110859,ЕЭС РОССИИ
2004-10-28 22:00,106609,ЕЭС РОССИИ
2004-10-28 23:00,101697,ЕЭС РОССИИ
