date,mw,region
2006-02-28 0:00,27148,ОЭС УРАЛА
2006-02-28 1:00,26730,ОЭС УРАЛА
2006-02-28 2:00,26752,ОЭС УРАЛА
2006-02-28 3:00,26730,ОЭС УРАЛА
2006-02-28 4:00,27009,ОЭС УРАЛА
2006-02-28 5:00,27848,ОЭС УРАЛА
2006-02-28 6:00,29043,ОЭС УРАЛА
2006-02-28 7:00,31061,ОЭС УРАЛА
2006-02-28 8:00,31560,ОЭС УРАЛА
2006-02-28 9:00,31547,ОЭС УРАЛА
2006-02-28 10:00,31195,ОЭС УРАЛА
2006-02-28 11:00,30538,ОЭС УРАЛА
2006-02-28 12:00,30247,ОЭС УРАЛА
2006-02-28 13:00,30184,ОЭС УРАЛА
2006-02-28 14:00,30102,ОЭС УРАЛА
2006-02-28 15:00,30134,ОЭС УРАЛА
2006-02-28 16:00,30765,ОЭС УРАЛА
2006-02-28 17:00,31057,ОЭС УРАЛА
2006-02-28 18:00,30989,ОЭС УРАЛА
2006-02-28 19:00,30645,ОЭС УРАЛА
2006-02-28 20:00,30425,ОЭС УРАЛА
2006-02-28 21:00,30211,ОЭС УРАЛА
2006-02-28 22:00,28794,ОЭС УРАЛА
2006-02-28 23:00,28566,ОЭС УРАЛА
