datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2021-06-01 00:00:00,9249,TEX,9251,158,1547,52,5064,23305
2021-06-01 01:00:00,9554,TEX,8205,157,871,51,5064,23487
2021-06-01 02:00:00,9637,TEX,7184,130,141,47,5065,24431
2021-06-01 03:00:00,9675,TEX,6474,84,16,48,5064,24464
2021-06-01 04:00:00,9500,TEX,6380,84,4,50,5065,22278
2021-06-01 05:00:00,9289,TEX,6181,85,0,53,5066,19986
2021-06-01 06:00:00,8624,TEX,5263,84,0,58,5067,19266
2021-06-01 07:00:00,8406,TEX,4768,112,0,47,5067,18255
2021-06-01 08:00:00,7760,TEX,4728,138,0,47,5068,17783
2021-06-01 09:00:00,7609,TEX,4397,112,0,51,5068,17801
2021-06-01 10:00:00,7505,TEX,4251,104,0,46,5069,18081
2021-06-01 11:00:00,7712,TEX,4588,84,0,48,5069,18672
2021-06-01 12:00:00,7678,TEX,5542,84,4,49,5068,19737
2021-06-01 13:00:00,8170,TEX,5002,91,680,47,5069,20296
2021-06-01 14:00:00,8167,TEX,4455,84,2296,46,5070,20605
2021-06-01 15:00:00,8486,TEX,3843,83,3315,38,5070,21373
2021-06-01 16:00:00,8953,TEX,2758,83,3864,41,5071,22816
2021-06-01 17:00:00,9105,TEX,2314,83,4015,38,5073,24101
2021-06-01 18:00:00,8732,TEX,2313,83,4427,39,5072,24990
2021-06-01 19:00:00,9351,TEX,1697,85,4603,42,5072,26009
2021-06-01 20:00:00,9552,TEX,1471,86,4731,41,5072,26852
2021-06-01 21:00:00,9493,TEX,1163,124,4832,43,5072,28034
2021-06-01 22:00:00,9287,TEX,790,136,4775,40,5071,29543
2021-06-01 23:00:00,9394,TEX,750,155,4539,52,5071,29863
2021-06-02 00:00:00,9248,TEX,603,132,3314,59,5068,30874
2021-06-02 01:00:00,9166,TEX,682,112,1136,57,5068,32163
2021-06-02 02:00:00,9170,TEX,1321,88,108,45,5066,31795
2021-06-02 03:00:00,9138,TEX,2181,87,0,65,5065,30029
2021-06-02 04:00:00,9146,TEX,2776,87,0,70,5065,26739
2021-06-02 05:00:00,9109,TEX,3306,87,0,54,5064,23001
2021-06-02 06:00:00,9000,TEX,3813,53,0,49,5065,19794
2021-06-02 07:00:00,7988,TEX,4749,74,0,46,5064,17884
2021-06-02 08:00:00,7038,TEX,5182,49,0,45,5065,17039
2021-06-02 09:00:00,6601,TEX,4960,49,0,42,5065,16894
2021-06-02 10:00:00,6667,TEX,4845,50,0,44,5066,16986
2021-06-02 11:00:00,7659,TEX,3934,77,0,43,5066,17874
2021-06-02 12:00:00,9045,TEX,2973,96,15,44,5067,19111
2021-06-02 13:00:00,9287,TEX,2900,69,1078,50,5068,19599
2021-06-02 14:00:00,9361,TEX,2097,73,3691,57,5068,19808
2021-06-02 15:00:00,10067,TEX,1203,73,4652,57,5068,21589
2021-06-02 16:00:00,9990,TEX,1094,73,5094,56,5069,24007
2021-06-02 17:00:00,9950,TEX,1274,72,5339,57,5071,26182
2021-06-02 18:00:00,9905,TEX,1064,51,5187,53,5067,28947
2021-06-02 19:00:00,10023,TEX,927,51,5032,53,5060,30805
2021-06-02 20:00:00,10093,TEX,1514,51,4262,56,5057,32474
2021-06-02 21:00:00,10141,TEX,1646,52,3632,85,5055,33649
2021-06-02 22:00:00,10164,TEX,2617,50,2891,46,5053,33696
2021-06-02 23:00:00,10101,TEX,3077,78,2205,42,5051,33752
2021-06-03 00:00:00,10108,TEX,3853,95,1531,45,5048,32663
2021-06-03 01:00:00,10129,TEX,4431,67,720,40,5046,31471
2021-06-03 02:00:00,10189,TEX,5489,47,57,32,5047,29526
2021-06-03 03:00:00,10127,TEX,5556,81,0,71,5048,27552
2021-06-03 04:00:00,9756,TEX,5686,100,0,81,5050,24330
2021-06-03 05:00:00,9047,TEX,6256,89,0,76,5052,20925
2021-06-03 06:00:00,8261,TEX,7258,108,0,51,5053,17656
2021-06-03 07:00:00,7900,TEX,6625,126,0,34,5053,16529
2021-06-03 08:00:00,7170,TEX,6821,102,0,37,5053,15668
2021-06-03 09:00:00,6460,TEX,7589,74,0,40,5054,14812
2021-06-03 10:00:00,7122,TEX,6232,48,0,44,5055,15658
2021-06-03 11:00:00,8119,TEX,4930,89,0,47,5055,16976
2021-06-03 12:00:00,8885,TEX,3790,96,20,52,5055,19093
2021-06-03 13:00:00,9544,TEX,2840,78,510,51,5056,20342
2021-06-03 14:00:00,9840,TEX,2086,120,2318,48,5056,20897
2021-06-03 15:00:00,10037,TEX,2132,121,3943,52,5053,21486
2021-06-03 16:00:00,10058,TEX,1986,123,4517,59,5055,23633
2021-06-03 17:00:00,10022,TEX,2146,132,5093,60,5051,24749
2021-06-03 18:00:00,10084,TEX,2407,139,5144,49,5054,25877
2021-06-03 19:00:00,10211,TEX,2809,162,4704,67,5054,26777
2021-06-03 20:00:00,10182,TEX,3497,145,4330,60,5053,26393
2021-06-03 21:00:00,10408,TEX,3061,141,3801,60,5053,26634
2021-06-03 22:00:00,10470,TEX,4186,133,3837,52,5054,25007
2021-06-03 23:00:00,10170,TEX,4929,113,3714,56,5054,23932
2021-06-04 00:00:00,9963,TEX,5073,97,3003,58,5052,23531
2021-06-04 01:00:00,10174,TEX,5414,97,1563,59,5050,23605
2021-06-04 02:00:00,10455,TEX,6303,97,282,55,5051,23254
2021-06-04 03:00:00,9812,TEX,7620,96,0,66,5051,22032
2021-06-04 04:00:00,9537,TEX,8221,92,0,70,5052,19362
2021-06-04 05:00:00,9622,TEX,7593,69,0,67,5053,17099
2021-06-04 06:00:00,9201,TEX,6987,89,0,60,5054,15313
2021-06-04 07:00:00,8560,TEX,6645,135,0,54,5054,14506
2021-06-04 08:00:00,8508,TEX,5759,97,0,56,5055,14446
2021-06-04 09:00:00,9008,TEX,4384,97,0,56,5055,14716
2021-06-04 10:00:00,9502,TEX,3410,97,0,56,5056,15363
2021-06-04 11:00:00,10044,TEX,2843,113,0,54,5057,16258
2021-06-04 12:00:00,10235,TEX,2279,137,10,56,5057,18802
2021-06-04 13:00:00,10864,TEX,1540,137,1122,52,5058,19262
2021-06-04 14:00:00,10655,TEX,834,162,3752,55,5058,19374
2021-06-04 15:00:00,10658,TEX,787,163,4934,54,5059,20085
2021-06-04 16:00:00,10686,TEX,778,162,5457,58,5059,21320
2021-06-04 17:00:00,10551,TEX,975,162,5660,55,5059,22710
2021-06-04 18:00:00,10570,TEX,1322,136,5751,54,5058,23376
2021-06-04 19:00:00,10715,TEX,1786,108,5500,64,5056,24521
2021-06-04 20:00:00,10510,TEX,2097,91,5405,63,5055,25488
2021-06-04 21:00:00,10750,TEX,2296,96,5235,72,5055,26128
2021-06-04 22:00:00,10580,TEX,2800,97,5097,65,5053,26487
2021-06-04 23:00:00,10608,TEX,3279,88,4632,63,5052,26245
2021-06-05 00:00:00,10835,TEX,3905,88,3830,51,5052,25044
2021-06-05 01:00:00,10853,TEX,4685,88,2376,53,5053,24256
2021-06-05 02:00:00,11149,TEX,5520,88,295,44,5053,24472
2021-06-05 03:00:00,10876,TEX,6489,116,0,43,5054,23256
2021-06-05 04:00:00,10994,TEX,7112,136,0,62,5054,20127
2021-06-05 05:00:00,11152,TEX,7213,149,0,57,5055,17357
2021-06-05 06:00:00,11162,TEX,6912,136,0,61,5055,14951
2021-06-05 07:00:00,11113,TEX,6552,161,0,56,5055,13458
2021-06-05 08:00:00,10967,TEX,6089,135,0,52,5056,12999
2021-06-05 09:00:00,10594,TEX,5758,135,0,49,5058,12752
2021-06-05 10:00:00,10969,TEX,4850,135,0,51,5058,12995
2021-06-05 11:00:00,11132,TEX,4273,107,0,49,5058,13704
2021-06-05 12:00:00,10499,TEX,4118,88,8,51,5058,14880
2021-06-05 13:00:00,10554,TEX,3735,88,975,53,5059,15200
2021-06-05 14:00:00,10378,TEX,2680,113,3707,52,5058,16207
2021-06-05 15:00:00,10155,TEX,2770,114,5116,56,5062,17942
2021-06-05 16:00:00,10845,TEX,2967,113,5660,56,5063,19596
2021-06-05 17:00:00,11017,TEX,3149,113,5889,50,5062,21884
2021-06-05 18:00:00,10994,TEX,3560,89,5802,59,5061,23964
2021-06-05 19:00:00,11205,TEX,3845,89,5681,71,5055,25176
2021-06-05 20:00:00,11047,TEX,4144,89,5609,60,5050,26150
2021-06-05 21:00:00,10807,TEX,4442,88,5669,59,5047,25942
2021-06-05 22:00:00,10820,TEX,4582,122,5479,61,5048,26058
2021-06-05 23:00:00,11042,TEX,5074,133,5160,67,5047,26034
2021-06-06 00:00:00,11125,TEX,6090,114,4724,62,5046,24348
2021-06-06 01:00:00,11139,TEX,7677,98,2569,77,5047,22689
2021-06-06 02:00:00,11316,TEX,9411,106,270,61,5046,21375
2021-06-06 03:00:00,10599,TEX,13250,123,0,55,5048,17048
2021-06-06 04:00:00,9696,TEX,16419,129,0,70,5049,12931
2021-06-06 05:00:00,8538,TEX,17363,123,0,59,5051,10626
2021-06-06 06:00:00,7067,TEX,17231,107,0,71,5052,9599
2021-06-06 07:00:00,6570,TEX,16191,146,0,56,5052,8981
2021-06-06 08:00:00,6227,TEX,15205,142,0,51,5053,8814
2021-06-06 09:00:00,6379,TEX,13837,142,0,48,5054,8936
2021-06-06 10:00:00,6139,TEX,13898,114,0,50,5055,8523
2021-06-06 11:00:00,6001,TEX,14097,87,0,44,5055,8472
2021-06-06 12:00:00,5617,TEX,14572,87,4,44,5054,8740
2021-06-06 13:00:00,5538,TEX,14015,87,855,61,5055,9495
2021-06-06 14:00:00,6334,TEX,12329,107,2930,53,5054,11120
2021-06-06 15:00:00,7207,TEX,14007,107,3304,73,5054,11325
2021-06-06 16:00:00,8539,TEX,13879,107,3884,55,5053,12686
2021-06-06 17:00:00,8874,TEX,12350,134,5415,56,5051,15494
2021-06-06 18:00:00,9960,TEX,11190,140,5954,52,5051,18051
2021-06-06 19:00:00,11060,TEX,10802,146,5965,66,5050,20165
2021-06-06 20:00:00,11702,TEX,10462,119,5811,54,5048,22158
2021-06-06 21:00:00,11944,TEX,10724,89,5599,61,5047,23342
2021-06-06 22:00:00,11869,TEX,11096,87,5236,64,5047,24545
2021-06-06 23:00:00,11734,TEX,11374,86,4816,64,5046,25482
2021-06-07 00:00:00,11703,TEX,12107,86,4144,55,5046,24901
