unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017,1,0.0,0.0,258.257,0.0,14750.403,274.156,0.0,22.749,258.257,15047.308,15305.565,0.0,0.0,0.016873405196083907,0.0,0.963728094977219,0.017912177694844978,0.0,0.0014863221318520419,0.016873405196083907,0.9831265948039161,0.0
Gwh,2017,2,0.0,0.0,242.66,0.0,12737.621,201.88,0.0,7.665,242.66,12947.166,13189.826,0.0,0.0,0.01839751335612767,0.0,0.9657156205093229,0.015305736406227042,0.0,0.0005811297283224207,0.01839751335612767,0.9816024866438723,0.0
Gwh,2017,3,0.0,0.0,263.043,0.0,12328.722,252.773,0.0,6.614,263.043,12588.109,12851.152,0.0,0.0,0.020468437382111737,0.0,0.9593476133501494,0.0196692872358836,0.0,0.0005146620318551986,0.020468437382111737,0.9795315626178883,0.0
Gwh,2017,4,0.0,0.0,246.884,0.0,11100.622,187.538,0.0,0.5,246.884,11288.66,11535.544,0.0,0.0,0.021402024906671067,0.0,0.9622972267281023,0.01625740407214432,0.0,4.3344293082320176e-05,0.021402024906671067,0.9785979750933289,0.0
Gwh,2017,5,0.0,0.0,178.60726699999998,0.0,10778.996,142.615,0.0,5.518,178.60726699999998,10927.129,11105.736267,0.0,0.0,0.016082433681656953,0.0,0.9705791440437057,0.012841561925414306,0.0,0.0004968603492229859,0.016082433681656953,0.9839175663183432,0.0
Gwh,2017,6,0.0,0.0,215.152233,0.0,10290.141,141.785,0.0,8.486,215.152233,10440.412,10655.564233,0.0,0.0,0.020191538270087964,0.0,0.9657058767598347,0.013306193543547475,0.0,0.0007963914265299143,0.020191538270087964,0.9798084617299121,0.0
Gwh,2017,7,0.0,0.0,268.029,0.0,10029.035,110.545,0.0,12.785,268.029,10152.365,10420.394,0.0,0.0,0.025721580201286055,0.0,0.9624429748049833,0.010608524015502677,0.0,0.0012269209782278865,0.025721580201286055,0.9742784197987139,0.0
Gwh,2017,8,0.0,0.0,264.258,0.0,10545.431,143.47,0.0,23.534,264.258,10712.435,10976.693,0.0,0.0,0.02407446395740502,0.0,0.9607111176380719,0.013070421118637463,0.0,0.002143997285885649,0.02407446395740502,0.975925536042595,0.0
Gwh,2017,9,0.0,0.0,238.705,0.0,10648.106,181.006,0.0,63.97504,238.705,10893.087039999999,11131.792039999998,0.0,0.0,0.021443537495333953,0.0,0.9565491307902659,0.01626027501677978,0.0,0.00574705669762045,0.021443537495333953,0.9785564625046661,0.0
Gwh,2017,10,0.0,0.0,267.8275,0.0,11645.674,346.449,0.0,62.86546,267.8275,12054.98846,12322.815960000002,0.0,0.0,0.021734277365609535,0.0,0.9450497384528008,0.028114434324473993,0.0,0.005101549857115612,0.021734277365609535,0.9782657226343904,0.0
Gwh,2017,11,0.0,0.0,253.407,0.0,13076.575,338.862,0.0,57.3095,253.407,13472.7465,13726.1535,0.0,0.0,0.018461617815945304,0.0,0.9526758534355602,0.02468732409265276,0.0,0.004175204655841857,0.018461617815945304,0.9815383821840546,0.0
Gwh,2017,12,0.0,0.0,259.112,0.0,14183.837,344.554,0.0,51.079,259.112,14579.47,14838.582,0.0,0.0,0.017462045901690607,0.0,0.9558755007722436,0.023220143272450155,0.0,0.003442310053615635,0.017462045901690607,0.9825379540983094,0.0
