unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017,1,1159.662,146.865,7549.423,0.0,2640.0665,1815.186,24.16,9433.633617000001,8855.95,13913.046117,22768.996117,0.050931626236000914,0.006450218500865143,0.33156591363127247,0.0,0.1159500614973907,0.07972182834379461,0.0010610920163476789,0.4143192597743286,0.38894775836813855,0.6110522416318616,223.396
Gwh,2017,2,961.794,33.824,5763.635,0.0,2186.9515,1543.804,25.652,8052.46005,6759.253,11808.86755,18568.12055,0.05179813419511648,0.0018216167817803185,0.31040486755133656,0.0,0.11777990637830064,0.08314271742489307,0.0013815076184433756,0.4336712500501296,0.3640246185282333,0.6359753814717667,189.765
Gwh,2017,3,797.738,6.507,5066.385,0.0,2559.862,1978.29,22.1085,7431.5305,5870.63,11991.791,17862.421,0.044660127538142795,0.00036428432629597075,0.28363372467819453,0.0,0.1433099130291465,0.11075150451330198,0.001237710162580985,0.4160427357523373,0.3286581365426333,0.6713418634573668,209.301
Gwh,2017,4,896.683,40.054,4504.461,0.0,2900.9635,1376.642,37.974,7187.5,5441.198,11503.0795,16944.2775,0.05291951810869481,0.002363865912842846,0.2658396617973236,0.0,0.17120609007967438,0.08124524636709946,0.0022411106050405512,0.4241845071293243,0.3211230458188613,0.6788769541811387,211.572
Gwh,2017,5,1104.73494,32.312,4421.036,0.0,4037.557,1248.223,41.1625,7421.914,5558.082939999999,12748.8565,18306.93944,0.060345146364891245,0.001765013759175903,0.24149509067256741,0.0,0.22054789732783428,0.06818305179251744,0.002248464312394099,0.40541533577061967,0.30360525079663453,0.6963947492033655,208.786
Gwh,2017,6,1329.3585600000001,135.082,5534.034,0.0,4554.7055,920.03,19.9065,7907.506,6998.474560000001,13402.148,20400.622560000003,0.06516264668346473,0.006621464595147138,0.27126789801261825,0.0,0.2232630639875923,0.04509813351499994,0.0009757790450489075,0.3876110141611286,0.34305200929123014,0.6569479907087696,240.129
Gwh,2017,7,2479.82,189.418,6603.387,0.0,4233.4435,1216.973,52.721,6792.294,9272.625,12295.4315,21568.0565,0.1149765163124457,0.00878233975323646,0.3061651382450709,0.0,0.1962830308794861,0.05642478727742576,0.0024444019793809424,0.3149237855529542,0.42992399431075307,0.570076005689247,311.718
Gwh,2017,8,2449.212413,172.52,6009.364,0.0,3692.8145,1038.77,35.8125,6357.837,8631.096413000001,11125.234,19756.330413000003,0.12397101899998476,0.008732390904258156,0.3041740988521702,0.0,0.18691803704447385,0.0525790963344322,0.0018127101162691004,0.32181264774841156,0.4368775087564132,0.5631224912435867,318.858
Gwh,2017,9,2563.275087,112.161,5487.793,0.0,3405.786,1350.877,11.557,5845.8555,8163.229087,10614.0755,18777.304587,0.13650921382905085,0.005973221528166076,0.2922566960861538,0.0,0.1813777895661293,0.0719420081695456,0.000615477048180877,0.3113255937727736,0.4347391314433707,0.5652608685566294,304.661
Gwh,2017,10,2767.7485,161.474,5867.187,0.0,2226.0285,1269.181,37.812,6944.634,8796.4095,10477.6555,19274.065,0.14359962467699472,0.008377786419211516,0.304408385050066,0.0,0.11549346232878223,0.06584916051699526,0.001961807226446523,0.3603097737815038,0.4563857961462722,0.5436142038537278,267.069
Gwh,2017,11,2706.8445,135.751,8006.057,0.0,2021.161,1498.006,36.058,6871.101,10848.6525,10426.326,21274.9785,0.1272313624194732,0.0063807820064306995,0.37631328276077924,0.0,0.0950017881334169,0.07041163402350795,0.0016948548267628097,0.3229662958296291,0.5099254271866831,0.49007457281331673,260.164
Gwh,2017,12,2689.999,135.241,7147.755,0.0,2298.037,2243.662,25.895,6632.903,9972.995,11200.497,21173.492,0.1270456002250361,0.00638727896182642,0.33758035755273624,0.0,0.10853367975391116,0.10596561020732904,0.001222991464988392,0.3132644818341727,0.47101323673959883,0.5289867632604013,269.175
