unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017,1,1754.895,0.0,2059.84,0.0,0.0,363.423,4.033,0.0,3814.735,367.456,4182.191,0.41961139507975603,0.0,0.4925265249721976,0.0,0.0,0.08689775287642292,0.0009643270716234625,0.0,0.9121379200519537,0.08786207994804637,0.0
Gwh,2017,2,1609.41,0.0,1339.037,0.0,0.0,343.701,2.632,0.0,2948.447,346.333,3294.78,0.48847267495857083,0.0,0.4064116572274932,0.0,0.0,0.10431682843771056,0.0007988393762254232,0.0,0.894884332186064,0.10511566781393598,0.0
Gwh,2017,3,1347.55,0.0,870.976,0.0,0.0,369.1645,5.532,0.0,2218.526,374.6965,2593.2225,0.5196430310164284,0.0,0.3358662822029348,0.0,0.0,0.14235743365638698,0.0021332531242498477,0.0,0.8555093132193632,0.14449068678063684,0.0
Gwh,2017,4,1151.598,0.0,855.978,0.0,0.0,245.685,1.133,0.0,2007.576,246.818,2254.394,0.5108237513052288,0.0,0.37969316809750203,0.0,0.0,0.1089805065130585,0.0005025740842106571,0.0,0.8905169194027309,0.10948308059726918,0.0
Gwh,2017,5,1113.326,0.0,1073.287,0.0,0.0,366.514,9.647,0.0,2186.613,376.161,2562.774,0.4344222315350476,0.0,0.41879892647576417,0.0,0.0,0.14301456156492925,0.003764280424259026,0.0,0.8532211580108117,0.14677884198918828,0.0
Gwh,2017,6,1241.907,0.0,1523.643,0.0,0.0,154.4895,13.813,0.0,2765.55,168.3025,2933.8525,0.42330246663729687,0.0,0.5193318341668506,0.0,0.0,0.05265755521110894,0.004708143984743609,0.0,0.9426343008041476,0.057365699195852556,0.0
Gwh,2017,7,1498.1385,0.0,1609.5255,0.0,0.0,290.1105,9.874,0.0,3107.664,299.9845,3407.6485,0.43963997460418824,0.0,0.4723273248399886,0.0,0.0,0.0851351012288973,0.002897599326925885,0.0,0.911967299444177,0.08803270055582318,0.0
Gwh,2017,8,1392.846,0.0,1716.029,0.0,0.0,496.943,2.8725,0.0,3108.875,499.8155,3608.6905,0.3859699245474224,0.0,0.4755267873484855,0.0,0.0,0.13770729299173756,0.0007959951123544676,0.0,0.8614967118959079,0.13850328810409204,0.0
Gwh,2017,9,1242.875,0.0,1329.588,0.0,0.0,280.364,3.288,0.0,2572.463,283.652,2856.115,0.43516279981723427,0.0,0.465523271997101,0.0,0.0,0.09816271403637458,0.0011512141492902072,0.0,0.9006860718143354,0.0993139281856648,0.0
Gwh,2017,10,1504.2105,0.0,1204.5875,0.0,0.0,394.729,2.753,0.0,2708.798,397.482,3106.28,0.48424820041979466,0.0,0.3877910233462534,0.0,0.0,0.12707450712749654,0.0008862691064553099,0.0,0.872039223766048,0.12796077623395186,0.0
Gwh,2017,11,1562.89,0.0,1533.944,0.0,0.0,318.914,5.225,0.0,3096.834,324.139,3420.973,0.45685540341885195,0.0,0.4483940680034598,0.0,0.0,0.09322318533352937,0.0015273432441588986,0.0,0.9052494714223117,0.09475052857768829,0.0
Gwh,2017,12,1379.022,0.0,1465.48,0.0,0.0,601.857,1.761,0.0,2844.502,603.618,3448.12,0.3999344570374581,0.0,0.4250084103801492,0.0,0.0,0.17454641949816133,0.0005107130842314072,0.0,0.8249428674176073,0.17505713258239275,0.0
