unit,datetime,date,year,month,month_date,weekday,hour,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2022-01-01 00:00:00,2022-01-01,2022,1,01-01,Saturday,0,2841.6776,1572.0149149475,0.7358478372999999,0.0,2571.8218175106003,1432.2483028712,8.0009111329,279.39011936,4414.4283627848,4291.4611508747,8705.8895136595,0.3264086450375256,0.1805691322501872,8.452299287114293e-05,0.0,0.29541172254431025,0.16451487244629157,0.0009190228201663492,0.03209208190864796,0.5070623002805839,0.4929376997194161
Mwh,2022-01-01 01:00:00,2022-01-01,2022,1,01-01,Saturday,1,3032.0265,1543.4448854979998,0.7377867603,0.0,2579.8022488242,1117.7998881907,7.899772461,289.13533060000003,4576.2091722583,3994.6372400759,8570.8464123342,0.3537604519008353,0.18008080080362276,8.608096853051294e-05,0.0,0.300997372337887,0.13041884481585014,0.0009217027211725011,0.033734746452101734,0.5339273336729886,0.4660726663270114
Mwh,2022-01-01 02:00:00,2022-01-01,2022,1,01-01,Saturday,2,3138.3829,1357.6734394225,219.388976983,0.0,2504.0931227036,840.9202888674,7.7358891601,295.50674967,4715.4453164055,3648.2560504011,8363.7013668066,0.3752385172975499,0.16232925828877154,0.026231086855121225,0.0,0.29940011161107544,0.10054403570706129,0.0009249360804298649,0.035332054159990814,0.5637988624414427,0.4362011375585574
Mwh,2022-01-01 03:00:00,2022-01-01,2022,1,01-01,Saturday,3,3211.53,1344.6202236939,187.4019261675,0.0,2288.2765284694,762.1959211238,7.1380584717,293.81169307,4743.552149861401,3351.4222011348998,8094.974350996301,0.3967313373395354,0.1661055570272942,0.023150403947164482,0.0,0.2826786632360073,0.0941566814266671,0.0008817888929841356,0.03629556813034728,0.5859872983139942,0.4140127016860058
Mwh,2022-01-01 04:00:00,2022-01-01,2022,1,01-01,Saturday,4,3318.4887,1334.0730660706,71.168732729,0.0,2261.2133104734003,665.2591685034,4.5872609863,285.57683663,4723.730498799599,3216.6365765931,7940.3670753927,0.4179263588813216,0.16801151047599672,0.008962902099268536,0.0,0.28477440513813645,0.08378191614907159,0.0005777139699896218,0.03596519328621548,0.5949007714565868,0.4050992285434131
Mwh,2022-01-01 05:00:00,2022-01-01,2022,1,01-01,Saturday,5,3401.4136,1180.3987589721999,23.7990464985,0.0,2272.2128985234,639.6524230359,1.5199055329,295.17055863999997,4605.6114054706995,3208.5557857321996,7814.1671912029,0.43528805012378957,0.1510588051278298,0.0030456280133464124,0.0,0.29078119816548476,0.08185804160371862,0.00019450640045315287,0.037773770565377666,0.5893924832649657,0.4106075167350342
Mwh,2022-01-01 06:00:00,2022-01-01,2022,1,01-01,Saturday,6,3344.3417,1339.2159169312001,0.7415911847000001,0.0,2169.0281414664,498.7943178933,31.0197583243,302.24464538999996,4684.2992081159,3001.0868630739997,7685.3860711899,0.43515597902581465,0.17425486560154738,9.649368006117385e-05,0.0,0.28222760982657796,0.06490166053766945,0.00403620039864794,0.039327190929681496,0.6095073383074232,0.39049266169257685
Mwh,2022-01-01 07:00:00,2022-01-01,2022,1,01-01,Saturday,7,3009.8552,1086.9433386231,0.7716864718,0.0,2036.0172187041,482.1021637475,610.4915190112,294.76484166,4097.570225094901,3423.3757431228,7520.9459682177,0.4001963599684349,0.14452215761372925,0.00010260497483441872,0.0,0.2707129166075623,0.06410126675351555,0.0811721719037789,0.03919252217814467,0.5448211225569987,0.4551788774430014
Mwh,2022-01-01 08:00:00,2022-01-01,2022,1,01-01,Saturday,8,2447.9371,492.2944777383,0.3654448509,0.0,1807.7985047752,558.7581553492,1949.6455553376,276.94015719,2940.5970225892,4593.142372652,7533.7393952412,0.3249298882765014,0.06534530223454042,4.850776377144645e-05,0.0,0.23996031849961827,0.07416743877577554,0.2587885581188437,0.03675998633094919,0.3903236982748132,0.6096763017251867
Mwh,2022-01-01 09:00:00,2022-01-01,2022,1,01-01,Saturday,9,1744.9502,395.01486708839997,0.1858280829,0.0,1638.9268943494,538.2057155461,3032.4213475559,256.10131798,2140.1508951713,5465.655275431401,7605.8061706027,0.22942343794460995,0.05193596289834167,2.4432397924923006e-05,0.0,0.21548365256585655,0.07076248111953284,0.3986982154865517,0.033671817587182344,0.2813838332408765,0.7186161667591235
