KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26168.588,MWH,14492.51,14498.29,14513.94,14527.71,14547.06,14510.87,14488.29,14523.6,14413.91,14371.99,14301.91,14075.22,14103.43,14194.54,14169.42,14171.21,14180.33,14211.14,14250.06,14302.01,14311.47,14392.32,14410.71,14430.25,2019-09-04
BARAJLI,20656.796,MWH,15736.68,15736.68,15736.68,15736.68,15694.68,15693.18,15693.18,15694.38,15292.88,15323.98,15324.48,15330.38,15769.78,15767.38,15668.78,15833.78,15839.38,15862.38,15837.38,15940.38,15904.18,15904.18,15847.68,15846.18,2019-09-04
LİNYİT,10323.452,MWH,5889.0,5889.0,5889.0,5709.0,5709.0,5709.0,5889.0,5889.0,5889.0,5885.0,5885.0,5766.0,5586.0,5701.0,5701.0,5610.0,5453.0,5453.0,5573.0,5755.0,5755.0,5640.0,5625.0,5625.0,2019-09-04
İTHAL KÖMÜR,8977.75,MWH,8093.6,8093.6,8094.6,8094.6,8093.6,8076.6,8074.6,8076.6,8081.0,8080.0,8080.0,8078.0,8018.0,7965.0,8079.0,8059.0,7989.0,8078.0,8078.0,8079.0,8080.0,8077.0,8080.0,8078.0,2019-09-04
AKARSU,7844.069,MWH,2290.52,2239.12,2220.34,2214.59,2222.69,2293.21,2326.79,2376.76,2369.05,2307.31,2332.68,2291.15,2295.42,2335.53,2438.96,2480.32,2439.65,2414.76,2392.18,2372.39,2364.28,2361.8,2456.47,2492.23,2019-09-04
RÜZGAR,7315.103,MWH,3577.48,3504.26,3488.43,3499.17,3548.69,3570.0,3561.1,3469.49,3414.72,3421.92,3490.0,3552.56,3621.61,3722.42,3897.03,4087.67,4307.13,4492.48,4568.22,4611.19,4585.4,4439.42,4261.98,4116.94,2019-09-04
JEOTERMAL,1405.618,MWH,760.8,767.6,780.3,788.6,793.0,796.4,797.7,796.5,780.7,755.0,729.0,709.1,687.2,664.6,652.8,648.2,648.5,658.8,672.5,689.5,704.3,725.2,738.5,750.4,2019-09-04
TAŞ KÖMÜR,844.766,MWH,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,2019-09-04
BİYOKÜTLE,641.952,MWH,246.87,247.57,246.2,246.67,249.32,248.43,247.05,245.15,246.83,250.3,253.41,254.96,257.65,257.63,257.15,257.12,254.77,256.87,256.28,256.87,258.38,257.61,258.01,256.31,2019-09-04
ASFALTİT KÖMÜR,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2019-09-04
FUEL OİL,330.42,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-04
ATIK ISI,153.625,MWH,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,14.6,14.1,14.1,2019-09-04
GÜNEŞ,91.48,MWH,0.0,0.0,0.0,0.0,0.0,0.0,3.7,18.2,37.8,57.0,70.85,77.5,79.19,76.15,68.7,56.7,39.2,19.2,4.4,0.1,0.0,0.0,0.0,0.0,2019-09-04
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-04
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-04
