KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26183.48,MWH,13239.86,13241.02,13213.08,13213.28,13213.08,13215.62,13249.63,13251.54,13220.04,13193.56,13177.94,13142.46,13124.93,13103.98,13103.43,13106.19,13126.35,13152.74,13209.5,13191.56,13203.54,13213.03,13205.84,12946.12,2019-12-20
BARAJLI,20637.181,MWH,16101.79,16091.79,16091.79,16089.99,16089.99,16089.99,16091.79,16091.79,16109.29,16109.29,15959.09,15926.09,15970.09,15970.09,15965.79,16005.99,16162.99,16324.99,16325.89,16325.89,16281.89,16277.89,16261.69,16115.79,2019-12-20
LİNYİT,10323.452,MWH,5520.0,5523.0,5523.0,5553.0,5533.0,5533.0,5539.0,5529.0,5564.0,5437.0,5418.0,5478.0,5498.0,5498.0,5494.0,5494.0,5483.0,5483.0,5485.0,5485.0,5365.0,5375.0,5374.0,5373.0,2019-12-20
İTHAL KÖMÜR,9017.75,MWH,7481.0,7482.0,7483.0,7482.0,7457.5,7458.3,7459.3,7458.3,7427.5,7403.5,7441.5,7441.5,7440.5,7441.5,7423.5,7436.5,7436.5,7433.5,7430.5,7428.5,7428.5,7429.5,7428.5,7437.5,2019-12-20
AKARSU,7944.702,MWH,2299.46,2131.07,2141.21,2103.59,2107.22,2122.74,2100.18,2128.72,2350.43,2446.44,2452.35,2462.68,2369.35,2459.6,2499.88,2396.4,2336.16,2394.47,2505.66,2485.73,2496.23,2473.88,2401.27,2376.16,2019-12-20
RÜZGAR,7621.581,MWH,680.73,697.08,737.54,778.51,836.79,877.43,931.54,1002.53,1065.66,1154.56,1183.33,1156.86,1098.95,1149.98,1228.31,1313.94,1418.07,1549.03,1792.57,2034.18,2313.9,2503.49,2599.15,2700.74,2019-12-20
JEOTERMAL,1562.638,MWH,995.7,999.5,1000.1,1002.3,1002.5,1005.8,1005.9,998.5,976.5,957.8,949.0,935.8,927.1,916.2,909.7,912.0,906.9,913.1,945.4,966.2,972.3,976.8,991.3,994.5,2019-12-20
TAŞ KÖMÜR,844.766,MWH,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,145.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2019-12-20
BİYOKÜTLE,736.246,MWH,359.02,362.02,362.12,361.02,361.35,363.2,362.29,362.48,365.36,368.83,365.6,368.22,368.34,370.74,369.93,369.63,365.4,367.94,364.98,362.51,363.26,360.8,361.26,360.56,2019-12-20
ASFALTİT KÖMÜR,405.0,MWH,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,2019-12-20
FUEL OİL,291.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-20
GÜNEŞ,168.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,16.7,48.2,81.8,109.85,124.85,122.99,100.9,58.4,18.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-20
ATIK ISI,162.625,MWH,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,2019-12-20
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-20
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-20
