KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26168.808,MWH,14047.62,14100.61,14107.45,13499.48,13501.43,13492.5,13565.38,14745.67,13910.28,13874.79,13859.71,13039.4,12944.06,13784.65,13838.88,13838.54,14652.16,14664.9,14691.31,14708.43,14979.78,14994.79,15016.83,13648.81,2019-10-08
BARAJLI,20656.796,MWH,13975.09,13975.09,13975.09,13975.09,13931.09,13930.99,13893.39,13726.19,13456.59,13350.59,13351.59,13351.79,13350.79,13363.79,13363.79,13511.79,13505.99,13704.99,13704.79,13870.79,13872.09,13922.09,13872.09,13872.09,2019-10-08
LİNYİT,10323.452,MWH,5217.0,5190.0,5205.0,5233.0,5249.0,5261.0,5261.0,5225.0,5261.0,5259.0,5386.0,5054.0,5054.0,5054.0,5054.0,5048.0,5048.0,5050.0,5052.0,5058.0,5388.0,5393.0,5392.0,5402.0,2019-10-08
İTHAL KÖMÜR,9017.75,MWH,7406.4,7406.4,7405.4,7406.4,7404.4,7406.4,7405.4,7381.4,7386.4,7392.4,7384.4,7381.4,7376.8,7317.4,7337.4,7410.4,7409.4,7410.4,7587.4,7713.4,7835.4,7960.4,8016.4,8018.4,2019-10-08
AKARSU,7871.745,MWH,2246.95,2195.25,2174.65,2171.35,2157.55,2158.73,2237.37,2229.02,2197.39,2246.49,2306.67,2278.75,2264.56,2313.91,2372.26,2358.51,2335.59,2381.48,2386.06,2366.23,2334.46,2411.98,2339.84,2296.43,2019-10-08
RÜZGAR,7435.867,MWH,2793.39,2759.53,2757.68,2794.62,2804.22,2837.2,2858.09,2851.72,2789.03,2736.59,2836.19,2942.21,3013.22,3121.29,3189.29,3286.95,3313.22,3299.66,3188.86,3005.45,2762.46,2564.5,2375.13,2220.69,2019-10-08
JEOTERMAL,1562.638,MWH,853.3,857.0,861.6,867.3,868.7,868.3,869.3,866.4,859.8,822.4,800.9,788.1,772.8,780.6,764.1,761.0,774.9,773.4,792.5,807.3,819.2,828.9,841.4,848.3,2019-10-08
TAŞ KÖMÜR,844.766,MWH,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,2019-10-08
BİYOKÜTLE,642.745,MWH,345.41,343.47,342.11,342.47,343.48,342.74,344.28,343.86,311.75,299.13,302.59,304.23,318.09,322.19,318.31,317.09,318.25,319.91,327.43,331.97,332.1,334.45,335.52,336.41,2019-10-08
ASFALTİT KÖMÜR,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2019-10-08
FUEL OİL,291.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
ATIK ISI,162.625,MWH,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,16.5,20.8,18.8,18.8,2019-10-08
GÜNEŞ,116.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.0,57.6,86.7,107.6,116.4,119.7,117.0,101.3,73.7,41.1,12.3,0.3,0.0,0.0,0.0,0.0,0.0,2019-10-08
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
