KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25534.578,MWH,13072.14,13085.8,12473.4,12481.7,12484.5,12475.4,12453.9,12433.64,13935.24,13898.73,13289.03,12342.18,12895.67,12028.07,12082.94,12081.64,12991.75,12999.67,13028.44,13049.51,13944.77,13089.22,12298.94,13057.84,2019-04-17
BARAJLI,20656.796,MWH,16955.47,16955.47,16955.47,16955.47,16955.47,16955.47,16959.87,16849.87,16650.77,16768.27,16757.27,16847.77,16878.67,16875.17,16843.67,16924.67,16920.47,16923.87,16923.87,16875.12,16831.62,16883.62,16883.62,16878.47,2019-04-17
LİNYİT,10067.652,MWH,4876.0,4876.0,4876.0,4876.0,4876.0,4876.0,4876.0,4827.0,4827.0,4829.0,4829.0,4844.0,4854.0,4854.0,4854.0,4854.0,4854.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,2019-04-17
İTHAL KÖMÜR,8977.75,MWH,6236.0,6238.0,6239.0,6237.0,6235.0,6235.0,6235.0,6348.0,6345.0,6353.0,6362.0,6361.0,6351.0,6349.0,6347.0,6350.0,6346.0,6345.0,6345.0,6348.0,6346.0,6347.0,6345.0,6347.0,2019-04-17
AKARSU,7814.533,MWH,5824.06,5811.98,5767.0,5766.17,5798.94,5755.02,5721.8,5754.2,5806.71,5746.17,5742.13,5787.11,5756.49,5820.79,5842.34,5867.62,5931.0,5931.65,5985.04,5992.26,5998.94,5991.58,5967.12,5938.85,2019-04-17
RÜZGAR,7119.558,MWH,2479.9,2472.86,2445.53,2365.26,2283.45,2253.07,2144.18,1947.84,1730.8,1612.25,1556.91,1557.08,1570.75,1595.67,1624.08,1645.16,1757.89,1804.0,1861.27,1867.35,1911.61,1930.29,1848.21,1815.41,2019-04-17
JEOTERMAL,1351.018,MWH,838.3,839.4,842.4,846.4,851.5,850.3,844.5,839.5,842.1,831.5,819.0,807.0,796.7,786.5,781.1,780.3,782.5,791.7,797.4,813.5,821.0,828.3,832.9,838.3,2019-04-17
TAŞ KÖMÜR,844.766,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2019-04-17
BİYOKÜTLE,600.031,MWH,300.63,299.52,299.24,298.13,297.12,298.14,290.72,290.73,303.83,308.47,308.5,308.08,315.26,309.35,314.54,305.69,313.4,302.61,301.8,301.81,301.63,293.45,295.18,293.96,2019-04-17
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-17
ASFALTİT KÖMÜR,405.0,MWH,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,2019-04-17
ATIK ISI,153.625,MWH,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,14.0,14.0,14.0,10.7,9.2,9.2,9.2,9.2,9.2,9.2,2019-04-17
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,2.2,9.6,19.6,30.9,39.4,42.6,46.9,46.9,41.4,33.9,25.7,14.5,3.5,0.1,0.0,0.0,0.0,0.0,2019-04-17
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-17
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-17
