KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25534.578,MWH,11301.27,11305.47,11307.47,11304.97,11284.47,11290.27,11279.17,10487.07,12805.14,12846.71,12805.71,13585.16,13544.86,12897.33,12901.5,12897.3,11991.8,12586.2,12141.46,12661.46,12559.21,13504.21,13511.54,12726.14,2019-04-06
BARAJLI,20656.796,MWH,14870.4,14878.4,14878.4,14878.4,16328.4,16328.4,16328.4,16328.5,16224.0,16227.0,16087.5,16099.1,16106.7,16072.2,16245.0,16242.0,16194.68,16088.88,16173.1,16173.1,16173.1,16173.1,16173.1,16171.6,2019-04-06
LİNYİT,10067.652,MWH,5180.0,5195.0,5215.0,5235.0,5238.0,5246.0,5265.0,5314.0,5316.0,5304.0,5321.0,5287.0,5282.0,5185.0,5265.0,5285.0,5319.0,5319.0,5169.0,5174.0,5176.0,5134.0,5117.0,5076.0,2019-04-06
İTHAL KÖMÜR,8977.75,MWH,5656.0,5659.0,6289.0,6289.0,6288.0,6287.0,6288.0,6293.0,6290.0,6295.0,6297.0,6301.0,6296.0,6263.0,6264.0,6268.0,6275.0,6273.0,6275.0,6271.0,5790.0,5704.0,5547.0,5549.0,2019-04-06
AKARSU,7809.066,MWH,4193.11,4195.6,4148.9,4044.7,4035.05,4093.38,4138.94,4205.53,4240.62,4288.73,4290.43,4400.72,4344.34,4290.35,4375.94,4408.33,4359.7,4458.52,4376.22,4389.84,4463.43,4458.05,4437.19,4354.07,2019-04-06
RÜZGAR,7117.358,MWH,819.98,789.9,804.94,892.74,1030.11,1157.68,1261.23,1288.02,1294.12,1279.8,1323.36,1431.42,1534.04,1659.96,1781.69,1935.01,2054.61,2150.29,2257.75,2161.23,2153.22,2248.85,2199.52,2070.77,2019-04-06
JEOTERMAL,1351.018,MWH,897.1,899.6,902.4,904.7,908.7,905.8,910.3,908.3,903.3,894.2,884.3,875.3,865.2,855.8,846.9,844.0,842.7,847.5,859.2,865.5,873.0,879.8,888.1,890.9,2019-04-06
TAŞ KÖMÜR,844.766,MWH,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,141.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,2019-04-06
BİYOKÜTLE,600.031,MWH,288.85,287.75,287.45,287.75,288.25,289.85,289.85,289.55,294.17,296.74,300.14,300.24,302.94,303.54,304.94,300.77,297.47,299.47,298.97,298.97,297.0,298.25,298.35,292.53,2019-04-06
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
ASFALTİT KÖMÜR,405.0,MWH,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,2019-04-06
ATIK ISI,153.625,MWH,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,2019-04-06
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.6,23.6,37.6,49.3,53.8,54.3,50.6,44.0,34.4,23.1,11.2,1.8,0.0,0.0,0.0,0.0,0.0,2019-04-06
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-06
