KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25593.393,MWH,18124.29,18124.69,18125.02,18124.22,17997.02,18609.92,18611.02,18568.84,18584.31,18580.27,18590.67,18583.47,18572.67,18569.47,18566.47,18571.27,18577.71,18564.71,18568.91,18572.54,18710.44,18727.04,18727.24,18730.64,2019-01-08
BARAJLI,20624.296,MWH,16536.18,16533.18,16527.68,16527.68,16527.68,16527.68,16533.18,16534.88,16215.48,16246.58,16246.58,16245.28,16156.18,16037.88,16283.88,16283.88,16284.88,15506.58,15482.28,15474.68,15428.68,15401.68,15386.68,15382.88,2019-01-08
LİNYİT,9812.652,MWH,4985.0,4968.0,4988.0,4988.0,4991.0,5003.0,5023.0,5023.0,4698.0,4688.0,4698.0,4718.0,4718.0,4718.0,4553.0,4463.0,4628.0,4628.0,4708.0,4718.0,4718.0,4708.0,4708.0,4718.0,2019-01-08
İTHAL KÖMÜR,8977.75,MWH,7052.0,7052.0,7110.0,7110.0,7109.0,7109.0,7109.0,7554.0,7553.0,7557.0,7587.0,7558.0,7555.0,7554.0,7554.0,7554.0,7538.0,7611.0,7614.0,7612.0,7612.0,7611.0,7612.0,7612.0,2019-01-08
AKARSU,7750.31,MWH,3432.59,3421.01,3376.93,3400.77,3374.23,3451.35,3493.2,3561.44,3624.0,3679.73,3688.65,3625.87,3595.6,3610.1,3557.3,3620.01,3594.02,3687.28,3676.9,3638.8,3622.68,3573.98,3593.33,3552.28,2019-01-08
RÜZGAR,7040.257,MWH,3709.96,3784.16,3835.22,3923.41,3990.82,3954.39,3983.35,3937.41,3957.1,3906.02,3894.51,3779.31,3596.85,3410.85,3196.18,2940.39,2637.54,2321.11,2067.04,1944.36,1815.49,1745.86,1675.78,1663.35,2019-01-08
JEOTERMAL,1351.018,MWH,874.4,876.0,876.8,876.7,878.1,877.7,878.8,878.3,875.2,865.2,858.1,853.8,856.7,853.6,852.4,852.2,854.2,856.6,857.8,862.6,863.8,865.3,876.3,881.0,2019-01-08
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2019-01-08
BİYOKÜTLE,593.363,MWH,273.8,273.3,272.38,272.7,273.8,275.6,275.95,274.73,276.16,278.44,277.15,277.73,277.05,276.65,278.95,277.58,276.66,274.78,279.98,277.98,279.48,279.16,278.98,274.51,2019-01-08
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-08
ASFALTİT KÖMÜR,405.0,MWH,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,2019-01-08
ATIK ISI,153.625,MWH,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,2019-01-08
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,5.7,9.1,14.2,17.8,22.2,20.6,13.9,7.0,1.6,0.1,0.0,0.0,0.0,0.0,0.0,2019-01-08
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-08
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-08
