KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26072.224,MWH,15254.55,15221.78,15154.81,15177.64,15940.54,15943.04,15891.64,14889.84,14757.74,14825.84,14788.14,15550.04,15403.24,15389.84,15502.74,15517.64,15521.74,15535.24,15596.04,15678.94,15825.73,15872.05,15888.97,15915.72,2019-06-30
BARAJLI,20656.796,MWH,17728.01,17729.01,17720.81,17720.81,17737.71,17735.21,17709.21,17541.21,17529.71,17526.71,17630.71,17631.71,17681.31,17681.31,17636.31,17635.91,17472.91,17413.91,17423.91,17518.11,17707.51,17707.51,17704.51,17688.51,2019-06-30
LİNYİT,10323.452,MWH,5303.0,5304.0,5309.0,5319.0,5079.0,5089.0,5059.0,5094.0,5387.0,5224.0,5252.0,5250.0,5248.0,5308.0,5306.0,5306.0,5173.0,5383.0,5148.0,5040.0,5152.0,5154.0,5116.0,5081.0,2019-06-30
İTHAL KÖMÜR,8977.75,MWH,7276.1,7274.1,7275.1,7276.1,7179.6,7175.6,7174.6,7173.6,7177.6,7177.6,7176.6,7195.6,7195.6,7196.6,7195.6,7197.6,7296.1,7296.1,7296.1,6862.1,6853.1,6917.1,6998.1,6999.1,2019-06-30
AKARSU,7824.077,MWH,3542.52,3415.95,3391.17,3354.79,3398.22,3379.74,3334.27,3353.52,3365.3,3407.89,3402.73,3407.07,3420.84,3425.63,3508.32,3484.6,3443.22,3503.79,3516.44,3529.78,3553.91,3616.02,3661.71,3581.47,2019-06-30
RÜZGAR,7248.847,MWH,4717.78,4532.67,4410.55,4331.6,4320.53,4224.77,4203.69,4223.52,4306.55,4455.07,4674.3,4880.6,5060.62,5211.44,5336.83,5532.31,5650.61,5693.02,5657.5,5469.35,5283.08,5128.35,4954.63,4765.01,2019-06-30
JEOTERMAL,1377.518,MWH,756.7,762.2,770.6,778.4,781.8,780.2,776.7,768.9,752.7,739.5,718.8,701.8,685.9,671.3,661.0,655.6,655.6,668.6,680.4,696.9,716.2,731.1,742.0,754.2,2019-06-30
TAŞ KÖMÜR,844.766,MWH,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,2019-06-30
BİYOKÜTLE,607.197,MWH,243.17,243.07,241.74,239.36,238.46,242.27,244.31,242.21,242.39,255.76,255.74,255.72,259.03,259.62,258.32,255.91,253.53,255.16,255.46,255.37,256.87,259.16,258.12,256.73,2019-06-30
ASFALTİT KÖMÜR,405.0,MWH,205.0,205.0,205.0,205.0,205.0,145.0,145.0,145.0,145.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,2019-06-30
FUEL OİL,330.42,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30
ATIK ISI,153.625,MWH,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2019-06-30
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.18,4.81,14.96,34.3,51.27,62.72,69.29,70.57,69.2,66.17,55.31,41.75,28.16,13.89,2.62,0.1,0.0,0.0,0.0,2019-06-30
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30
