KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26183.48,MWH,13531.02,13533.58,13488.98,13279.14,13425.54,13428.41,13529.89,13544.36,13834.36,13825.88,13802.38,13778.88,13760.75,13742.23,13727.65,13725.61,13473.19,13503.08,13544.24,13571.63,13816.06,13830.45,13834.66,13440.39,2019-12-06
BARAJLI,20660.479,MWH,15111.47,15111.47,15108.57,15108.57,15108.57,15066.02,15066.02,15067.92,15004.42,15079.42,15075.42,15075.42,15119.42,15116.42,15102.82,15112.82,15054.82,15063.37,15063.37,15155.37,15155.37,15165.37,15135.87,15135.87,2019-12-06
LİNYİT,10323.452,MWH,5716.45,5729.45,5726.45,5729.45,5840.45,5840.45,5840.45,5840.45,5840.45,5840.45,5980.45,5980.45,5980.45,5980.45,5979.45,5980.45,5961.45,5961.45,5961.45,5989.45,5989.45,5919.45,5989.45,5986.45,2019-12-06
İTHAL KÖMÜR,9017.75,MWH,7879.7,7876.7,7877.7,7875.7,7877.73,7882.7,7887.7,7879.7,7879.6,7889.6,7896.6,7890.6,7888.6,7882.6,7879.6,7879.6,7878.6,7879.6,7880.63,7882.6,7863.6,7867.6,7832.6,7831.6,2019-12-06
AKARSU,7908.764,MWH,2214.45,2171.63,2172.7,2102.57,2098.32,2101.71,2116.09,2205.68,2278.46,2268.19,2218.24,2265.1,2259.66,2229.45,2230.58,2243.64,2265.85,2433.67,2403.99,2364.85,2348.82,2289.77,2301.03,2337.03,2019-12-06
RÜZGAR,7589.932,MWH,3020.19,2868.6,2783.86,2662.08,2541.52,2547.53,2441.67,2369.01,2243.07,2018.75,1740.48,1565.17,1455.48,1404.94,1251.9,1172.56,1174.98,1252.88,1156.98,1052.4,953.49,825.54,745.38,703.24,2019-12-06
JEOTERMAL,1562.638,MWH,997.0,999.8,1000.8,1002.5,1003.0,1004.8,1008.5,1009.5,1009.9,1009.4,1002.3,989.6,981.5,965.2,951.5,973.6,972.0,976.3,982.4,986.9,992.8,995.4,998.4,1001.4,2019-12-06
TAŞ KÖMÜR,844.766,MWH,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2019-12-06
BİYOKÜTLE,732.54,MWH,337.82,338.46,336.99,338.48,338.07,338.82,337.32,338.52,341.86,346.44,346.63,343.98,345.1,333.98,336.08,337.29,344.44,344.11,341.84,339.78,337.32,335.68,336.58,337.78,2019-12-06
ASFALTİT KÖMÜR,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2019-12-06
FUEL OİL,291.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-06
GÜNEŞ,165.288,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.2,36.3,56.5,70.7,88.1,74.4,59.9,34.7,12.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-06
ATIK ISI,162.625,MWH,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,2019-12-06
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-06
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-06
