KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26183.48,MWH,12991.14,12991.74,12986.14,12951.54,12982.94,12982.54,12982.74,13015.44,13062.44,13043.44,13043.34,13036.64,13034.94,13024.04,13022.44,12831.94,12838.24,12858.94,12737.6,12881.94,12867.64,12274.24,12238.33,12238.15,2019-12-28
BARAJLI,20637.181,MWH,16198.69,16188.69,16188.69,16205.69,16205.69,16206.09,16206.09,16206.09,16237.69,16237.69,16227.69,16226.59,16371.59,16367.69,16367.69,16141.69,16121.69,16007.69,16078.64,16261.54,16262.54,16234.54,16214.54,16205.69,2019-12-28
LİNYİT,10323.452,MWH,5743.0,5743.0,5743.0,5743.0,5613.0,5613.0,5743.0,5813.0,5761.0,5761.0,5776.0,5726.0,5856.0,5856.0,5846.0,5885.0,5843.0,5720.0,5720.0,5720.0,5761.0,5761.0,5951.0,5961.0,2019-12-28
İTHAL KÖMÜR,9017.75,MWH,7444.1,7444.1,7443.1,7443.1,7417.5,7417.5,7421.5,7422.1,7424.1,7424.1,7426.1,7420.1,7425.1,7423.1,7423.1,7424.1,7423.1,7419.1,7505.1,7506.1,7524.1,7526.1,7524.1,7525.1,2019-12-28
AKARSU,7944.702,MWH,2901.64,2808.26,2777.23,2731.75,2718.4,2743.38,2798.03,2835.0,2817.26,2834.76,2848.88,2938.72,2855.44,2864.15,2900.76,2879.26,2854.99,2890.48,2992.42,2989.98,2975.66,2940.22,2911.02,2928.34,2019-12-28
RÜZGAR,7624.921,MWH,1031.31,1063.77,1099.0,1134.78,1167.31,1222.21,1280.47,1303.24,1425.55,1519.77,1525.99,1566.43,1624.2,1734.5,1866.8,2080.95,2356.3,2555.14,2767.86,2979.19,3109.31,3270.32,3325.52,3425.9,2019-12-28
JEOTERMAL,1562.638,MWH,1021.1,1022.8,1028.6,1030.4,1032.3,1033.3,1033.9,1017.9,1031.3,1027.5,1004.0,1011.5,1014.0,1009.3,1006.2,1004.9,1006.4,1012.1,1017.4,1023.6,1027.6,1030.9,1033.6,1037.6,2019-12-28
TAŞ KÖMÜR,844.766,MWH,145.0,0.0,0.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,290.0,290.0,290.0,0.0,0.0,0.0,145.0,2019-12-28
BİYOKÜTLE,736.63,MWH,358.77,356.92,358.42,357.22,357.52,359.47,361.43,359.73,365.47,368.44,368.09,367.29,365.79,369.09,366.29,364.99,364.79,361.22,364.8,362.23,363.13,364.13,363.13,361.23,2019-12-28
ASFALTİT KÖMÜR,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2019-12-28
FUEL OİL,261.54,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-28
GÜNEŞ,174.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.7,20.2,35.3,46.0,49.35,45.5,35.8,20.3,7.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-28
ATIK ISI,162.625,MWH,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,2019-12-28
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-28
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-28
