KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25534.578,MWH,12877.75,12457.95,12460.45,12882.65,12886.55,12890.35,12953.15,12946.45,12961.19,12930.19,12894.19,12747.33,12744.83,12717.4,12696.8,12699.8,12828.4,12834.9,12873.86,12890.46,12929.96,12953.22,12975.42,12956.02,2019-03-25
BARAJLI,20656.796,MWH,16533.38,16503.38,16443.38,16443.38,16457.38,16457.38,16457.38,16408.18,16438.18,16512.18,16542.18,16523.18,16580.68,16561.68,16546.68,16549.68,16663.68,16687.18,16687.18,16697.18,16706.18,16707.08,16706.18,16706.18,2019-03-25
LİNYİT,10067.652,MWH,4894.6,4793.0,4793.0,4793.0,4793.0,4793.0,4793.0,4655.0,4805.0,4757.0,4765.0,4915.0,4915.0,4915.0,4955.0,5035.0,5117.0,5105.0,5122.0,5035.0,5035.0,5035.0,5035.0,5035.0,2019-03-25
İTHAL KÖMÜR,8977.75,MWH,4849.0,4749.0,4751.0,4750.0,4750.0,4748.0,4877.0,5098.0,5082.0,5083.0,5084.0,5084.0,5705.0,5704.0,5704.0,5706.0,5702.0,5703.0,5701.0,5703.0,5702.0,5701.0,5701.0,5702.0,2019-03-25
AKARSU,7806.566,MWH,3959.27,3900.53,3838.9,3907.36,3886.9,3903.43,3856.82,3958.84,4061.04,4151.08,4217.27,4316.27,4267.09,4283.1,4111.45,4122.34,4155.4,4180.76,4201.76,4233.42,4233.27,4233.43,4108.45,4027.12,2019-03-25
RÜZGAR,7114.058,MWH,3759.98,3549.39,3510.13,3405.82,3341.48,3285.77,3142.65,2985.49,2695.38,2507.01,2491.04,2456.63,2398.13,2461.03,2527.21,2581.81,2555.7,2522.6,2474.66,2437.36,2387.87,2190.63,1908.19,1608.21,2019-03-25
JEOTERMAL,1351.018,MWH,869.1,871.9,878.8,880.5,882.9,884.6,875.8,874.4,868.3,859.2,851.9,841.2,832.2,823.1,812.3,807.9,810.3,811.5,820.2,826.5,838.4,844.1,847.6,852.4,2019-03-25
TAŞ KÖMÜR,844.766,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2019-03-25
BİYOKÜTLE,600.031,MWH,293.57,291.17,291.87,292.12,292.17,292.17,293.02,294.38,291.6,294.97,297.67,298.72,298.37,297.37,299.47,299.05,296.1,293.75,296.7,296.4,296.7,298.45,296.33,295.93,2019-03-25
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-25
ASFALTİT KÖMÜR,405.0,MWH,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2019-03-25
ATIK ISI,153.625,MWH,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,2019-03-25
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.5,4.3,12.0,26.6,53.1,59.6,61.6,70.5,70.3,65.5,52.7,34.1,16.4,5.9,1.3,0.0,0.0,0.0,0.0,2019-03-25
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-25
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-25
