KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26228.928,MWH,14810.25,14823.85,14845.07,14862.91,15077.48,15097.14,15065.09,14998.37,14912.54,14847.7,14821.0,14038.0,13999.1,13992.27,14004.68,13996.35,14533.28,14530.25,14622.21,14658.23,14604.12,14639.92,14656.78,14651.32,2019-07-14
BARAJLI,20656.796,MWH,17113.72,16963.72,16963.72,16963.72,17005.82,16969.62,16969.62,16969.62,16997.52,16997.52,16997.52,16998.22,16998.22,16990.62,17003.62,17016.62,17037.62,17027.42,17014.62,17014.62,17037.72,17037.72,16974.72,16974.72,2019-07-14
LİNYİT,10323.452,MWH,5777.0,5777.0,5780.0,5782.0,5782.0,5782.0,5782.0,5782.0,5757.0,5717.0,5752.0,5717.0,5965.0,6007.0,5826.0,6023.0,6023.0,6023.0,6023.0,6023.0,6023.0,5919.0,5919.0,5919.0,2019-07-14
İTHAL KÖMÜR,8977.75,MWH,7383.0,7384.4,7381.5,7382.5,7382.0,7381.0,7380.9,7403.0,7403.0,7403.0,7399.8,7368.6,7370.1,7371.1,7370.1,7371.1,7451.6,7450.6,7451.6,7450.6,7382.6,7381.6,7380.6,7376.6,2019-07-14
AKARSU,7824.077,MWH,2916.95,2880.16,2862.65,2827.1,2832.16,2791.79,2794.19,2832.29,2874.74,2936.92,3013.92,3054.68,3018.62,2942.84,2996.3,2984.65,2966.38,2945.96,2917.95,2924.71,2966.93,2910.85,2952.37,2884.09,2019-07-14
RÜZGAR,7256.847,MWH,1104.42,930.72,797.91,714.16,635.34,576.53,510.68,459.54,446.03,479.42,596.84,775.64,1022.43,1305.96,1566.09,1765.44,1884.44,1920.17,1860.28,1721.17,1567.13,1423.55,1377.77,1270.05,2019-07-14
JEOTERMAL,1377.518,MWH,798.8,807.6,814.2,822.1,823.8,826.1,826.9,818.0,802.5,783.8,760.7,741.6,724.5,716.1,711.6,709.0,707.9,713.5,725.0,736.1,752.1,766.9,781.7,793.9,2019-07-14
TAŞ KÖMÜR,844.766,MWH,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,2019-07-14
BİYOKÜTLE,635.017,MWH,253.88,253.58,252.27,253.57,256.13,253.93,257.63,258.13,260.41,234.43,234.61,234.91,236.74,236.19,236.09,235.84,233.76,253.46,245.97,251.92,257.08,254.92,254.63,254.14,2019-07-14
ASFALTİT KÖMÜR,405.0,MWH,205.0,205.0,205.0,205.0,205.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,2019-07-14
FUEL OİL,330.42,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14
ATIK ISI,153.625,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.17,7.11,24.08,40.52,53.37,60.79,64.41,67.23,69.49,66.08,49.62,37.75,26.61,10.34,2.12,0.1,0.0,0.0,0.0,2019-07-14
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14
