KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25593.393,MWH,17964.19,17971.39,17980.19,17985.89,17987.79,17989.72,17992.72,17992.32,17988.59,17958.69,17942.66,17023.56,16993.46,16978.46,16973.93,16993.03,17862.13,17887.43,17892.76,17892.96,17898.16,16322.66,16366.46,16611.96,2019-01-01
BARAJLI,20624.296,MWH,16590.78,16579.08,16576.88,16573.88,16573.88,16573.88,16573.88,16583.58,16584.38,16615.18,16610.78,16610.78,16372.58,16364.98,16598.18,16608.18,16509.98,16571.58,16512.58,15135.28,15005.28,16007.28,16388.88,16392.58,2019-01-01
LİNYİT,9812.652,MWH,5105.0,4926.0,4926.0,4926.0,4926.0,4926.0,4926.0,4926.0,4926.0,4926.0,5056.0,4996.0,4676.0,4706.0,4706.0,4706.0,4706.0,4706.0,4706.0,4695.0,4690.0,4685.0,4718.0,4718.0,2019-01-01
İTHAL KÖMÜR,8977.75,MWH,6602.5,6603.5,6603.5,6603.5,6605.5,6605.5,6603.5,6603.5,6602.5,6602.5,6602.5,6602.5,6603.5,6551.5,6552.5,6603.5,6603.5,6596.5,7057.5,7057.5,7057.5,7057.5,7042.5,7043.5,2019-01-01
AKARSU,7745.27,MWH,2920.08,2904.44,2810.74,2870.24,2842.22,2801.54,2716.48,2835.24,2963.19,3047.44,3116.52,3185.82,3154.59,3099.27,3036.63,3029.85,3016.36,3024.85,3038.38,3075.84,3104.39,3116.93,3047.93,2971.68,2019-01-01
RÜZGAR,7040.257,MWH,2363.84,2555.32,2713.39,2881.99,3091.42,3274.09,3415.95,3638.07,3778.82,3868.58,3870.23,3903.13,3953.27,3986.49,3942.76,3973.38,3972.26,3973.71,3848.9,3665.07,3438.68,3306.92,3151.88,3053.01,2019-01-01
JEOTERMAL,1351.018,MWH,873.7,873.5,875.65,876.5,877.4,877.1,877.0,875.95,874.05,872.25,866.15,861.15,857.15,854.0,852.65,852.8,852.95,855.05,859.3,863.45,865.15,867.05,869.35,871.2,2019-01-01
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-01
BİYOKÜTLE,593.363,MWH,274.78,275.18,275.06,275.17,276.27,278.73,278.73,278.51,281.3,287.17,286.97,286.75,286.17,287.77,287.67,288.38,287.08,284.8,284.9,284.9,284.9,281.78,282.0,278.63,2019-01-01
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-01
ASFALTİT KÖMÜR,405.0,MWH,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,2019-01-01
ATIK ISI,140.425,MWH,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,2019-01-01
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.8,10.4,18.5,23.8,27.8,28.8,18.9,11.4,5.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-01
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-01
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-01
