KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26162.708,MWH,10493.25,10470.06,10598.19,11015.94,11791.64,11794.74,11818.0,11710.34,11692.74,10905.44,10877.54,10864.74,11577.24,11559.44,11547.84,11534.54,11550.86,11693.33,11733.62,11753.78,11777.59,11788.7,11797.17,11806.41,2019-10-27
BARAJLI,20656.796,MWH,14201.71,14201.71,14201.71,14156.71,14156.71,14156.71,14132.71,14142.91,14158.11,14146.11,14154.21,14146.71,14189.61,14189.61,14189.61,14151.61,14189.41,14164.81,14154.61,14170.71,14168.61,14216.61,14218.71,14218.71,2019-10-27
LİNYİT,10323.452,MWH,5814.0,5814.0,5814.0,5859.0,5877.0,5897.0,6046.0,6150.0,6150.0,6149.0,6149.0,6149.0,6145.0,6141.0,6011.0,6012.0,6021.0,6021.0,6025.0,6027.0,6027.0,6029.0,6029.0,6029.0,2019-10-27
İTHAL KÖMÜR,9017.75,MWH,6914.58,6913.58,6914.18,6911.32,6910.32,6912.32,6916.32,6913.32,6862.85,6863.12,6862.12,6862.12,6813.12,6861.32,6883.32,6885.32,6905.32,6887.32,6888.32,6887.32,6891.32,6895.32,6902.32,6915.32,2019-10-27
AKARSU,7886.927,MWH,2184.66,2173.16,2137.27,2150.66,2061.75,2033.77,2044.05,2051.98,2114.49,2194.63,2198.49,2186.47,2113.76,2118.64,2124.49,2172.81,2260.96,2270.0,2244.02,2288.62,2264.87,2255.9,2233.47,2226.33,2019-10-27
RÜZGAR,7522.597,MWH,3187.69,3117.24,3094.05,3173.32,3179.02,3166.21,3163.71,3101.04,2956.08,2810.73,2667.82,2531.9,2473.93,2481.35,2588.0,2716.06,2796.59,2760.61,2754.43,2826.39,2767.65,2555.01,2286.23,1964.95,2019-10-27
JEOTERMAL,1562.638,MWH,959.9,981.6,987.6,993.6,998.0,1002.3,981.0,964.8,956.2,939.6,916.5,892.0,876.6,858.3,854.3,849.1,866.2,883.2,901.7,919.8,936.8,950.4,957.1,969.2,2019-10-27
TAŞ KÖMÜR,844.766,MWH,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,2019-10-27
BİYOKÜTLE,674.338,MWH,338.95,339.37,338.12,339.47,339.85,341.31,342.66,342.66,345.94,347.81,348.01,348.46,350.71,350.7,351.6,351.1,352.25,348.13,348.59,346.94,344.3,344.05,343.6,343.6,2019-10-27
ASFALTİT KÖMÜR,405.0,MWH,186.0,186.0,186.0,186.0,186.0,186.0,186.0,170.0,150.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,110.0,125.0,145.0,160.0,175.0,186.0,2019-10-27
FUEL OİL,291.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27
ATIK ISI,162.625,MWH,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,2019-10-27
GÜNEŞ,147.288,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14.6,49.6,79.9,106.15,119.65,121.75,115.75,98.4,72.4,37.5,6.3,0.1,0.0,0.0,0.0,0.0,0.0,2019-10-27
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27
