KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25593.598,MWH,13526.76,13533.06,13504.56,13476.26,13347.56,12600.66,12602.36,11619.56,11630.56,11628.5,11596.45,13172.55,13140.35,13126.25,12677.65,12684.25,12649.05,11733.25,11756.85,11781.25,11808.77,11897.23,11906.83,11913.43,2019-03-19
BARAJLI,20656.796,MWH,16674.47,16674.47,16609.77,16609.77,16669.77,16669.77,16672.97,16631.47,16445.07,16474.07,16502.17,16501.18,16617.68,16314.68,16274.68,16284.88,16531.28,16534.18,16437.48,16437.48,16555.78,16556.78,16556.78,16546.78,2019-03-19
LİNYİT,10067.652,MWH,5085.0,5085.0,5090.0,5000.0,5100.0,5100.0,5100.0,4980.0,4940.0,4940.0,4950.0,4990.0,4888.0,4888.0,4933.0,5023.0,4927.0,4939.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,2019-03-19
İTHAL KÖMÜR,8977.75,MWH,5712.0,5709.0,5712.0,5681.0,5681.0,5710.0,5708.0,5691.0,5675.0,5676.0,5675.0,5677.0,5675.0,5675.0,5674.0,5676.0,5675.0,5677.0,5675.0,5676.0,5677.0,5645.0,5655.0,5676.0,2019-03-19
AKARSU,7801.113,MWH,4153.46,4210.04,4171.55,4152.5,4192.41,4123.53,4152.27,4162.3,4339.23,4448.87,4494.58,4564.12,4397.69,4275.84,4291.55,4359.01,4341.1,4361.57,4305.51,4332.51,4448.63,4379.36,4379.69,4317.17,2019-03-19
RÜZGAR,7095.257,MWH,1521.75,1494.87,1453.43,1449.22,1403.72,1318.43,1196.19,996.11,854.59,751.74,682.5,630.26,610.2,548.88,502.52,479.34,480.73,494.38,483.79,467.02,466.68,466.97,428.22,415.09,2019-03-19
JEOTERMAL,1351.018,MWH,857.1,860.9,865.0,865.9,867.5,870.7,868.5,866.1,860.1,848.5,835.6,826.0,818.9,809.9,801.2,796.3,794.4,797.1,804.5,817.3,827.9,840.8,847.3,851.3,2019-03-19
TAŞ KÖMÜR,844.766,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2019-03-19
BİYOKÜTLE,600.031,MWH,298.19,298.89,298.54,298.89,299.89,300.99,300.99,310.5,312.77,315.09,319.1,319.75,321.3,322.4,320.33,318.68,313.98,311.73,315.13,315.13,315.53,316.83,312.71,313.76,2019-03-19
FUEL OİL,423.67,MWH,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2019-03-19
ASFALTİT KÖMÜR,405.0,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-19
ATIK ISI,153.625,MWH,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,18.7,15.3,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2019-03-19
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,11.3,30.6,44.2,51.5,59.1,62.7,52.8,43.7,34.6,20.6,6.6,0.7,0.0,0.0,0.0,0.0,2019-03-19
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-19
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-19
