unit,datetime,date,year,month,month_date,weekday,hour,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2022-01-01 00:00:00,2022-01-01,2022,1,01-01,Saturday,0,2385.25,1688.25,0.0,485.0,0.0,2560.9030000000002,0.0,1832.75,4073.5,4878.653,8952.153,0.2664442844084546,0.18858591894039345,0.0,0.054176911408909116,0.0,0.2860655978511538,0.0,0.20472728739108903,0.45503020334884803,0.544969796651152
Mwh,2022-01-01 01:00:00,2022-01-01,2022,1,01-01,Saturday,1,2275.25,1764.25,0.0,485.0,0.0,2561.495,0.0,1764.75,4039.5,4811.245,8850.744999999999,0.2570687552290796,0.1993335024339759,0.0,0.0547976469777403,0.0,0.2894101005056637,0.0,0.19938999485354061,0.45640225766305553,0.5435977423369446
Mwh,2022-01-01 02:00:00,2022-01-01,2022,1,01-01,Saturday,2,2151.0,1949.5,0.0,485.0,0.0,2565.129,0.0,1725.5,4100.5,4775.629,8876.129,0.24233536939357234,0.21963403190737762,0.0,0.05464093638116345,0.0,0.28899185669789157,0.0,0.19439780561999492,0.46196940130094993,0.5380305986990499
Mwh,2022-01-01 03:00:00,2022-01-01,2022,1,01-01,Saturday,3,1955.75,1731.0,0.0,485.0,0.0,2510.5299999999997,0.0,1631.75,3686.75,4627.28,8314.029999999999,0.23523489811800058,0.20820227976083802,0.0,0.05833512748931626,0.0,0.30196306724897554,0.0,0.1962646273828697,0.44343717787883863,0.5565628221211615
Mwh,2022-01-01 04:00:00,2022-01-01,2022,1,01-01,Saturday,4,1747.75,1634.75,0.0,485.0,0.0,2577.56,0.0,1609.0,3382.5,4671.5599999999995,8054.0599999999995,0.21700235657544148,0.20297216559101872,0.0,0.060218076349071156,0.0,0.3200323811841481,0.0,0.1997750203003206,0.4199745221664602,0.5800254778335399
Mwh,2022-01-01 05:00:00,2022-01-01,2022,1,01-01,Saturday,5,1672.5,1669.25,0.0,485.0,0.0,2554.81,0.0,1581.75,3341.75,4621.5599999999995,7963.3099999999995,0.2100257305065356,0.20961760875816715,0.0,0.060904322448830955,0.0,0.32082262275360374,0.0,0.1986297155328626,0.41964333926470276,0.5803566607352972
Mwh,2022-01-01 06:00:00,2022-01-01,2022,1,01-01,Saturday,6,1666.75,1501.25,0.0,485.0,0.0,2550.7,0.0,1453.25,3168.0,4488.95,7656.95,0.21767805718987326,0.1960637068284369,0.0,0.06334114758487387,0.0,0.33312219617471706,0.0,0.1897948922220989,0.4137417640183102,0.5862582359816898
Mwh,2022-01-01 07:00:00,2022-01-01,2022,1,01-01,Saturday,7,1668.0,1617.0,0.0,485.0,0.0,2366.25,0.0,1497.25,3285.0,4348.5,7633.5,0.218510512870898,0.21182943603851445,0.0,0.0635357306609026,0.0,0.30998231479662014,0.0,0.19614200563306478,0.43033994890941246,0.5696600510905876
Mwh,2022-01-01 08:00:00,2022-01-01,2022,1,01-01,Saturday,8,1672.25,1664.25,0.0,485.0,0.0,2425.25,0.0,1416.0,3336.5,4326.25,7662.75,0.21823105282046262,0.2171870412058334,0.0,0.06329320413689603,0.0,0.31649864604743727,0.0,0.18479005578937066,0.43541809402629605,0.564581905973704
Mwh,2022-01-01 09:00:00,2022-01-01,2022,1,01-01,Saturday,9,1727.5,1630.0,0.0,485.0,0.0,2511.3050000000003,2.0,1538.75,3357.5,4537.055,7894.555,0.21882170685998134,0.20647142239176242,0.0,0.061434748380371024,0.0,0.31810596037395394,0.0002533391685788496,0.1949128228253524,0.42529312925174373,0.5747068707482562
Mwh,2022-01-01 10:00:00,2022-01-01,2022,1,01-01,Saturday,10,1729.0,1501.0,0.0,485.0,0.0,2515.548,10.75,1622.5,3230.0,4633.798,7863.798,0.2198683129958323,0.1908746893040742,0.0,0.061675032853081936,0.0,0.31988970215155577,0.0013670239240631563,0.20632523877139267,0.4107430022999065,0.5892569977000935
Mwh,2022-01-01 11:00:00,2022-01-01,2022,1,01-01,Saturday,11,1732.25,1575.5,0.0,485.0,0.0,2525.823,25.5,1880.75,3307.75,4917.073,8224.823,0.21061243506395214,0.19155427417708562,0.0,0.05896783432300002,0.0,0.3070975509138616,0.0031003706705907226,0.22866753485150987,0.40216670924103776,0.5978332907589623
Mwh,2022-01-01 12:00:00,2022-01-01,2022,1,01-01,Saturday,12,1732.0,1732.5,0.0,485.0,0.0,2526.859,26.75,2058.5,3464.5,5097.109,8561.609,0.20229842311182394,0.20235682334944283,0.0,0.056648230490320216,0.0,0.29513833205884543,0.003124412712610445,0.24043377827695706,0.40465524646126677,0.5953447535387332
Mwh,2022-01-01 13:00:00,2022-01-01,2022,1,01-01,Saturday,13,1767.0,1797.0,0.0,485.0,0.0,2527.8940000000002,22.0,2194.25,3564.0,5229.144,8793.144,0.20095201443306285,0.2043637634047617,0.0,0.055156608375798236,0.0,0.28748465850212396,0.0025019492459124972,0.24954100603834078,0.4053157778378246,0.5946842221621754
Mwh,2022-01-01 14:00:00,2022-01-01,2022,1,01-01,Saturday,14,1838.75,1754.0,0.0,485.0,0.0,2528.9300000000003,16.0,2200.75,3592.75,5230.68,8823.43,0.20839401457256418,0.1987889063550116,0.0,0.054967285964755204,0.0,0.28661529586566675,0.0018133537637857386,0.2494211434782165,0.4071829209275758,0.5928170790724242
Mwh,2022-01-01 15:00:00,2022-01-01,2022,1,01-01,Saturday,15,1953.0,1725.5,0.0,484.75,0.0,2529.9660000000003,12.0,2136.75,3678.5,5163.466,8841.966,0.22087847883604167,0.19514890692861744,0.0,0.05482378014120389,0.0,0.28613161371577317,0.0013571642324795186,0.2416600561458843,0.4160273857646591,0.5839726142353409
Mwh,2022-01-01 16:00:00,2022-01-01,2022,1,01-01,Saturday,16,2111.25,1921.5,0.0,484.0,0.0,2531.002,2.0,2191.75,4032.75,5208.752,9241.502,0.22845312374546908,0.20792074708202193,0.0,0.052372439025604275,0.0,0.2738734461129803,0.00021641503729588545,0.23716382899662847,0.436373870827491,0.563626129172509
Mwh,2022-01-01 17:00:00,2022-01-01,2022,1,01-01,Saturday,17,2201.75,2039.5,0.0,484.0,0.0,2532.0370000000003,0.0,2578.75,4241.25,5594.787,9836.037,0.22384523360373695,0.20734976901774566,0.0,0.04920680961244859,0.0,0.2574245094848667,0.0,0.2621736782812021,0.4311950026214826,0.5688049973785174
Mwh,2022-01-01 18:00:00,2022-01-01,2022,1,01-01,Saturday,18,2174.25,2027.0,0.0,484.0,0.0,2533.073,0.0,2661.0,4201.25,5678.073,9879.323,0.22008086991385947,0.2051760024447019,0.0,0.04899121123987949,0.0,0.25640147609304803,0.0,0.269350440308511,0.4252568723585614,0.5747431276414386
Mwh,2022-01-01 19:00:00,2022-01-01,2022,1,01-01,Saturday,19,2114.25,1918.5,0.0,484.0,0.0,2534.108,0.0,2616.75,4032.75,5634.858,9667.608,0.2186942209489669,0.1984461926879948,0.0,0.05006409031065388,0.0,0.26212357803502173,0.0,0.27067191801736273,0.4171404136369617,0.5828595863630384
Mwh,2022-01-01 20:00:00,2022-01-01,2022,1,01-01,Saturday,20,2005.25,1821.0,0.0,484.0,0.0,2535.143,0.0,2462.0,3826.25,5481.143,9307.393,0.2154470107794954,0.1956509196506476,0.0,0.05200167221906284,0.0,0.27237949445134635,0.0,0.2645209028994478,0.411097930430143,0.588902069569857
Mwh,2022-01-01 21:00:00,2022-01-01,2022,1,01-01,Saturday,21,1798.75,1728.5,0.0,484.0,0.0,2536.179,0.0,2148.5,3527.25,5168.679,8695.929,0.2068496649409166,0.19877117211973558,0.0,0.05565822812030779,0.0,0.29165130028085556,0.0,0.24706963453818448,0.40562083706065216,0.5943791629393478
Mwh,2022-01-01 22:00:00,2022-01-01,2022,1,01-01,Saturday,22,1755.0,1823.5,0.0,484.75,0.0,2537.214,0.0,1908.5,3578.5,4930.464,8508.964,0.20625307616767447,0.21430340990983157,0.0,0.056969332576797836,0.0,0.29818130620837036,0.0,0.22429287513732576,0.420556486077506,0.5794435139224939
Mwh,2022-01-01 23:00:00,2022-01-01,2022,1,01-01,Saturday,23,1764.0,1852.25,0.0,485.0,0.0,2538.25,0.0,1968.75,3616.25,4992.0,8608.25,0.20491969912583857,0.21517149246362502,0.0,0.05634130049661662,0.0,0.2948624865681178,0.0,0.22870502134580198,0.4200911915894636,0.5799088084105364
Mwh,2022-01-02 00:00:00,2022-01-02,2022,1,01-02,Sunday,0,1762.0,1579.25,0.0,485.25,0.0,2539.285,0.0,1854.25,3341.25,4878.785,8220.035,0.21435431844268305,0.1921220530082901,0.0,0.05903259535999543,0.0,0.30891413479382995,0.0,0.22557689839520148,0.40647637145097315,0.5935236285490268
Mwh,2022-01-02 01:00:00,2022-01-02,2022,1,01-02,Sunday,1,1719.5,1491.25,0.0,485.25,0.0,2540.321,0.0,1863.75,3210.75,4889.321,8100.071,0.2122820898730394,0.18410332452641465,0.0,0.05990688229769838,0.0,0.3136171275535733,0.0,0.2300905757492743,0.396385414399454,0.6036145856005459
Mwh,2022-01-02 02:00:00,2022-01-02,2022,1,01-02,Sunday,2,1669.5,1489.75,0.0,485.5,0.0,2541.3559999999998,0.0,1858.25,3159.25,4885.106,8044.356,0.2075368121450617,0.18519195321539725,0.0,0.06035287349291851,0.0,0.3159178932409257,0.0,0.23100046790569687,0.3927287653604589,0.607271234639541
Mwh,2022-01-02 03:00:00,2022-01-02,2022,1,01-02,Sunday,3,1563.75,1505.5,0.0,485.25,0.0,2542.392,0.0,1869.75,3069.25,4897.392,7966.642,0.19628721862988197,0.18897548050985596,0.0,0.06091023043334946,0.0,0.3191296910291689,0.0,0.23469737939774374,0.38526269913973793,0.614737300860262
Mwh,2022-01-02 04:00:00,2022-01-02,2022,1,01-02,Sunday,4,1496.75,1512.0,0.0,485.25,0.0,2543.427,0.0,1971.0,3008.75,4999.677,8008.427,0.1868968775016617,0.18880112161851512,0.0,0.060592423455942096,0.0,0.3175938295997454,0.0,0.24611574782413576,0.3756979991201768,0.6243020008798232
Mwh,2022-01-02 05:00:00,2022-01-02,2022,1,01-02,Sunday,5,1493.0,1492.25,0.0,485.0,0.0,2544.4629999999997,0.0,2064.75,2985.25,5094.213,8079.463,0.1847895089067182,0.18469668095515754,0.0,0.060028742009215215,0.0,0.31492971748246135,0.0,0.2555553506464477,0.36948618986187576,0.6305138101381242
Mwh,2022-01-02 06:00:00,2022-01-02,2022,1,01-02,Sunday,6,1484.5,1509.25,0.0,485.0,0.0,2545.498,0.0,2103.25,2993.75,5133.748,8127.498,0.18265153679521054,0.1856967544009239,0.0,0.05967396116246353,0.0,0.3131957707033579,0.0,0.25878197693804417,0.36834829119613444,0.6316517088038656
Mwh,2022-01-02 07:00:00,2022-01-02,2022,1,01-02,Sunday,7,1475.25,1525.25,0.0,485.0,0.0,2546.534,0.0,2130.25,3000.5,5161.784,8162.284,0.1807398517375774,0.186865588112347,0.0,0.05941964283526523,0.0,0.31198791906775114,0.0,0.2609869982470593,0.3676054398499244,0.6323945601500757
Mwh,2022-01-02 08:00:00,2022-01-02,2022,1,01-02,Sunday,8,1547.0,1540.5,0.0,485.0,0.0,2547.569,0.0,2224.25,3087.5,5256.8189999999995,8344.319,0.18539559669279185,0.18461662359744396,0.0,0.05812337711441761,0.0,0.3053058014680407,0.0,0.2665586011273059,0.3700122202902358,0.6299877797097642
Mwh,2022-01-02 09:00:00,2022-01-02,2022,1,01-02,Sunday,9,1618.75,1544.25,0.0,485.0,0.0,2548.605,0.75,2394.25,3163.0,5428.605,8591.605,0.18841066366528722,0.17973940841088482,0.0,0.05645045366959957,0.0,0.29663898654558724,8.729451598391686e-05,0.27867319319265726,0.36815007207617206,0.631849927923828
Mwh,2022-01-02 10:00:00,2022-01-02,2022,1,01-02,Sunday,10,1666.75,1579.5,0.0,485.0,0.0,2549.64,4.75,2588.0,3246.25,5627.389999999999,8873.64,0.1878316001099887,0.17799910746886285,0.0,0.05465626281886577,0.0,0.28732741017215035,0.0005352932956486854,0.2916503261344837,0.36583070757885155,0.6341692924211485
Mwh,2022-01-02 11:00:00,2022-01-02,2022,1,01-02,Sunday,11,1674.25,1558.75,0.0,485.0,0.0,2550.677,11.0,2712.5,3233.0,5759.177,8992.177,0.18618961793123068,0.17334511987475337,0.0,0.05393577105966664,0.0,0.2836551148848605,0.0012232855291883155,0.30165109072030055,0.35953473780598405,0.640465262194016
Mwh,2022-01-02 12:00:00,2022-01-02,2022,1,01-02,Sunday,12,1665.25,1609.25,0.0,485.25,0.0,2551.712,11.0,2920.0,3274.5,5967.9619999999995,9242.462,0.18017385410943534,0.1741148624684635,0.0,0.052502244531814145,0.0,0.2760857442529923,0.001190159072333757,0.31593313556496094,0.35428871657789884,0.6457112834221012
Mwh,2022-01-02 13:00:00,2022-01-02,2022,1,01-02,Sunday,13,1663.0,1639.25,0.0,486.0,0.0,2552.748,13.75,2987.25,3302.25,6039.748,9341.998,0.1780133114993174,0.1754710287884883,0.0,0.05202313252475541,0.0,0.2732550360212023,0.0014718478852168454,0.31976564328101975,0.3534843402878057,0.6465156597121943
