datetime,Coal,region,Hydro,Solar,Wind,Other,Petroleum,Nuclear,Natural gas
2020-12-05 05:00:00,31543,MIDW,911,1,4597,897,2233,11188,20547
2020-12-05 06:00:00,30003,MIDW,896,1,4422,883,2103,11214,19922
2020-12-05 07:00:00,28684,MIDW,881,1,4121,877,2105,11258,19641
2020-12-05 08:00:00,28273,MIDW,850,1,3974,897,2086,11307,19680
2020-12-05 09:00:00,27952,MIDW,852,1,4196,872,2107,11313,19549
2020-12-05 10:00:00,27857,MIDW,872,1,4197,873,2105,11298,19446
2020-12-05 11:00:00,29001,MIDW,880,1,4289,902,2108,11289,19652
2020-12-05 12:00:00,30227,MIDW,899,1,4432,913,2195,11282,19750
2020-12-05 13:00:00,31892,MIDW,960,1,4681,913,2329,11265,20459
2020-12-05 14:00:00,33138,MIDW,1531,17,4962,910,2442,11262,20891
2020-12-05 15:00:00,33131,MIDW,1513,113,5252,908,2514,11107,21234
2020-12-05 16:00:00,33279,MIDW,1058,212,4335,911,2589,10891,21193
2020-12-05 17:00:00,32937,MIDW,923,273,3341,915,2530,10800,20513
2020-12-05 18:00:00,32153,MIDW,915,282,3354,915,2389,10775,19615
2020-12-05 19:00:00,30639,MIDW,922,265,4031,916,2312,10763,18687
2020-12-05 20:00:00,29011,MIDW,917,222,5219,864,2285,10811,17814
2020-12-05 21:00:00,28169,MIDW,919,140,5703,875,2343,10872,17614
2020-12-05 22:00:00,28627,MIDW,992,59,5823,902,2340,10893,17962
2020-12-05 23:00:00,30516,MIDW,1531,12,5963,911,2484,10903,18989
2020-12-06 00:00:00,31961,MIDW,1747,1,7335,919,2550,10905,20175
2020-12-06 01:00:00,32022,MIDW,1159,1,8267,917,2684,10912,20383
2020-12-06 02:00:00,31632,MIDW,982,1,8585,917,2623,10907,19897
2020-12-06 03:00:00,30913,MIDW,910,1,8624,916,2316,10911,19544
2020-12-06 04:00:00,29577,MIDW,902,1,8569,880,2140,10921,18890
2020-12-06 05:00:00,27781,MIDW,884,1,8730,807,1992,10929,18176
2020-12-06 06:00:00,26827,MIDW,881,1,7883,797,2053,10953,18150
2020-12-06 07:00:00,26245,MIDW,876,1,7545,813,2077,10972,18315
2020-12-06 08:00:00,26360,MIDW,848,0,7216,855,2028,10986,18507
2020-12-06 09:00:00,26277,MIDW,829,1,6692,836,2076,10782,18533
2020-12-06 10:00:00,26465,MIDW,829,1,6262,801,2073,10668,18230
2020-12-06 11:00:00,27478,MIDW,838,1,6010,820,2050,10732,18301
2020-12-06 12:00:00,28664,MIDW,870,1,5649,828,2216,10871,18262
2020-12-06 13:00:00,29691,MIDW,927,1,5295,854,2469,10959,18588
2020-12-06 14:00:00,31539,MIDW,950,9,4819,901,2461,10989,19349
2020-12-06 15:00:00,32637,MIDW,979,40,3989,945,2497,11014,20208
2020-12-06 16:00:00,33283,MIDW,988,71,2786,950,2567,11056,20521
2020-12-06 17:00:00,33531,MIDW,985,128,2122,958,2528,11106,20248
2020-12-06 18:00:00,33634,MIDW,907,148,1632,962,2536,11171,20173
2020-12-06 19:00:00,33222,MIDW,899,159,1724,964,2530,11224,19810
2020-12-06 20:00:00,32403,MIDW,900,114,2486,917,2530,11273,19145
2020-12-06 21:00:00,31807,MIDW,912,79,3152,898,2444,11319,19045
2020-12-06 22:00:00,32237,MIDW,979,43,3326,907,2501,11358,19492
2020-12-06 23:00:00,34186,MIDW,1830,9,3552,967,2561,11403,20606
2020-12-07 00:00:00,35575,MIDW,2351,1,4060,987,2678,11440,21761
2020-12-07 01:00:00,35782,MIDW,1980,1,4909,990,2730,11477,21767
2020-12-07 02:00:00,34865,MIDW,1680,1,5844,985,2584,11513,21381
2020-12-07 03:00:00,33815,MIDW,1256,1,6579,984,2271,11521,20776
2020-12-07 04:00:00,31997,MIDW,962,1,7382,950,1970,11522,19644
2020-12-07 05:00:00,29532,MIDW,917,1,7794,896,1809,11520,18775
2020-12-07 06:00:00,27948,MIDW,899,1,8107,659,1777,11521,18539
2020-12-07 07:00:00,27418,MIDW,888,1,8073,662,1770,11525,18280
2020-12-07 08:00:00,27361,MIDW,861,1,7120,664,1950,11520,18547
2020-12-07 09:00:00,27842,MIDW,884,1,6286,671,2061,11517,19254
2020-12-07 10:00:00,28452,MIDW,891,1,5726,682,2060,11513,19943
2020-12-07 11:00:00,29498,MIDW,895,1,5351,682,2072,11513,20523
2020-12-07 12:00:00,31780,MIDW,1195,1,5139,685,2319,11515,22694
2020-12-07 13:00:00,34546,MIDW,2611,1,4714,685,2493,11516,24607
2020-12-07 14:00:00,36133,MIDW,3027,16,3782,713,2699,11515,26016
2020-12-07 15:00:00,37193,MIDW,2322,91,3084,714,2856,11509,25943
2020-12-07 16:00:00,37088,MIDW,2100,157,3027,716,2836,11509,25707
2020-12-07 17:00:00,37105,MIDW,1660,206,2891,721,2941,11508,25232
2020-12-07 18:00:00,37134,MIDW,1044,234,2448,715,2940,11501,25056
2020-12-07 19:00:00,36679,MIDW,943,236,2024,719,2828,11501,24005
2020-12-07 20:00:00,36289,MIDW,928,214,2125,713,2777,11493,23531
2020-12-07 21:00:00,35608,MIDW,934,176,2295,718,2673,11494,23393
2020-12-07 22:00:00,35646,MIDW,1035,105,2477,725,2702,11489,23492
2020-12-07 23:00:00,35784,MIDW,2407,23,2490,727,2825,11486,24808
2020-12-08 00:00:00,37175,MIDW,2650,1,2973,729,2854,11486,26209
2020-12-08 01:00:00,36912,MIDW,2276,1,3521,728,2839,11485,26249
2020-12-08 02:00:00,37060,MIDW,1204,1,3535,730,2801,11484,26144
2020-12-08 03:00:00,36799,MIDW,936,1,3731,729,2533,11295,25015
2020-12-08 04:00:00,36117,MIDW,920,1,3648,731,2242,11081,23495
2020-12-08 05:00:00,35232,MIDW,893,1,3555,732,2192,11083,22417
2020-12-08 06:00:00,33983,MIDW,885,1,3093,693,2141,11087,21827
2020-12-08 07:00:00,33054,MIDW,871,1,3105,625,2093,11080,21411
2020-12-08 08:00:00,32349,MIDW,854,1,3334,624,2085,11079,21148
2020-12-08 09:00:00,31968,MIDW,876,1,3536,630,2086,11100,21188
2020-12-08 10:00:00,31778,MIDW,872,1,3781,629,2086,11181,20929
2020-12-08 11:00:00,32268,MIDW,883,1,4092,624,2182,11284,21129
2020-12-08 12:00:00,33967,MIDW,1459,1,4710,635,2269,11320,22421
2020-12-08 13:00:00,35665,MIDW,2594,1,5495,642,2403,11358,24012
2020-12-08 14:00:00,36609,MIDW,2599,20,6354,643,2474,11390,24457
2020-12-08 15:00:00,36029,MIDW,1839,100,7284,645,2344,11428,23356
2020-12-08 16:00:00,35423,MIDW,1034,170,7932,647,2318,11447,22704
2020-12-08 17:00:00,35271,MIDW,826,207,6989,638,2550,11450,22311
2020-12-08 18:00:00,34625,MIDW,815,247,6923,641,2502,11445,21597
2020-12-08 19:00:00,33600,MIDW,815,248,7356,667,2335,11445,20693
2020-12-08 20:00:00,32507,MIDW,817,235,8514,667,2103,11443,19832
2020-12-08 21:00:00,31550,MIDW,821,202,9314,658,1884,11437,19586
2020-12-08 22:00:00,31561,MIDW,915,118,10010,663,1736,11432,19754
2020-12-08 23:00:00,32709,MIDW,1028,25,11264,661,1774,11430,20241
2020-12-09 00:00:00,33858,MIDW,1031,1,13344,660,1777,11431,20622
2020-12-09 01:00:00,33201,MIDW,1030,1,15006,658,1702,11433,19996
2020-12-09 02:00:00,32719,MIDW,954,1,15728,660,1756,11429,19581
2020-12-09 03:00:00,31833,MIDW,937,1,15861,657,1610,11429,19136
2020-12-09 04:00:00,29675,MIDW,893,1,16500,655,1339,11432,18690
2020-12-09 05:00:00,27715,MIDW,868,1,16130,658,1331,11437,18332
2020-12-09 06:00:00,26173,MIDW,864,1,16459,657,1067,11440,17254
2020-12-09 07:00:00,24744,MIDW,843,1,16571,657,983,11442,16568
2020-12-09 08:00:00,24213,MIDW,827,1,15980,660,980,11443,16484
2020-12-09 09:00:00,24515,MIDW,848,1,14861,660,981,11445,16589
2020-12-09 10:00:00,24569,MIDW,851,1,14459,655,1011,11436,16301
2020-12-09 11:00:00,25225,MIDW,851,1,14889,666,1167,11446,16986
2020-12-09 12:00:00,28470,MIDW,942,1,14093,668,1547,11449,18922
2020-12-09 13:00:00,31156,MIDW,2310,1,13156,650,1775,11454,20593
2020-12-09 14:00:00,34019,MIDW,1590,15,12266,707,2115,11453,22130
2020-12-09 15:00:00,34827,MIDW,968,137,11118,769,2059,11447,21483
2020-12-09 16:00:00,34963,MIDW,887,290,7601,867,2018,11441,21991
2020-12-09 17:00:00,35418,MIDW,771,297,4251,929,2036,11430,21965
2020-12-09 18:00:00,35537,MIDW,761,255,3035,929,2011,11424,21741
2020-12-09 19:00:00,34304,MIDW,774,256,2901,914,2104,11416,20705
2020-12-09 20:00:00,33813,MIDW,776,249,2810,913,2231,11410,20371
2020-12-09 21:00:00,33878,MIDW,774,227,2320,910,2264,11410,19836
2020-12-09 22:00:00,34033,MIDW,864,130,1931,905,2465,11408,20013
2020-12-09 23:00:00,34672,MIDW,2451,24,1894,891,2535,11412,20316
2020-12-10 00:00:00,36453,MIDW,2581,1,2143,877,2599,11418,21762
2020-12-10 01:00:00,36599,MIDW,2128,1,2411,871,2646,11423,22136
2020-12-10 02:00:00,36350,MIDW,1563,1,2718,862,2619,11423,22181
2020-12-10 03:00:00,35360,MIDW,957,1,3326,859,2493,11428,21403
2020-12-10 04:00:00,32937,MIDW,894,1,4502,847,2166,11431,20181
2020-12-10 05:00:00,30055,MIDW,855,1,6232,846,1914,11431,18685
2020-12-10 06:00:00,28357,MIDW,858,1,7671,852,1214,11436,18148
2020-12-10 07:00:00,27094,MIDW,841,1,8461,851,972,11443,17353
2020-12-10 08:00:00,26245,MIDW,817,1,9298,860,972,11450,17198
2020-12-10 09:00:00,25485,MIDW,813,1,10621,859,974,11452,16897
2020-12-10 10:00:00,24791,MIDW,811,1,11674,859,973,11447,16412
2020-12-10 11:00:00,25462,MIDW,818,1,12140,857,1087,11455,17039
2020-12-10 12:00:00,28061,MIDW,1042,1,12709,864,1218,11450,18199
2020-12-10 13:00:00,30491,MIDW,2520,1,12919,867,1213,11450,19500
2020-12-10 14:00:00,32475,MIDW,2381,13,13134,857,1242,11455,19933
2020-12-10 15:00:00,32286,MIDW,1423,69,13250,834,1279,11449,19839
2020-12-10 16:00:00,31344,MIDW,1033,169,12556,834,1403,11447,19287
2020-12-10 17:00:00,31076,MIDW,922,266,10696,839,1481,11435,18898
2020-12-10 18:00:00,30392,MIDW,900,326,9718,843,1540,11433,18304
2020-12-10 19:00:00,29497,MIDW,894,323,9753,846,1617,11430,17534
2020-12-10 20:00:00,28436,MIDW,1002,310,9720,863,1633,11425,17489
2020-12-10 21:00:00,28766,MIDW,1121,255,9553,841,1680,11424,17310
2020-12-10 22:00:00,28927,MIDW,1084,126,9894,812,1753,11432,17300
2020-12-10 23:00:00,29977,MIDW,1272,22,11028,823,1681,10704,18418
2020-12-11 00:00:00,31570,MIDW,1205,1,13083,871,1631,10484,18368
2020-12-11 01:00:00,31966,MIDW,977,1,13748,924,1503,10510,17965
2020-12-11 02:00:00,30191,MIDW,901,1,15210,837,1417,10519,17498
2020-12-11 03:00:00,28599,MIDW,882,1,15760,823,1099,10516,17046
2020-12-11 04:00:00,26881,MIDW,878,1,15553,825,959,10514,15937
2020-12-11 05:00:00,25240,MIDW,863,1,15018,824,960,10516,15736
2020-12-11 06:00:00,24447,MIDW,833,1,14551,845,907,10515,14630
2020-12-11 07:00:00,23891,MIDW,799,1,14131,853,811,10516,13691
2020-12-11 08:00:00,22995,MIDW,800,1,14228,850,830,10512,13007
2020-12-11 09:00:00,22781,MIDW,802,1,13938,853,816,10512,13437
2020-12-11 10:00:00,22919,MIDW,783,1,13467,855,899,10512,13559
2020-12-11 11:00:00,24415,MIDW,868,1,12892,854,803,10517,14563
2020-12-11 12:00:00,26376,MIDW,1625,1,12931,857,971,10515,15410
2020-12-11 13:00:00,29393,MIDW,1875,1,13471,908,1278,10519,16514
2020-12-11 14:00:00,31322,MIDW,1748,13,13922,884,1611,10520,16617
2020-12-11 15:00:00,31930,MIDW,1113,69,13524,841,1624,10516,16719
2020-12-11 16:00:00,31614,MIDW,913,99,13229,830,1616,10506,16523
2020-12-11 17:00:00,31760,MIDW,846,130,12658,844,1612,10003,16629
2020-12-11 18:00:00,31478,MIDW,832,152,12822,822,1604,9325,16173
2020-12-11 19:00:00,31312,MIDW,903,156,13192,860,1740,8162,16363
2020-12-11 20:00:00,30541,MIDW,833,152,13370,874,1702,7936,16271
2020-12-11 21:00:00,29442,MIDW,827,103,13717,964,1650,7935,16188
2020-12-11 22:00:00,29741,MIDW,894,46,13938,994,1619,7936,16099
2020-12-11 23:00:00,30972,MIDW,1467,9,14472,984,1617,7934,16573
2020-12-12 00:00:00,32669,MIDW,1815,1,14404,988,1613,7936,16720
2020-12-12 01:00:00,32044,MIDW,1653,1,14745,989,1600,7934,16625
2020-12-12 02:00:00,31131,MIDW,1318,1,14651,983,1611,7933,16680
2020-12-12 03:00:00,29876,MIDW,1107,1,14692,990,1332,7932,16317
2020-12-12 04:00:00,28280,MIDW,887,1,14972,979,1181,7932,15650
2020-12-12 05:00:00,26148,MIDW,835,1,15246,990,1321,7934,14847
2020-12-12 06:00:00,23376,MIDW,837,1,15744,976,1644,7934,13571
2020-12-12 07:00:00,22203,MIDW,846,1,15825,958,1677,7939,12511
2020-12-12 08:00:00,21213,MIDW,847,1,16182,938,1677,7939,12263
2020-12-12 09:00:00,20802,MIDW,851,1,16402,935,1757,7941,12194
2020-12-12 10:00:00,20616,MIDW,852,1,16297,956,1936,7937,12023
2020-12-12 11:00:00,20476,MIDW,851,1,16332,903,2086,7938,12613
2020-12-12 12:00:00,21159,MIDW,864,1,16374,885,2091,7936,13317
2020-12-12 13:00:00,23017,MIDW,960,1,16109,914,2232,7934,13717
2020-12-12 14:00:00,24725,MIDW,958,7,16128,889,2465,7932,14275
2020-12-12 15:00:00,26529,MIDW,961,34,15980,948,2507,7932,15309
2020-12-12 16:00:00,28099,MIDW,981,71,15899,972,2526,7935,15712
2020-12-12 17:00:00,28405,MIDW,925,132,15273,918,2527,7934,15926
2020-12-12 18:00:00,28991,MIDW,914,168,14259,868,2559,7930,16267
2020-12-12 19:00:00,29125,MIDW,922,180,12871,864,2563,7929,16569
2020-12-12 20:00:00,28635,MIDW,931,171,11691,863,2494,7929,16603
2020-12-12 21:00:00,28466,MIDW,934,144,11127,865,2563,7927,16660
2020-12-12 22:00:00,29296,MIDW,1029,67,10350,900,2616,7929,16862
2020-12-12 23:00:00,31777,MIDW,2196,14,8523,978,2815,7933,18073
2020-12-13 00:00:00,33820,MIDW,2219,1,7279,1009,3103,7942,19628
2020-12-13 01:00:00,33733,MIDW,1864,1,7797,1004,3052,7939,19102
2020-12-13 02:00:00,33421,MIDW,1529,1,7480,1000,2873,7942,19255
2020-12-13 03:00:00,33200,MIDW,1090,1,6771,990,2593,7947,19352
2020-12-13 04:00:00,32600,MIDW,937,0,5591,992,2266,7883,19499
2020-12-13 05:00:00,31620,MIDW,931,0,4622,989,2080,7792,19218
2020-12-13 06:00:00,30276,MIDW,876,0,4007,942,2077,7752,18380
2020-12-13 07:00:00,28129,MIDW,854,0,4122,863,2036,7711,18273
2020-12-13 08:00:00,27612,MIDW,853,0,4094,869,2038,7687,18123
2020-12-13 09:00:00,28220,MIDW,852,0,2981,951,2062,7691,18412
2020-12-13 10:00:00,28626,MIDW,850,0,2216,964,2091,7711,18448
2020-12-13 11:00:00,28801,MIDW,820,0,2294,930,2095,7707,18753
2020-12-13 12:00:00,28985,MIDW,821,0,2417,919,2142,7769,18886
2020-12-13 13:00:00,29710,MIDW,896,0,2831,928,2385,7892,19206
2020-12-13 14:00:00,30660,MIDW,902,5,3494,956,2666,7912,19460
2020-12-13 15:00:00,31841,MIDW,923,51,4093,1009,2743,7930,19876
2020-12-13 16:00:00,32006,MIDW,1153,75,4920,1005,2760,7949,19993
2020-12-13 17:00:00,31745,MIDW,910,114,6482,990,2690,7952,19646
2020-12-13 18:00:00,31552,MIDW,855,92,7592,993,2670,7949,19192
2020-12-13 19:00:00,31184,MIDW,850,96,8738,996,2653,7947,19022
2020-12-13 20:00:00,30654,MIDW,836,96,9458,966,2451,7947,18693
2020-12-13 21:00:00,30484,MIDW,844,42,10265,953,2487,7943,18390
2020-12-13 22:00:00,30755,MIDW,941,16,11035,961,2591,7941,18802
2020-12-13 23:00:00,31949,MIDW,2001,2,11099,1012,2799,7938,19547
2020-12-14 00:00:00,33585,MIDW,2235,0,10453,1023,3031,7939,20926
2020-12-14 01:00:00,33931,MIDW,1823,0,10060,1018,3029,7937,20816
2020-12-14 02:00:00,34025,MIDW,1192,0,10065,994,2824,7937,20341
2020-12-14 03:00:00,33519,MIDW,952,0,10229,992,2396,8055,19792
2020-12-14 04:00:00,31180,MIDW,940,0,10937,983,2278,8175,18727
2020-12-14 05:00:00,28469,MIDW,925,0,11544,904,2271,8281,18340
2020-12-14 06:00:00,26794,MIDW,887,0,11820,847,2273,8452,17732
2020-12-14 07:00:00,25397,MIDW,868,0,12431,830,2239,8568,17207
2020-12-14 08:00:00,24715,MIDW,860,0,13144,832,2147,8619,17110
2020-12-14 09:00:00,25473,MIDW,854,0,12703,834,2109,8758,17336
2020-12-14 10:00:00,25675,MIDW,855,0,11968,831,2246,8900,17373
2020-12-14 11:00:00,26896,MIDW,888,0,11239,841,2274,9004,18735
2020-12-14 12:00:00,29241,MIDW,1479,0,10183,915,2516,9246,21463
2020-12-14 13:00:00,32213,MIDW,2467,0,9065,1014,2821,9370,24042
2020-12-14 14:00:00,35004,MIDW,2155,2,8371,1080,2993,9400,25724
2020-12-14 15:00:00,36514,MIDW,1450,56,7328,1079,3065,9393,26486
2020-12-14 16:00:00,36797,MIDW,1338,169,6772,1076,3196,9462,26528
2020-12-14 17:00:00,37299,MIDW,1090,197,5832,1067,3182,9567,26841
2020-12-14 18:00:00,37896,MIDW,953,206,5027,1080,3217,9552,26721
2020-12-14 19:00:00,37346,MIDW,915,201,4339,1068,3262,9556,26174
2020-12-14 20:00:00,36627,MIDW,922,208,3826,1044,3289,9724,25833
2020-12-14 21:00:00,36545,MIDW,908,210,3520,1030,3257,9756,25849
2020-12-14 22:00:00,37396,MIDW,994,97,3048,1064,3307,9749,26659
2020-12-14 23:00:00,38112,MIDW,2558,12,2976,1126,3695,9740,27209
2020-12-15 00:00:00,39309,MIDW,2751,0,3300,1142,4051,9743,28847
2020-12-15 01:00:00,39206,MIDW,2692,0,3777,1167,4209,9745,28885
2020-12-15 02:00:00,39261,MIDW,2133,0,3951,1152,3869,9827,28682
2020-12-15 03:00:00,38882,MIDW,1543,1,4037,1114,3488,9992,28260
2020-12-15 04:00:00,38224,MIDW,920,0,4025,1070,3077,10041,27043
2020-12-15 05:00:00,37003,MIDW,833,0,3821,1000,2581,10119,25317
2020-12-15 06:00:00,36304,MIDW,832,0,3858,981,2388,10130,24329
2020-12-15 07:00:00,35737,MIDW,811,0,4154,977,2294,10159,23521
2020-12-15 08:00:00,35019,MIDW,808,1,4610,976,2279,10147,22940
2020-12-15 09:00:00,34144,MIDW,807,0,5539,952,2276,10154,22607
2020-12-15 10:00:00,34433,MIDW,804,0,6041,960,2277,10253,22453
2020-12-15 11:00:00,35435,MIDW,808,0,6938,989,2287,10367,22551
2020-12-15 12:00:00,35782,MIDW,852,0,8018,971,2483,10454,23503
2020-12-15 13:00:00,37163,MIDW,2441,0,8269,989,2998,10456,25120
2020-12-15 14:00:00,38663,MIDW,2397,5,7891,982,3107,10436,26438
2020-12-15 15:00:00,39030,MIDW,1829,60,6933,997,3102,10498,26976
2020-12-15 16:00:00,39259,MIDW,1678,133,5579,994,3133,10606,27312
