datetime,Coal,region,Hydro,Solar,Wind,Other,Petroleum,Nuclear,Natural gas
2020-12-15 17:00:00,39564,MIDW,1493,111,4603,987,3268,10672,27288
2020-12-15 18:00:00,39848,MIDW,1044,110,4085,986,3284,10685,26986
2020-12-15 19:00:00,39654,MIDW,965,130,3391,990,3255,10683,26754
2020-12-15 20:00:00,39411,MIDW,933,130,2858,989,3279,10688,27046
2020-12-15 21:00:00,39373,MIDW,923,70,2664,995,3329,10722,26693
2020-12-15 22:00:00,39730,MIDW,999,28,2767,1001,3442,10797,27143
2020-12-15 23:00:00,40066,MIDW,2260,4,3431,1036,3942,10908,27739
2020-12-16 00:00:00,40557,MIDW,2167,1,4451,1028,4062,10988,28534
2020-12-16 01:00:00,40419,MIDW,1537,0,5715,1001,3686,11017,27212
2020-12-16 02:00:00,40127,MIDW,929,1,6063,1001,3378,11049,26523
2020-12-16 03:00:00,39534,MIDW,845,1,6629,1010,3003,11196,25202
2020-12-16 04:00:00,37783,MIDW,813,1,7662,989,2218,11363,23478
2020-12-16 05:00:00,35342,MIDW,805,1,8012,938,2092,11399,22750
2020-12-16 06:00:00,33752,MIDW,847,0,8057,888,2093,11412,21986
2020-12-16 07:00:00,32668,MIDW,835,0,7566,841,2092,11447,21855
2020-12-16 08:00:00,31939,MIDW,834,0,7506,841,2060,11483,21381
2020-12-16 09:00:00,31547,MIDW,833,0,7185,842,2025,11501,21290
2020-12-16 10:00:00,32116,MIDW,833,0,6569,841,2130,11501,21560
2020-12-16 11:00:00,33358,MIDW,832,1,5808,854,2267,11497,22119
2020-12-16 12:00:00,35792,MIDW,859,1,5388,934,2451,11486,23006
2020-12-16 13:00:00,38265,MIDW,1404,1,5177,993,2632,11474,24321
2020-12-16 14:00:00,39941,MIDW,1812,3,4773,1010,2758,11470,25335
2020-12-16 15:00:00,39981,MIDW,1438,51,4498,1010,2887,11465,26618
2020-12-16 16:00:00,39938,MIDW,1225,112,4290,1016,3065,11458,27483
2020-12-16 17:00:00,39877,MIDW,1289,155,4247,1020,3174,11454,27252
2020-12-16 18:00:00,39689,MIDW,1339,206,4315,1001,3125,11452,26353
2020-12-16 19:00:00,39834,MIDW,907,182,4259,1003,3054,11444,26276
2020-12-16 20:00:00,39715,MIDW,940,151,4366,1015,2985,11442,26034
2020-12-16 21:00:00,39597,MIDW,1053,111,4360,1010,2830,11435,26070
2020-12-16 22:00:00,39952,MIDW,1104,55,4258,1013,2952,11432,27026
2020-12-16 23:00:00,40158,MIDW,2391,6,4258,1013,3243,11433,28454
2020-12-17 00:00:00,40683,MIDW,2467,1,4943,1012,3424,11427,29926
2020-12-17 01:00:00,40163,MIDW,1941,1,5635,1013,3194,11424,29744
2020-12-17 02:00:00,39921,MIDW,1433,0,6027,1013,3040,11424,28657
2020-12-17 03:00:00,39495,MIDW,1041,0,5902,1007,2815,11426,27936
2020-12-17 04:00:00,38367,MIDW,982,0,5496,1000,2499,11424,26123
2020-12-17 05:00:00,37242,MIDW,926,0,4792,995,2387,11255,25361
2020-12-17 06:00:00,36430,MIDW,922,0,4309,993,2341,11362,24907
2020-12-17 07:00:00,35767,MIDW,921,0,4064,991,2281,11424,24218
2020-12-17 08:00:00,35355,MIDW,903,0,3779,990,2273,11454,23786
2020-12-17 09:00:00,34714,MIDW,901,0,3498,974,2274,11481,23724
2020-12-17 10:00:00,34914,MIDW,898,0,3026,983,2281,11510,24268
2020-12-17 11:00:00,35940,MIDW,994,0,2463,980,2506,11528,25627
2020-12-17 12:00:00,37272,MIDW,2020,1,1901,992,3026,11524,27904
2020-12-17 13:00:00,38343,MIDW,2638,1,1521,1065,3727,11518,31442
2020-12-17 14:00:00,39319,MIDW,2989,4,1363,1084,4315,11515,33157
2020-12-17 15:00:00,39331,MIDW,2906,37,1400,1069,4351,11509,32934
2020-12-17 16:00:00,39459,MIDW,2585,140,1301,1052,4016,11500,32403
2020-12-17 17:00:00,39511,MIDW,2000,191,1250,1050,3926,11497,31880
2020-12-17 18:00:00,39556,MIDW,1581,214,1309,1040,3784,11506,30694
2020-12-17 19:00:00,39554,MIDW,1113,237,1266,1017,3818,11527,29542
2020-12-17 20:00:00,39435,MIDW,952,225,1217,1024,3173,11534,28916
2020-12-17 21:00:00,39430,MIDW,939,188,1284,1016,2915,11534,28340
2020-12-17 22:00:00,39765,MIDW,988,121,1678,990,3032,11535,28024
2020-12-17 23:00:00,39938,MIDW,2492,28,2381,1008,3150,11536,28765
2020-12-18 00:00:00,40049,MIDW,2569,1,3681,1030,3314,11540,30755
2020-12-18 01:00:00,39833,MIDW,1606,1,4941,1022,3408,11542,31295
2020-12-18 02:00:00,39543,MIDW,1018,1,6014,948,3258,11543,30261
2020-12-18 03:00:00,38941,MIDW,956,1,6780,998,2392,11546,28499
2020-12-18 04:00:00,38383,MIDW,1004,1,7396,997,2162,11555,25248
2020-12-18 05:00:00,37042,MIDW,1012,1,8346,974,2066,11560,22936
2020-12-18 06:00:00,35617,MIDW,1023,1,9241,971,2041,11558,21613
2020-12-18 07:00:00,34574,MIDW,1096,1,10045,963,1845,11563,20746
2020-12-18 08:00:00,33489,MIDW,1019,1,10719,921,1888,11562,20510
2020-12-18 09:00:00,32410,MIDW,1012,1,11790,952,1708,11563,20258
2020-12-18 10:00:00,31631,MIDW,971,1,13049,970,1683,11562,20127
2020-12-18 11:00:00,32063,MIDW,1088,1,13648,980,1714,11564,20790
2020-12-18 12:00:00,33193,MIDW,1693,1,13585,1006,1928,11563,22853
2020-12-18 13:00:00,34104,MIDW,2823,1,14872,999,2162,11562,25047
2020-12-18 14:00:00,34903,MIDW,2523,15,16131,1010,2257,11563,26044
2020-12-18 15:00:00,35395,MIDW,1932,127,15977,1026,2186,11560,25667
2020-12-18 16:00:00,34463,MIDW,1380,238,16480,1010,1974,11555,24407
2020-12-18 17:00:00,34772,MIDW,1010,273,16340,1018,2154,11555,22523
2020-12-18 18:00:00,34995,MIDW,954,253,15920,954,2225,11546,20681
2020-12-18 19:00:00,34639,MIDW,923,225,14936,992,2286,11541,20240
2020-12-18 20:00:00,34514,MIDW,913,200,13849,1039,2288,11549,20424
2020-12-18 21:00:00,34159,MIDW,914,179,12814,998,2245,11550,20584
2020-12-18 22:00:00,34193,MIDW,900,103,11751,952,2294,11545,20864
2020-12-18 23:00:00,35804,MIDW,1844,22,11006,972,2529,11547,21798
2020-12-19 00:00:00,36789,MIDW,2209,1,11455,1017,2616,11546,22736
2020-12-19 01:00:00,36932,MIDW,1624,1,12150,1014,2449,11550,22434
2020-12-19 02:00:00,35864,MIDW,1346,1,13268,976,2279,11553,21093
2020-12-19 03:00:00,35333,MIDW,1083,1,13606,990,2237,11356,20773
2020-12-19 04:00:00,34043,MIDW,1033,1,14065,950,2036,11173,19406
2020-12-19 05:00:00,32252,MIDW,1009,1,14015,856,2017,11152,17984
2020-12-19 06:00:00,29550,MIDW,986,1,14263,797,1985,11148,17206
2020-12-19 07:00:00,27788,MIDW,960,1,14672,801,2014,11166,16327
2020-12-19 08:00:00,26392,MIDW,958,1,15126,803,1857,11217,16028
2020-12-19 09:00:00,26298,MIDW,923,1,14677,804,1615,11253,16181
2020-12-19 10:00:00,26399,MIDW,896,1,13579,800,1599,11277,16264
2020-12-19 11:00:00,27178,MIDW,895,1,12192,803,1655,11311,16778
2020-12-19 12:00:00,29092,MIDW,898,1,10882,821,1921,11332,17845
2020-12-19 13:00:00,31256,MIDW,921,1,9377,848,2074,11345,19517
2020-12-19 14:00:00,34210,MIDW,972,10,7579,944,2160,11359,20506
2020-12-19 15:00:00,35428,MIDW,1497,39,6613,968,2219,11385,21315
2020-12-19 16:00:00,35734,MIDW,1809,94,5804,970,2278,11400,22117
2020-12-19 17:00:00,35701,MIDW,1433,122,5144,972,2303,11409,22749
2020-12-19 18:00:00,35236,MIDW,1135,150,5076,968,2291,11415,21663
2020-12-19 19:00:00,34836,MIDW,945,160,5189,947,2202,11425,20514
2020-12-19 20:00:00,33896,MIDW,935,127,5448,925,2168,11434,19961
2020-12-19 21:00:00,33759,MIDW,928,63,5272,941,2324,11445,20079
2020-12-19 22:00:00,34235,MIDW,996,28,5047,958,2332,11455,20318
2020-12-19 23:00:00,35017,MIDW,1884,4,5517,987,2490,11467,20904
2020-12-20 00:00:00,35433,MIDW,1950,1,7012,990,2701,11489,21622
2020-12-20 01:00:00,34538,MIDW,1087,1,8928,951,2586,11502,20929
2020-12-20 02:00:00,33732,MIDW,1030,1,10391,942,1991,11507,19996
2020-12-20 03:00:00,32596,MIDW,1037,1,11496,925,1433,11516,18966
2020-12-20 04:00:00,31541,MIDW,1034,1,12251,913,1014,11510,18049
2020-12-20 05:00:00,30229,MIDW,969,1,12340,881,1011,11518,16923
2020-12-20 06:00:00,28235,MIDW,873,1,12380,845,827,11534,16501
2020-12-20 07:00:00,27908,MIDW,860,1,12611,886,741,11543,15760
2020-12-20 08:00:00,26874,MIDW,858,1,12958,841,741,11544,15292
2020-12-20 09:00:00,25962,MIDW,815,1,13061,839,743,11548,15240
2020-12-20 10:00:00,25603,MIDW,812,1,13493,837,744,11547,15201
2020-12-20 11:00:00,26061,MIDW,805,1,13475,837,745,11550,15332
2020-12-20 12:00:00,27609,MIDW,765,1,12426,840,767,11548,15730
2020-12-20 13:00:00,27903,MIDW,778,1,12096,840,885,11546,15421
2020-12-20 14:00:00,28805,MIDW,786,1,12388,833,941,11545,16362
2020-12-20 15:00:00,30313,MIDW,861,54,12132,827,975,11544,16773
2020-12-20 16:00:00,32341,MIDW,932,185,10103,867,957,11551,17299
2020-12-20 17:00:00,34342,MIDW,914,212,6790,946,965,11550,17770
2020-12-20 18:00:00,34594,MIDW,913,186,5517,951,992,11551,17518
2020-12-20 19:00:00,34437,MIDW,907,144,5413,950,987,11553,17525
2020-12-20 20:00:00,33270,MIDW,862,142,5945,900,972,11554,17018
2020-12-20 21:00:00,32271,MIDW,809,79,6788,865,939,11551,16743
2020-12-20 22:00:00,31817,MIDW,839,36,8111,839,965,11551,16764
2020-12-20 23:00:00,32832,MIDW,1639,5,9870,864,977,11552,16988
2020-12-21 00:00:00,34128,MIDW,1521,1,13632,936,1002,11553,16896
2020-12-21 01:00:00,33841,MIDW,937,1,15142,942,1043,11557,16679
2020-12-21 02:00:00,32481,MIDW,848,1,16256,913,1043,11551,16525
2020-12-21 03:00:00,30886,MIDW,853,1,17214,879,942,11556,16647
2020-12-21 04:00:00,29995,MIDW,846,1,17003,881,754,11554,16183
2020-12-21 05:00:00,28132,MIDW,838,1,16895,844,755,11557,15851
2020-12-21 06:00:00,26577,MIDW,834,1,16823,829,757,11555,15214
2020-12-21 07:00:00,25758,MIDW,813,1,16317,835,757,11557,14790
2020-12-21 08:00:00,25590,MIDW,798,1,15488,830,769,11561,14706
2020-12-21 09:00:00,25562,MIDW,799,1,15123,834,789,11565,14733
2020-12-21 10:00:00,25670,MIDW,786,1,15412,831,791,11567,14663
2020-12-21 11:00:00,26370,MIDW,784,1,15838,835,803,11566,15576
2020-12-21 12:00:00,28872,MIDW,839,1,16408,904,823,11560,16750
2020-12-21 13:00:00,30861,MIDW,1794,1,16715,993,892,11561,17783
2020-12-21 14:00:00,32569,MIDW,1859,11,17113,1013,1160,11563,18659
2020-12-21 15:00:00,32826,MIDW,1466,76,17106,1006,1355,11453,18920
2020-12-21 16:00:00,32977,MIDW,952,179,16630,1008,1377,11212,19051
2020-12-21 17:00:00,32589,MIDW,898,208,16333,975,1346,11238,18289
2020-12-21 18:00:00,32165,MIDW,895,249,16412,917,1334,11317,17627
2020-12-21 19:00:00,31433,MIDW,912,245,16137,877,1311,11341,17379
2020-12-21 20:00:00,31054,MIDW,920,227,15815,865,1296,11374,16760
2020-12-21 21:00:00,30541,MIDW,892,178,15771,856,1344,11405,16611
2020-12-21 22:00:00,30638,MIDW,898,107,15418,867,1559,11430,16635
2020-12-21 23:00:00,32029,MIDW,1374,28,14952,905,1712,11454,17497
2020-12-22 00:00:00,34615,MIDW,1058,4,14523,987,1854,11477,18370
2020-12-22 01:00:00,34928,MIDW,928,1,15006,981,1857,11484,18052
2020-12-22 02:00:00,34079,MIDW,921,0,15275,939,1904,11496,17896
2020-12-22 03:00:00,33405,MIDW,844,0,14299,914,1610,11507,18123
2020-12-22 04:00:00,33228,MIDW,826,1,11889,952,1281,11519,18128
2020-12-22 05:00:00,32560,MIDW,807,1,9335,937,1208,11534,18212
2020-12-22 06:00:00,31735,MIDW,836,1,6944,971,1215,11548,17863
2020-12-22 07:00:00,30289,MIDW,843,1,5819,935,1212,11565,17571
2020-12-22 08:00:00,29842,MIDW,843,1,5109,912,1178,11567,17602
2020-12-22 09:00:00,29117,MIDW,844,1,5605,889,1170,11563,17098
2020-12-22 10:00:00,28293,MIDW,845,1,7285,881,1164,11567,16785
2020-12-22 11:00:00,29245,MIDW,870,1,8541,890,1156,11566,17114
2020-12-22 12:00:00,30471,MIDW,1662,1,10337,928,1142,11568,18220
2020-12-22 13:00:00,33027,MIDW,2274,1,11361,1025,1293,11566,19066
2020-12-22 14:00:00,34286,MIDW,2331,12,13255,1024,1379,11495,19154
2020-12-22 15:00:00,34546,MIDW,1533,102,14460,1014,1165,11475,18973
2020-12-22 16:00:00,34459,MIDW,1034,204,14753,1003,1103,11468,18238
2020-12-22 17:00:00,33212,MIDW,1008,258,14923,1013,1186,11460,17769
2020-12-22 18:00:00,31517,MIDW,1020,272,15314,932,1546,11460,16878
2020-12-22 19:00:00,30687,MIDW,1004,274,15191,928,1734,11462,16174
2020-12-22 20:00:00,30135,MIDW,1001,211,14877,946,1709,11484,15629
2020-12-22 21:00:00,29322,MIDW,1003,166,14973,942,1785,11551,15028
2020-12-22 22:00:00,28666,MIDW,1018,111,15049,950,1884,11584,15251
2020-12-22 23:00:00,29810,MIDW,1082,25,15369,956,2044,11662,15966
2020-12-23 00:00:00,32577,MIDW,1086,1,15851,1006,2069,11702,16592
2020-12-23 01:00:00,32754,MIDW,1093,1,16367,994,2019,11721,16661
2020-12-23 02:00:00,32166,MIDW,1155,1,17162,954,1999,11724,16336
2020-12-23 03:00:00,30946,MIDW,1066,1,18020,920,1570,11724,15903
2020-12-23 04:00:00,29859,MIDW,1049,1,18240,919,894,11710,15175
2020-12-23 05:00:00,27478,MIDW,1024,1,18726,926,765,11710,14262
2020-12-23 06:00:00,26325,MIDW,969,1,19119,938,616,11727,12567
2020-12-23 07:00:00,25365,MIDW,969,1,19690,964,557,11784,11554
2020-12-23 08:00:00,24268,MIDW,1112,1,19626,931,557,11778,11286
2020-12-23 09:00:00,23250,MIDW,1006,1,19050,922,555,11782,11133
2020-12-23 10:00:00,22831,MIDW,988,1,19129,925,552,11787,10882
2020-12-23 11:00:00,23813,MIDW,928,1,18944,938,552,11903,11242
2020-12-23 12:00:00,26329,MIDW,917,1,18982,993,662,11992,11967
2020-12-23 13:00:00,29763,MIDW,942,1,19071,1087,783,11996,12393
2020-12-23 14:00:00,31516,MIDW,1023,7,19436,1088,837,11994,12536
2020-12-23 15:00:00,31555,MIDW,979,32,19732,1090,901,11989,12781
2020-12-23 16:00:00,31408,MIDW,930,49,19995,1088,947,11986,12818
2020-12-23 17:00:00,31199,MIDW,924,76,19610,1086,956,11988,12540
2020-12-23 18:00:00,31005,MIDW,915,93,19583,1079,939,11974,11991
2020-12-23 19:00:00,29663,MIDW,877,78,20303,1036,907,11967,11591
2020-12-23 20:00:00,29104,MIDW,862,85,20678,1008,908,11965,11534
2020-12-23 21:00:00,28846,MIDW,931,54,20346,1012,840,11966,11602
2020-12-23 22:00:00,29130,MIDW,939,28,20109,1004,854,11958,11731
2020-12-23 23:00:00,31251,MIDW,1017,5,19623,1064,881,11961,11905
2020-12-24 00:00:00,33056,MIDW,1058,1,19318,1086,1090,11965,12087
2020-12-24 01:00:00,32850,MIDW,1031,1,19370,1089,1054,11981,12324
2020-12-24 02:00:00,32030,MIDW,1037,1,19103,1091,847,12030,12377
2020-12-24 03:00:00,31125,MIDW,1085,1,18756,1089,735,12083,12341
2020-12-24 04:00:00,29358,MIDW,1027,1,18763,1054,664,12111,11990
2020-12-24 05:00:00,27080,MIDW,1018,1,19170,988,541,12126,11577
2020-12-24 06:00:00,24204,MIDW,901,1,19589,951,514,12160,10693
2020-12-24 07:00:00,22412,MIDW,844,1,19669,947,527,12205,10204
2020-12-24 08:00:00,21960,MIDW,836,1,19480,949,511,12241,10018
2020-12-24 09:00:00,21678,MIDW,823,1,19312,951,485,12279,10025
2020-12-24 10:00:00,22034,MIDW,820,1,19099,956,513,12319,10335
2020-12-24 11:00:00,23005,MIDW,817,1,18709,960,552,12364,11177
2020-12-24 12:00:00,24590,MIDW,830,1,18606,988,573,12397,12381
2020-12-24 13:00:00,26587,MIDW,854,1,18344,1074,576,12431,13424
2020-12-24 14:00:00,28664,MIDW,903,4,18088,1107,598,12462,14479
2020-12-24 15:00:00,30405,MIDW,928,37,17648,1100,645,12495,15947
2020-12-24 16:00:00,31503,MIDW,974,114,17085,1099,740,12544,16836
2020-12-24 17:00:00,32572,MIDW,973,213,16175,1102,792,12587,17275
2020-12-24 18:00:00,32482,MIDW,966,241,15638,1102,799,12621,16708
2020-12-24 19:00:00,31851,MIDW,1009,286,15897,1114,974,12280,15729
2020-12-24 20:00:00,31312,MIDW,1005,258,16419,1086,1089,11541,14734
2020-12-24 21:00:00,31424,MIDW,948,231,16000,1072,1155,11544,14520
2020-12-24 22:00:00,32766,MIDW,927,132,14923,1051,1390,11546,14927
2020-12-24 23:00:00,34724,MIDW,2340,27,13798,1095,1403,11553,15935
2020-12-25 00:00:00,36358,MIDW,2517,1,13114,1131,1441,11550,17519
2020-12-25 01:00:00,35952,MIDW,2424,1,13470,1134,992,11555,17510
2020-12-25 02:00:00,35195,MIDW,1899,1,13859,1134,906,11553,17618
2020-12-25 03:00:00,35307,MIDW,1507,1,13450,1110,1014,11550,17945
2020-12-25 04:00:00,34658,MIDW,965,1,12720,1104,1291,11550,18011
2020-12-25 05:00:00,34726,MIDW,1056,1,11493,1114,1301,11550,17724
2020-12-25 06:00:00,34045,MIDW,882,1,10755,1096,1318,11548,17400
2020-12-25 07:00:00,33123,MIDW,793,1,9991,1079,1334,11553,17357
2020-12-25 08:00:00,32518,MIDW,782,1,9068,1079,1333,11555,17623
2020-12-25 09:00:00,33057,MIDW,779,1,8465,1084,1333,11557,17491
2020-12-25 10:00:00,33187,MIDW,780,1,8333,1083,1332,11558,17737
2020-12-25 11:00:00,33858,MIDW,775,1,7467,1079,1329,11557,18448
2020-12-25 12:00:00,35142,MIDW,1166,1,6882,1080,1450,11556,19720
2020-12-25 13:00:00,35502,MIDW,2084,1,6977,1081,1585,11550,20540
2020-12-25 14:00:00,36436,MIDW,2619,12,7390,1085,1670,11546,21341
2020-12-25 15:00:00,37063,MIDW,2728,96,8003,1083,1698,11546,21286
2020-12-25 16:00:00,36634,MIDW,2247,227,8625,1091,1590,11547,20881
2020-12-25 17:00:00,36947,MIDW,1388,306,8842,1097,1397,11550,20145
2020-12-25 18:00:00,36499,MIDW,1171,286,9203,1093,1385,11552,18730
2020-12-25 19:00:00,35727,MIDW,1153,287,9363,1076,1375,11550,17044
2020-12-25 20:00:00,34459,MIDW,1153,280,9578,1018,1286,11547,15790
2020-12-25 21:00:00,33588,MIDW,1083,252,10161,987,1277,11547,15177
2020-12-25 22:00:00,32625,MIDW,1104,162,11518,952,1194,11543,15300
2020-12-25 23:00:00,34335,MIDW,1118,33,12518,1031,1252,11539,15962
2020-12-26 00:00:00,36085,MIDW,1205,1,13945,1086,1276,11546,16891
2020-12-26 01:00:00,35862,MIDW,1301,0,15142,1084,1328,11549,16872
2020-12-26 02:00:00,35283,MIDW,1300,0,15663,1087,1326,11546,17231
2020-12-26 03:00:00,35354,MIDW,1131,0,15298,1087,1376,11543,17724
2020-12-26 04:00:00,34542,MIDW,1053,1,14485,1086,1479,11542,17727
2020-12-26 05:00:00,33041,MIDW,1020,0,13999,1087,1526,11543,17621
2020-12-26 06:00:00,31713,MIDW,807,1,12651,1085,1611,11546,18568
2020-12-26 07:00:00,32469,MIDW,741,1,10030,1083,1606,11550,19200
2020-12-26 08:00:00,33051,MIDW,725,1,8263,1085,1612,11555,19146
2020-12-26 09:00:00,33248,MIDW,780,1,7310,1087,1688,11555,19474
2020-12-26 10:00:00,33656,MIDW,777,1,6412,1085,1932,11556,19790
2020-12-26 11:00:00,34674,MIDW,776,1,5691,1093,2193,11554,20022
2020-12-26 12:00:00,35502,MIDW,832,1,5693,1108,2315,11554,20783
2020-12-26 13:00:00,35699,MIDW,1964,1,5356,1134,2606,11557,21305
2020-12-26 14:00:00,36307,MIDW,2190,12,5042,1138,3173,11557,21808
2020-12-26 15:00:00,36448,MIDW,2103,102,4864,1132,3253,11555,21667
2020-12-26 16:00:00,36628,MIDW,1589,196,4572,1106,3213,11546,21401
2020-12-26 17:00:00,36906,MIDW,949,236,4040,1102,3035,11537,20828
2020-12-26 18:00:00,36712,MIDW,825,260,3593,1091,2851,11538,19548
2020-12-26 19:00:00,36004,MIDW,825,274,3051,1079,2732,11538,18761
2020-12-26 20:00:00,35195,MIDW,821,249,2686,1045,2623,11537,18774
2020-12-26 21:00:00,35036,MIDW,817,214,2565,1063,2544,11534,18600
2020-12-26 22:00:00,34933,MIDW,815,127,2880,1049,2507,11536,18225
2020-12-26 23:00:00,35383,MIDW,852,32,3677,1081,2477,11533,18861
2020-12-27 00:00:00,36680,MIDW,851,1,6023,1086,2544,11536,19570
2020-12-27 01:00:00,35914,MIDW,853,1,8306,1084,2415,11540,19208
2020-12-27 02:00:00,35113,MIDW,852,1,9526,1086,2218,11538,19047
2020-12-27 03:00:00,34569,MIDW,830,1,9574,1084,2220,11541,18849
2020-12-27 04:00:00,34012,MIDW,840,1,9253,1087,1858,11540,18829
2020-12-27 05:00:00,32564,MIDW,782,1,9419,1085,1889,11544,17969
2020-12-27 06:00:00,31665,MIDW,769,1,8736,1072,1874,11543,17874
2020-12-27 07:00:00,30797,MIDW,756,1,7348,1037,1871,11544,17892
2020-12-27 08:00:00,31160,MIDW,748,1,6058,1048,1894,11546,18004
2020-12-27 09:00:00,31398,MIDW,742,1,5532,1077,1884,11547,17680
2020-12-27 10:00:00,32095,MIDW,730,1,5310,1086,1895,11553,17880
2020-12-27 11:00:00,32742,MIDW,728,1,5050,1083,1889,11553,17812
2020-12-27 12:00:00,32391,MIDW,1186,1,5222,1090,1889,11554,17738
2020-12-27 13:00:00,33728,MIDW,1092,1,5190,1088,1949,11549,18635
2020-12-27 14:00:00,34656,MIDW,1288,15,4866,1088,2048,11551,19034
2020-12-27 15:00:00,34862,MIDW,1180,95,5151,1087,2119,11545,18770
2020-12-27 16:00:00,34871,MIDW,890,165,5642,1086,2099,11540,18207
2020-12-27 17:00:00,34113,MIDW,780,212,6389,1080,2078,11538,17023
2020-12-27 18:00:00,32939,MIDW,754,215,7525,1036,1960,11537,16368
2020-12-27 19:00:00,31918,MIDW,755,197,8427,937,1867,11534,15674
2020-12-27 20:00:00,30858,MIDW,748,188,9983,899,1269,11533,14570
2020-12-27 21:00:00,29873,MIDW,747,147,11753,900,973,11530,13645
2020-12-27 22:00:00,29310,MIDW,734,75,13529,897,942,11526,13361
2020-12-27 23:00:00,30652,MIDW,748,27,14735,907,951,11525,13804
2020-12-28 00:00:00,32875,MIDW,745,1,15024,977,1007,11526,14338
2020-12-28 01:00:00,33175,MIDW,713,1,15159,1052,1045,11525,14930
2020-12-28 02:00:00,32159,MIDW,708,1,15366,1047,1048,11529,14795
2020-12-28 03:00:00,30511,MIDW,698,1,15803,1004,1026,11527,14636
2020-12-28 04:00:00,29307,MIDW,697,1,15206,963,1007,11529,14400
2020-12-28 05:00:00,27993,MIDW,671,1,14153,906,1036,11532,14062
2020-12-28 06:00:00,26744,MIDW,693,1,13311,896,987,11537,13523
2020-12-28 07:00:00,26303,MIDW,671,1,13060,900,974,11536,13206
2020-12-28 08:00:00,25478,MIDW,641,1,13342,904,910,11534,12607
2020-12-28 09:00:00,25486,MIDW,635,1,12994,904,1023,11532,12784
2020-12-28 10:00:00,25810,MIDW,636,1,12135,902,1277,11530,13136
2020-12-28 11:00:00,26339,MIDW,653,1,11520,912,1560,11530,14087
2020-12-28 12:00:00,28521,MIDW,603,1,10567,939,1710,11534,16162
2020-12-28 13:00:00,32252,MIDW,627,1,9749,1025,1829,11534,17316
2020-12-28 14:00:00,34845,MIDW,729,10,9096,1078,1896,11537,18026
2020-12-28 15:00:00,36372,MIDW,808,97,7948,1084,2109,11538,18567
2020-12-28 16:00:00,37036,MIDW,1441,169,6443,1082,2131,11533,18993
2020-12-28 17:00:00,37453,MIDW,914,215,5891,1084,2127,11539,19613
2020-12-28 18:00:00,37503,MIDW,736,255,5802,1094,2116,11539,19188
2020-12-28 19:00:00,36590,MIDW,724,247,6477,1083,2098,11538,18707
2020-12-28 20:00:00,35789,MIDW,717,237,6766,1048,2204,11534,18514
2020-12-28 21:00:00,35135,MIDW,735,205,6791,1009,2238,11538,18360
2020-12-28 22:00:00,35574,MIDW,834,104,6430,1032,2289,11533,18817
2020-12-28 23:00:00,36226,MIDW,2140,22,5872,1040,2375,11535,19512
2020-12-29 00:00:00,37727,MIDW,2279,1,5757,1063,2508,11541,21080
2020-12-29 01:00:00,38093,MIDW,2207,0,6114,1063,2575,11538,20716
2020-12-29 02:00:00,38113,MIDW,1756,0,5979,1061,2532,11536,20356
2020-12-29 03:00:00,37933,MIDW,1438,1,5458,1046,2477,11536,19876
2020-12-29 04:00:00,37077,MIDW,977,1,5366,1031,2214,11537,18952
2020-12-29 05:00:00,35758,MIDW,848,0,5284,1031,1974,11541,18513
2020-12-29 06:00:00,34615,MIDW,790,0,5272,992,1886,11542,18192
2020-12-29 07:00:00,33571,MIDW,772,0,5580,943,1881,11548,17908
2020-12-29 08:00:00,32284,MIDW,764,1,6208,896,1831,11547,17888
2020-12-29 09:00:00,32031,MIDW,758,1,6271,910,1833,11548,17603
2020-12-29 10:00:00,31674,MIDW,753,0,7006,887,1818,11548,17569
2020-12-29 11:00:00,31967,MIDW,748,0,7894,876,1763,11546,17468
2020-12-29 12:00:00,33636,MIDW,684,0,9279,903,1968,11545,18057
2020-12-29 13:00:00,35467,MIDW,1022,0,10136,987,2063,11549,18755
2020-12-29 14:00:00,36362,MIDW,1254,9,11422,994,2192,11549,18557
2020-12-29 15:00:00,36555,MIDW,1096,91,12608,1016,2207,11550,18325
2020-12-29 16:00:00,35814,MIDW,818,164,13667,964,2023,11548,18039
2020-12-29 17:00:00,34991,MIDW,707,177,14435,904,1769,11546,18013
2020-12-29 18:00:00,34418,MIDW,715,171,14735,886,1708,11541,17912
2020-12-29 19:00:00,33750,MIDW,725,164,14935,870,1795,11541,17856
2020-12-29 20:00:00,32702,MIDW,696,152,15406,862,1799,11537,17952
2020-12-29 21:00:00,32202,MIDW,674,135,15360,864,1879,11539,17848
2020-12-29 22:00:00,31781,MIDW,677,85,15713,873,1944,11543,18106
2020-12-29 23:00:00,33307,MIDW,1172,24,15269,962,1810,11542,18943
2020-12-30 00:00:00,35266,MIDW,1570,1,15064,1019,1792,11543,19423
2020-12-30 01:00:00,36030,MIDW,958,0,14360,1004,1850,11543,19383
2020-12-30 02:00:00,35940,MIDW,784,0,12708,996,2068,11541,19256
2020-12-30 03:00:00,35002,MIDW,729,0,11329,952,1998,11547,19263
2020-12-30 04:00:00,33336,MIDW,695,0,10444,911,1875,11545,18352
2020-12-30 05:00:00,30398,MIDW,674,0,10454,887,1864,11545,17553
2020-12-30 06:00:00,27893,MIDW,635,0,11325,889,1162,11542,16623
2020-12-30 07:00:00,25997,MIDW,622,0,13019,888,590,11538,15380
2020-12-30 08:00:00,24361,MIDW,624,0,14233,888,536,11537,14919
