unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2022,1,1803.743,0.0,1.488,0.0,980.461,0.0,0.0,42.407599999999995,1805.231,1022.8686,2828.0996,0.6377933082696239,0.0,0.0005261483718607365,0.0,0.3466854561982188,0.0,0.0,0.014995087160296615,0.6383194566414846,0.3616805433585154
Gwh,2022,2,1613.59,0.0,1.344,0.0,766.43,0.0,0.0,38.304,1614.934,804.734,2419.668,0.6668642144294176,0.0,0.0005554481027975739,0.0,0.31675006653805393,0.0,0.0,0.015830270929730855,0.6674196625322151,0.3325803374677848
Gwh,2022,3,1958.18,0.0,1.488,0.0,866.905,0.0,0.0,42.444,1959.668,909.349,2869.017,0.6825264541827393,0.0,0.0005186445392271988,0.0,0.3021609840583029,0.0,0.0,0.014793917219730663,0.6830450987219664,0.3169549012780336
Gwh,2022,4,1748.88,0.0,1.44,0.0,807.12,0.0,0.0,41.04,1750.32,848.16,2598.48,0.6730396231643114,0.0,0.0005541701302299805,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,5,1807.176,0.0,1.488,0.0,834.024,0.0,0.0,42.408,1808.664,876.432,2685.096,0.6730396231643114,0.0,0.0005541701302299807,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,6,1748.88,0.0,1.44,0.0,807.12,0.0,0.0,41.04,1750.32,848.16,2598.48,0.6730396231643114,0.0,0.0005541701302299805,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,7,1807.176,0.0,1.488,0.0,834.024,0.0,0.0,42.408,1808.664,876.432,2685.096,0.6730396231643114,0.0,0.0005541701302299807,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,8,1807.176,0.0,1.488,0.0,834.024,0.0,0.0,42.408,1808.664,876.432,2685.096,0.6730396231643114,0.0,0.0005541701302299807,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,9,1748.88,0.0,1.44,0.0,807.12,0.0,0.0,41.04,1750.32,848.16,2598.48,0.6730396231643114,0.0,0.0005541701302299805,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,10,1807.176,0.0,1.488,0.0,834.024,0.0,0.0,42.408,1808.664,876.432,2685.096,0.6730396231643114,0.0,0.0005541701302299807,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,11,1748.88,0.0,1.44,0.0,807.12,0.0,0.0,41.04,1750.32,848.16,2598.48,0.6730396231643114,0.0,0.0005541701302299805,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
Gwh,2022,12,1807.176,0.0,1.488,0.0,834.024,0.0,0.0,42.408,1808.664,876.432,2685.096,0.6730396231643114,0.0,0.0005541701302299807,0.0,0.31061235799390413,0.0,0.0,0.015793848711554447,0.6735937932945414,0.32640620670545856
