date,mw,region
2018-11-22 0:00,11505,ОЭС ЮГА
2018-11-22 1:00,11396,ОЭС ЮГА
2018-11-22 2:00,11336,ОЭС ЮГА
2018-11-22 3:00,11268,ОЭС ЮГА
2018-11-22 4:00,10968,ОЭС ЮГА
2018-11-22 5:00,11086,ОЭС ЮГА
2018-11-22 6:00,12335,ОЭС ЮГА
2018-11-22 7:00,13242,ОЭС ЮГА
2018-11-22 8:00,13780,ОЭС ЮГА
2018-11-22 9:00,14432,ОЭС ЮГА
2018-11-22 10:00,14458,ОЭС ЮГА
2018-11-22 11:00,14630,ОЭС ЮГА
2018-11-22 12:00,14499,ОЭС ЮГА
2018-11-22 13:00,14675,ОЭС ЮГА
2018-11-22 14:00,14766,ОЭС ЮГА
2018-11-22 15:00,14262,ОЭС ЮГА
2018-11-22 16:00,14315,ОЭС ЮГА
2018-11-22 17:00,14656,ОЭС ЮГА
2018-11-22 18:00,15288,ОЭС ЮГА
2018-11-22 19:00,15039,ОЭС ЮГА
2018-11-22 20:00,14968,ОЭС ЮГА
2018-11-22 21:00,14691,ОЭС ЮГА
2018-11-22 22:00,13937,ОЭС ЮГА
2018-11-22 23:00,12554,ОЭС ЮГА
