demand,nuclear,geothermal,hydroelectric,fossil_fuel_fired,biomass,wind,wind_regulated,photovoltaic,photovoltaic_regulated,pumped_storage_hydroelectricity,hour,date,datetime,year,month,month_date,unit
82139.2,5018,274,8066.9,65450.8,2041.5,646.0,0.0,0.0,0.0,450,2,2022-04-03,2022-04-03 02:00:00,2022,4,04-03,Mwh
84426.7,5020,275,8667.9,67401.8,2037.5,567.5,0.0,0.0,0.0,298,3,2022-04-03,2022-04-03 03:00:00,2022,4,04-03,Mwh
84873.6,5019,276,8799.9,68150.0,2036.5,532.2,0.0,0.0,0.0,-65,4,2022-04-03,2022-04-03 04:00:00,2022,4,04-03,Mwh
83914.7,5019,276,8432.9,67751.9,2033.5,541.4,0.0,157.0,0.0,-419,5,2022-04-03,2022-04-03 05:00:00,2022,4,04-03,Mwh
82305.4,5020,273,7857.9,63808.0,2031.5,526.8,0.0,3239.2,0.0,-568,6,2022-04-03,2022-04-03 06:00:00,2022,4,04-03,Mwh
82619.0,5021,273,7403.9,57992.9,2033.5,498.0,0.0,11186.7,0.0,-1911,7,2022-04-03,2022-04-03 07:00:00,2022,4,04-03,Mwh
85036.7,5020,275,7266.9,54339.4,2004.5,507.8,0.0,19612.1,136.0,-4086,8,2022-04-03,2022-04-03 08:00:00,2022,4,04-03,Mwh
87289.5,5021,273,7055.9,51923.1,1987.5,526.8,0.0,26395.2,204.0,-6012,9,2022-04-03,2022-04-03 09:00:00,2022,4,04-03,Mwh
87646.7,5021,273,7010.9,49400.6,1988.5,575.9,0.0,30176.8,1112.0,-6900,10,2022-04-03,2022-04-03 10:00:00,2022,4,04-03,Mwh
88139.2,5020,262,6741.9,50171.0,1990.5,619.5,6.0,30181.3,1891.0,-6931,11,2022-04-03,2022-04-03 11:00:00,2022,4,04-03,Mwh
88025.1,5022,260,6613.9,51178.0,1991.5,631.5,16.0,28788.2,2140.0,-6538,12,2022-04-03,2022-04-03 12:00:00,2022,4,04-03,Mwh
86971.6,5021,260,6655.9,52497.0,1988.5,627.5,28.0,25955.7,2158.0,-6106,13,2022-04-03,2022-04-03 13:00:00,2022,4,04-03,Mwh
85546.8,5021,259,6770.9,54595.3,1991.5,645.4,32.0,21627.7,1676.0,-5461,14,2022-04-03,2022-04-03 14:00:00,2022,4,04-03,Mwh
85770.5,5020,259,7311.9,57885.0,1991.5,617.3,14.0,16130.8,1111.0,-3555,15,2022-04-03,2022-04-03 15:00:00,2022,4,04-03,Mwh
88685.3,5021,260,8238.9,63308.4,1994.5,623.9,0.0,9890.6,0.0,-757,16,2022-04-03,2022-04-03 16:00:00,2022,4,04-03,Mwh
94362.5,5015,263,9409.9,70893.3,2035.5,563.1,0.0,3228.7,0.0,2781,17,2022-04-03,2022-04-03 17:00:00,2022,4,04-03,Mwh
99594.5,5014,262,10073.9,74755.8,2033.5,532.8,0.0,237.5,0.0,6472,18,2022-04-03,2022-04-03 18:00:00,2022,4,04-03,Mwh
99726.5,5016,262,9925.9,75431.3,2023.5,519.8,0.0,0.0,0.0,6347,19,2022-04-03,2022-04-03 19:00:00,2022,4,04-03,Mwh
97469.1,5021,260,9422.9,74916.2,2028.5,494.5,0.0,0.0,0.0,5109,20,2022-04-03,2022-04-03 20:00:00,2022,4,04-03,Mwh
93316.5,5022,262,8610.9,73465.6,2024.5,490.5,0.0,0.0,0.0,3221,21,2022-04-03,2022-04-03 21:00:00,2022,4,04-03,Mwh
87418.8,5022,264,7835.9,71007.6,2022.5,477.8,0.0,0.0,0.0,590,22,2022-04-03,2022-04-03 22:00:00,2022,4,04-03,Mwh
83434.3,5021,274,7564.9,68884.1,2025.5,467.8,0.0,0.0,0.0,-1006,23,2022-04-03,2022-04-03 23:00:00,2022,4,04-03,Mwh
78695.9,5020,273,7173.9,66956.9,2031.1,468.0,0.0,0.0,0.0,-3372,0,2022-04-04,2022-04-04 00:00:00,2022,4,04-04,Mwh
78059.0,5023,271,7413.9,67493.8,2026.6,450.7,0.0,0.0,0.0,-4745,1,2022-04-04,2022-04-04 01:00:00,2022,4,04-04,Mwh
80578.3,5020,273,7744.9,68963.0,2023.6,456.8,0.0,0.0,0.0,-4033,2,2022-04-04,2022-04-04 02:00:00,2022,4,04-04,Mwh
83673.0,5021,273,8189.9,69960.0,2020.6,488.5,0.0,0.0,0.0,-2403,3,2022-04-04,2022-04-04 03:00:00,2022,4,04-04,Mwh
85767.0,5020,273,8545.9,68853.5,2024.6,511.0,0.0,0.0,0.0,446,4,2022-04-04,2022-04-04 04:00:00,2022,4,04-04,Mwh
88305.9,5021,272,8550.9,69842.9,2010.6,533.5,0.0,103.0,0.0,1898,5,2022-04-04,2022-04-04 05:00:00,2022,4,04-04,Mwh
93255.5,5022,269,8407.9,72315.8,1990.6,539.5,0.0,2698.7,0.0,1932,6,2022-04-04,2022-04-04 06:00:00,2022,4,04-04,Mwh
98729.5,5021,271,8427.9,71417.9,1978.6,524.4,0.0,10316.7,0.0,677,7,2022-04-04,2022-04-04 07:00:00,2022,4,04-04,Mwh
107640.8,5021,272,9117.9,70722.8,1961.6,486.9,0.0,19321.6,0.0,576,8,2022-04-04,2022-04-04 08:00:00,2022,4,04-04,Mwh
113846.1,5021,269,9006.9,67951.7,1942.6,486.9,0.0,26869.0,5.0,2115,9,2022-04-04,2022-04-04 09:00:00,2022,4,04-04,Mwh
113956.2,5021,273,8868.9,65638.7,1931.6,460.8,0.0,31888.2,7.0,-262,10,2022-04-04,2022-04-04 10:00:00,2022,4,04-04,Mwh
113740.8,5020,270,8001.9,65230.4,1934.6,497.6,1.0,34029.3,572.0,-1344,11,2022-04-04,2022-04-04 11:00:00,2022,4,04-04,Mwh
108167.2,5020,268,7118.9,63170.9,1946.6,543.9,3.0,33571.9,1062.0,-3564,12,2022-04-04,2022-04-04 12:00:00,2022,4,04-04,Mwh
110654.1,5021,271,7326.9,65458.4,1901.6,590.2,4.0,32596.0,867.0,-2602,13,2022-04-04,2022-04-04 13:00:00,2022,4,04-04,Mwh
109516.2,5020,276,7734.9,66029.6,1901.6,614.1,2.0,28573.0,148.0,-712,14,2022-04-04,2022-04-04 14:00:00,2022,4,04-04,Mwh
107948.7,5022,277,8925.9,69191.5,1912.6,644.5,0.0,21572.2,5.0,316,15,2022-04-04,2022-04-04 15:00:00,2022,4,04-04,Mwh
109258.3,5013,274,9782.9,74022.6,1937.6,694.5,0.0,12701.7,0.0,4676,16,2022-04-04,2022-04-04 16:00:00,2022,4,04-04,Mwh
109749.5,5012,276,10483.9,79887.2,1967.6,684.9,0.0,4254.9,0.0,6991,17,2022-04-04,2022-04-04 17:00:00,2022,4,04-04,Mwh
111450.2,5012,277,11018.9,83367.4,1981.6,661.6,0.0,243.7,0.0,8698,18,2022-04-04,2022-04-04 18:00:00,2022,4,04-04,Mwh
109341.4,5020,278,10977.9,82891.7,1963.6,681.2,0.0,0.0,0.0,7335,19,2022-04-04,2022-04-04 19:00:00,2022,4,04-04,Mwh
105791.7,5019,278,10752.9,81653.5,1946.6,660.7,0.0,0.0,0.0,5328,20,2022-04-04,2022-04-04 20:00:00,2022,4,04-04,Mwh
101239.1,5018,278,9911.9,80513.5,1951.6,635.1,0.0,0.0,0.0,2813,21,2022-04-04,2022-04-04 21:00:00,2022,4,04-04,Mwh
96051.2,5020,279,9091.9,77845.0,1953.6,582.7,0.0,0.0,0.0,1177,22,2022-04-04,2022-04-04 22:00:00,2022,4,04-04,Mwh
91615.3,5020,279,8393.9,75779.2,1948.6,570.6,0.0,0.0,0.0,-480,23,2022-04-04,2022-04-04 23:00:00,2022,4,04-04,Mwh
86079.6,5021,277,7933.9,72651.2,1951.6,587.9,0.0,0.0,0.0,-2460,0,2022-04-05,2022-04-05 00:00:00,2022,4,04-05,Mwh
84902.2,5021,278,7882.9,72488.0,1950.6,595.7,0.0,0.0,0.0,-3427,1,2022-04-05,2022-04-05 01:00:00,2022,4,04-05,Mwh
87364.7,5021,277,8273.9,73960.7,1944.6,579.5,0.0,0.0,0.0,-2810,2,2022-04-05,2022-04-05 02:00:00,2022,4,04-05,Mwh
90039.0,5022,279,8621.9,74620.0,1947.6,568.5,0.0,0.0,0.0,-1147,3,2022-04-05,2022-04-05 03:00:00,2022,4,04-05,Mwh
91529.9,5022,278,9140.9,74394.1,1947.6,556.3,0.0,0.0,0.0,49,4,2022-04-05,2022-04-05 04:00:00,2022,4,04-05,Mwh
93037.3,5022,278,9141.9,74756.5,1943.6,553.3,0.0,127.0,0.0,1065,5,2022-04-05,2022-04-05 05:00:00,2022,4,04-05,Mwh
96338.4,5021,277,8772.9,72894.7,1938.6,509.2,0.0,4357.0,0.0,2442,6,2022-04-05,2022-04-05 06:00:00,2022,4,04-05,Mwh
98693.4,5021,276,8375.9,66952.8,1939.6,438.1,0.0,15156.0,0.0,461,7,2022-04-05,2022-04-05 07:00:00,2022,4,04-05,Mwh
105046.9,5022,275,8124.9,63184.2,1923.6,360.2,0.0,26693.0,123.0,-652,8,2022-04-05,2022-04-05 08:00:00,2022,4,04-05,Mwh
108474.2,5022,275,7706.9,60173.1,1891.6,270.1,0.0,35757.5,181.0,-2716,9,2022-04-05,2022-04-05 09:00:00,2022,4,04-05,Mwh
107748.2,5021,275,7308.9,55759.4,1886.6,287.0,0.0,42435.3,219.0,-5274,10,2022-04-05,2022-04-05 10:00:00,2022,4,04-05,Mwh
107086.7,5023,273,7320.9,55182.9,1891.6,341.0,0.0,45942.3,380.0,-8930,11,2022-04-05,2022-04-05 11:00:00,2022,4,04-05,Mwh
101624.4,5022,273,7217.9,53884.7,1881.6,343.0,0.0,46033.2,771.0,-13078,12,2022-04-05,2022-04-05 12:00:00,2022,4,04-05,Mwh
103581.0,5022,276,7203.9,56586.5,1892.6,369.0,0.0,43296.0,284.0,-11115,13,2022-04-05,2022-04-05 13:00:00,2022,4,04-05,Mwh
101598.4,5022,276,7434.9,58190.6,1896.6,350.0,0.0,36375.3,166.0,-8007,14,2022-04-05,2022-04-05 14:00:00,2022,4,04-05,Mwh
100035.5,5022,277,8198.9,61676.6,1905.6,348.0,0.0,25899.4,97.0,-3360,15,2022-04-05,2022-04-05 15:00:00,2022,4,04-05,Mwh
100972.8,5021,277,9190.9,69488.9,1915.6,295.1,0.0,13773.3,0.0,917,16,2022-04-05,2022-04-05 16:00:00,2022,4,04-05,Mwh
100767.0,5015,277,10445.9,76200.1,1941.6,329.4,0.0,3381.0,0.0,3024,17,2022-04-05,2022-04-05 17:00:00,2022,4,04-05,Mwh
104365.7,5015,277,11090.9,79308.2,1928.6,414.3,0.0,139.7,0.0,6017,18,2022-04-05,2022-04-05 18:00:00,2022,4,04-05,Mwh
102802.0,5016,278,11117.9,79433.3,1874.6,469.2,0.0,4.0,0.0,4429,19,2022-04-05,2022-04-05 19:00:00,2022,4,04-05,Mwh
99522.2,5020,280,10502.9,78348.4,1844.6,494.3,0.0,0.0,0.0,2850,20,2022-04-05,2022-04-05 20:00:00,2022,4,04-05,Mwh
95225.3,5020,280,9526.9,76113.7,1840.6,548.1,0.0,0.0,0.0,1736,21,2022-04-05,2022-04-05 21:00:00,2022,4,04-05,Mwh
90800.9,5021,278,8867.9,73223.4,1852.6,595.0,0.0,0.0,0.0,841,22,2022-04-05,2022-04-05 22:00:00,2022,4,04-05,Mwh
86822.1,5022,278,8171.9,70210.6,1854.6,699.0,0.0,0.0,0.0,467,23,2022-04-05,2022-04-05 23:00:00,2022,4,04-05,Mwh
81590.7,5020,279,7964.9,65286.1,1855.6,763.1,0.0,0.0,0.0,303,0,2022-04-06,2022-04-06 00:00:00,2022,4,04-06,Mwh
80420.1,5022,277,8036.9,64093.6,1850.6,797.0,0.0,0.0,0.0,213,1,2022-04-06,2022-04-06 01:00:00,2022,4,04-06,Mwh
82734.3,5020,278,8306.9,65806.7,1852.6,816.1,0.0,0.0,0.0,507,2,2022-04-06,2022-04-06 02:00:00,2022,4,04-06,Mwh
85545.4,5023,278,8909.9,67028.7,1851.6,823.2,0.0,0.0,0.0,1468,3,2022-04-06,2022-04-06 03:00:00,2022,4,04-06,Mwh
86684.4,5020,279,9364.9,67218.5,1853.6,911.4,0.0,0.0,0.0,1905,4,2022-04-06,2022-04-06 04:00:00,2022,4,04-06,Mwh
87716.0,5021,278,9417.9,67938.4,1849.6,968.1,0.0,157.0,0.0,1936,5,2022-04-06,2022-04-06 05:00:00,2022,4,04-06,Mwh
89531.4,5021,277,8890.9,67301.2,1843.6,988.5,0.0,3550.2,0.0,1539,6,2022-04-06,2022-04-06 06:00:00,2022,4,04-06,Mwh
92012.1,5024,277,8424.9,61811.0,1842.6,1000.4,0.0,12989.2,0.0,545,7,2022-04-06,2022-04-06 07:00:00,2022,4,04-06,Mwh
99299.8,5022,277,8367.9,58472.0,1834.6,1120.1,0.0,24607.2,248.0,-515,8,2022-04-06,2022-04-06 08:00:00,2022,4,04-06,Mwh
103440.2,5022,276,8046.9,54829.7,1812.6,1263.2,0.0,34014.8,368.0,-1934,9,2022-04-06,2022-04-06 09:00:00,2022,4,04-06,Mwh
103081.7,5021,276,7465.9,50025.9,1800.6,1313.2,0.0,41954.1,463.0,-4850,10,2022-04-06,2022-04-06 10:00:00,2022,4,04-06,Mwh
103930.2,5022,277,7270.9,48238.5,1801.6,1295.0,0.0,46883.2,990.0,-6938,11,2022-04-06,2022-04-06 11:00:00,2022,4,04-06,Mwh
99201.9,5021,275,7140.9,46953.1,1802.2,1233.6,0.0,47943.1,1184.0,-11236,12,2022-04-06,2022-04-06 12:00:00,2022,4,04-06,Mwh
101608.8,5021,276,7136.9,49379.6,1786.7,1154.7,0.0,45615.9,991.0,-8833,13,2022-04-06,2022-04-06 13:00:00,2022,4,04-06,Mwh
100148.6,5022,275,7539.9,51408.9,1782.7,1121.7,0.0,38913.4,586.0,-5991,14,2022-04-06,2022-04-06 14:00:00,2022,4,04-06,Mwh
98468.7,5022,278,8197.9,56030.6,1809.7,1108.6,0.0,28170.9,342.0,-2242,15,2022-04-06,2022-04-06 15:00:00,2022,4,04-06,Mwh
99117.5,5015,277,9325.9,65662.6,1823.7,1082.3,0.0,15560.0,0.0,249,16,2022-04-06,2022-04-06 16:00:00,2022,4,04-06,Mwh
98387.4,5016,279,10087.9,73141.1,1846.7,989.2,0.0,4473.5,0.0,2408,17,2022-04-06,2022-04-06 17:00:00,2022,4,04-06,Mwh
100995.6,5017,280,10779.9,75832.5,1842.7,928.3,0.0,263.2,0.0,5886,18,2022-04-06,2022-04-06 18:00:00,2022,4,04-06,Mwh
99637.1,5021,278,10832.9,75907.1,1841.7,893.4,0.0,0.0,0.0,4690,19,2022-04-06,2022-04-06 19:00:00,2022,4,04-06,Mwh
96438.8,5022,281,10537.9,74972.8,1840.7,807.4,0.0,0.0,0.0,2809,20,2022-04-06,2022-04-06 20:00:00,2022,4,04-06,Mwh
92484.5,5023,280,9890.9,72383.5,1868.7,795.4,0.0,0.0,0.0,2093,21,2022-04-06,2022-04-06 21:00:00,2022,4,04-06,Mwh
88793.8,5023,280,9341.9,70317.9,1879.7,764.3,0.0,0.0,0.0,1055,22,2022-04-06,2022-04-06 22:00:00,2022,4,04-06,Mwh
85274.5,5024,281,8565.9,67918.6,1884.7,736.3,0.0,0.0,0.0,743,23,2022-04-06,2022-04-06 23:00:00,2022,4,04-06,Mwh
80553.9,5024,278,8018.9,64133.0,1882.7,746.3,0.0,0.0,0.0,347,0,2022-04-07,2022-04-07 00:00:00,2022,4,04-07,Mwh
79629.7,5021,280,7947.9,63403.8,1883.7,702.3,0.0,0.0,0.0,245,1,2022-04-07,2022-04-07 01:00:00,2022,4,04-07,Mwh
82208.1,5023,280,8219.9,65176.2,1885.7,603.3,0.0,0.0,0.0,906,2,2022-04-07,2022-04-07 02:00:00,2022,4,04-07,Mwh
85152.3,5022,278,8907.9,66213.5,1886.7,479.2,0.0,0.0,0.0,2250,3,2022-04-07,2022-04-07 03:00:00,2022,4,04-07,Mwh
86658.4,5020,280,9329.9,67090.6,1887.7,367.2,0.0,0.0,0.0,2575,4,2022-04-07,2022-04-07 04:00:00,2022,4,04-07,Mwh
87336.5,5023,280,9067.9,67584.7,1887.7,342.2,0.0,218.0,0.0,2819,5,2022-04-07,2022-04-07 05:00:00,2022,4,04-07,Mwh
89046.9,5021,278,8639.9,66543.8,1880.7,333.3,0.0,4889.2,0.0,1339,6,2022-04-07,2022-04-07 06:00:00,2022,4,04-07,Mwh
90935.1,5024,279,8132.9,58330.7,1871.7,309.2,0.0,16288.6,0.0,593,7,2022-04-07,2022-04-07 07:00:00,2022,4,04-07,Mwh
97973.6,5022,278,7981.9,53949.1,1863.7,326.1,0.0,29242.8,0.0,-809,8,2022-04-07,2022-04-07 08:00:00,2022,4,04-07,Mwh
103077.2,5023,276,7663.9,50065.1,1860.7,356.2,0.0,40091.3,5.0,-2365,9,2022-04-07,2022-04-07 09:00:00,2022,4,04-07,Mwh
104163.2,5021,275,7352.9,48464.9,1872.7,439.2,0.0,46063.5,639.0,-5425,10,2022-04-07,2022-04-07 10:00:00,2022,4,04-07,Mwh
103689.3,5023,276,7300.9,48795.8,1880.7,547.3,0.0,46315.6,1324.0,-6525,11,2022-04-07,2022-04-07 11:00:00,2022,4,04-07,Mwh
99124.9,5022,274,7076.9,48221.0,1890.7,602.3,0.0,45042.0,1848.0,-9072,12,2022-04-07,2022-04-07 12:00:00,2022,4,04-07,Mwh
101473.3,5021,274,7217.9,51129.1,1879.7,650.5,0.0,40066.1,730.0,-4821,13,2022-04-07,2022-04-07 13:00:00,2022,4,04-07,Mwh
100657.5,5020,276,7581.9,55689.2,1871.7,759.8,0.0,32553.9,228.0,-3152,14,2022-04-07,2022-04-07 14:00:00,2022,4,04-07,Mwh
99271.6,5022,276,8049.9,62577.9,1882.7,873.8,0.0,22485.3,3.0,-1964,15,2022-04-07,2022-04-07 15:00:00,2022,4,04-07,Mwh
100013.3,5023,277,8988.9,69206.9,1903.7,852.7,0.0,11858.1,0.0,1797,16,2022-04-07,2022-04-07 16:00:00,2022,4,04-07,Mwh
100099.1,5015,277,9934.9,72563.1,1920.7,755.8,0.0,3589.6,0.0,5912,17,2022-04-07,2022-04-07 17:00:00,2022,4,04-07,Mwh
102333.7,5015,276,10879.9,72777.6,1926.7,809.2,0.0,219.3,0.0,10261,18,2022-04-07,2022-04-07 18:00:00,2022,4,04-07,Mwh
100283.7,5017,278,10917.9,72434.6,1924.7,815.5,0.0,0.0,0.0,8736,19,2022-04-07,2022-04-07 19:00:00,2022,4,04-07,Mwh
96657.3,5021,276,10261.9,72746.7,1918.7,897.0,0.0,0.0,0.0,5364,20,2022-04-07,2022-04-07 20:00:00,2022,4,04-07,Mwh
92556.5,5023,279,9648.9,71356.5,1893.7,1036.4,0.0,0.0,0.0,3168,21,2022-04-07,2022-04-07 21:00:00,2022,4,04-07,Mwh
88404.1,5023,277,8770.9,70360.2,1884.7,1219.3,0.0,0.0,0.0,729,22,2022-04-07,2022-04-07 22:00:00,2022,4,04-07,Mwh
84745.3,5021,278,8287.9,67380.5,1891.7,1389.2,0.0,0.0,0.0,342,23,2022-04-07,2022-04-07 23:00:00,2022,4,04-07,Mwh
80148.7,5022,278,7869.9,63276.8,1890.7,1477.3,0.0,0.0,0.0,212,0,2022-04-08,2022-04-08 00:00:00,2022,4,04-08,Mwh
79211.6,5022,276,8015.9,62126.5,1882.7,1522.5,0.0,0.0,0.0,253,1,2022-04-08,2022-04-08 01:00:00,2022,4,04-08,Mwh
