demand,nuclear,geothermal,hydroelectric,fossil_fuel_fired,biomass,wind,wind_regulated,photovoltaic,photovoltaic_regulated,pumped_storage_hydroelectricity,hour,date,datetime,year,month,month_date,unit
95523.2,9144,230,3791.0,78752.9,1266.9,1384.4,0.0,0.0,0.0,962,0,2019-01-01 00:00:00,2019-01-01 00:00:00,2019,1,01-01,Mwh
93129.1,9146,231,3881.0,76501.1,1265.9,1354.1,0.0,0.0,0.0,744,1,2019-01-01 00:00:00,2019-01-01 01:00:00,2019,1,01-01,Mwh
92090.7,9146,230,4109.0,75287.6,1262.9,1353.2,0.0,0.0,0.0,700,2,2019-01-01 00:00:00,2019-01-01 02:00:00,2019,1,01-01,Mwh
90745.0,9146,232,4421.0,73622.0,1263.9,1332.1,0.0,0.0,0.0,727,3,2019-01-01 00:00:00,2019-01-01 03:00:00,2019,1,01-01,Mwh
88693.4,9148,232,4281.0,72225.8,1262.9,1404.7,0.0,0.0,0.0,146,4,2019-01-01 00:00:00,2019-01-01 04:00:00,2019,1,01-01,Mwh
86387.7,9146,231,3959.0,70426.1,1260.9,1432.7,0.0,0.0,0.0,-64,5,2019-01-01 00:00:00,2019-01-01 05:00:00,2019,1,01-01,Mwh
86575.4,9147,231,4018.0,70637.8,1265.9,1437.7,0.0,0.0,0.0,-160,6,2019-01-01 00:00:00,2019-01-01 06:00:00,2019,1,01-01,Mwh
89175.3,9144,230,4033.0,71929.7,1213.9,1388.0,0.0,1456.7,0.0,-220,7,2019-01-01 00:00:00,2019-01-01 07:00:00,2019,1,01-01,Mwh
92694.6,9145,230,3737.0,68928.2,1142.2,1354.2,0.0,8382.0,0.0,-219,8,2019-01-01 00:00:00,2019-01-01 08:00:00,2019,1,01-01,Mwh
89838.3,9146,231,3491.0,60785.1,1103.2,1369.9,0.0,15330.1,0.0,-1608,9,2019-01-01 00:00:00,2019-01-01 09:00:00,2019,1,01-01,Mwh
84957.5,9146,229,3288.0,56295.1,1086.2,1461.3,0.0,20264.9,0.0,-6804,10,2019-01-01 00:00:00,2019-01-01 10:00:00,2019,1,01-01,Mwh
81418.8,9143,231,3346.0,55120.7,1082.2,1462.4,0.0,21977.5,0.0,-10943,11,2019-01-01 00:00:00,2019-01-01 11:00:00,2019,1,01-01,Mwh
79314.7,9143,229,3335.0,55297.4,1093.2,1436.0,0.0,20924.1,0.0,-12146,12,2019-01-01 00:00:00,2019-01-01 12:00:00,2019,1,01-01,Mwh
77881.8,9145,231,3326.0,56471.1,1112.2,1421.1,0.0,17488.4,0.0,-11316,13,2019-01-01 00:00:00,2019-01-01 13:00:00,2019,1,01-01,Mwh
78013.7,9143,229,3428.0,58499.9,1140.2,1344.0,0.0,11624.6,0.0,-7397,14,2019-01-01 00:00:00,2019-01-01 14:00:00,2019,1,01-01,Mwh
80098.2,9144,233,3758.0,61643.4,1184.2,1302.3,0.0,4859.3,0.0,-2025,15,2019-01-01 00:00:00,2019-01-01 15:00:00,2019,1,01-01,Mwh
85623.3,9143,232,4581.0,68839.1,1208.2,1301.2,0.0,610.8,0.0,-296,16,2019-01-01 00:00:00,2019-01-01 16:00:00,2019,1,01-01,Mwh
93964.6,9141,230,5764.0,75588.1,1213.2,1229.3,0.0,14.0,0.0,789,17,2019-01-01 00:00:00,2019-01-01 17:00:00,2019,1,01-01,Mwh
96124.3,9142,232,6338.0,76882.0,1213.2,1208.1,0.0,0.0,0.0,1113,18,2019-01-01 00:00:00,2019-01-01 18:00:00,2019,1,01-01,Mwh
95794.9,9143,231,6078.0,76840.9,1222.2,1224.8,0.0,0.0,0.0,1058,19,2019-01-01 00:00:00,2019-01-01 19:00:00,2019,1,01-01,Mwh
95464.4,9140,228,5611.0,76592.0,1220.9,1213.5,0.0,0.0,0.0,1461,20,2019-01-01 00:00:00,2019-01-01 20:00:00,2019,1,01-01,Mwh
94227.9,9141,231,5025.0,75553.3,1212.9,1298.7,0.0,0.0,0.0,1772,21,2019-01-01 00:00:00,2019-01-01 21:00:00,2019,1,01-01,Mwh
90407.7,9145,233,4327.0,72061.5,1243.9,1347.3,0.0,0.0,0.0,2052,22,2019-01-01 00:00:00,2019-01-01 22:00:00,2019,1,01-01,Mwh
88173.9,9146,234,4114.0,70083.9,1278.9,1377.1,0.0,0.0,0.0,1937,23,2019-01-01 00:00:00,2019-01-01 23:00:00,2019,1,01-01,Mwh
83806.3,9144,228,3573.0,67941.1,1283.9,1350.3,0.0,0.0,0.0,280,0,2019-01-02 00:00:00,2019-01-02 00:00:00,2019,1,01-02,Mwh
82533.9,9145,227,3575.0,66747.7,1284.9,1301.3,0.0,0.0,0.0,254,1,2019-01-02 00:00:00,2019-01-02 01:00:00,2019,1,01-02,Mwh
83763.2,9146,229,3868.0,67072.5,1278.9,1301.8,0.0,0.0,0.0,870,2,2019-01-02 00:00:00,2019-01-02 02:00:00,2019,1,01-02,Mwh
84167.1,9146,227,4457.0,66710.4,1280.9,1348.8,0.0,0.0,0.0,1004,3,2019-01-02 00:00:00,2019-01-02 03:00:00,2019,1,01-02,Mwh
83281.4,9146,228,4453.0,65995.8,1279.9,1389.7,0.0,0.0,0.0,796,4,2019-01-02 00:00:00,2019-01-02 04:00:00,2019,1,01-02,Mwh
82352.1,9147,228,3729.0,66403.7,1279.9,1402.5,0.0,0.0,0.0,159,5,2019-01-02 00:00:00,2019-01-02 05:00:00,2019,1,01-02,Mwh
83554.3,9146,227,3564.0,68082.1,1278.9,1386.3,0.0,0.0,0.0,-131,6,2019-01-02 00:00:00,2019-01-02 06:00:00,2019,1,01-02,Mwh
87447.1,9143,227,3957.0,70103.2,1229.9,1367.3,0.0,1253.7,0.0,169,7,2019-01-02 00:00:00,2019-01-02 07:00:00,2019,1,01-02,Mwh
91988.3,9147,229,4055.0,68195.0,1178.2,1376.9,0.0,7244.2,0.0,565,8,2019-01-02 00:00:00,2019-01-02 08:00:00,2019,1,01-02,Mwh
91278.1,9143,229,3651.0,61712.3,1136.2,1427.3,0.0,13847.3,0.0,131,9,2019-01-02 00:00:00,2019-01-02 09:00:00,2019,1,01-02,Mwh
87819.3,9143,230,3377.0,56596.4,1111.2,1439.3,0.0,19168.4,0.0,-3236,10,2019-01-02 00:00:00,2019-01-02 10:00:00,2019,1,01-02,Mwh
84735.8,9141,227,3291.0,54501.5,1111.2,1518.5,0.0,20923.6,0.0,-5980,11,2019-01-02 00:00:00,2019-01-02 11:00:00,2019,1,01-02,Mwh
