datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-03-01 00:00:00,0,SE,5058,325,106,0,13712,5907,2201
2022-03-01 01:00:00,0,SE,5057,324,2,0,14171,5977,3240
2022-03-01 02:00:00,0,SE,5057,314,0,0,14408,5938,2978
2022-03-01 03:00:00,0,SE,5063,315,0,0,14493,5821,2221
2022-03-01 04:00:00,0,SE,5062,308,0,0,14036,5704,1727
2022-03-01 05:00:00,0,SE,5067,308,-1,0,13093,5529,1520
2022-03-01 06:00:00,0,SE,5073,297,0,-1,13169,5406,1497
2022-03-01 07:00:00,0,SE,5072,296,-1,0,12736,5219,1509
2022-03-01 08:00:00,0,SE,5082,297,-1,0,12819,5180,1524
2022-03-01 09:00:00,0,SE,5073,296,-1,0,13276,5154,1526
2022-03-01 10:00:00,0,SE,5076,291,0,-2,13467,5139,1758
2022-03-01 11:00:00,0,SE,5078,298,-1,-2,14518,5187,2703
2022-03-01 12:00:00,0,SE,5079,299,0,-3,15838,6165,3672
2022-03-01 13:00:00,0,SE,5083,297,248,-1,16548,6797,4045
2022-03-01 14:00:00,0,SE,5079,300,1528,0,15854,6287,3578
2022-03-01 15:00:00,0,SE,5075,293,2711,0,13925,5984,2877
2022-03-01 16:00:00,0,SE,5067,285,3220,0,12598,5892,1713
2022-03-01 17:00:00,0,SE,5054,289,3447,0,11464,5657,1455
2022-03-01 18:00:00,0,SE,5058,295,3549,0,10887,5449,1364
2022-03-01 19:00:00,0,SE,5046,289,3543,0,10697,5361,1382
2022-03-01 20:00:00,0,SE,5043,297,3577,0,10138,5297,1409
2022-03-01 21:00:00,0,SE,5042,303,3438,0,10270,5333,1395
2022-03-01 22:00:00,0,SE,5039,298,3026,-1,10714,5470,1367
2022-03-01 23:00:00,0,SE,5033,300,1547,-2,11606,5584,1492
2022-03-02 00:00:00,0,SE,5040,302,155,0,12876,5779,2083
2022-03-02 01:00:00,0,SE,5034,294,-1,0,13771,5893,2621
2022-03-02 02:00:00,0,SE,5037,295,0,-2,13658,5638,2662
2022-03-02 03:00:00,0,SE,5039,298,0,-1,13974,5166,1962
2022-03-02 04:00:00,0,SE,5042,291,0,-2,13688,4913,1565
2022-03-02 05:00:00,0,SE,5047,299,0,0,12625,4825,1459
2022-03-02 06:00:00,0,SE,5045,297,-2,-2,11875,4817,1472
2022-03-02 07:00:00,0,SE,5050,285,0,0,11965,4756,1449
2022-03-02 08:00:00,0,SE,5053,274,0,0,12125,4772,1430
2022-03-02 09:00:00,0,SE,5057,273,0,0,12724,4756,1419
2022-03-02 10:00:00,0,SE,5048,271,0,0,13458,4769,1441
2022-03-02 11:00:00,0,SE,5058,278,0,-1,14684,4821,2163
2022-03-02 12:00:00,0,SE,5059,283,-1,0,15593,5482,3770
2022-03-02 13:00:00,0,SE,5054,288,412,-1,16161,6170,4226
2022-03-02 14:00:00,0,SE,5057,285,2299,0,14775,5288,3588
2022-03-02 15:00:00,0,SE,5056,286,3235,-1,13507,5205,2275
2022-03-02 16:00:00,0,SE,5038,286,3507,0,12062,5138,1831
2022-03-02 17:00:00,0,SE,5034,284,3537,0,11589,4938,1517
2022-03-02 18:00:00,0,SE,5029,288,3629,0,11282,4746,1541
2022-03-02 19:00:00,0,SE,5018,283,3579,-1,11508,4736,1541
2022-03-02 20:00:00,0,SE,5015,279,3544,-1,11348,4633,1647
2022-03-02 21:00:00,0,SE,5006,260,3396,0,11822,4728,1627
2022-03-02 22:00:00,0,SE,5005,268,3014,-1,12103,4867,1618
2022-03-02 23:00:00,0,SE,5004,280,1569,-2,12927,5256,1605
