unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2015,1,3931.0303,3883.404,223.5915,5219.83,2898.7035,4936.718,667.74,641.539,8038.025799999999,14364.5305,22402.5563,0.17547239910295415,0.17334646760825237,0.009980624398654004,0.2330015347400332,0.12939164000672548,0.2203640483653198,0.029806419903964262,0.0286368658740967,0.3587994911098605,0.6412005088901395
Gwh,2015,2,2595.828655,3185.37,213.213,4703.972,3892.45875,6032.8635,659.1575,544.480247,5994.411654999999,15832.931997,21827.343652,0.11892554111879522,0.14593484442199317,0.009768160679527474,0.21550822101840977,0.178329475728181,0.2763901827076984,0.03019870445571157,0.024944869869683396,0.2746285462203158,0.7253714537796841
Gwh,2015,3,2505.791,3252.474,224.53,5193.999,4125.970667,4902.465,1083.067,577.521243,5982.795,15883.02291,21865.81791,0.1145985487629079,0.14874696265135046,0.010268538818175861,0.23753966219688508,0.1886950071560346,0.22420679711953204,0.04953242565441267,0.026412057640701352,0.27361405023243424,0.7263859497675657
Gwh,2015,4,2753.3605,3222.3735,239.379,4705.042295,2822.002904,3945.946,1089.282,476.71225699999997,6215.113,13038.985456,19254.098456,0.14300126834253266,0.16736039380726433,0.012432625736646954,0.24436575442636763,0.14656634848154118,0.20494057454922573,0.05657403292547077,0.02475900173095074,0.322794287886444,0.6772057121135561
Gwh,2015,5,2635.5545,3251.5255,249.1635,3707.1828250000003,3163.261108,4799.9585,1544.172,596.217683,6136.2435,13810.792116,19947.035616,0.13212762792111116,0.1630079557982978,0.012491254580211403,0.18585131627410237,0.1585830179930431,0.24063517970308512,0.07741360820358602,0.029890039526562998,0.3076268382996203,0.6923731617003797
Gwh,2015,6,4158.868738,3418.965,227.2855,3775.5535,2491.461,2890.553,1577.105,644.816639,7805.119238,11379.489139000001,19184.608377,0.2167815290400181,0.1782139584407113,0.011847283798218552,0.19680117653725093,0.12986770180760931,0.1506704199114859,0.08220678624280682,0.033611144221899064,0.40684277127894797,0.5931572287210521
Gwh,2015,7,4400.852105999999,5052.283,274.649,4807.014,2095.0685,3083.489,1745.407,671.831598,9727.784106,12402.810098,22130.594203999997,0.19885828936326377,0.22829405091557933,0.012410376218021229,0.2172112486311441,0.0946684251081395,0.13933150513611942,0.078868510439025,0.030357594188707763,0.4395627164968643,0.5604372835031358
Gwh,2015,8,4168.116081,3784.767,239.846,4972.042,1840.31,3241.372,1369.262,682.999223,8192.729081,12105.985223,20298.714303999997,0.2053389204152031,0.18645353313111984,0.011815822244108177,0.24494369079426012,0.09066140704474837,0.15968361106305465,0.06745560233488175,0.03364741297262411,0.40360827579043107,0.596391724209569
Gwh,2015,9,3841.3518139999996,3510.374,250.243,4876.589,1798.4185,3000.832,1164.965,654.321181,7601.968813999999,11495.125681,19097.094494999998,0.20114849486688893,0.18381717705377046,0.013103721095662936,0.25535764098966934,0.09417236221305089,0.15713552659990648,0.06100221163512654,0.03426286554592451,0.39806939301632227,0.6019306069836777
Gwh,2015,10,3704.546208,3649.544,237.325,4111.171,1923.1155,3905.269,696.698,699.040714,7591.415208,11335.294214,18926.709422,0.1957311292418277,0.19282506634554492,0.012539158007262399,0.21721530712683018,0.10160854996614531,0.20633639545713103,0.03681030782826798,0.03693408602699052,0.40109535359463505,0.598904646405365
Gwh,2015,11,3682.854,3731.734,251.935,3970.773,2201.4015,3706.943,729.959,664.838085,7666.523,11273.914585,18940.437585,0.19444397646423225,0.1970246982548793,0.013301435031232938,0.20964526200517558,0.11622759453791151,0.19571580558073998,0.038539711488930734,0.0351015166368977,0.4047701097503445,0.5952298902496556
Gwh,2015,12,3731.253,4358.228,262.31,4847.995,1797.4305,3527.485,443.024,628.803784,8351.791,11244.738284,19596.529284,0.19040376721435365,0.22239795306806534,0.013385533540072759,0.2473904909252603,0.09172187962220177,0.18000559940377248,0.022607268541257268,0.032087507685016455,0.4261872538224917,0.5738127461775082
