unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2015,1,0.0,0.0,6082.5535,5385.2875,672.1632519999999,3338.309,26.634494,44.329286999999994,6082.5535,9466.723533000002,15549.277033000002,0.0,0.0,0.3911791838997457,0.34633684180755697,0.04322794240359071,0.21469223250155978,0.0017129088345055532,0.0028508905530411862,0.3911791838997457,0.6088208161002543,0.0
Gwh,2015,2,0.0,0.0,6888.824,5473.4285,590.72275,2517.168,22.533,42.991713000000004,6888.824,8646.843963,15535.667963,0.0,0.0,0.4434198784633229,0.3523136895713533,0.03802364670813479,0.16202509000545895,0.001450404324658905,0.002767290927071161,0.4434198784633229,0.556580121536677,0.0
Gwh,2015,3,0.0,0.0,6604.844,5285.5415,646.455,2884.769,38.877500999999995,31.0295,6604.844,8886.672501000001,15491.516501,0.0,0.0,0.42635231996645695,0.3411894180701296,0.04172961375074354,0.18621604926888752,0.0025095994312429254,0.0020029995125394598,0.42635231996645695,0.573647680033543,0.0
Gwh,2015,4,2950.0468760000003,0.0,6233.7085,5263.5055,514.41225,1758.6565,36.5635,31.95175,9183.755376000001,7605.0895,16788.844876000003,0.1757147021006283,0.0,0.37130061931248254,0.31351206940534004,0.030640121687904972,0.10475148903865539,0.0021778448886777355,0.001903153566310907,0.5470153214131108,0.452984678586889,0.0
Gwh,2015,5,4230.4946279999995,0.0,6670.83325,5375.21875,557.811752,3109.2205,45.021488,392.12200199999995,10901.327877999998,9479.394492000001,20380.722369999996,0.20757334068919955,0.0,0.32731093279693213,0.2637403450386141,0.027369577087271814,0.15255693314269902,0.0022090231731074802,0.01923984807217606,0.5348842734861317,0.46511572651386857,0.0
Gwh,2015,6,4001.770258,0.0,7336.0295,5179.163,470.72825,2151.83675,49.281487999999996,286.92440600000003,11337.799758,8137.933894000001,19475.733652,0.2054746860634465,0.0,0.37667538646209864,0.26592903212496655,0.024169988068801714,0.11048809705707922,0.0025304047015933177,0.01473240552201407,0.5821500725255451,0.41784992747445493,0.0
Gwh,2015,7,4102.138748,0.0,7382.901,5378.862,503.42325,2301.94,45.265744,346.828071,11485.039748,8576.319065,20061.358813000003,0.20447960610433652,0.0,0.36801599875756125,0.2681205221509937,0.025094175060254426,0.11474496924447188,0.002256364806688331,0.017288363875693765,0.5724956048618978,0.42750439513810207,0.0
Gwh,2015,8,3761.668502,0.0,7474.256,5097.488,430.77975,2269.855,44.558,434.136102,11235.924502,8276.816852,19512.741354,0.19278011396532344,0.0,0.3830448968908113,0.2612389467743877,0.02207684415965943,0.11632681225155955,0.002283533573864846,0.022248852384393676,0.5758250108561347,0.4241749891438652,0.0
Gwh,2015,9,3801.317002,0.0,8239.887,5036.189,334.64,2008.083,37.250248,342.69100099999997,12041.204002,7758.853249,19800.057251000002,0.19198515205343733,0.0,0.4161547057942898,0.2543522443474575,0.016900961232478202,0.1014180400866559,0.0018813202167947609,0.01730757626888641,0.6081398578477272,0.3918601421522728,0.0
Gwh,2015,10,4308.572504,0.0,7869.3765,5781.099,354.786,2289.271,34.586752,274.091972,12177.949004,8733.834724,20911.783728,0.20603562852608323,0.0,0.37631302056090205,0.2764517400904138,0.016965841107325363,0.10947277524369012,0.0016539360032539832,0.013107058468331536,0.5823486490869852,0.4176513509130148,0.0
Gwh,2015,11,4018.736834,0.0,7809.4995,5534.78075,649.83525,4314.3075,29.552742,187.809584,11828.236334,10716.285826000001,22544.52216,0.178257796083623,0.0,0.34640341651845413,0.24550446049462862,0.028824529763286852,0.1913683274979646,0.0013108613165656025,0.008330608325477145,0.5246612126020771,0.4753387873979229,0.0
Gwh,2015,12,3747.736418,0.0,7184.7125,6137.53225,871.315,5097.3435,24.137995999999998,114.047842,10932.448918,12244.376588,23176.825505999997,0.16170188695728796,0.0,0.3099955383510148,0.2648133260705234,0.03759423393744906,0.21993277287609572,0.0010414711882674,0.004920770619361801,0.4716974253083028,0.5283025746916973,0.0
