unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2015,1,348.297,0.0,31.2865,516.891,302.471,0.0,0.512,13.987,379.5835,833.861,1213.4445,0.2870316689391233,0.0,0.025783214642284835,0.42597003818468826,0.2492664477032118,0.0,0.00042193936352260034,0.01152669116716916,0.31281488358140813,0.6871851164185918,5.364
Gwh,2015,2,295.729,0.0,31.3225,468.016,231.892,0.0,0.5465,13.15,327.0515,713.6045,1040.656,0.2841755584938731,0.0,0.030098803062683543,0.4497317076920712,0.2228325210251995,0.0,0.0005251495210713243,0.0126362602051014,0.31427436155655664,0.6857256384434435,5.158
Gwh,2015,3,322.703,0.0,33.3325,518.099,255.403,0.0,0.8325,15.921,356.0355,790.2555,1146.291,0.28151926517786496,0.0,0.029078567309697104,0.4519785988025729,0.22280817000220712,0.0,0.0007262553749440587,0.013889143332713945,0.31059783248756206,0.689402167512438,6.299
Gwh,2015,4,330.555,0.0,22.501,497.528365,239.621,0.0,1.0625,12.505,353.056,750.716865,1103.772865,0.2994773748129784,0.0,0.02038553466342009,0.45075248792241335,0.21709267150719458,0.0,0.0009626074654408179,0.011329323628552873,0.3198629094763985,0.6801370905236016,3.461
Gwh,2015,5,224.829,0.0,16.026,506.161635,380.294,0.0,0.969,15.264,240.855,902.688635,1143.543635,0.19660727681808138,0.0,0.01401433186237795,0.4426255540305639,0.3325574891595632,0.0,0.0008473660036593182,0.013347982125754212,0.21062160868045932,0.7893783913195407,6.767
Gwh,2015,6,302.953,0.0,10.542,492.893,371.402,0.0,1.4245,16.048,313.495,881.7675,1195.2625,0.2534614781271896,0.0,0.00881981991403562,0.41237217765971906,0.31072839648194434,0.0,0.001191788414678784,0.013426339402432519,0.26228129804122524,0.7377187019587748,6.837
Gwh,2015,7,461.535,0.0,9.485,504.1265,312.552,0.0,1.299,15.991,471.02,833.9685,1304.9885,0.353669783296941,0.0,0.007268263283546177,0.38630723565763225,0.2395055588612467,0.0,0.0009954110706722702,0.01225374782996172,0.3609380465804871,0.6390619534195129,6.516
Gwh,2015,8,284.452,0.0,7.226,504.463,320.463,0.0,0.7665,14.134,291.678,839.8265,1131.5045,0.2513927253493026,0.0,0.006386187593597727,0.4458338433475077,0.28321849360740503,0.0,0.000677416660737982,0.012491333441448973,0.25777891294290034,0.7422210870570997,4.714
Gwh,2015,9,344.505,0.0,8.904,496.48,351.842,0.0,0.7295,16.191,353.409,865.2425,1218.6515,0.2826936166738399,0.0,0.007306436663804213,0.40740113149657636,0.28871420582504514,0.0,0.0005986124827319378,0.013285996858002472,0.2900000533376441,0.7099999466623559,6.989
Gwh,2015,10,299.565,0.0,30.549,516.316,457.459,0.0,0.701,18.308,330.114,992.784,1322.898,0.2264460298526417,0.0,0.023092483320709536,0.3902916173431361,0.34580065885654077,0.0,0.0005298972407547672,0.01383931338621723,0.24953851317335124,0.7504614868266488,6.878
Gwh,2015,11,344.693,0.0,36.004,501.029,253.729,0.0,0.542,17.876,380.697,773.176,1153.873,0.29872698295219663,0.0,0.031202740682900108,0.43421503059695477,0.2198933504813788,0.0,0.0004697224044587229,0.015492172882110944,0.32992972363509676,0.6700702763649032,6.288
Gwh,2015,12,376.22,0.0,42.4655,515.396,178.852,0.0,0.4975,19.51,418.6855,714.2555,1132.941,0.3320737796584288,0.0,0.03748253439499497,0.4549186586062292,0.15786523746602868,0.0,0.00043912260214786116,0.017220667272170396,0.36955631405342376,0.6304436859465762,7.142
