unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2015,7,0.0,113.3925,0.0,0.0,0.0,3.3375,0.0,0.0,113.3925,3.3375,116.73,0.0,0.971408378308918,0.0,0.0,0.0,0.02859162169108198,0.0,0.0,0.971408378308918,0.02859162169108198,0.0
Gwh,2015,8,0.0,478.782,0.0,0.0,0.0,16.84975,0.0,0.0,478.782,16.84975,495.63175,0.0,0.9660034894858934,0.0,0.0,0.0,0.033996510514106494,0.0,0.0,0.9660034894858934,0.033996510514106494,0.0
Gwh,2015,9,0.0,427.085,0.0,0.0,0.0,14.31725,0.0,0.0,427.085,14.31725,441.40225,0.0,0.9675641662451879,0.0,0.0,0.0,0.03243583375481208,0.0,0.0,0.9675641662451879,0.03243583375481208,0.0
Gwh,2015,10,0.0,339.193,0.0,0.0,0.0,12.2645,0.0,0.0,339.193,12.2645,351.4575,0.0,0.9651038888059011,0.0,0.0,0.0,0.03489611119409886,0.0,0.0,0.9651038888059011,0.03489611119409886,0.0
Gwh,2015,11,0.0,281.61475,0.0,0.0,0.0,16.66575,0.0,0.0,281.61475,16.66575,298.2805,0.0,0.9441272560559607,0.0,0.0,0.0,0.055872743944039245,0.0,0.0,0.9441272560559607,0.055872743944039245,0.0
Gwh,2015,12,0.0,340.69875,0.0,0.0,0.0,14.7855,0.0,0.0,340.69875,14.7855,355.48425,0.0,0.9584074399920672,0.0,0.0,0.0,0.04159256000793285,0.0,0.0,0.9584074399920672,0.04159256000793285,0.0
