"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Lithuania (LT)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","54","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","14","n/e","0","19","n/e","247"
"Lithuania (LT)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","54","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","35","0","24","n/e","n/e","n/e","14","n/e","0","19","n/e","263"
"Lithuania (LT)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","54","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","14","n/e","0","19","n/e","251"
"Lithuania (LT)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","54","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","14","n/e","0","19","n/e","265"
"Lithuania (LT)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","14","n/e","0","19","n/e","268"
"Lithuania (LT)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","13","n/e","0","19","n/e","317"
"Lithuania (LT)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","110","0","24","n/e","n/e","n/e","13","n/e","1","18","n/e","344"
"Lithuania (LT)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","115","0","24","n/e","n/e","n/e","13","n/e","3","18","n/e","343"
"Lithuania (LT)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","45","0","24","n/e","n/e","n/e","13","n/e","5","18","n/e","334"
"Lithuania (LT)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","0","0","24","n/e","n/e","n/e","13","n/e","5","18","n/e","288"
"Lithuania (LT)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","55","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","1","0","24","n/e","n/e","n/e","13","n/e","4","18","n/e","283"
"Lithuania (LT)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","162","0","24","n/e","n/e","n/e","13","n/e","3","18","n/e","231"
"Lithuania (LT)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","192","0","24","n/e","n/e","n/e","13","n/e","1","18","n/e","190"
"Lithuania (LT)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","192","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","184"
"Lithuania (LT)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","238","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","126"
"Lithuania (LT)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","57","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","423","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","94"
"Lithuania (LT)","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","402","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","73"
"Lithuania (LT)","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","56","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","382","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","45"
"Lithuania (LT)","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","57","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","408","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","20"
"Lithuania (LT)","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","57","n/e","n/e","37","n/e","n/e","n/e","n/e","n/e","305","0","24","n/e","n/e","n/e","13","n/e","0","18","n/e","9"
