unit,date,year,month,month_date,weekday,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2022-01-01,2022,1,01-01,Saturday,398.64121500380423,1270.6916077624912,28.118138171204432,656.5612421875,447.3622036132818,77.61864744743659,127.00724781442293,35.01521630890484,1697.4509609375,1343.564557371546,3041.015518309046,0.13108818833830493,0.41785107642892205,0.009246298811010177,0.21590197032357808,0.14710947738340946,0.025523923498620083,0.04176474833809635,0.011514316878058886,0.5581855635782372,0.44181443642176277
Gwh,2022-01-02,2022,1,01-02,Sunday,415.6682666211012,1324.966305863719,29.319140405804827,632.214146484375,454.81745678711,77.99494503976804,127.62298286177192,35.18497115552117,1769.953712890625,1327.8345023285463,3097.7882152191714,0.13418227384911538,0.4277136504536597,0.009464539977833981,0.20408565807641735,0.14682006166613662,0.025177623394841996,0.04119809812522722,0.011358094456767697,0.571360464280609,0.4286395357193909
Gwh,2022-01-03,2022,1,01-03,Monday,430.13297266825373,1371.0733813267832,30.339407723713254,631.648103515625,468.37879174804726,78.41830883986447,128.31573225695965,35.37595844433955,1831.54576171875,1342.136894804836,3173.682656523586,0.13553118544606355,0.4320133830988132,0.009559685389889196,0.19902686307254325,0.14758211278159228,0.024708931965416774,0.04043117921484789,0.0111466590308339,0.5771042539347659,0.42289574606523406
Gwh,2022-01-04,2022,1,01-04,Tuesday,437.4049391466647,1394.253189204799,30.852335515723865,631.633283203125,463.30217944335976,78.51211540231772,128.46922775985655,35.418276330356825,1862.5104638671876,1337.3350821390156,3199.845546006203,0.13669564135450202,0.4357251527171356,0.009641820229176791,0.19739492863694005,0.14478891958445222,0.02453622034985732,0.04014857152096037,0.011068745606975669,0.5820626143008144,0.4179373856991856
Gwh,2022-01-05,2022,1,01-05,Wednesday,448.2956093792335,1428.9678216777659,31.620508396125786,630.570859375,464.5577861328131,78.29131360881962,128.10793019764802,35.3186685322956,1908.8839394531253,1336.8465578465762,3245.7304972997013,0.13811855597752026,0.44026077422835985,0.00974218544097626,0.19427702327707308,0.14312888470540108,0.0241213229730424,0.039469675718371545,0.010881577679255596,0.5881215156468564,0.41187848435314367
Gwh,2022-01-06,2022,1,01-06,Thursday,444.45701432470645,1416.7320810222502,31.349753285855854,616.92401953125,466.0773291015629,78.34917129458258,128.20260262077468,35.344769211046724,1892.5388486328125,1324.8978917592167,3217.436740392029,0.13814009417650633,0.4403294284659745,0.009743704636764992,0.19174394690851973,0.14485982684612894,0.024351425565257923,0.03984619216014604,0.010985381240701607,0.5882132272792459,0.4117867727207542
Gwh,2022-01-07,2022,1,01-07,Friday,432.05779403018266,1377.2088591925672,30.475174902250195,628.203388671875,456.5310441894538,78.32677360149741,128.16595331742184,35.33466519488581,1839.7418281250002,1326.561824975134,3166.303653100134,0.1364549460084645,0.4349579225745261,0.009624842794977006,0.19840276154714342,0.14418422684838308,0.024737606427863452,0.04047809918418099,0.01115959461446143,0.5810377113779677,0.41896228862203244
Gwh,2022-01-08,2022,1,01-08,Saturday,438.7406581219893,1398.5108696161383,30.9465503868724,641.15769921875,457.02973071289085,78.36683287013547,128.2315022238573,35.35273667645198,1868.198078125,1340.1385017020857,3208.3365798270856,0.13675019662233673,0.4358990507447044,0.009645668282266156,0.19984115857735396,0.14245068101225297,0.024426001113124818,0.03996821998980181,0.011019023658159124,0.5822949156493074,0.4177050843506927
Gwh,2022-01-09,2022,1,01-09,Sunday,436.95622043524116,1392.8228727212252,30.8206851638462,658.022927734375,456.38326831054724,78.4511619508557,128.36948974109984,35.39077909408816,1860.5997783203127,1356.617626830966,3217.217405151279,0.13581805809442796,0.43292780602613096,0.009579919937800089,0.20453169458824114,0.14185652097362297,0.02438478724665696,0.03990078181709442,0.011000431316025417,0.578325784058359,0.4216742159416409
Gwh,2022-01-10,2022,1,01-10,Monday,461.27380657820515,1470.3365654100528,32.535924886742144,686.8403984375,462.6705798339849,80.31658620469135,131.4218799627458,36.232306689633624,1964.1462968750002,1397.4817511285555,3361.6280480035557,0.1372173839554177,0.4373882370130967,0.009678621317449137,0.20431778549843105,0.1376328889535418,0.023892169228059222,0.03909471187355074,0.010778202160453684,0.5842842422859635,0.41571575771403646
