"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Slovenia (SI)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","9","321","n/e","56","n/e","0","n/e","n/e","n/e","0","","242","n/e","n/e","696","n/e","n/e","0","12","n/e","2"
"Slovenia (SI)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","9","310","n/e","56","n/e","0","n/e","n/e","n/e","0","","104","n/e","n/e","696","n/e","n/e","0","12","n/e","1"
"Slovenia (SI)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","9","343","n/e","57","n/e","0","n/e","n/e","n/e","0","","83","n/e","n/e","696","n/e","n/e","0","12","n/e","1"
"Slovenia (SI)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","9","353","n/e","57","n/e","0","n/e","n/e","n/e","0","","80","n/e","n/e","696","n/e","n/e","0","12","n/e","2"
"Slovenia (SI)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","9","359","n/e","57","n/e","0","n/e","n/e","n/e","0","","84","n/e","n/e","696","n/e","n/e","0","12","n/e","2"
"Slovenia (SI)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","8","336","n/e","57","n/e","0","n/e","n/e","n/e","0","","199","n/e","n/e","696","n/e","n/e","0","12","n/e","0"
"Slovenia (SI)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","8","327","n/e","57","n/e","0","n/e","n/e","n/e","0","","227","n/e","n/e","696","n/e","n/e","0","12","n/e","0"
"Slovenia (SI)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","8","348","n/e","57","n/e","0","n/e","n/e","n/e","0","","316","n/e","n/e","696","n/e","n/e","1","12","n/e","0"
"Slovenia (SI)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","8","368","n/e","54","n/e","0","n/e","n/e","n/e","0","","454","n/e","n/e","696","n/e","n/e","5","11","n/e","0"
"Slovenia (SI)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","8","364","n/e","54","n/e","0","n/e","n/e","n/e","0","","469","n/e","n/e","696","n/e","n/e","8","11","n/e","0"
