unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019,1,1020.794,1164.807,0.0,0.0,807.6134000000001,1414.101,57.196,253.673004,2185.601,2532.583404,4718.1844040000005,0.21635313768885067,0.24687610747314062,0.0,0.0,0.1711703763242739,0.2997129571284132,0.012122459637548324,0.05376496174777317,0.4632292451619913,0.5367707548380086
Gwh,2019,2,632.57,834.151,0.0,0.0,824.28685,908.545,68.421,167.668959,1466.721,1968.9218090000002,3435.6428090000004,0.18411983875125826,0.24279328392778793,0.0,0.0,0.23992216182680587,0.2644468737029292,0.01991505048800898,0.04880279130320965,0.4269131226790462,0.5730868773209538
Gwh,2019,3,592.652,660.458,0.0,0.0,798.60225,1077.9315,92.774,226.90365,1253.11,2196.2113999999997,3449.3214,0.17181698405953127,0.19147476370279673,0.0,0.0,0.231524452896735,0.31250538149329893,0.026896304878982865,0.06578211296865523,0.363291747762328,0.6367082522376719
Gwh,2019,4,497.186,991.926,0.0,0.0,777.6325,1178.454,91.299,227.628391,1489.112,2275.0138909999996,3764.1258909999997,0.13208538035052664,0.26352094183982755,0.0,0.0,0.20659046018075916,0.31307507615982655,0.024255033610404826,0.060473107858655305,0.39560632219035424,0.6043936778096458
Gwh,2019,5,343.888,1372.205,0.0,0.0,545.111,1149.621,114.51,231.0835,1716.093,2040.3255,3756.4185,0.09154677520622369,0.36529609254133955,0.0,0.0,0.14511455526054937,0.3060417788912497,0.03048382388703495,0.06151697421360266,0.4568428677475633,0.5431571322524367
Gwh,2019,6,531.485,1681.473,0.0,0.0,290.262,794.604,111.952,260.161,2212.958,1456.979,3669.937,0.14482128712291248,0.4581748951003791,0.0,0.0,0.07909182092226652,0.2165170682766489,0.030505155810576584,0.07088977276721645,0.6029961822232917,0.39700381777670846
Gwh,2019,7,760.962,1900.19,0.0,0.0,432.358,712.152,113.717,267.419,2661.152,1525.646,4186.798,0.18175273801124392,0.45385280111436,0.0,0.0,0.10326698350386143,0.17009466422788969,0.02716085180130496,0.06387196134134009,0.6356055391256039,0.36439446087439614
Gwh,2019,8,84.447,1714.176,0.0,0.0,435.1035,806.957,120.421,295.848,1798.623,1658.3295,3456.9525,0.024428163244939006,0.4958633362766772,0.0,0.0,0.12586331458126776,0.23343016717759357,0.03483443871444575,0.08558058000507673,0.5202914995216162,0.4797085004783838
Gwh,2019,9,50.012,1630.428,0.0,0.0,536.234,898.408,105.337,277.036,1680.44,1817.015,3497.455,0.014299540665998563,0.46617554764821856,0.0,0.0,0.15332120070165306,0.25687478466484914,0.030118185938060676,0.07921074038122006,0.4804750883142171,0.519524911685783
Gwh,2019,10,296.137,1691.109,0.0,0.0,420.3255,1045.336,83.923,282.356,1987.246,1831.9405,3819.1865,0.0775392874896264,0.4427929874595022,0.0,0.0,0.11005629078339065,0.2737064555501545,0.021974051280292284,0.07393092743703404,0.5203322749491286,0.47966772505087146
Gwh,2019,11,224.298,1378.123,0.0,0.0,798.954583,1925.9945,49.601,249.1825,1602.421,3023.732583,4626.153583,0.04848477163063524,0.2978982377637158,0.0,0.0,0.17270386048919031,0.4163274014675098,0.010721866256726047,0.0538638623922227,0.34638300939435107,0.6536169906056488
Gwh,2019,12,141.134,1108.887,0.0,0.0,1993.015917,1498.963,52.809,278.99,1250.021,3823.777917,5073.798916999999,0.027816238346995575,0.21855162534814349,0.0,0.0,0.39280545989363264,0.2954320863953939,0.010408177553718376,0.054986412462116115,0.24636786369513905,0.753632136304861
