unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019,1,0.0,234.504,0.0,0.0,13910.95,404.035,0.0,51.951298,234.504,14366.936298,14601.440298,0.0,0.016060333447524396,0.0,0.0,0.9527108090771993,0.02767090038750094,0.0,0.0035579570877755065,0.016060333447524396,0.9839396665524757
Gwh,2019,2,0.0,232.547,0.0,0.0,11023.873,474.553,0.0,2.316,232.547,11500.742,11733.289,0.0,0.019819421476791374,0.0,0.0,0.9395381806414211,0.04044501077234183,0.0,0.00019738710944561236,0.019819421476791374,0.9801805785232086
Gwh,2019,3,0.0,264.575,0.0,0.0,10532.383,522.073,0.0,3.325,264.575,11057.781,11322.356,0.0,0.023367486413605084,0.0,0.0,0.9302289205532841,0.046109926237966725,0.0,0.00029366679514404955,0.023367486413605084,0.976632513586395
Gwh,2019,4,0.0,258.035,0.0,0.0,9292.226,350.045,0.0,4.004,258.035,9646.275,9904.31,0.0,0.026052799235888217,0.0,0.0,0.9382002380781701,0.03534269424119399,0.0,0.0004042684447477916,0.026052799235888217,0.9739472007641118
Gwh,2019,5,0.0,256.434,0.0,0.0,9033.512,350.23,0.0,2.948,256.434,9386.69,9643.124,0.0,0.02659241963496477,0.0,0.0,0.9367827272572665,0.036319143049493095,0.0,0.0003057100582757206,0.02659241963496477,0.9734075803650353
Gwh,2019,6,0.0,249.509,0.0,0.0,8425.768,349.962,0.0,4.813,249.509,8780.543,9030.052,0.0,0.02763095937874998,0.0,0.0,0.9330807840309225,0.038755258552220964,0.0,0.0005329980381065359,0.02763095937874998,0.9723690406212501
Gwh,2019,7,0.0,243.4465,0.0,0.0,9116.415,276.853,0.0,5.727,243.4465,9398.995,9642.4415,0.0,0.025247391959806027,0.0,0.0,0.945446752256677,0.028711919071533903,0.0,0.0005939367119831632,0.025247391959806027,0.9747526080401939
Gwh,2019,8,0.0,237.275,0.0,0.0,9430.144,307.377,0.0,10.73,237.275,9748.251,9985.526,0.0,0.023761892963875916,0.0,0.0,0.944381297489987,0.03078225423477942,0.0,0.001074555311357659,0.023761892963875916,0.9762381070361241
Gwh,2019,9,0.0,233.14,0.0,0.0,10025.414,493.3575,0.0,8.233,233.14,10527.0045,10760.1445,0.0,0.02166699527129956,0.0,0.0,0.9317174132745151,0.04585045303062612,0.0,0.0007651384235592747,0.02166699527129956,0.9783330047287003
Gwh,2019,10,0.0,246.8435,0.0,0.0,10795.742,438.031,0.0,1.2325,246.8435,11235.0055,11481.849,0.0,0.02149858441789297,0.0,0.0,0.940244206312067,0.03814986593187212,0.0,0.00010734333816792051,0.02149858441789297,0.9785014155821069
Gwh,2019,11,0.0,250.2125,0.0,0.0,12122.379,501.637,0.0,0.882,250.2125,12624.898,12875.1105,0.0,0.019433813791345712,0.0,0.0,0.9415359192451203,0.038961762697104614,0.0,6.850426642940268e-05,0.019433813791345712,0.9805661862086542
Gwh,2019,12,0.0,264.534,0.0,0.0,11296.757,729.119,0.0,10.608,264.534,12036.484,12301.018,0.0,0.02150504941948707,0.0,0.0,0.9183595211388196,0.05927306179049571,0.0,0.0008623676511976489,0.02150504941948707,0.978494950580513
