date,mw,region
2017-07-30 0:00,19779,ОЭС ЦЕНТРА
2017-07-30 1:00,17968,ОЭС ЦЕНТРА
2017-07-30 2:00,17520,ОЭС ЦЕНТРА
2017-07-30 3:00,17418,ОЭС ЦЕНТРА
2017-07-30 4:00,17458,ОЭС ЦЕНТРА
2017-07-30 5:00,17436,ОЭС ЦЕНТРА
2017-07-30 6:00,17500,ОЭС ЦЕНТРА
2017-07-30 7:00,18135,ОЭС ЦЕНТРА
2017-07-30 8:00,18939,ОЭС ЦЕНТРА
2017-07-30 9:00,21573,ОЭС ЦЕНТРА
2017-07-30 10:00,22620,ОЭС ЦЕНТРА
2017-07-30 11:00,22372,ОЭС ЦЕНТРА
2017-07-30 12:00,22367,ОЭС ЦЕНТРА
2017-07-30 13:00,22292,ОЭС ЦЕНТРА
2017-07-30 14:00,21996,ОЭС ЦЕНТРА
2017-07-30 15:00,22135,ОЭС ЦЕНТРА
2017-07-30 16:00,22162,ОЭС ЦЕНТРА
2017-07-30 17:00,22380,ОЭС ЦЕНТРА
2017-07-30 18:00,22852,ОЭС ЦЕНТРА
2017-07-30 19:00,23256,ОЭС ЦЕНТРА
2017-07-30 20:00,23751,ОЭС ЦЕНТРА
2017-07-30 21:00,24306,ОЭС ЦЕНТРА
2017-07-30 22:00,23590,ОЭС ЦЕНТРА
2017-07-30 23:00,21408,ОЭС ЦЕНТРА
