datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2019-09-01 00:00:00,11616,TEX,5224,47,813,16,4969,35054
2019-09-01 01:00:00,11132,TEX,6228,44,210,17,4968,32825
2019-09-01 02:00:00,10896,TEX,6112,44,2,17,4968,31951
2019-09-01 03:00:00,9992,TEX,6737,44,0,15,4968,30261
2019-09-01 04:00:00,8192,TEX,7408,44,0,14,4969,28687
2019-09-01 05:00:00,7062,TEX,7527,6,0,14,4970,26781
2019-09-01 06:00:00,6589,TEX,7455,4,0,15,4972,24572
2019-09-01 07:00:00,5802,TEX,7344,29,0,14,4972,23214
2019-09-01 08:00:00,5354,TEX,6518,6,0,14,4973,22401
2019-09-01 09:00:00,5306,TEX,5603,4,0,13,4974,22137
2019-09-01 10:00:00,5369,TEX,4651,4,0,13,4975,22533
2019-09-01 11:00:00,5408,TEX,4168,4,0,15,4976,22783
2019-09-01 12:00:00,5838,TEX,2868,4,0,15,4977,23576
2019-09-01 13:00:00,6035,TEX,1891,40,21,16,4978,24360
2019-09-01 14:00:00,7218,TEX,917,74,572,14,4979,26195
2019-09-01 15:00:00,9136,TEX,289,112,1332,17,4980,28413
2019-09-01 16:00:00,10452,TEX,271,112,1518,15,4980,31537
2019-09-01 17:00:00,11190,TEX,251,111,1629,17,4980,34845
2019-09-01 18:00:00,11502,TEX,498,76,1625,15,4980,37392
2019-09-01 19:00:00,11531,TEX,859,69,1476,17,4979,39957
2019-09-01 20:00:00,11602,TEX,1209,70,1312,19,4979,42026
2019-09-01 21:00:00,11627,TEX,1895,93,1182,20,4978,42784
2019-09-01 22:00:00,11606,TEX,3402,94,1169,20,4977,41992
2019-09-01 23:00:00,11571,TEX,4192,69,1051,17,4976,41087
2019-09-02 00:00:00,11581,TEX,5226,45,377,18,4975,39080
2019-09-02 01:00:00,11631,TEX,5457,44,95,16,4976,36369
2019-09-02 02:00:00,11392,TEX,5716,44,2,13,4976,34547
2019-09-02 03:00:00,10662,TEX,6977,44,0,14,4977,31624
2019-09-02 04:00:00,9368,TEX,7840,44,0,14,4978,28951
2019-09-02 05:00:00,7910,TEX,7252,6,0,14,4979,27554
2019-09-02 06:00:00,7027,TEX,6358,4,0,15,4979,25881
2019-09-02 07:00:00,6352,TEX,5360,30,0,14,4980,25144
2019-09-02 08:00:00,5777,TEX,4931,5,0,14,4980,24426
2019-09-02 09:00:00,5634,TEX,4243,5,0,14,4980,23861
2019-09-02 10:00:00,5626,TEX,3767,5,0,15,4980,23808
2019-09-02 11:00:00,5669,TEX,3485,5,0,15,4981,24144
2019-09-02 12:00:00,5800,TEX,3101,5,0,16,4982,24454
2019-09-02 13:00:00,5885,TEX,2794,41,37,15,4982,24484
2019-09-02 14:00:00,6661,TEX,1960,76,673,16,4983,26409
2019-09-02 15:00:00,8890,TEX,1082,114,1475,18,4982,28605
2019-09-02 16:00:00,10573,TEX,1162,114,1615,15,4982,31804
2019-09-02 17:00:00,11343,TEX,1347,114,1620,16,4982,35364
2019-09-02 18:00:00,11766,TEX,1642,114,1610,15,4981,38536
2019-09-02 19:00:00,11874,TEX,2095,71,1608,15,4981,40758
2019-09-02 20:00:00,11871,TEX,2874,72,1540,19,4981,42162
2019-09-02 21:00:00,11903,TEX,3204,97,1547,20,4980,43225
2019-09-02 22:00:00,11924,TEX,3581,97,1505,16,4979,43730
2019-09-02 23:00:00,11855,TEX,4114,71,1474,15,4978,43168
2019-09-03 00:00:00,11809,TEX,5167,45,1135,15,4978,41061
2019-09-03 01:00:00,11895,TEX,6313,45,294,19,4977,38142
2019-09-03 02:00:00,11949,TEX,6662,45,1,18,4979,36199
2019-09-03 03:00:00,11198,TEX,7838,44,0,15,4981,32462
2019-09-03 04:00:00,9302,TEX,8651,44,0,16,4983,29200
2019-09-03 05:00:00,7780,TEX,8900,7,0,16,4983,26123
2019-09-03 06:00:00,6583,TEX,8705,5,0,17,4982,24015
2019-09-03 07:00:00,5863,TEX,7964,30,0,15,4981,23039
2019-09-03 08:00:00,5698,TEX,7397,6,0,15,4981,22188
2019-09-03 09:00:00,5688,TEX,7090,5,0,15,4982,21505
2019-09-03 10:00:00,5886,TEX,6921,5,0,16,4981,21290
2019-09-03 11:00:00,6059,TEX,6664,5,0,15,4982,22711
2019-09-03 12:00:00,6515,TEX,6393,5,0,16,4983,24919
2019-09-03 13:00:00,6978,TEX,6134,40,34,15,4983,25675
2019-09-03 14:00:00,7555,TEX,5102,75,637,17,4983,27271
2019-09-03 15:00:00,9665,TEX,3114,113,1460,19,4983,29891
2019-09-03 16:00:00,11647,TEX,3682,114,1638,20,4984,31604
2019-09-03 17:00:00,12585,TEX,3095,113,1658,18,4984,34687
2019-09-03 18:00:00,12990,TEX,2563,114,1621,25,4982,38209
2019-09-03 19:00:00,13107,TEX,2658,107,1562,66,4981,41265
2019-09-03 20:00:00,13160,TEX,2529,110,1500,89,4980,43582
2019-09-03 21:00:00,13152,TEX,2330,135,1436,120,4980,44925
2019-09-03 22:00:00,13072,TEX,2653,135,1391,126,4979,45451
2019-09-03 23:00:00,12977,TEX,3449,108,1397,126,4979,44277
2019-09-04 00:00:00,12995,TEX,4014,82,1041,121,4979,42349
2019-09-04 01:00:00,13030,TEX,4817,46,285,119,4980,39958
2019-09-04 02:00:00,12988,TEX,6495,46,1,98,4980,37052
2019-09-04 03:00:00,11624,TEX,8842,46,0,87,4979,32636
2019-09-04 04:00:00,9398,TEX,10012,45,0,88,4981,29333
2019-09-04 05:00:00,7920,TEX,10309,8,0,87,4981,26202
2019-09-04 06:00:00,6905,TEX,10120,6,0,89,4982,24479
2019-09-04 07:00:00,6132,TEX,9286,6,0,87,4983,23644
2019-09-04 08:00:00,5961,TEX,8211,6,0,87,4984,23161
2019-09-04 09:00:00,5949,TEX,7297,6,0,88,4985,23044
2019-09-04 10:00:00,6036,TEX,6377,6,0,89,4985,23615
2019-09-04 11:00:00,6419,TEX,5833,6,0,90,4985,25211
2019-09-04 12:00:00,7510,TEX,5215,41,0,90,4985,26733
2019-09-04 13:00:00,7858,TEX,4782,72,28,87,4986,27395
2019-09-04 14:00:00,8765,TEX,4034,109,610,87,4986,28441
2019-09-04 15:00:00,10247,TEX,3300,89,1426,87,4986,30682
2019-09-04 16:00:00,11225,TEX,3885,89,1628,86,4985,32921
2019-09-04 17:00:00,11943,TEX,4119,90,1582,98,4985,35445
2019-09-04 18:00:00,12365,TEX,5138,115,1356,117,4984,37094
2019-09-04 19:00:00,12599,TEX,5665,67,1444,117,4983,39125
2019-09-04 20:00:00,12759,TEX,5908,93,1284,132,4984,40635
2019-09-04 21:00:00,12976,TEX,5860,95,1382,138,4982,41489
2019-09-04 22:00:00,12973,TEX,5784,94,1320,135,4983,42260
2019-09-04 23:00:00,12859,TEX,5646,93,1201,131,4983,42307
2019-09-05 00:00:00,12766,TEX,5714,66,815,118,4983,41121
2019-09-05 01:00:00,12756,TEX,6210,83,204,116,4983,38802
2019-09-05 02:00:00,12646,TEX,7237,65,1,98,4989,36457
2019-09-05 03:00:00,11907,TEX,8328,40,0,85,4990,32536
2019-09-05 04:00:00,9706,TEX,9016,39,0,85,4985,29622
2019-09-05 05:00:00,7445,TEX,9366,2,0,84,4985,27157
2019-09-05 06:00:00,6691,TEX,9197,0,0,85,4986,24315
2019-09-05 07:00:00,6526,TEX,8910,0,0,85,4986,22164
2019-09-05 08:00:00,6407,TEX,8131,0,0,85,4987,21087
2019-09-05 09:00:00,6370,TEX,7125,0,0,85,4987,20963
2019-09-05 10:00:00,6319,TEX,6858,0,0,85,4988,20979
2019-09-05 11:00:00,6462,TEX,6743,0,0,85,4988,22338
