date,BATI AKDENİZ YTM,BATI ANADOLU YTM,DOĞU AKDENİZ YTM,DOĞU ANADOLU YTM,GÜNEY DOĞU ANADOLU YTM,KUZEY BATI ANADOLU YTM,ORTA ANADOLU YTM,ORTA KARADENİZ YTM,TRAKYA YTM
2017-09-11,3064.96,5624.9,3616.09,1140.53,6026.33,8492.11,4079.17,1920.46,6273.41
2017-09-12,3118.98,5882.72,3631.9,1154.46,5983.98,8682.16,4164.43,1977.44,6358.21
2017-09-13,3070.21,5840.87,3724.56,1166.28,6002.76,8676.6,4178.37,1984.3,6398.99
2017-09-14,2996.39,5922.37,3756.28,1165.2,5962.88,8608.13,4179.91,1983.9,6222.8
2017-09-15,2926.06,5795.57,3800.14,1147.35,5922.97,8682.3,4279.13,1927.78,6356.91
2017-09-16,2915.68,5561.8,3500.94,1130.7,5793.56,8057.32,3884.09,1919.15,5554.98
2017-09-17,2758.09,5090.23,3116.87,1141.13,5564.87,6532.29,3657.49,1744.96,4151.83
2017-09-18,3004.09,5735.56,3616.78,1164.03,5868.64,8705.78,4273.29,1907.87,6514.45
2017-09-19,3027.52,5987.53,3702.75,1173.98,5809.11,8512.01,4370.01,1946.01,6541.96
2017-09-20,3070.08,5960.38,3627.11,1145.93,5694.34,8890.18,4232.59,1859.32,6593.41
2017-09-21,2917.03,5701.14,3513.97,1138.12,5757.35,8718.42,4189.05,1941.66,6297.3
2017-09-22,2747.62,5232.38,3346.39,1123.02,5546.56,8015.22,3958.89,1930.18,5795.59
2017-09-23,2681.58,4944.02,3089.24,1121.47,5309.31,7630.46,3740.31,1766.74,5325.82
2017-09-24,2485.42,4616.66,2885.89,1129.13,4988.45,6183.43,3478.21,1776.25,3987.62
2017-09-25,2690.97,5133.07,3291.24,1128.68,5230.28,8071.46,3930.59,1818.08,5785.96
2017-09-26,2689.89,5276.38,3363.43,1133.74,5355.12,8090.83,3930.54,1846.8,5873.66
2017-09-27,2695.06,5124.96,3223.2,1126.11,5153.18,8103.35,3932.71,1797.08,5815.95
2017-09-28,2666.09,5203.49,3337.83,1104.98,5093.3,7885.72,3948.04,1793.28,5655.77
2017-09-29,2566.58,5195.12,3313.49,1123.92,4937.31,7892.19,3786.8,1804.71,5620.58
2017-09-30,2467.42,4899.94,2893.87,1115.99,4826.77,7531.66,3597.48,1798.43,5160.95
2017-10-01,2253.83,4417.03,2706.74,1133.95,4477.8,6241.11,3274.02,1671.1,3870.13
2017-10-02,2496.88,4764.42,3035.04,1106.97,4637.32,7922.13,3754.73,1784.82,5587.35
2017-10-03,2540.39,4870.48,3046.77,1147.07,4568.63,7677.99,3744.75,1822.99,5597.67
2017-10-04,2530.23,4894.79,2925.95,1236.44,4514.17,7845.34,3780.04,1821.38,5587.02
2017-10-05,2541.39,5010.3,2981.96,1238.03,4563.98,7794.51,3835.28,1845.29,5630.65
2017-10-06,2506.91,5075.34,2975.65,1274.14,4439.74,7953.47,3806.69,1809.99,5598.22
2017-10-07,2431.9,5055.7,2816.96,1254.01,4344.89,7498.49,3586.0,1835.57,5217.69
2017-10-08,2210.91,4398.19,2637.57,1254.09,4135.28,6258.26,3282.48,1713.68,3926.77
2017-10-09,2467.3,4947.15,2837.96,1252.74,4273.09,7923.17,3807.12,1894.55,5593.34
2017-10-10,2493.69,4814.09,2919.35,1223.99,4298.68,7904.06,3895.28,1888.44,5683.33
2017-10-11,2489.21,4874.63,2963.91,1284.74,4305.32,7767.43,3877.82,1872.07,5664.76
2017-10-12,2484.72,5041.92,2907.96,1269.55,4322.88,7884.2,3896.28,1873.65,5644.63
2017-10-13,2476.26,4994.11,2853.34,1266.95,4124.95,7894.05,3912.21,1870.07,5648.33
2017-10-14,2461.11,4688.13,2881.06,1272.74,4135.76,7631.68,3686.9,1835.08,5226.59
2017-10-15,2211.44,4524.38,2742.05,1313.41,3989.89,6350.92,3485.46,1831.54,3949.44
2017-10-16,2467.69,4776.57,2896.34,1292.4,4217.51,7942.33,3976.27,1941.85,5615.56
2017-10-17,2497.12,5096.89,2924.73,1329.78,4207.96,7964.49,3933.06,1891.2,5693.25
2017-10-18,2496.07,5003.54,3016.23,1350.71,4278.49,8037.32,3944.51,1816.94,5693.42
2017-10-19,2474.6,5075.41,2803.34,1340.35,4345.04,7933.67,3912.73,1918.26,5712.04
2017-10-20,2453.87,5031.51,2909.34,1326.67,4262.65,7989.15,3894.78,1924.52,5712.72
2017-10-21,2403.29,4775.88,2902.81,1335.3,4198.66,7593.77,3696.05,1796.52,5139.48
2017-10-22,2218.28,4303.88,2731.86,1304.41,3969.13,6272.61,3406.54,1853.68,4036.92
2017-10-23,2450.04,4883.54,2774.03,1322.6,4210.52,7901.8,3889.71,1864.79,5586.19
2017-10-24,2401.9,4908.95,2861.83,1314.39,4197.44,7908.95,3874.51,1937.49,5730.85
2017-10-25,2412.35,4928.69,3003.63,1296.41,4239.3,7915.64,3981.27,1922.4,5746.9
2017-10-26,2383.09,4834.29,2904.45,1289.34,4223.72,8145.71,3993.02,1895.84,5911.4
2017-10-27,2392.57,4967.63,2882.14,1327.6,4169.75,8175.94,4019.95,1929.81,5840.57
2017-10-28,2314.28,4602.02,2848.78,1267.31,4034.19,7467.46,3561.39,1892.36,5235.78
2017-10-29,2117.51,4637.37,2567.19,1317.31,3963.09,6365.64,3334.27,1832.84,4140.44
2017-10-30,2400.08,4995.53,2880.8,1306.03,4417.96,8268.09,4106.17,1990.35,5884.68
2017-10-31,2406.05,5039.4,2781.79,1377.4,4530.6,8230.84,4091.94,1973.51,6035.64
2017-11-01,2419.93,5262.07,2815.39,1363.88,4604.93,8353.43,4166.0,2062.83,6012.2
2017-11-02,2420.07,5302.98,2884.41,1339.73,4449.26,8422.19,4171.11,2019.51,6147.99
2017-11-03,2380.25,5298.41,2958.99,1369.8,4708.75,8442.53,4202.87,2068.03,6044.38
2017-11-04,2336.67,5252.66,2941.53,1352.73,4587.96,8005.42,3822.03,2020.33,5556.62
2017-11-05,2178.1,4857.68,2868.46,1364.29,4406.42,6618.72,3552.11,1993.47,4318.25
2017-11-06,2383.76,5224.07,2933.34,1349.5,4826.59,8282.05,4218.65,2038.94,5973.32
2017-11-07,2383.49,5136.62,2997.81,1299.47,4694.17,8271.34,4113.12,1973.94,6001.13
2017-11-08,2354.44,5097.18,2915.99,1336.36,4807.73,8402.49,4139.92,2000.39,5937.29
2017-11-09,2387.9,5159.67,3051.77,1371.2,4646.45,8301.47,4065.99,1901.67,5854.2
2017-11-10,2318.69,5015.64,3043.53,1320.31,4747.06,8421.51,4042.6,2072.06,5872.43
2017-11-11,2307.96,4812.76,2869.5,1318.8,4634.19,7883.73,3703.9,1913.61,5475.59
2017-11-12,2085.56,4592.66,2733.21,1369.71,4618.66,6427.22,3386.67,1894.75,4109.51
2017-11-13,2342.79,5014.34,2776.28,1334.46,4938.76,7941.72,4093.47,1935.65,5750.51
2017-11-14,2366.08,4970.37,2822.69,1322.01,4920.16,7933.93,4075.29,1983.9,5729.61
2017-11-15,2339.07,4976.03,2886.22,1355.27,4952.04,7921.34,4041.37,1987.6,5897.39
2017-11-16,2349.77,5001.64,2976.64,1327.69,4873.03,8136.46,4049.99,1948.14,5966.26
2017-11-17,2330.29,4930.83,2891.3,1348.38,4916.72,8086.87,4025.94,1943.93,5926.39
2017-11-18,2302.16,4774.46,2877.06,1326.64,4870.94,7801.07,3757.38,1989.04,5350.3
2017-11-19,2142.86,4701.2,2686.84,1389.17,4779.53,6581.91,3413.17,1887.59,4235.61
2017-11-20,2392.31,5199.42,3085.53,1420.72,5194.45,8413.49,4208.99,1957.01,6237.09
2017-11-21,2524.27,5209.35,3083.29,1365.71,5281.35,8772.09,4310.48,2005.63,6256.6
2017-11-22,2570.04,5524.78,3208.56,1407.35,5490.53,8823.78,4395.92,2070.28,6342.27
2017-11-23,2502.06,5439.65,3329.14,1416.0,5604.43,8623.43,4442.12,2130.28,6239.08
2017-11-24,2469.31,5436.78,3293.3,1414.22,5695.49,8460.26,4356.94,2069.61,6098.02
2017-11-25,2477.18,5177.17,3242.26,1445.39,5524.05,7823.36,3893.23,1999.18,5557.35
2017-11-26,2254.67,5006.64,3000.65,1440.64,5302.33,6603.63,3509.84,1892.45,4294.96
2017-11-27,2588.07,5485.99,3186.42,1440.58,5619.55,8264.73,4304.29,1986.05,6023.87
2017-11-28,2546.65,5494.13,3465.34,1420.35,5638.19,8404.02,4316.48,1985.22,6105.28
2017-11-29,2514.18,5548.76,3362.69,1433.61,5683.05,8434.82,4330.75,2060.79,6217.65
2017-11-30,2515.98,5422.04,3235.21,1398.01,5612.99,8409.76,4275.27,2059.76,6088.07
2017-12-01,2461.87,5342.85,3098.87,1411.36,5697.26,8238.74,4239.44,1966.09,5959.36
2017-12-02,2376.46,4740.47,3044.78,1374.69,5487.61,7719.12,3837.93,1942.97,5331.1
2017-12-03,2165.61,4603.6,2939.02,1402.01,5205.24,6419.19,3415.89,1797.35,4148.33
2017-12-04,2436.01,5043.45,3203.59,1392.11,5586.25,8352.75,4191.22,1945.05,5989.06
2017-12-05,2456.06,5322.58,3249.4,1395.56,5698.39,8768.05,4400.34,2054.76,6291.72
2017-12-06,2623.41,5407.98,3385.94,1417.53,5825.04,8786.97,4424.92,2092.05,6439.33
2017-12-07,2646.51,5780.76,3477.74,1445.8,5739.24,8771.42,4470.13,2100.05,6413.53
2017-12-08,2591.45,5583.13,3371.74,1435.53,5902.02,8625.01,4310.19,1976.06,6352.91
2017-12-09,2567.27,5390.56,3351.16,1443.03,5697.3,8257.17,3913.45,1950.39,5604.63
2017-12-10,2383.98,5005.85,3194.42,1463.77,5604.34,6818.94,3536.73,1825.21,4416.3
2017-12-11,2533.89,5545.61,3208.09,1452.76,6064.9,8428.52,4265.05,2014.08,6228.65
2017-12-12,2530.58,5417.37,3295.44,1456.94,5990.9,8402.61,4198.88,1968.61,6054.04
2017-12-13,2516.27,5210.2,3278.82,1445.07,5952.87,8639.88,4276.07,2061.2,6010.77
2017-12-14,2529.56,5352.37,3450.97,1434.06,5919.23,8508.86,4297.49,2043.63,6032.74
2017-12-15,2460.28,5222.82,3254.14,1414.08,5918.22,8300.97,4255.01,1992.57,5931.86
2017-12-16,2440.41,5142.02,3180.77,1405.32,5760.06,7844.83,3809.8,1934.6,5428.97
2017-12-17,2238.3,4869.23,3049.38,1421.91,5503.11,6540.07,3491.21,1845.44,4330.58
2017-12-18,2485.56,5265.81,3297.77,1417.14,5858.06,8844.8,4331.05,1939.77,6325.48
2017-12-19,2490.95,5506.48,3319.71,1399.33,5920.91,8731.5,4303.34,1986.13,6431.32
2017-12-20,2527.7,5584.0,3240.41,1420.63,5808.81,8871.46,4322.51,2037.12,6601.1
2017-12-21,2453.46,5723.69,3338.34,1400.64,5718.28,8932.39,4340.57,1999.48,6738.83
2017-12-22,2443.35,5667.72,3224.3,1385.9,5747.2,9062.84,4340.5,2063.21,6775.2
2017-12-23,2413.15,5641.64,3196.89,1309.89,5383.9,8519.68,3931.88,2036.54,6147.86
2017-12-24,2454.82,5054.02,3034.94,1347.89,5216.12,6825.88,3634.64,1929.34,4700.98
2017-12-25,2582.35,5627.96,3240.97,1376.7,5773.66,8594.9,4367.56,2048.04,6607.29
2017-12-26,2635.11,5633.14,3273.05,1382.14,5760.77,8644.9,4389.68,2007.96,6389.17
2017-12-27,2617.53,5527.87,3162.68,1381.81,5838.64,8518.57,4329.55,2009.36,6265.28
2017-12-28,2664.38,5389.21,3188.4,1378.35,5951.4,8288.97,4304.75,2009.34,6084.62
2017-12-29,2589.3,5381.75,3051.67,1344.64,5865.91,8093.72,4179.74,1971.55,6084.77
2017-12-30,2534.85,5362.48,3132.91,1320.62,5550.98,7361.99,3711.63,1858.99,5307.62
2017-12-31,2195.5,4594.89,2788.43,1332.13,5181.8,6316.25,3477.08,1872.46,4320.12
2018-01-01,2229.41,4527.44,2848.2,1367.72,5327.61,6134.74,3495.19,1889.74,4265.61
2018-01-02,2548.63,5310.68,3256.81,1368.06,5625.23,8138.98,4203.58,1995.53,6289.59
2018-01-03,2571.6,5424.14,3368.83,1378.54,5799.64,8383.45,4234.75,1893.65,6329.51
2018-01-04,2593.06,5291.18,3498.58,1377.23,5635.24,8576.96,4374.65,1973.39,6244.44
2018-01-05,2503.88,5391.88,3430.89,1391.91,5636.92,8492.17,4214.15,1947.58,6367.16
2018-01-06,2460.25,5291.71,3229.3,1377.03,5400.15,8002.79,3822.57,1937.13,5760.16
2018-01-07,2279.42,4807.63,3048.54,1387.88,5187.27,6717.54,3525.61,1871.89,4394.84
2018-01-08,2539.09,5410.26,3226.85,1391.75,5609.88,8564.38,4364.35,1924.14,6339.61
2018-01-09,2562.0,5614.46,3387.98,1351.39,5695.42,8695.0,4355.23,2014.93,6504.84
2018-01-10,2596.23,5561.72,3213.69,1391.9,5669.91,8684.29,4375.77,2008.72,6496.83
2018-01-11,2592.66,5633.22,3358.94,1382.23,5797.59,8736.93,4372.93,2021.69,6288.45
2018-01-12,2478.59,5572.13,3460.67,1392.53,5725.93,8858.35,4324.47,2043.55,6507.64
2018-01-13,2507.51,5474.04,3247.85,1333.19,5579.71,8147.05,3799.69,2010.11,5983.63
2018-01-14,2323.34,4971.83,3102.47,1393.66,5522.1,6962.71,3569.26,1893.77,4693.68
2018-01-15,2562.06,5549.1,3279.2,1384.51,5908.67,9125.05,4566.04,2081.99,6793.13
2018-01-16,2614.43,5940.94,3424.75,1387.17,5833.08,9158.83,4329.89,2064.18,6817.43
2018-01-17,2574.45,5897.22,3436.14,1391.73,5797.83,8945.38,4252.93,2071.68,6577.33
2018-01-18,2629.31,6092.29,3694.09,1368.48,5672.4,9042.1,4343.98,2010.56,6777.49
2018-01-19,2581.23,5818.32,3270.09,1337.3,5410.55,8928.7,4456.32,2008.99,6729.69
2018-01-20,2484.14,5500.08,3133.03,1324.17,5353.53,8242.52,3815.42,1930.1,5877.09
2018-01-21,2268.57,4843.47,3114.74,1307.04,5168.45,6790.64,3464.17,1773.83,4473.74
2018-01-22,2543.92,5791.58,3487.65,1356.68,5527.52,8986.3,4282.38,1913.12,6807.68
2018-01-23,2527.48,5636.95,3453.86,1361.08,5604.03,9169.15,4362.13,2029.95,6957.78
2018-01-24,2640.8,5622.47,3392.1,1355.59,5543.77,9161.27,4539.1,2067.51,7050.57
2018-01-25,2745.66,5882.75,3463.0,1334.54,5519.1,9199.56,4311.98,2063.62,7079.87
2018-01-26,2622.98,5727.02,3549.53,1325.99,5436.05,8995.62,4314.07,2125.58,6957.57
2018-01-27,2523.66,5189.28,3228.88,1323.54,5251.76,8426.2,4036.77,1972.65,6186.83
2018-01-28,2289.37,4863.76,3068.54,1319.65,5027.49,6876.42,3499.06,1836.61,4632.13
2018-01-29,2561.92,5548.97,3226.09,1335.54,5361.5,9081.1,4240.2,1918.49,6881.53
2018-01-30,2510.16,5372.63,3318.49,1346.63,5445.31,8901.19,3985.89,1970.24,6705.45
2018-01-31,2475.47,5414.89,3217.31,1368.43,5508.24,8708.14,3964.44,2020.4,6629.81
2018-02-01,2480.26,5390.58,3130.41,1317.09,5400.9,8537.9,3916.93,1952.7,6519.48
2018-02-02,2428.74,5526.88,3196.58,1340.09,5382.54,8603.14,4000.42,1952.05,6477.66
2018-02-03,2446.91,5063.92,3193.28,1347.18,5300.11,8062.85,3684.56,1791.08,5571.38
2018-02-04,2252.16,4811.36,3151.04,1371.22,5099.43,6596.49,3366.97,1796.78,4435.6
2018-02-05,2449.77,5134.09,3095.83,1334.75,5284.1,8772.14,3859.07,1907.25,6584.83
2018-02-06,2421.13,5372.79,3157.19,1344.43,5275.67,8811.1,3862.26,1895.43,6573.86
2018-02-07,2438.93,5237.94,3179.07,1317.67,5289.47,8637.59,3863.54,1842.52,6622.18
2018-02-08,2400.41,4935.63,3158.07,1332.16,5177.83,8536.55,3949.67,1849.47,6406.77
2018-02-09,2356.13,5111.93,3162.19,1342.71,5199.46,8401.11,3873.43,1878.22,6394.4
2018-02-10,2433.75,4998.18,3135.11,1341.6,5235.9,8090.4,3672.34,1856.02,5823.86
2018-02-11,2166.55,4591.07,3055.0,1350.15,5037.26,6876.86,3358.33,1809.94,4607.45
2018-02-12,2396.05,5091.63,3279.27,1339.3,5405.59,9007.89,3862.21,1854.38,6841.86
2018-02-13,2411.09,5337.83,3127.93,1326.92,5282.57,8933.21,3959.87,1931.37,6766.05
2018-02-14,2493.85,5616.59,3240.02,1316.51,5403.76,8713.11,3955.39,1914.6,6708.53
2018-02-15,2487.24,5490.44,3132.25,1308.11,5324.27,8722.36,3907.34,1873.07,6634.31
2018-02-16,2506.22,5347.54,3163.27,1294.18,5416.53,8823.53,3862.82,1869.88,6897.34
2018-02-17,2365.34,5130.68,3056.85,1278.33,5204.74,8260.41,3642.58,1910.44,6112.8
2018-02-18,2142.66,4755.6,3017.5,1283.6,4962.66,6888.56,3401.38,1829.96,4468.68
2018-02-19,2428.39,5246.73,3110.57,1251.17,5095.62,8953.98,3890.46,1903.02,6789.58
2018-02-20,2531.33,5498.52,3090.41,1323.63,5248.4,8728.06,3973.11,1993.64,6840.06
2018-02-21,2459.98,5228.03,3092.11,1316.05,5325.93,8904.32,3921.89,1958.55,6783.98
2018-02-22,2479.02,5283.28,3074.36,1313.55,5237.09,8890.1,3874.99,1901.17,6705.35
2018-02-23,2447.17,5080.47,3090.68,1284.18,5089.14,9041.73,3848.16,1934.54,6716.74
2018-02-24,2393.96,5118.89,3000.97,1305.07,5077.72,8172.83,3603.28,1927.57,6054.98
2018-02-25,2218.04,4824.38,2970.18,1342.61,5058.71,6955.05,3448.61,1870.04,4708.61
2018-02-26,2575.26,5640.51,3348.06,1337.83,5225.58,9029.03,3971.72,1963.26,7038.25
2018-02-27,2483.71,5638.24,3132.57,1292.2,5297.68,9065.46,3917.92,2020.12,7025.09
2018-02-28,2558.42,5620.62,3082.7,1308.4,5195.5,9053.13,3963.79,1961.33,7091.39
2018-03-01,2443.28,5388.9,3078.87,1347.08,5311.38,9342.43,4138.26,1932.82,7173.45
2018-03-02,2403.9,5461.28,3009.45,1309.36,5159.02,8915.29,3917.58,2055.93,6843.47
2018-03-03,2353.68,5404.13,3005.29,1316.1,4958.05,7826.62,3625.75,1940.06,5824.71
2018-03-04,2152.78,4567.54,2968.96,1327.16,4683.64,6849.32,3407.47,1851.95,4546.02
2018-03-05,2357.44,5136.67,3028.92,1320.95,4708.52,8622.89,3808.99,1958.2,6644.43
2018-03-06,2331.41,5069.8,2981.92,1284.05,4795.14,8498.73,3935.5,2019.12,6535.2
2018-03-07,2301.64,4974.38,2996.2,1273.3,4734.23,8242.62,3799.4,1870.37,6190.23
2018-03-08,2319.04,5119.81,2854.07,1276.84,4787.23,8506.01,3817.75,1901.04,6337.11
2018-03-09,2267.29,5037.71,2837.44,1287.54,4886.28,8560.77,3835.3,1958.77,6378.62
2018-03-10,2224.37,4784.52,2744.01,1265.84,4787.87,7801.19,3527.6,1887.64,5636.29
2018-03-11,2085.07,4400.74,2792.85,1316.57,4682.14,6396.55,3322.7,1869.55,4175.54
2018-03-12,2280.75,4782.5,2972.07,1272.21,4842.37,8096.47,3700.28,1827.25,6094.72
2018-03-13,2355.46,4970.88,2901.09,1297.06,4969.27,8212.03,3756.18,1891.12,6145.01
2018-03-14,2363.24,4862.67,2834.07,1288.24,4998.46,8110.77,3772.63,1890.97,6004.93
2018-03-15,2384.62,5012.55,2921.67,1232.93,5173.72,8441.86,3818.92,1975.63,6224.9
2018-03-16,2349.6,4816.74,2857.0,1268.67,5288.13,8152.67,3794.82,2003.37,6068.05
2018-03-17,2280.46,4623.61,2848.32,1260.03,5301.62,7538.54,3515.3,1794.44,5453.73
2018-03-18,2113.64,4517.81,2709.79,1288.06,4832.3,6428.44,3290.81,1832.14,4035.99
2018-03-19,2331.42,4768.8,2753.31,1240.7,4995.58,8228.45,3690.48,1815.09,6411.67
2018-03-20,2354.55,4768.46,2769.76,1229.06,4845.24,8263.25,3722.25,1907.04,6134.85
2018-03-21,2324.63,4854.64,2820.8,1217.2,5040.95,8020.38,3724.01,1842.96,6093.08
2018-03-22,2301.85,4890.66,2806.08,1259.14,5257.49,8402.57,3803.84,1940.54,6522.52
2018-03-23,2268.18,4933.17,2854.26,1224.41,5176.29,8708.71,3681.77,1975.25,6460.28
2018-03-24,2314.45,5096.89,2859.73,988.07,4800.22,8099.28,3533.27,1913.19,6025.09
2018-03-25,2182.9,4816.96,2693.2,1216.78,5068.13,6730.49,3433.27,1919.58,4472.19
2018-03-26,2377.65,5078.01,2811.41,1219.49,5421.94,8519.24,3912.59,1899.7,6345.52
2018-03-27,2357.69,5076.12,2684.06,1218.55,5412.13,8078.33,3829.6,1843.58,6311.86
2018-03-28,2411.13,4974.18,2826.19,1220.42,5748.61,8328.09,3767.11,1814.88,6482.85
2018-03-29,2503.26,5221.99,2829.56,1200.62,5869.83,8831.98,3763.49,1887.35,6738.15
2018-03-30,2385.1,4874.53,2928.5,1277.71,6134.34,8486.79,3795.26,2004.72,6359.7
2018-03-31,2308.67,4620.22,2760.98,1237.57,5824.92,7616.69,3535.23,1869.98,5540.16
2018-04-01,2114.77,4675.56,2568.49,1233.49,5809.1,6323.64,3331.45,1746.22,4063.88
2018-04-02,2332.5,4907.74,2742.23,1227.01,5863.62,8115.39,3878.96,1850.7,5889.2
2018-04-03,2349.65,4938.65,2898.33,1236.23,6056.7,7991.26,3910.79,1888.77,5945.42
2018-04-04,2338.5,4895.45,2917.98,1256.74,5582.44,7980.62,3945.61,1949.82,5939.87
2018-04-05,2330.82,4831.59,2837.43,1277.14,6031.81,8012.77,3914.78,1888.36,5880.51
2018-04-06,2352.18,4559.09,2837.97,1257.81,5845.7,7860.33,3902.1,1883.91,5848.89
2018-04-07,2299.25,4579.03,2764.05,1221.51,5902.12,7577.02,3669.48,1843.66,5383.15
2018-04-08,2165.05,4655.95,2709.76,1251.38,5754.05,6649.93,3497.55,1868.67,4218.94
2018-04-09,2332.1,4934.89,2950.39,1217.73,5754.16,7987.12,3866.55,1840.89,5908.8
2018-04-10,2347.81,4845.52,3000.89,1244.13,4611.63,7789.27,3882.03,1898.98,5941.22
2018-04-11,2382.11,4974.98,2889.23,1269.21,5333.25,7874.51,3870.05,1911.04,5913.04
2018-04-12,2372.23,4950.06,2917.96,1220.93,5557.49,7886.17,3929.08,1897.43,5735.66
2018-04-13,2324.02,4762.14,2883.51,1224.43,5648.28,7819.12,3916.07,1883.63,5717.69
2018-04-14,2337.94,4508.2,2804.23,1188.19,5615.82,7698.71,3744.05,1819.79,5402.45
2018-04-15,2204.26,4448.73,2708.26,1272.77,5579.47,6544.83,3609.21,1866.13,4059.66
2018-04-16,2411.47,4723.22,2852.87,1249.92,5739.22,7841.28,4164.02,1863.1,5861.73
2018-04-17,2419.86,4956.91,2849.06,1316.68,5845.21,7797.06,4179.4,1849.17,6067.85
2018-04-18,2427.1,4833.23,2904.17,1274.9,5901.02,7851.85,4216.8,1966.01,6054.59
2018-04-19,2451.87,4873.68,2923.4,1208.22,5864.08,7544.06,4197.24,1907.18,5969.21
2018-04-20,2380.3,4758.59,2885.96,1230.7,5201.15,7992.56,4079.25,1905.85,5961.68
2018-04-21,2375.98,4713.26,2745.74,1281.95,5723.74,7309.65,3827.26,1956.68,5332.86
2018-04-22,2232.97,4432.99,2712.42,1271.28,5557.87,6060.86,3709.04,1867.77,3864.02
2018-04-23,2331.12,4487.8,2733.52,1314.14,5556.89,6345.11,3944.89,1887.58,4698.08
2018-04-24,2500.01,4903.36,2758.37,1245.89,5722.86,7573.98,4301.61,1857.36,5688.89
2018-04-25,2517.56,4812.82,2924.16,1286.13,5725.96,7609.9,4340.31,1856.05,5787.28
2018-04-26,2509.0,4948.5,2923.46,1244.13,5663.02,7591.11,4312.83,1820.36,5831.9
2018-04-27,2463.67,4858.79,2864.24,1272.48,5453.92,7842.49,4238.25,1785.03,5781.65
2018-04-28,2448.36,4748.13,2682.81,1262.49,5275.49,7686.13,4102.2,1788.13,5286.34
2018-04-29,2293.52,4420.46,2707.25,1273.37,5168.71,6362.68,3903.74,1838.25,3922.12
2018-04-30,2484.68,4796.05,2851.18,1278.16,5273.37,7469.79,4167.67,1860.03,5493.96
2018-05-01,2429.49,4373.74,2696.64,1303.97,4664.29,6507.94,3971.22,1894.58,4600.05
2018-05-02,2512.63,4852.14,2876.27,1370.36,4913.12,7777.81,4243.85,1897.69,5708.69
2018-05-03,2609.8,4985.54,2843.35,1330.57,4718.92,7966.92,4223.72,1917.27,5767.31
2018-05-04,2558.23,5000.5,3030.9,1352.56,4933.59,8044.83,4220.45,1767.94,5821.84
2018-05-05,2475.69,4655.34,2977.27,1313.56,4498.53,7559.52,3793.03,1756.13,5245.72
2018-05-06,2201.13,4378.44,2746.78,1351.07,4413.41,6316.39,3520.75,1806.71,3959.13
2018-05-07,2476.93,4740.41,2844.5,1362.22,4393.28,8007.8,3980.69,1874.17,5789.73
2018-05-08,2447.63,4673.55,2919.24,1389.69,4053.67,8134.24,3994.34,1896.69,5809.67
2018-05-09,2470.0,4898.47,2841.82,1382.22,4187.57,7977.68,4006.41,1833.43,5768.37
2018-05-10,2466.28,4798.95,2770.89,1405.34,4148.48,8033.81,3849.34,1891.52,5745.9
2018-05-11,2435.21,4735.69,2717.51,1365.84,4089.64,7965.7,3797.55,1804.79,5791.89
2018-05-12,2409.09,4697.11,2701.93,1378.11,4036.86,7593.44,3561.38,1856.5,5241.23
2018-05-13,2254.89,4374.45,2677.79,1406.82,3906.71,6363.45,3380.67,1828.08,3884.05
2018-05-14,2500.94,4736.29,2781.25,1454.14,3977.93,7629.85,3797.32,1910.63,5656.36
2018-05-15,2515.2,5061.03,2892.82,1442.0,3942.99,8009.17,3864.74,1890.13,5745.83
2018-05-16,2529.9,5000.08,2733.46,1334.61,3740.42,7817.9,3820.71,1799.28,5759.5
2018-05-17,2585.7,5167.05,2953.28,1284.16,3791.36,8077.02,3915.2,1878.62,5839.72
2018-05-18,2587.63,5059.23,3094.89,1249.78,3829.28,7941.26,3829.22,1824.04,5901.15
2018-05-19,2448.89,4720.11,2913.17,1254.06,3733.42,6534.19,3569.98,1822.95,4667.07
2018-05-20,2434.03,4984.49,2831.06,1245.22,3696.55,6135.3,3466.66,1800.12,3884.01
2018-05-21,2684.4,5380.28,3113.68,1230.36,4050.96,7837.28,3877.33,1817.22,5688.96
2018-05-22,2670.44,5260.53,3067.24,1239.09,4003.99,7843.14,3786.32,1798.85,5584.09
2018-05-23,2708.04,5270.87,3154.1,1258.11,3945.4,7647.03,3815.4,1820.27,5732.65
2018-05-24,2660.36,5224.32,3142.79,1290.86,4070.79,7973.68,3801.19,1822.69,5789.68
2018-05-25,2478.96,5084.17,3031.63,1229.52,4147.13,7715.89,3777.85,1837.02,5676.07
2018-05-26,2421.84,4731.17,2953.87,1204.59,3981.37,7355.24,3631.49,1784.08,5183.17
2018-05-27,2302.56,4621.09,2850.03,1182.53,3762.47,6155.01,3509.36,1780.27,3946.17
2018-05-28,2494.1,5008.8,3160.36,1197.2,3945.77,7649.91,3749.25,1826.33,5575.88
2018-05-29,2498.72,5138.85,3118.52,1162.23,4093.35,7749.46,3744.58,1829.86,5685.7
2018-05-30,2481.93,5150.42,2829.2,1147.29,4096.78,7865.36,3752.64,1795.79,5651.7
2018-05-31,2456.17,4913.44,2964.46,1128.72,3948.75,7803.7,3688.6,1797.46,5735.41
2018-06-01,2431.27,4974.92,2950.82,1142.21,4001.39,7789.54,3622.82,1832.86,5721.1
2018-06-02,2498.1,5237.3,2843.44,1135.66,3964.09,7324.23,3492.21,1799.09,5057.45
2018-06-03,2369.42,4838.49,2673.46,1100.35,3812.06,5988.33,3351.86,1759.96,3839.8
