date,BATI AKDENİZ YTM,BATI ANADOLU YTM,DOĞU AKDENİZ YTM,DOĞU ANADOLU YTM,GÜNEY DOĞU ANADOLU YTM,KUZEY BATI ANADOLU YTM,ORTA ANADOLU YTM,ORTA KARADENİZ YTM,TRAKYA YTM
2018-06-04,2585.4,5325.1,3093.48,1138.26,3964.99,7877.56,3812.99,1816.21,5838.92
2018-06-05,2597.1,5396.86,2867.42,1116.85,3991.13,8008.01,3814.64,1797.07,5954.15
2018-06-06,2627.24,5563.58,3128.97,1067.93,4262.83,8276.48,3891.46,1779.5,6077.42
2018-06-07,2746.51,5570.84,3235.72,1086.73,4452.74,8481.83,4054.32,1807.52,6098.09
2018-06-08,2793.59,5681.23,3414.69,1064.43,4473.57,8282.34,4079.42,1796.46,6196.1
2018-06-09,2899.58,5636.94,3300.37,1106.9,4488.71,7734.96,4055.71,1814.37,5448.62
2018-06-10,2614.01,5265.35,3057.76,1027.55,4348.36,6470.46,3931.49,1755.75,4134.35
2018-06-11,2709.75,5412.78,3204.31,1074.06,4524.33,7986.73,4229.71,1784.78,5833.12
2018-06-12,2777.71,5407.24,3234.97,1129.52,4621.08,8052.6,4335.07,1822.06,5768.14
2018-06-13,2758.22,5276.68,3131.61,1083.94,4163.1,7494.91,4164.95,1765.87,5565.32
2018-06-14,2289.79,4670.41,2537.22,1123.2,3677.13,5673.03,3715.4,1791.7,3875.41
2018-06-15,2092.52,4144.06,2136.39,939.57,3125.48,4788.48,3206.69,1576.99,3071.93
2018-06-16,1980.28,4118.48,2362.92,937.61,3406.67,4854.33,3120.84,1598.81,3201.27
2018-06-17,2076.0,4384.9,2417.83,948.91,3614.48,5370.41,3464.42,1626.67,3261.58
2018-06-18,2610.34,4986.67,2932.52,1021.66,4522.55,7660.3,4040.3,1763.69,5700.2
2018-06-19,2622.58,5156.72,2993.33,1020.73,4927.43,8042.54,4114.64,1913.48,6041.91
2018-06-20,2692.67,5287.31,2998.34,1050.95,5063.36,8508.9,4165.67,1832.46,6249.36
2018-06-21,2654.46,5366.49,3148.78,1037.87,5162.47,8258.43,4069.32,1881.58,6314.18
2018-06-22,2722.2,5403.94,3087.95,1058.3,5217.58,8202.67,3963.88,1887.59,6224.16
2018-06-23,2711.54,5248.03,3103.46,1050.87,5558.58,7576.87,3996.36,1915.15,5476.24
2018-06-24,2547.33,5014.35,3016.58,987.24,5334.6,6141.82,3698.01,1783.01,3725.43
2018-06-25,2866.57,5335.4,3370.76,1052.49,5810.93,8059.61,4206.4,1857.89,5954.33
2018-06-26,2879.05,5515.77,3274.04,1055.97,5924.98,8399.57,4462.04,1929.2,6089.79
2018-06-27,2866.24,5487.18,3461.39,1106.26,6152.32,8422.12,4593.71,1911.99,6265.97
2018-06-28,2860.79,5408.28,3448.17,1109.97,6310.49,8454.49,4711.92,2008.95,6248.28
2018-06-29,2846.13,5167.63,3278.17,1102.43,6252.57,8293.38,4656.12,1927.87,6157.78
2018-06-30,2829.82,5165.04,3102.39,1113.78,6254.11,7643.23,4478.82,1916.78,5318.49
2018-07-01,2667.35,5046.73,3008.2,1109.14,5995.33,6414.46,4347.07,1901.25,4053.05
2018-07-02,3055.08,5748.65,3415.04,1132.46,6493.9,8518.81,4844.81,1960.3,6441.11
2018-07-03,3216.32,6253.79,3375.94,1114.81,6770.23,8531.06,4821.44,1936.1,6615.13
2018-07-04,3323.9,6175.72,3490.16,1116.23,6772.11,8695.9,4928.91,1972.48,6729.32
2018-07-05,3375.17,6150.12,3508.54,1120.89,6767.17,8996.5,4879.35,1906.8,6640.47
2018-07-06,3420.55,6138.01,3389.31,1114.48,6720.82,8832.78,4842.44,1957.34,6574.27
2018-07-07,3351.12,5887.81,3247.88,1107.69,6574.18,7976.44,4708.15,1909.59,5685.09
2018-07-08,3041.71,5615.03,3171.06,1126.71,6420.16,6724.21,4509.55,1889.58,4228.99
2018-07-09,3250.65,6089.67,3623.23,1159.01,6657.21,8918.74,4990.07,2002.3,6572.38
2018-07-10,3286.71,6146.6,3624.19,1136.24,6853.0,8974.57,5023.88,2022.15,6680.0
2018-07-11,3342.62,6150.49,3485.43,1155.94,6895.24,8971.23,5091.31,1996.38,6616.55
2018-07-12,3385.88,6261.19,3599.92,1150.12,6921.72,9001.7,5114.15,2007.18,6711.43
2018-07-13,3523.92,6233.01,3633.42,1155.45,6798.69,8996.76,5066.87,1987.0,6713.17
2018-07-14,3445.0,6077.1,3465.72,1135.51,6642.17,7872.93,4740.42,1937.39,5830.76
2018-07-15,3173.52,5610.95,3373.35,1071.68,6063.0,6519.17,4427.26,1842.34,4216.11
2018-07-16,3474.67,6116.09,3671.12,1135.1,6555.8,8770.43,4907.79,1967.02,6711.93
2018-07-17,3485.53,6341.42,3688.47,1137.7,6693.96,8840.37,4943.91,2000.19,6732.15
2018-07-18,3468.57,6380.52,3751.09,1153.17,6666.31,8819.16,4911.01,1998.13,6649.27
2018-07-19,3405.41,6160.78,3749.77,1143.06,6609.28,8815.11,4809.09,1959.3,6495.66
2018-07-20,3399.21,6173.74,3791.4,1138.68,6554.23,8518.61,4901.22,1951.53,6656.8
2018-07-21,3413.83,6096.72,3415.66,1123.01,6712.32,8042.42,4733.13,1945.77,5816.93
2018-07-22,3261.83,5952.11,3386.92,1082.78,6365.75,6752.58,4460.51,1886.0,4365.65
2018-07-23,3574.74,6507.63,3647.27,1125.49,6826.9,9122.57,4907.39,1966.5,6934.55
2018-07-24,3389.71,6258.28,3765.92,1132.8,6906.47,8457.16,4879.85,2042.38,6385.35
2018-07-25,3288.89,6157.51,3754.58,1119.01,6762.62,8743.22,4963.87,2032.38,6506.72
2018-07-26,3174.22,6077.53,3695.85,1155.21,6849.33,8928.64,4898.86,2007.92,6661.6
2018-07-27,3157.02,5931.85,3595.3,1118.49,6776.91,8910.71,4907.01,2092.32,6585.15
2018-07-28,3155.73,5806.33,3491.9,1119.14,6777.99,7912.19,4705.9,1969.82,5698.82
2018-07-29,3032.46,5530.13,3332.89,1115.57,6593.09,6663.2,4463.03,1900.69,4293.88
2018-07-30,3298.28,6511.98,3807.31,1122.12,6951.8,9044.63,5003.04,2011.95,6829.51
2018-07-31,3244.76,6197.23,3767.24,1109.91,7021.73,9042.04,4884.69,2040.4,6813.81
2018-08-01,3355.26,6420.92,3673.14,1107.51,7005.37,9203.46,4905.97,2032.22,6981.71
2018-08-02,3524.32,6506.17,3763.8,1131.71,7056.69,9129.24,4844.53,1951.34,7092.08
2018-08-03,3498.81,6535.68,3870.41,1100.62,6951.31,9190.08,4788.16,2000.01,6957.2
2018-08-04,3299.19,5799.39,3607.07,1097.5,7055.6,8177.32,4601.51,1989.07,5955.01
2018-08-05,3038.94,5673.94,3369.84,1089.52,6668.62,6943.65,4323.1,1924.21,4416.52
2018-08-06,3309.59,6332.89,3724.37,1153.75,7043.28,8929.38,4802.12,2021.9,6862.5
2018-08-07,3350.2,6493.64,3681.55,1131.36,7026.35,8879.95,4739.7,2005.48,6907.87
2018-08-08,3472.24,6476.66,3769.64,1112.1,6935.17,8978.37,4775.79,1927.93,7009.89
2018-08-09,3517.4,6480.31,3721.91,1139.93,7038.85,8824.48,4759.22,2009.97,6859.1
2018-08-10,3464.05,6283.23,3750.58,1114.93,6907.32,8671.25,4730.13,2016.35,6748.67
2018-08-11,3319.22,5872.84,3692.84,1092.07,6948.61,7652.87,4599.16,1985.81,5627.12
2018-08-12,3122.82,5693.98,3497.62,1076.47,6445.39,6487.08,4358.38,1884.42,4259.31
2018-08-13,3371.27,5889.56,3730.03,1110.0,6971.75,8270.14,4681.0,1982.28,6351.12
2018-08-14,3425.8,6019.35,3732.81,1092.0,6894.11,8337.97,4730.22,2013.7,6478.16
2018-08-15,3435.14,6099.44,3815.28,1136.45,7113.07,8350.0,4768.67,2005.83,6532.25
2018-08-16,3419.51,6227.92,3802.83,1136.77,7127.94,8504.68,4748.85,2020.3,6572.01
2018-08-17,3301.54,5997.43,3688.52,1136.88,6943.93,8349.34,4718.01,2036.28,6236.45
2018-08-18,3188.79,5880.46,3496.11,1119.34,6662.82,7367.13,4479.04,2019.1,5072.73
2018-08-19,3029.29,5745.92,3304.05,1094.09,6414.25,6140.45,4187.87,1932.35,4039.42
2018-08-20,2800.78,4717.02,2988.46,1133.96,5923.0,5363.24,3687.98,1805.44,3681.79
2018-08-21,2595.75,4107.43,2746.66,947.13,5329.72,4650.76,3293.03,1592.25,3015.16
2018-08-22,2693.78,4285.33,2884.66,927.13,5646.03,4943.26,3426.14,1744.56,3141.94
2018-08-23,2754.36,4574.56,3003.43,1015.91,5776.13,5094.29,3577.14,1713.32,3247.62
2018-08-24,2789.67,4843.19,3060.5,1051.18,5869.02,5436.54,3704.9,1854.45,3346.91
2018-08-25,2912.78,5374.16,3247.51,1108.33,6253.09,6014.25,3971.78,1935.09,3782.73
2018-08-26,2862.16,5334.56,3210.55,1107.79,6329.88,6166.83,3993.36,1907.91,3794.6
2018-08-27,3193.07,6208.95,3604.74,1163.08,6725.58,8266.26,4491.04,2030.5,6115.45
2018-08-28,3184.13,6192.48,3596.61,1149.12,6629.35,8528.35,4569.39,2039.47,6491.18
2018-08-29,3047.21,5949.6,3752.64,1155.77,6671.45,8228.46,4479.15,2029.9,6417.11
2018-08-30,3076.12,5613.86,3512.12,1184.62,6630.35,7352.35,4320.47,1942.92,5619.12
2018-08-31,3214.39,6090.09,3697.12,1134.93,6759.2,8435.27,4413.56,1940.3,6410.36
2018-09-01,3265.02,5807.98,3576.12,1142.76,6580.49,7478.31,4240.15,1955.42,5601.03
2018-09-02,3112.36,5523.88,3353.67,1151.86,6417.32,6697.66,3903.33,1865.69,4335.6
2018-09-03,3421.13,5935.38,3653.37,1145.58,6725.11,8868.31,4418.31,1893.9,6757.47
2018-09-04,3418.15,6017.96,3803.97,1154.04,6755.77,8764.65,4373.59,1960.58,6733.18
2018-09-05,3333.6,5991.35,3783.56,1158.29,6781.72,8775.33,4322.53,2006.4,6630.09
2018-09-06,3194.07,5696.76,3502.61,1156.33,6406.5,8205.11,4176.8,1923.22,6289.26
2018-09-07,3146.95,5491.13,3381.47,1109.9,6275.38,8137.16,4075.68,1834.85,6171.5
2018-09-08,3013.76,5351.27,3167.46,1111.1,5952.67,7430.67,3988.34,1863.5,5489.17
2018-09-09,2618.4,5300.09,2818.35,1116.34,5760.6,6288.1,3604.19,1793.37,4004.01
2018-09-10,2990.03,5669.25,3178.78,1138.85,5924.52,7904.81,4035.18,1862.08,5970.67
2018-09-11,2978.06,5494.27,3164.62,1117.91,5950.43,7812.77,4036.81,1865.81,5912.1
2018-09-12,2958.12,5375.07,3251.75,1150.06,5949.63,7894.13,4059.57,1891.62,5952.43
2018-09-13,2873.49,5397.4,3454.95,1147.02,5669.61,8024.28,3954.24,1890.8,6042.29
2018-09-14,2803.2,5171.5,3197.62,1131.12,5832.84,7972.38,3997.65,1767.6,5793.66
2018-09-15,2810.56,5169.2,3136.01,1123.56,5653.27,7543.81,3745.5,1790.4,5231.7
2018-09-16,2632.22,5138.06,2974.15,1130.25,5239.27,6372.07,3542.52,1794.53,4055.41
2018-09-17,2925.3,5403.66,3271.11,1138.01,5556.23,7943.76,3904.2,1853.06,5887.41
2018-09-18,3013.29,5403.27,3422.82,1120.18,5599.5,7834.57,3891.2,1826.46,5819.94
2018-09-19,3002.82,5421.69,3425.2,1121.59,5533.91,7900.14,3928.95,1811.97,5828.57
2018-09-20,3013.87,5348.62,3572.62,1136.93,5525.87,7771.27,3903.2,1851.51,5839.94
2018-09-21,2973.52,5359.76,3463.64,1133.65,5463.74,7939.16,3944.41,1852.27,5899.5
2018-09-22,2869.57,5105.62,3205.65,1114.31,5291.73,7286.89,3781.44,1859.02,5268.69
2018-09-23,2722.55,4937.0,3179.62,1102.86,4969.82,6296.8,3539.47,1772.83,4000.89
2018-09-24,2955.46,5542.12,3294.85,1127.32,5185.67,7992.38,3976.11,1744.8,6027.69
2018-09-25,2881.66,5014.29,3257.01,1118.45,5096.48,7700.24,3994.61,1789.16,5629.86
2018-09-26,2833.87,4781.52,3317.69,1118.33,5027.13,7778.93,3918.69,1882.9,5491.96
2018-09-27,2781.55,4977.49,3280.7,1107.14,5013.07,7671.46,3895.71,1867.07,5699.36
2018-09-28,2785.51,4986.85,3127.47,1075.96,4862.64,7529.71,3890.21,1925.66,5491.08
2018-09-29,2597.58,4864.79,3061.94,1113.67,4746.13,7113.98,3580.64,1859.44,4986.83
2018-09-30,2448.06,4547.37,2785.1,1100.24,4401.7,6150.88,3406.29,1859.12,3958.8
2018-10-01,2620.61,4736.28,2957.12,1084.7,4592.2,7695.71,3787.93,1856.55,5619.21
2018-10-02,2686.55,4912.11,3085.39,1089.79,4577.32,7564.07,3821.22,1873.01,5576.13
2018-10-03,2699.61,4842.21,3196.54,1105.83,4630.27,7724.72,3857.15,1894.59,5561.27
2018-10-04,2728.95,4989.95,3161.44,1105.18,4521.21,7764.29,3854.7,1881.94,5596.1
2018-10-05,2685.49,4793.38,3038.56,1084.75,4428.81,7336.08,3829.99,1845.1,5537.69
2018-10-06,2639.51,4567.19,2898.93,1122.07,4322.25,7016.61,3656.83,1852.89,5026.64
2018-10-07,2382.95,4520.03,2851.6,1134.85,3983.5,6160.06,3426.97,1814.67,3915.53
2018-10-08,2676.12,4918.22,2993.97,1127.65,4270.6,7489.33,3843.14,1855.19,5510.38
2018-10-09,2661.23,4888.48,2931.19,1142.32,4289.28,7631.0,3838.03,1843.88,5583.48
2018-10-10,2673.4,4751.66,2925.53,1182.51,4035.52,7575.13,3838.16,1803.23,5571.32
2018-10-11,2651.33,4719.01,2923.33,1151.92,4160.19,7593.04,3878.4,1835.23,5619.78
2018-10-12,2564.96,4682.36,2915.63,1155.21,4113.45,7664.82,3749.8,1805.76,5563.69
2018-10-13,2563.9,4723.52,2809.44,1151.94,3952.12,7374.21,3564.97,1862.93,4973.64
2018-10-14,2327.35,4385.58,2663.78,1174.9,3706.31,6218.2,3357.33,1840.78,3955.31
2018-10-15,2592.32,4914.99,2931.95,1162.67,4123.36,7531.81,3818.06,1842.51,5590.32
2018-10-16,2588.9,4976.97,2959.01,1165.52,4200.31,7727.88,3782.19,1795.35,5603.95
2018-10-17,2619.76,4935.59,2937.07,1191.28,4131.73,7712.86,3810.8,1846.91,5637.09
2018-10-18,2626.08,5003.45,2929.35,1158.63,4050.2,7750.09,3813.19,1856.92,5570.26
2018-10-19,2582.84,4934.88,3008.07,1177.66,4094.21,7567.53,3794.38,1768.97,5616.01
2018-10-20,2529.15,4816.18,2819.72,1211.57,3800.21,7177.61,3589.58,1771.05,4969.13
2018-10-21,2241.93,4543.4,2618.65,1250.48,3774.6,6217.69,3332.56,1790.09,3944.9
2018-10-22,2499.88,4873.82,2812.23,1241.67,4103.52,7643.81,3792.27,1835.47,5511.27
2018-10-23,2535.45,4793.07,2753.29,1271.54,4211.8,7723.71,3786.27,1830.04,5552.46
2018-10-24,2463.75,4896.35,2867.41,1310.74,4284.85,7639.51,3822.04,1862.4,5614.08
2018-10-25,2472.22,4698.07,2722.83,1271.96,4314.48,8165.2,4105.43,1916.73,5726.21
2018-10-26,2488.91,4972.92,2806.05,1240.64,4717.62,7705.06,3965.59,1917.37,5706.86
2018-10-27,2429.07,4976.57,2759.34,1267.01,4478.78,6984.29,3666.69,1862.73,4951.27
2018-10-28,2161.02,4400.05,2557.76,1255.69,4134.9,5866.41,3298.11,1745.42,3753.06
2018-10-29,2268.83,4518.89,2544.51,1315.7,4350.39,6258.53,3464.04,1833.72,4324.89
2018-10-30,2441.28,4871.34,2800.84,1287.01,4563.95,7510.02,3925.98,1911.98,5494.26
2018-10-31,2433.61,4902.66,2930.38,1307.5,4530.93,7449.42,3895.49,1858.26,5584.19
2018-11-01,2410.94,5061.61,2972.53,1286.89,4477.9,7423.39,3919.74,1911.5,5558.79
2018-11-02,2386.11,4740.51,2859.36,1268.59,4537.75,7733.09,3913.92,1914.68,5621.12
2018-11-03,2356.65,4483.38,2806.96,1259.6,4431.79,7077.86,3702.04,1860.28,5009.3
2018-11-04,2127.91,4262.17,2715.89,1306.39,4408.49,6126.6,3378.59,1763.44,3970.5
2018-11-05,2369.06,4758.1,2939.76,1322.58,4931.91,7569.0,4016.4,1903.05,5599.33
2018-11-06,2376.5,4944.37,2958.61,1317.81,4747.33,7605.53,4043.39,1862.15,5550.34
2018-11-07,2356.91,4909.0,2948.77,1339.94,4882.07,7723.42,4081.51,1869.26,5645.27
2018-11-08,2391.7,4863.95,2969.25,1353.81,4834.22,7884.55,4092.19,1822.93,5663.9
2018-11-09,2337.93,4905.51,2909.48,1295.23,4805.33,7807.31,4156.81,1823.93,5662.16
2018-11-10,2328.61,4894.64,2888.26,1310.8,4694.18,7276.25,3767.74,1887.9,5038.13
2018-11-11,2075.65,4659.06,2646.3,1317.55,4465.39,6295.5,3497.52,1857.84,3977.65
2018-11-12,2322.1,4992.85,2997.23,1324.21,4778.08,7675.68,4088.41,1959.95,5658.45
2018-11-13,2366.97,5013.3,2891.66,1327.98,4834.8,8105.25,4148.3,1989.16,5836.75
2018-11-14,2392.27,5269.72,2989.02,1345.85,5042.08,8098.64,4267.88,2005.21,5955.49
2018-11-15,2418.84,5379.0,3079.95,1318.8,5163.83,8308.42,4330.17,1993.54,6151.22
2018-11-16,2425.66,5366.77,3146.26,1314.5,5108.54,8367.97,4254.9,1991.53,6069.34
2018-11-17,2525.91,5527.83,3159.62,1319.54,4944.15,7852.69,3943.98,1919.17,5523.85
2018-11-18,2232.49,5142.1,3029.06,1339.05,4720.25,6616.75,3564.28,1858.67,4343.48
2018-11-19,2434.35,5183.95,3048.11,1337.75,5216.59,7999.11,4125.31,1977.54,6006.47
2018-11-20,2410.2,5005.61,2964.11,1311.62,5170.86,8224.77,4144.23,1946.87,6143.62
2018-11-21,2439.44,5118.72,3017.68,1305.84,5198.75,8291.19,4172.98,1931.83,6039.95
2018-11-22,2401.31,5100.18,3000.35,1309.27,5299.87,8346.65,4128.07,1999.27,6003.95
2018-11-23,2399.7,5320.98,3031.97,1307.69,5263.93,8398.76,4218.47,1970.05,6102.69
2018-11-24,2361.15,5207.97,2867.62,1364.96,5067.27,7604.59,3859.93,1920.07,5459.4
2018-11-25,2167.58,5035.11,2699.99,1314.05,4576.25,6575.64,3544.34,1886.25,4284.03
2018-11-26,2473.32,5550.33,3010.69,1314.34,5174.8,8340.54,4293.13,1991.12,6109.28
2018-11-27,2449.84,5301.96,2959.82,1325.42,5373.25,8152.25,4249.11,1957.4,5833.76
2018-11-28,2453.79,5218.85,2993.01,1303.63,5326.44,8255.13,4263.27,1938.19,6081.05
2018-11-29,2492.49,5601.83,2998.94,1308.61,5300.52,8526.03,4294.03,1959.07,6395.85
2018-11-30,2482.82,5584.99,3114.47,1334.86,5183.71,8663.02,4286.41,1974.0,6500.92
2018-12-01,2384.52,5316.89,2923.37,1303.36,5023.46,7835.73,3827.37,1908.47,5669.79
2018-12-02,2228.11,5296.86,2764.35,1317.51,4702.24,6616.45,3496.52,1770.87,4317.98
2018-12-03,2534.18,5391.25,3025.88,1344.71,5228.43,8308.42,4209.34,1893.47,6378.3
2018-12-04,2542.66,5484.6,3102.95,1334.72,5392.35,8183.8,4285.39,1966.22,6305.17
2018-12-05,2555.08,5417.72,3145.01,1329.5,5287.64,8403.66,4234.1,1956.42,6450.43
2018-12-06,2642.29,5772.24,3227.64,1333.58,5257.61,8714.37,4364.86,1996.43,6607.27
2018-12-07,2552.12,5798.72,3101.38,1327.12,5323.79,8712.82,4316.18,2041.37,6655.93
2018-12-08,2478.41,5327.54,2993.22,1334.95,5148.03,7795.0,3821.87,1946.98,5623.99
2018-12-09,2289.21,5210.07,2826.2,1363.7,4830.06,6714.35,3539.34,1870.78,4297.94
2018-12-10,2537.65,5466.05,2989.71,1335.37,5387.55,8520.32,4257.48,1986.45,6363.9
2018-12-11,2573.48,5740.94,2970.64,1323.51,5299.6,8698.2,4344.11,1969.06,6519.51
2018-12-12,2609.13,5835.98,2929.09,1286.1,5329.21,9013.92,4385.74,2033.11,6724.62
2018-12-13,2661.0,5930.55,3078.35,1332.74,5391.82,8543.68,4390.29,2063.72,6576.11
2018-12-14,2638.73,5748.79,3301.87,1363.66,5424.59,8790.89,4456.8,2050.79,6478.8
2018-12-15,2503.59,5299.54,3121.1,1346.68,5182.05,7758.17,3862.95,1942.69,5481.54
2018-12-16,2317.28,5077.76,2918.5,1360.38,4958.38,6576.25,3550.79,1886.42,4192.18
2018-12-17,2557.93,5257.06,3368.26,1373.49,5507.81,8445.94,4304.36,1974.62,6337.47
2018-12-18,2640.83,5528.38,3303.3,1340.37,5451.57,8352.87,4248.0,1953.48,6425.17
2018-12-19,2642.62,5641.92,3405.44,1335.34,5467.56,8791.34,4346.5,1976.53,6758.56
2018-12-20,2553.46,5688.22,3260.95,1364.79,5486.48,8646.73,4373.88,1960.67,6717.52
2018-12-21,2518.6,5577.98,3213.38,1347.54,5359.97,8446.8,4287.31,2011.73,6624.72
2018-12-22,2494.48,5234.65,3006.47,1340.65,5239.01,7774.84,3839.75,1911.73,5738.2
2018-12-23,2286.71,4941.52,2891.0,1357.29,5063.46,6698.41,3550.62,1742.22,4324.92
2018-12-24,2519.06,5240.69,3112.88,1386.37,5399.67,8336.71,4243.84,1884.79,6348.06
2018-12-25,2637.22,5514.11,3119.5,1385.96,5619.1,8765.04,4369.77,1916.56,6642.45
2018-12-26,2716.82,5647.15,2995.86,1369.62,5626.13,8608.36,4411.13,1882.76,6638.9
2018-12-27,2719.87,5486.39,3107.69,1347.55,5580.74,8708.93,4454.19,1936.19,6569.92
2018-12-28,2649.51,5299.8,3083.66,1370.52,5568.25,8124.16,4292.95,1899.17,6304.96
2018-12-29,2605.77,5350.13,3113.88,1379.33,5380.15,7597.67,3934.52,1890.9,5608.72
2018-12-30,2441.16,5032.31,3063.83,1391.75,5195.8,6499.49,3665.03,1805.98,4452.53
2018-12-31,2375.03,4869.28,2788.28,1379.47,5278.87,7244.43,4053.5,1870.21,5535.13
2019-01-01,2403.85,4555.94,2652.83,1368.84,5301.15,6258.01,3628.16,1804.19,4339.74
2019-01-02,2698.26,5308.65,3321.98,1379.99,5652.83,8395.29,4322.45,1946.26,6562.33
2019-01-03,2691.38,5488.88,3232.5,1429.88,5597.39,8543.42,4229.81,1908.64,6644.3
2019-01-04,2607.59,5438.88,3090.61,1418.17,5602.67,8703.8,4199.98,1857.72,6593.62
2019-01-05,2557.07,5385.32,3071.24,1374.86,5399.74,8039.22,3906.11,1843.72,5850.85
2019-01-06,2462.49,5217.86,2907.71,1439.35,5136.89,6807.83,3641.5,1763.92,4740.4
2019-01-07,2763.28,5688.12,3434.37,1373.82,5664.64,9006.7,4377.73,1939.39,7037.04
2019-01-08,2841.53,6027.27,3460.72,1361.88,5502.29,9013.02,4689.63,1949.4,7069.29
2019-01-09,2838.41,6062.76,3298.77,1396.35,5530.16,8889.69,4414.19,1940.76,7046.38
2019-01-10,2828.59,5692.14,3562.93,1410.9,5674.95,8649.4,4379.37,1947.99,6693.23
2019-01-11,2708.91,5395.93,3405.44,1417.25,5740.81,8774.87,4258.77,1895.32,6640.43
2019-01-12,2641.24,5396.99,3233.07,1421.11,5542.55,7916.13,3899.62,1733.42,5909.5
2019-01-13,2394.11,5139.92,3099.26,1432.37,5305.77,6882.26,3617.54,1786.49,4540.01
2019-01-14,2687.73,5655.38,3243.49,1430.5,5725.66,8812.12,4232.94,1890.04,6772.03
2019-01-15,2804.89,5810.66,3252.89,1404.54,5712.14,8925.22,4362.13,1860.62,6765.53
2019-01-16,2814.64,6051.19,3183.89,1385.59,5593.87,8791.33,4563.3,1867.13,6854.3
2019-01-17,2686.76,5815.89,3210.84,1395.92,5597.58,8581.47,4292.17,1886.27,6787.93
2019-01-18,2616.76,5785.4,3142.01,1423.82,5614.7,8594.04,4229.8,1867.15,6598.6
2019-01-19,2567.1,5356.6,3105.98,1397.42,5556.3,7691.05,3875.21,1807.05,5490.96
2019-01-20,2323.01,4797.43,2941.43,1381.2,5229.09,6484.16,3504.28,1681.17,4291.85
2019-01-21,2681.45,5644.17,3147.97,1424.01,5761.15,8542.47,4204.02,1849.37,6458.41
2019-01-22,2588.01,5304.61,2966.15,1401.3,5660.44,8592.43,4269.96,1865.62,6563.54
2019-01-23,2575.36,5413.32,3023.82,1384.03,5638.71,8258.78,4001.21,1828.71,6422.78
2019-01-24,2501.06,5641.16,3033.6,1402.54,5573.52,8101.61,4090.49,1774.87,6362.32
2019-01-25,2539.46,5440.33,3173.66,1340.46,5476.88,8148.52,3991.58,1745.01,6259.4
2019-01-26,2467.16,5209.4,2867.49,1315.63,5362.8,7273.77,3715.94,1711.52,5292.41
2019-01-27,2303.5,4785.8,2838.43,1294.16,4918.38,6439.38,3396.41,1620.69,4440.25
2019-01-28,2490.93,5185.43,3131.8,1346.96,5537.87,8147.46,3872.42,1762.05,6411.56
2019-01-29,2487.44,5215.31,2940.53,1283.05,5349.43,8024.58,3870.79,1713.22,6194.26
2019-01-30,2585.75,5373.66,2877.42,1317.8,5494.06,7945.52,3988.59,1729.41,6123.74
2019-01-31,2557.68,5607.52,3142.16,1348.37,5547.87,7819.41,4005.02,1699.16,6077.15
2019-02-01,2432.0,5079.54,3050.22,1335.37,5489.63,8236.66,3889.63,1791.9,6255.89
2019-02-02,2392.52,4981.11,2889.93,1354.5,5415.6,7112.02,3661.0,1777.47,5279.72
2019-02-03,2237.32,4873.12,2830.17,1347.0,5142.73,6245.89,3402.14,1757.0,4150.75
2019-02-04,2453.32,5149.35,3062.15,1386.58,5454.91,7695.77,3794.23,1752.79,5975.14
2019-02-05,2433.78,4997.03,2945.17,1365.33,5475.34,7677.12,3796.94,1794.91,6154.88
2019-02-06,2507.19,5125.07,3081.12,1377.6,5700.1,8475.67,4172.8,1854.68,6401.28
2019-02-07,2537.84,5412.37,3286.59,1363.06,5687.37,8500.86,3961.84,1839.95,6529.88
2019-02-08,2527.24,5213.45,3257.03,1350.96,5830.3,8645.9,3973.86,1835.33,6569.12
2019-02-09,2484.21,5207.14,3212.17,1335.42,5582.81,7961.15,3670.38,1864.21,5801.28
2019-02-10,2250.55,4920.61,3052.68,1345.72,5262.87,6608.95,3458.76,1779.19,4422.58
2019-02-11,2472.29,5357.94,3259.77,1333.1,5521.67,8271.48,3855.9,1871.96,6458.29
2019-02-12,2498.9,5457.51,3140.58,1355.17,5464.86,8154.03,3843.84,1771.53,6280.24
2019-02-13,2594.65,5490.42,3032.11,1361.85,5402.92,8839.56,3846.02,1816.1,6689.22
2019-02-14,2543.67,5539.85,3312.16,1396.28,5675.94,8858.49,3975.85,1844.78,6602.58
2019-02-15,2499.6,5482.18,3247.77,1359.7,5558.96,8750.45,3968.31,1872.06,6644.98
2019-02-16,2468.11,5221.96,3076.42,1373.72,5495.79,8038.95,3719.19,1870.63,5910.31
2019-02-17,2271.3,5162.31,2826.75,1376.88,5158.63,6545.01,3449.59,1775.91,4510.41
2019-02-18,2470.18,5451.52,3013.47,1369.85,5430.79,8464.19,3847.07,1876.48,6588.22
2019-02-19,2451.4,5250.06,2971.98,1373.61,5453.9,8333.74,3830.41,1871.19,6457.37
2019-02-20,2465.01,5353.1,3051.3,1386.3,5464.86,8385.23,3851.06,1901.48,6566.88
2019-02-21,2440.48,5228.03,3030.27,1378.79,5416.26,8343.0,3816.19,1805.29,6583.06
2019-02-22,2477.44,5256.85,3072.76,1359.4,5486.74,8538.01,3805.59,1802.07,6630.62
2019-02-23,2496.54,5327.41,3026.47,1342.49,5393.39,8111.9,3692.5,1773.06,6022.56
2019-02-24,2286.32,5323.41,2793.95,1389.31,5085.75,6991.85,3432.58,1731.5,4758.08
