"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Slovenia (SI)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","7","207","n/e","56","n/e","0","n/e","n/e","n/e","0","","96","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","7","207","n/e","55","n/e","0","n/e","n/e","n/e","0","","94","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","7","207","n/e","55","n/e","0","n/e","n/e","n/e","0","","94","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","7","205","n/e","58","n/e","0","n/e","n/e","n/e","0","","94","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","6","206","n/e","60","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","7","206","n/e","57","n/e","0","n/e","n/e","n/e","0","","97","n/e","n/e","693","n/e","n/e","0","11","n/e","0"
"Slovenia (SI)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","6","204","n/e","57","n/e","0","n/e","n/e","n/e","0","","135","n/e","n/e","693","n/e","n/e","0","10","n/e","0"
"Slovenia (SI)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","6","187","n/e","56","n/e","0","n/e","n/e","n/e","0","","233","n/e","n/e","693","n/e","n/e","5","11","n/e","0"
"Slovenia (SI)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","6","189","n/e","56","n/e","0","n/e","n/e","n/e","0","","239","n/e","n/e","693","n/e","n/e","18","11","n/e","0"
"Slovenia (SI)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","6","188","n/e","58","n/e","0","n/e","n/e","n/e","0","","230","n/e","n/e","693","n/e","n/e","30","11","n/e","0"
"Slovenia (SI)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","6","188","n/e","57","n/e","0","n/e","n/e","n/e","0","","240","n/e","n/e","694","n/e","n/e","38","11","n/e","0"
"Slovenia (SI)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","6","188","n/e","57","n/e","0","n/e","n/e","n/e","0","","276","n/e","n/e","694","n/e","n/e","40","10","n/e","0"
"Slovenia (SI)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","6","188","n/e","56","n/e","0","n/e","n/e","n/e","0","","263","n/e","n/e","694","n/e","n/e","36","10","n/e","0"
