date,mw,region
2009-07-10 0:00,10462,ОЭС СР. ВОЛГИ
2009-07-10 1:00,10222,ОЭС СР. ВОЛГИ
2009-07-10 2:00,9806,ОЭС СР. ВОЛГИ
2009-07-10 3:00,9563,ОЭС СР. ВОЛГИ
2009-07-10 4:00,9740,ОЭС СР. ВОЛГИ
2009-07-10 5:00,9324,ОЭС СР. ВОЛГИ
2009-07-10 6:00,9545,ОЭС СР. ВОЛГИ
2009-07-10 7:00,9455,ОЭС СР. ВОЛГИ
2009-07-10 8:00,12150,ОЭС СР. ВОЛГИ
2009-07-10 9:00,12579,ОЭС СР. ВОЛГИ
2009-07-10 10:00,11982,ОЭС СР. ВОЛГИ
2009-07-10 11:00,12247,ОЭС СР. ВОЛГИ
2009-07-10 12:00,12257,ОЭС СР. ВОЛГИ
2009-07-10 13:00,11530,ОЭС СР. ВОЛГИ
2009-07-10 14:00,11560,ОЭС СР. ВОЛГИ
2009-07-10 15:00,11015,ОЭС СР. ВОЛГИ
2009-07-10 16:00,11406,ОЭС СР. ВОЛГИ
2009-07-10 17:00,11107,ОЭС СР. ВОЛГИ
2009-07-10 18:00,11331,ОЭС СР. ВОЛГИ
2009-07-10 19:00,11653,ОЭС СР. ВОЛГИ
2009-07-10 20:00,11023,ОЭС СР. ВОЛГИ
2009-07-10 21:00,10715,ОЭС СР. ВОЛГИ
2009-07-10 22:00,11551,ОЭС СР. ВОЛГИ
2009-07-10 23:00,11495,ОЭС СР. ВОЛГИ
