"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Lithuania (LT)","01.01.2016 00:00 - 01.01.2016 01:00 (UTC)","15","n/e","n/e","101","n/e","11","n/e","n/e","n/e","0","10","22","n/e","n/e","n/e","13","n/e","0","17","n/e","153"
"Lithuania (LT)","01.01.2016 01:00 - 01.01.2016 02:00 (UTC)","15","n/e","n/e","101","n/e","10","n/e","n/e","n/e","0","114","22","n/e","n/e","n/e","14","n/e","0","17","n/e","138"
"Lithuania (LT)","01.01.2016 02:00 - 01.01.2016 03:00 (UTC)","15","n/e","n/e","101","n/e","9","n/e","n/e","n/e","0","165","22","n/e","n/e","n/e","14","n/e","0","17","n/e","126"
"Lithuania (LT)","01.01.2016 03:00 - 01.01.2016 04:00 (UTC)","15","n/e","n/e","100","n/e","9","n/e","n/e","n/e","0","174","22","n/e","n/e","n/e","14","n/e","0","17","n/e","126"
"Lithuania (LT)","01.01.2016 04:00 - 01.01.2016 05:00 (UTC)","15","n/e","n/e","101","n/e","9","n/e","n/e","n/e","0","103","22","n/e","n/e","n/e","13","n/e","0","17","n/e","131"
"Lithuania (LT)","01.01.2016 05:00 - 01.01.2016 06:00 (UTC)","15","n/e","n/e","101","n/e","8","n/e","n/e","n/e","0","10","22","n/e","n/e","n/e","14","n/e","0","17","n/e","145"
"Lithuania (LT)","01.01.2016 06:00 - 01.01.2016 07:00 (UTC)","15","n/e","n/e","102","n/e","9","n/e","n/e","n/e","0","11","22","n/e","n/e","n/e","14","n/e","0","17","n/e","147"
"Lithuania (LT)","01.01.2016 07:00 - 01.01.2016 08:00 (UTC)","15","n/e","n/e","101","n/e","8","n/e","n/e","n/e","0","11","22","n/e","n/e","n/e","13","n/e","0","17","n/e","149"
"Lithuania (LT)","01.01.2016 08:00 - 01.01.2016 09:00 (UTC)","15","n/e","n/e","101","n/e","45","n/e","n/e","n/e","0","10","29","n/e","n/e","n/e","13","n/e","0","17","n/e","143"
"Lithuania (LT)","01.01.2016 09:00 - 01.01.2016 10:00 (UTC)","15","n/e","n/e","101","n/e","46","n/e","n/e","n/e","70","10","45","n/e","n/e","n/e","14","n/e","4","17","n/e","89"
"Lithuania (LT)","01.01.2016 10:00 - 01.01.2016 11:00 (UTC)","15","n/e","n/e","102","n/e","46","n/e","n/e","n/e","20","10","45","n/e","n/e","n/e","13","n/e","5","17","n/e","74"
"Lithuania (LT)","01.01.2016 11:00 - 01.01.2016 12:00 (UTC)","15","n/e","n/e","102","n/e","46","n/e","n/e","n/e","60","2","22","n/e","n/e","n/e","13","n/e","4","17","n/e","68"
"Lithuania (LT)","01.01.2016 12:00 - 01.01.2016 13:00 (UTC)","15","n/e","n/e","101","n/e","45","n/e","n/e","n/e","72","1","23","n/e","n/e","n/e","13","n/e","3","17","n/e","64"
"Lithuania (LT)","01.01.2016 13:00 - 01.01.2016 14:00 (UTC)","15","n/e","n/e","101","n/e","44","n/e","n/e","n/e","72","10","66","n/e","n/e","n/e","13","n/e","1","17","n/e","64"
"Lithuania (LT)","01.01.2016 14:00 - 01.01.2016 15:00 (UTC)","15","n/e","n/e","101","n/e","45","n/e","n/e","n/e","175","6","67","n/e","n/e","n/e","13","n/e","0","17","n/e","63"
"Lithuania (LT)","01.01.2016 15:00 - 01.01.2016 16:00 (UTC)","15","n/e","n/e","101","n/e","46","n/e","n/e","n/e","177","0","66","n/e","n/e","n/e","13","n/e","0","17","n/e","69"
"Lithuania (LT)","01.01.2016 16:00 - 01.01.2016 17:00 (UTC)","15","n/e","n/e","102","n/e","45","n/e","n/e","n/e","199","0","69","n/e","n/e","n/e","13","n/e","0","16","n/e","71"
