date,mw,region
2002-06-02 0:00,19053,ОЭС УРАЛА
2002-06-02 1:00,18609,ОЭС УРАЛА
2002-06-02 2:00,18597,ОЭС УРАЛА
2002-06-02 3:00,18553,ОЭС УРАЛА
2002-06-02 4:00,18492,ОЭС УРАЛА
2002-06-02 5:00,18418,ОЭС УРАЛА
2002-06-02 6:00,18479,ОЭС УРАЛА
2002-06-02 7:00,18588,ОЭС УРАЛА
2002-06-02 8:00,18710,ОЭС УРАЛА
2002-06-02 9:00,19009,ОЭС УРАЛА
2002-06-02 10:00,19048,ОЭС УРАЛА
2002-06-02 11:00,19015,ОЭС УРАЛА
2002-06-02 12:00,19008,ОЭС УРАЛА
2002-06-02 13:00,19054,ОЭС УРАЛА
2002-06-02 14:00,18993,ОЭС УРАЛА
2002-06-02 15:00,19072,ОЭС УРАЛА
2002-06-02 16:00,19098,ОЭС УРАЛА
2002-06-02 17:00,19657,ОЭС УРАЛА
2002-06-02 18:00,19964,ОЭС УРАЛА
2002-06-02 19:00,19996,ОЭС УРАЛА
2002-06-02 20:00,20362,ОЭС УРАЛА
2002-06-02 21:00,20737,ОЭС УРАЛА
2002-06-02 22:00,20269,ОЭС УРАЛА
2002-06-02 23:00,19790,ОЭС УРАЛА
