KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8142.493,MWH,3173.21,3097.36,3079.01,2993.55,2954.7,2981.6,2991.3,3016.18,3082.76,3189.45,3192.05,3171.95,3112.51,3162.49,3172.83,3247.1,3211.82,3293.76,3266.26,3371.65,3438.36,3482.64,3319.36,3292.76,2021-05-22
Asfaltit Kömür,405.0,MWH,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,2021-05-22
Atık Isı,381.661,MWH,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2021-05-22
Barajlı,23221.755,MWH,18976.0,18976.0,18973.0,18977.9,18990.9,18993.9,18995.9,18995.6,19038.5,18835.01,19024.5,19024.4,19014.9,19015.4,19015.4,19015.7,19013.99,18920.3,19039.21,19084.1,19080.25,18974.7,18865.0,19041.5,2021-05-22
Biyokütle,1196.537,MWH,585.2,583.34,586.34,591.24,585.14,581.79,584.35,586.41,591.54,612.81,609.41,605.11,593.01,610.37,609.03,607.69,613.82,609.97,596.4,599.6,600.0,594.8,591.7,589.24,2021-05-22
Doğal Gaz,25447.431,MWH,11423.45,11357.53,11366.97,11376.46,11365.1,11366.0,11354.79,11419.85,11662.17,11527.94,11377.94,11359.64,11338.44,11295.14,11286.64,11271.64,11280.16,11273.39,11293.28,11356.43,11394.03,11406.76,11436.76,11462.51,2021-05-22
Fuel Oil,251.93,MWH,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,2021-05-22
Güneş,7124.666,MWH,0.0,0.0,0.0,0.0,0.0,6.83,158.312,1123.85,2274.209,3215.669,4098.7880000000005,4517.71,4744.898,4775.647,4407.751,3807.315,2910.9339999999997,1758.837,480.567,14.251999999999999,0.0,0.0,0.0,0.0,2021-05-22
İthal Kömür,8986.85,MWH,3986.7,3982.7,3725.7,3734.2,3734.2,3737.7,3727.7,3722.4,3733.4,3735.4,3747.9,4630.9,4630.9,4627.9,4626.9,4628.9,4630.9,4629.9,4626.9,4626.4,4626.4,4627.4,4626.4,4628.4,2021-05-22
Jeotermal,1646.97,MWH,1059.04,1068.74,1071.6,1077.2,1081.3,1083.9,1084.7,1070.94,1054.24,1029.4,982.8,966.9,960.0,942.8,939.1,930.8,932.4,928.7,949.3,972.3,990.8,1010.2,1024.0,1037.8,2021-05-22
Linyit,10119.916,MWH,4272.12,4255.02,4335.0,4365.06,4365.04,4365.0,4365.0,4364.06,4339.06,4336.15,4331.15,4351.15,4349.15,4429.13,4428.15,4392.15,4401.15,4405.01,4439.06,4439.15,4432.15,4441.03,4443.02,4445.15,2021-05-22
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-22
Rüzgar,9608.331,MWH,3702.45,3520.54,3409.59,3301.63,3101.81,2911.93,2767.6,2775.03,2815.16,3001.75,3101.31,3142.69,3148.16,3223.64,3412.26,3430.52,3452.68,3446.58,3510.44,3322.54,3217.37,3212.81,3192.39,2975.98,2021-05-22
Taş Kömür,810.766,MWH,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,2021-05-22
