KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8142.493,MWH,3373.6,3310.25,3310.27,3285.94,3240.18,3225.26,3190.16,3143.7,3223.94,3263.79,3342.68,3246.05,3378.58,3409.59,3502.09,3517.75,3572.38,3562.25,3591.8,3603.19,3672.45,3708.48,3753.16,3620.68,2021-05-17
Asfaltit Kömür,405.0,MWH,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,2021-05-17
Atık Isı,381.661,MWH,19.4,19.4,16.8,16.8,13.8,13.8,13.3,13.3,7.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2021-05-17
Barajlı,23221.755,MWH,19036.19,19041.19,19041.19,19033.14,19031.34,19036.34,19031.34,19072.34,18957.84,18957.84,18959.84,19020.34,19069.64,19051.14,19213.21,19261.39,18433.0,19175.9,19170.75,19217.75,19047.85,19068.05,18991.05,18984.25,2021-05-17
Biyokütle,1193.543,MWH,601.43,603.08,604.63,606.48,607.83,606.78,607.19,606.39,609.23,615.15,616.85,616.29,617.8,596.04,590.42,590.52,589.9,614.21,612.24,609.74,608.54,605.14,603.88,604.28,2021-05-17
Doğal Gaz,25441.431,MWH,11087.1,11025.7,11039.31,11065.54,10971.85,11039.11,11049.09,11869.41,11478.7,11727.62,12019.71,12120.53,12088.82,12087.25,12055.84,11940.74,11928.66,11974.22,12024.0,12471.76,11977.69,12044.63,12073.67,12111.36,2021-05-17
Fuel Oil,251.93,MWH,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,2021-05-17
Güneş,7082.58,MWH,0.0,0.0,0.0,0.0,0.0,6.5,168.335,1192.5529999999999,2476.9759999999997,3568.196,4591.6669999999995,5141.450000000001,5344.299,5341.151,4966.0689999999995,4292.717,3213.698,1851.441,474.81,15.947,0.0,0.0,0.0,0.0,2021-05-17
İthal Kömür,8986.85,MWH,4607.2,4604.2,4604.2,4609.2,4608.2,4609.2,4588.2,4595.2,4595.2,4569.2,4571.2,4568.2,4571.2,4567.2,4596.2,4596.2,4597.2,4596.2,4594.2,4596.2,4588.2,4587.2,4588.2,4587.2,2021-05-17
Jeotermal,1646.97,MWH,1064.2,1071.39,1076.74,1082.94,1090.44,1094.54,1095.14,1085.44,1067.54,1044.5,1013.0,985.5,959.2,937.2,923.0,915.2,916.4,925.9,942.8,965.3,989.9,1010.0,1033.1,1045.7,2021-05-17
Linyit,10119.916,MWH,4053.0,4052.0,4032.0,4034.0,4034.0,4034.0,4000.0,3988.4,4112.15,4112.15,3972.15,4006.15,4004.15,4004.15,4004.15,4004.15,4004.15,4006.02,4038.14,4010.15,4010.15,4010.12,4010.15,4010.15,2021-05-17
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-17
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-17
Rüzgar,9569.031,MWH,1433.94,1402.34,1380.26,1346.51,1259.61,1138.4,1067.78,1027.72,970.38,930.82,877.84,951.24,1194.74,1536.89,1911.86,2268.53,2599.82,2798.8,2902.69,2914.2,2971.36,3078.88,3230.69,3286.67,2021-05-17
Taş Kömür,810.766,MWH,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,2021-05-17
