KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25544.404,MWH,16470.61,16749.63,16948.09,17007.13,17051.81,17070.41,17137.01,17273.39,17110.21,16983.72,17156.94,17016.34,16923.14,16950.62,16933.35,16884.75,16904.89,17393.21,17377.67,17524.65,17742.07,17826.46,17883.22,17906.98,2021-08-02
Barajlı,23221.88,MWH,13575.12,13565.62,14028.42,14034.22,14309.82,14309.82,14367.52,13756.9,13757.7,13873.8,13655.1,14003.2,15374.5,15163.4,16165.01,16400.15,16560.88,17088.25,16788.11,15682.36,16681.63,15520.01,15504.71,14867.19,2021-08-02
Linyit,10119.916,MWH,4519.0,4521.0,4525.0,4726.0,4726.0,4726.0,4726.2,4586.2,4656.2,4636.2,4623.2,4612.2,4647.2,4625.2,4615.2,4614.2,4613.2,4613.2,4613.2,4669.2,4678.2,4815.2,4849.2,4833.13,2021-08-02
Rüzgar,9873.777,MWH,3654.51,3338.03,3072.56,2984.58,2834.31,2663.14,2530.11,2250.63,2035.29,2030.16,2199.85,2309.97,2547.75,2773.71,3015.53,3225.66,3315.71,3219.24,3184.75,3086.75,3041.27,2911.67,2905.38,2791.42,2021-08-02
İthal Kömür,8995.35,MWH,7018.6,7018.6,7019.6,7007.0,7006.3,7018.6,7019.6,7010.6,7015.6,7014.2,7029.6,7030.5,7028.5,7023.5,7024.5,7022.5,7022.5,7018.5,7021.5,7022.5,7021.5,7023.5,7021.2,7020.2,2021-08-02
Akarsu,8182.194,MWH,1286.93,1232.41,1293.3,1249.1,1417.6,1437.04,1449.02,1318.88,1194.48,1280.86,1320.28,1309.16,1344.18,1323.89,1398.07,1552.44,1723.48,1914.52,1837.36,1800.37,1737.28,1772.72,1715.35,1705.85,2021-08-02
Güneş,7277.48,MWH,0.0,0.0,0.0,0.0,0.0,2.86,100.547,1163.99,2774.056,4103.009,5002.606,5582.299,5798.407,5725.734,5317.335,4613.397,3555.933,2169.609,670.201,21.737,0.0,0.0,0.0,0.0,2021-08-02
Jeotermal,1627.138,MWH,828.3,841.21,853.3,862.9,876.9,885.5,893.6,888.8,860.0,830.8,783.4,757.3,731.4,709.9,708.5,699.1,696.5,700.3,710.8,727.41,748.8,774.7,800.3,814.4,2021-08-02
Biyokütle,1367.288,MWH,647.05,645.75,647.65,649.15,648.75,648.45,653.11,649.41,654.3,658.49,633.24,638.79,650.39,662.34,667.79,663.12,655.32,653.03,646.66,646.66,647.48,650.81,653.95,655.21,2021-08-02
Taş Kömür,810.766,MWH,140.0,140.0,140.0,140.0,140.0,140.0,129.0,121.0,123.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,2021-08-02
Asfaltit Kömür,405.0,MWH,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,2021-08-02
Atık Isı,379.408,MWH,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,2021-08-02
Fuel Oil,287.93,MWH,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2021-08-02
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-02
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-02
