KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Akarsu,8126.998,MWH,4982.5,4997.19,4920.93,4970.91,4956.45,4882.02,4873.77,4875.98,4853.79,4798.41,4875.77,4893.86,4884.41,4839.12,4784.77,4822.32,4878.93,4859.24,4894.89,4943.03,5010.8,5051.33,5047.3,5000.53,2021-04-25
Asfaltit Kömür,405.0,MWH,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,2021-04-25
Atık Isı,370.511,MWH,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2021-04-25
Barajlı,23221.755,MWH,18734.72,18720.72,18717.72,18712.72,18712.52,18712.42,18704.62,18423.82,18442.82,18387.43,18456.82,18462.02,18491.72,18487.22,18488.62,18488.62,18479.62,18761.22,18729.12,18765.06,18756.42,18750.92,18750.92,18750.72,2021-04-25
Biyokütle,1163.239,MWH,621.26,624.96,623.76,626.06,628.56,631.56,631.89,633.49,632.53,633.14,634.08,635.78,633.43,639.71,640.21,637.54,636.14,635.14,630.42,625.62,625.62,625.52,620.46,621.26,2021-04-25
Doğal Gaz,25449.616,MWH,10409.04,10416.54,10426.64,10425.04,10345.44,10106.64,8884.72,8635.92,8613.02,8615.12,8887.79,9682.89,9646.79,9700.99,9707.79,9697.59,9924.79,10283.09,10284.29,10307.59,10386.19,10390.09,10401.09,10403.99,2021-04-25
Fuel Oil,251.93,MWH,5.1,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,2021-04-25
Güneş,7048.012,MWH,0.0,0.0,0.0,0.0,0.0,1.84,79.972,788.5640000000001,1735.904,2476.79,3145.268,3497.859,3700.042,3555.404,3219.589,2720.4680000000003,2087.303,1176.103,268.317,2.65,0.0,0.0,0.0,0.0,2021-04-25
İthal Kömür,8986.85,MWH,2868.8,2868.8,2866.8,2869.8,2858.8,2861.8,2861.8,2859.8,2870.8,2871.8,2873.8,2870.8,2872.8,2738.8,2739.8,2723.8,2772.8,3344.8,3698.8,3439.8,3448.8,3447.8,3449.8,3463.8,2021-04-25
Jeotermal,1646.97,MWH,1068.7,1073.44,1077.74,1079.94,1082.74,1085.7,1085.5,1081.0,1074.8,1061.8,1047.9,1031.5,1014.4,994.5,989.1,975.5,973.3,977.8,988.01,1002.9,1024.2,1041.3,1059.4,1071.24,2021-04-25
Linyit,10119.916,MWH,4421.1,4421.1,4420.15,4396.15,4396.15,4396.15,4396.15,4396.15,4395.0,4420.0,4420.0,4421.0,4421.0,4420.0,4420.0,4420.0,4419.0,4419.0,4419.0,4419.0,4420.0,4421.0,4421.0,4421.0,2021-04-25
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-25
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-25
Rüzgar,9468.235,MWH,3383.01,3507.8,3549.61,3679.12,3707.96,3777.9,3935.69,4033.63,4094.61,4195.21,4360.27,4496.38,4664.47,4844.96,5017.83,5116.26,5203.78,5157.04,5158.39,5084.79,5050.89,5107.63,5135.67,4971.22,2021-04-25
Taş Kömür,810.766,MWH,142.0,142.0,142.0,142.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,142.0,142.0,142.0,142.0,2021-04-25
